Region,Comuna,Nacimientos,Fecha,Codigo region,Codigo comuna
Arica y Parinacota,Arica,16,2020-01-02,,
Arica y Parinacota,Arica,11,2020-01-03,,
Arica y Parinacota,Arica,19,2020-01-06,,
Arica y Parinacota,Arica,11,2020-01-07,,
Arica y Parinacota,Arica,8,2020-01-08,,
Arica y Parinacota,Arica,9,2020-01-09,,
Arica y Parinacota,Arica,9,2020-01-10,,
Arica y Parinacota,Arica,18,2020-01-13,,
Arica y Parinacota,Arica,9,2020-01-14,,
Arica y Parinacota,Arica,9,2020-01-15,,
Arica y Parinacota,Arica,9,2020-01-16,,
Arica y Parinacota,Arica,11,2020-01-17,,
Arica y Parinacota,Arica,16,2020-01-20,,
Arica y Parinacota,Arica,7,2020-01-21,,
Arica y Parinacota,Arica,9,2020-01-22,,
Arica y Parinacota,Arica,8,2020-01-23,,
Arica y Parinacota,Arica,17,2020-01-24,,
Arica y Parinacota,Arica,23,2020-01-27,,
Arica y Parinacota,Arica,9,2020-01-28,,
Arica y Parinacota,Arica,15,2020-01-29,,
Arica y Parinacota,Arica,8,2020-01-30,,
Arica y Parinacota,Arica,14,2020-01-31,,
Arica y Parinacota,Arica,20,2020-02-03,,
Arica y Parinacota,Arica,12,2020-02-04,,
Arica y Parinacota,Arica,11,2020-02-05,,
Arica y Parinacota,Arica,7,2020-02-06,,
Arica y Parinacota,Arica,13,2020-02-07,,
Arica y Parinacota,Arica,13,2020-02-10,,
Arica y Parinacota,Arica,4,2020-02-11,,
Arica y Parinacota,Arica,8,2020-02-12,,
Arica y Parinacota,Arica,12,2020-02-13,,
Arica y Parinacota,Arica,11,2020-02-14,,
Arica y Parinacota,Arica,16,2020-02-17,,
Arica y Parinacota,Arica,11,2020-02-18,,
Arica y Parinacota,Arica,16,2020-02-19,,
Arica y Parinacota,Arica,3,2020-02-20,,
Arica y Parinacota,Arica,15,2020-02-21,,
Arica y Parinacota,Arica,26,2020-02-24,,
Arica y Parinacota,Arica,15,2020-02-25,,
Arica y Parinacota,Arica,8,2020-02-26,,
Arica y Parinacota,Arica,11,2020-02-27,,
Arica y Parinacota,Arica,12,2020-02-28,,
Arica y Parinacota,Arica,19,2020-03-02,,
Arica y Parinacota,Arica,8,2020-03-03,,
Arica y Parinacota,Arica,11,2020-03-04,,
Arica y Parinacota,Arica,9,2020-03-05,,
Arica y Parinacota,Arica,9,2020-03-06,,
Arica y Parinacota,Arica,25,2020-03-09,,
Arica y Parinacota,Arica,14,2020-03-10,,
Arica y Parinacota,Arica,7,2020-03-11,,
Arica y Parinacota,Arica,5,2020-03-12,,
Arica y Parinacota,Arica,10,2020-03-13,,
Arica y Parinacota,Arica,21,2020-03-16,,
Arica y Parinacota,Arica,13,2020-03-17,,
Arica y Parinacota,Arica,4,2020-03-18,,
Arica y Parinacota,Arica,7,2020-03-19,,
Arica y Parinacota,Arica,6,2020-03-20,,
Arica y Parinacota,Arica,19,2020-03-23,,
Arica y Parinacota,Arica,12,2020-03-24,,
Arica y Parinacota,Arica,9,2020-03-25,,
Arica y Parinacota,Arica,5,2020-03-26,,
Arica y Parinacota,Arica,5,2020-03-27,,
Arica y Parinacota,Arica,15,2020-03-30,,
Arica y Parinacota,Arica,13,2020-03-31,,
Arica y Parinacota,Arica,6,2020-04-01,,
Arica y Parinacota,Arica,12,2020-04-02,,
Arica y Parinacota,Arica,11,2020-04-03,,
Arica y Parinacota,Arica,21,2020-04-06,,
Arica y Parinacota,Arica,12,2020-04-07,,
Arica y Parinacota,Arica,11,2020-04-08,,
Arica y Parinacota,Arica,15,2020-04-09,,
Arica y Parinacota,Arica,24,2020-04-13,,
Arica y Parinacota,Arica,11,2020-04-14,,
Arica y Parinacota,Arica,8,2020-04-15,,
Arica y Parinacota,Arica,11,2020-04-16,,
Arica y Parinacota,Arica,6,2020-04-17,,
Arica y Parinacota,Arica,10,2020-04-20,,
Arica y Parinacota,Arica,18,2020-04-21,,
Arica y Parinacota,Arica,5,2020-04-22,,
Arica y Parinacota,Arica,5,2020-04-23,,
Arica y Parinacota,Arica,10,2020-04-24,,
Arica y Parinacota,Arica,16,2020-04-27,,
Arica y Parinacota,Arica,9,2020-04-28,,
Arica y Parinacota,Arica,4,2020-04-29,,
Arica y Parinacota,Arica,7,2020-04-30,,
Arica y Parinacota,Arica,17,2020-05-04,,
Arica y Parinacota,Arica,10,2020-05-05,,
Arica y Parinacota,Arica,7,2020-05-06,,
Arica y Parinacota,Arica,9,2020-05-07,,
Arica y Parinacota,Arica,13,2020-05-08,,
Arica y Parinacota,Arica,19,2020-05-11,,
Arica y Parinacota,Arica,13,2020-05-12,,
Tarapacá,Iquique,23,2020-01-02,,
Tarapacá,Iquique,21,2020-01-03,,
Tarapacá,Iquique,24,2020-01-06,,
Tarapacá,Iquique,17,2020-01-07,,
Tarapacá,Alto Hospicio,1,2020-01-08,,
Tarapacá,Iquique,20,2020-01-08,,
Tarapacá,Iquique,14,2020-01-09,,
Tarapacá,Alto Hospicio,1,2020-01-10,,
Tarapacá,Iquique,16,2020-01-10,,
Tarapacá,Iquique,27,2020-01-13,,
Tarapacá,Iquique,12,2020-01-14,,
Tarapacá,Iquique,14,2020-01-15,,
Tarapacá,Iquique,14,2020-01-16,,
Tarapacá,Iquique,13,2020-01-17,,
Tarapacá,Alto Hospicio,1,2020-01-20,,
Tarapacá,Iquique,23,2020-01-20,,
Tarapacá,Alto Hospicio,1,2020-01-21,,
Tarapacá,Iquique,18,2020-01-21,,
Tarapacá,Iquique,14,2020-01-22,,
Tarapacá,Pozo Almonte,1,2020-01-22,,
Tarapacá,Iquique,21,2020-01-23,,
Tarapacá,Iquique,22,2020-01-24,,
Tarapacá,Iquique,26,2020-01-27,,
Tarapacá,Iquique,15,2020-01-28,,
Tarapacá,Iquique,19,2020-01-29,,
Tarapacá,Iquique,11,2020-01-30,,
Tarapacá,Iquique,20,2020-01-31,,
Tarapacá,Pozo Almonte,1,2020-01-31,,
Tarapacá,Iquique,25,2020-02-03,,
Tarapacá,Iquique,23,2020-02-04,,
Tarapacá,Iquique,13,2020-02-05,,
Tarapacá,Iquique,16,2020-02-06,,
Tarapacá,Iquique,21,2020-02-07,,
Tarapacá,Iquique,34,2020-02-10,,
Tarapacá,Iquique,14,2020-02-11,,
Tarapacá,Iquique,25,2020-02-12,,
Tarapacá,Iquique,12,2020-02-13,,
Tarapacá,Iquique,23,2020-02-14,,
Tarapacá,Iquique,33,2020-02-17,,
Tarapacá,Iquique,21,2020-02-18,,
Tarapacá,Alto Hospicio,1,2020-02-19,,
Tarapacá,Iquique,13,2020-02-19,,
Tarapacá,Iquique,10,2020-02-20,,
Tarapacá,Iquique,12,2020-02-21,,
Tarapacá,Iquique,35,2020-02-24,,
Tarapacá,Iquique,18,2020-02-25,,
Tarapacá,Pozo Almonte,1,2020-02-25,,
Tarapacá,Iquique,15,2020-02-26,,
Tarapacá,Iquique,14,2020-02-27,,
Tarapacá,Iquique,19,2020-02-28,,
Tarapacá,Iquique,32,2020-03-02,,
Tarapacá,Iquique,13,2020-03-03,,
Tarapacá,Alto Hospicio,1,2020-03-04,,
Tarapacá,Iquique,9,2020-03-04,,
Tarapacá,Iquique,18,2020-03-05,,
Tarapacá,Iquique,17,2020-03-06,,
Tarapacá,Alto Hospicio,1,2020-03-09,,
Tarapacá,Iquique,21,2020-03-09,,
Tarapacá,Iquique,23,2020-03-10,,
Tarapacá,Iquique,15,2020-03-11,,
Tarapacá,Iquique,17,2020-03-12,,
Tarapacá,Iquique,17,2020-03-13,,
Tarapacá,Iquique,21,2020-03-16,,
Tarapacá,Iquique,10,2020-03-17,,
Tarapacá,Iquique,16,2020-03-18,,
Tarapacá,Iquique,18,2020-03-19,,
Tarapacá,Iquique,14,2020-03-20,,
Tarapacá,Iquique,16,2020-03-23,,
Tarapacá,Iquique,15,2020-03-24,,
Tarapacá,Iquique,19,2020-03-25,,
Tarapacá,Iquique,17,2020-03-26,,
Tarapacá,Iquique,17,2020-03-27,,
Tarapacá,Iquique,34,2020-03-30,,
Tarapacá,Iquique,16,2020-03-31,,
Tarapacá,Iquique,13,2020-04-01,,
Tarapacá,Iquique,8,2020-04-02,,
Tarapacá,Iquique,21,2020-04-03,,
Tarapacá,Iquique,30,2020-04-06,,
Tarapacá,Iquique,16,2020-04-07,,
Tarapacá,Iquique,17,2020-04-08,,
Tarapacá,Iquique,15,2020-04-09,,
Tarapacá,Alto Hospicio,1,2020-04-13,,
Tarapacá,Iquique,23,2020-04-13,,
Tarapacá,Iquique,19,2020-04-14,,
Tarapacá,Iquique,15,2020-04-15,,
Tarapacá,Iquique,11,2020-04-16,,
Tarapacá,Iquique,20,2020-04-17,,
Tarapacá,Iquique,21,2020-04-20,,
Tarapacá,Iquique,16,2020-04-21,,
Tarapacá,Iquique,17,2020-04-22,,
Tarapacá,Iquique,19,2020-04-23,,
Tarapacá,Iquique,15,2020-04-24,,
Tarapacá,Iquique,33,2020-04-27,,
Tarapacá,Iquique,11,2020-04-28,,
Tarapacá,Iquique,24,2020-04-29,,
Tarapacá,Iquique,13,2020-04-30,,
Tarapacá,Pozo Almonte,1,2020-04-30,,
Tarapacá,Iquique,37,2020-05-04,,
Tarapacá,Alto Hospicio,1,2020-05-05,,
Tarapacá,Iquique,19,2020-05-05,,
Tarapacá,Alto Hospicio,1,2020-05-06,,
Tarapacá,Iquique,17,2020-05-06,,
Tarapacá,Alto Hospicio,1,2020-05-07,,
Tarapacá,Iquique,14,2020-05-07,,
Tarapacá,Pozo Almonte,2,2020-05-07,,
Tarapacá,Iquique,12,2020-05-08,,
Tarapacá,Iquique,32,2020-05-11,,
Tarapacá,Pozo Almonte,1,2020-05-11,,
Tarapacá,Iquique,11,2020-05-12,,
Antofagasta,Antofagasta,20,2020-01-02,,
Antofagasta,Calama,10,2020-01-02,,
Antofagasta,Tocopilla,2,2020-01-02,,
Antofagasta,Antofagasta,28,2020-01-03,,
Antofagasta,Calama,2,2020-01-03,,
Antofagasta,Tocopilla,1,2020-01-03,,
Antofagasta,Antofagasta,40,2020-01-06,,
Antofagasta,Calama,13,2020-01-06,,
Antofagasta,Antofagasta,20,2020-01-07,,
Antofagasta,Calama,15,2020-01-07,,
Antofagasta,Antofagasta,18,2020-01-08,,
Antofagasta,Calama,6,2020-01-08,,
Antofagasta,Antofagasta,15,2020-01-09,,
Antofagasta,Calama,7,2020-01-09,,
Antofagasta,Antofagasta,18,2020-01-10,,
Antofagasta,Calama,9,2020-01-10,,
Antofagasta,Antofagasta,30,2020-01-13,,
Antofagasta,Calama,13,2020-01-13,,
Antofagasta,Tocopilla,2,2020-01-13,,
Antofagasta,Antofagasta,22,2020-01-14,,
Antofagasta,Calama,9,2020-01-14,,
Antofagasta,Tocopilla,1,2020-01-14,,
Antofagasta,Antofagasta,16,2020-01-15,,
Antofagasta,Calama,5,2020-01-15,,
Antofagasta,Antofagasta,18,2020-01-16,,
Antofagasta,Calama,4,2020-01-16,,
Antofagasta,Antofagasta,6,2020-01-17,,
Antofagasta,Calama,6,2020-01-17,,
Antofagasta,Antofagasta,34,2020-01-20,,
Antofagasta,Calama,17,2020-01-20,,
Antofagasta,Tocopilla,2,2020-01-20,,
Antofagasta,Antofagasta,18,2020-01-21,,
Antofagasta,Calama,5,2020-01-21,,
Antofagasta,Tocopilla,1,2020-01-21,,
Antofagasta,Antofagasta,19,2020-01-22,,
Antofagasta,Calama,10,2020-01-22,,
Antofagasta,Tocopilla,2,2020-01-22,,
Antofagasta,Antofagasta,20,2020-01-23,,
Antofagasta,Calama,5,2020-01-23,,
Antofagasta,Antofagasta,28,2020-01-24,,
Antofagasta,Calama,14,2020-01-24,,
Antofagasta,Antofagasta,25,2020-01-27,,
Antofagasta,Calama,16,2020-01-27,,
Antofagasta,Tocopilla,2,2020-01-27,,
Antofagasta,Antofagasta,21,2020-01-28,,
Antofagasta,Calama,8,2020-01-28,,
Antofagasta,Antofagasta,11,2020-01-29,,
Antofagasta,Calama,5,2020-01-29,,
Antofagasta,Tocopilla,1,2020-01-29,,
Antofagasta,Antofagasta,15,2020-01-30,,
Antofagasta,Calama,4,2020-01-30,,
Antofagasta,Antofagasta,19,2020-01-31,,
Antofagasta,Calama,8,2020-01-31,,
Antofagasta,Antofagasta,39,2020-02-03,,
Antofagasta,Calama,17,2020-02-03,,
Antofagasta,Antofagasta,16,2020-02-04,,
Antofagasta,Calama,6,2020-02-04,,
Antofagasta,Taltal,1,2020-02-04,,
Antofagasta,Antofagasta,13,2020-02-05,,
Antofagasta,Calama,12,2020-02-05,,
Antofagasta,Tocopilla,1,2020-02-05,,
Antofagasta,Antofagasta,15,2020-02-06,,
Antofagasta,Calama,8,2020-02-06,,
Antofagasta,Antofagasta,17,2020-02-07,,
Antofagasta,Calama,11,2020-02-07,,
Antofagasta,Antofagasta,30,2020-02-10,,
Antofagasta,Calama,20,2020-02-10,,
Antofagasta,Antofagasta,18,2020-02-11,,
Antofagasta,Calama,11,2020-02-11,,
Antofagasta,Tocopilla,1,2020-02-11,,
Antofagasta,Antofagasta,12,2020-02-12,,
Antofagasta,Calama,4,2020-02-12,,
Antofagasta,Antofagasta,17,2020-02-13,,
Antofagasta,Calama,4,2020-02-13,,
Antofagasta,Antofagasta,24,2020-02-14,,
Antofagasta,Calama,8,2020-02-14,,
Antofagasta,Antofagasta,32,2020-02-17,,
Antofagasta,Calama,15,2020-02-17,,
Antofagasta,Tocopilla,1,2020-02-17,,
Antofagasta,Antofagasta,17,2020-02-18,,
Antofagasta,Calama,7,2020-02-18,,
Antofagasta,Antofagasta,11,2020-02-19,,
Antofagasta,Calama,6,2020-02-19,,
Antofagasta,Antofagasta,14,2020-02-20,,
Antofagasta,Calama,5,2020-02-20,,
Antofagasta,Antofagasta,16,2020-02-21,,
Antofagasta,Calama,4,2020-02-21,,
Antofagasta,Antofagasta,30,2020-02-24,,
Antofagasta,Calama,12,2020-02-24,,
Antofagasta,Antofagasta,12,2020-02-25,,
Antofagasta,Calama,6,2020-02-25,,
Antofagasta,Antofagasta,19,2020-02-26,,
Antofagasta,Calama,7,2020-02-26,,
Antofagasta,Antofagasta,9,2020-02-27,,
Antofagasta,Calama,8,2020-02-27,,
Antofagasta,Antofagasta,24,2020-02-28,,
Antofagasta,Calama,4,2020-02-28,,
Antofagasta,Antofagasta,31,2020-03-02,,
Antofagasta,Calama,19,2020-03-02,,
Antofagasta,Tocopilla,1,2020-03-02,,
Antofagasta,Antofagasta,14,2020-03-03,,
Antofagasta,Calama,9,2020-03-03,,
Antofagasta,Antofagasta,15,2020-03-04,,
Antofagasta,Calama,6,2020-03-04,,
Antofagasta,Tocopilla,1,2020-03-04,,
Antofagasta,Antofagasta,8,2020-03-05,,
Antofagasta,Calama,1,2020-03-05,,
Antofagasta,San Pedro De Atacama,1,2020-03-05,,
Antofagasta,Tocopilla,1,2020-03-05,,
Antofagasta,Antofagasta,24,2020-03-06,,
Antofagasta,Calama,7,2020-03-06,,
Antofagasta,María Elena,1,2020-03-06,,
Antofagasta,Antofagasta,30,2020-03-09,,
Antofagasta,Calama,12,2020-03-09,,
Antofagasta,Tocopilla,1,2020-03-09,,
Antofagasta,Antofagasta,20,2020-03-10,,
Antofagasta,Calama,7,2020-03-10,,
Antofagasta,Tocopilla,2,2020-03-10,,
Antofagasta,Antofagasta,21,2020-03-11,,
Antofagasta,Calama,7,2020-03-11,,
Antofagasta,Antofagasta,24,2020-03-12,,
Antofagasta,Calama,8,2020-03-12,,
Antofagasta,Antofagasta,17,2020-03-13,,
Antofagasta,Calama,12,2020-03-13,,
Antofagasta,Antofagasta,22,2020-03-16,,
Antofagasta,Calama,21,2020-03-16,,
Antofagasta,Tocopilla,2,2020-03-16,,
Antofagasta,Antofagasta,21,2020-03-17,,
Antofagasta,Calama,3,2020-03-17,,
Antofagasta,Antofagasta,15,2020-03-18,,
Antofagasta,Calama,7,2020-03-18,,
Antofagasta,Antofagasta,16,2020-03-19,,
Antofagasta,Calama,4,2020-03-19,,
Antofagasta,Antofagasta,17,2020-03-20,,
Antofagasta,Calama,4,2020-03-20,,
Antofagasta,Tocopilla,2,2020-03-20,,
Antofagasta,Antofagasta,13,2020-03-23,,
Antofagasta,Calama,11,2020-03-23,,
Antofagasta,Antofagasta,11,2020-03-24,,
Antofagasta,Calama,3,2020-03-24,,
Antofagasta,Tocopilla,1,2020-03-24,,
Antofagasta,Antofagasta,11,2020-03-25,,
Antofagasta,Calama,4,2020-03-25,,
Antofagasta,Tocopilla,1,2020-03-25,,
Antofagasta,Antofagasta,11,2020-03-26,,
Antofagasta,Calama,7,2020-03-26,,
Antofagasta,Tocopilla,1,2020-03-26,,
Antofagasta,Antofagasta,13,2020-03-27,,
Antofagasta,Calama,1,2020-03-27,,
Antofagasta,Antofagasta,24,2020-03-30,,
Antofagasta,Calama,13,2020-03-30,,
Antofagasta,Antofagasta,23,2020-03-31,,
Antofagasta,Calama,14,2020-03-31,,
Antofagasta,Antofagasta,17,2020-04-01,,
Antofagasta,Calama,5,2020-04-01,,
Antofagasta,Taltal,1,2020-04-01,,
Antofagasta,Tocopilla,1,2020-04-01,,
Antofagasta,Antofagasta,15,2020-04-02,,
Antofagasta,Calama,8,2020-04-02,,
Antofagasta,Tocopilla,1,2020-04-02,,
Antofagasta,Antofagasta,16,2020-04-03,,
Antofagasta,Calama,9,2020-04-03,,
Antofagasta,Antofagasta,27,2020-04-06,,
Antofagasta,Calama,11,2020-04-06,,
Antofagasta,Taltal,1,2020-04-06,,
Antofagasta,Antofagasta,16,2020-04-07,,
Antofagasta,Calama,6,2020-04-07,,
Antofagasta,Tocopilla,3,2020-04-07,,
Antofagasta,Antofagasta,13,2020-04-08,,
Antofagasta,Calama,3,2020-04-08,,
Antofagasta,Antofagasta,14,2020-04-09,,
Antofagasta,Calama,8,2020-04-09,,
Antofagasta,Tocopilla,1,2020-04-09,,
Antofagasta,Antofagasta,20,2020-04-13,,
Antofagasta,Calama,13,2020-04-13,,
Antofagasta,Antofagasta,27,2020-04-14,,
Antofagasta,Calama,7,2020-04-14,,
Antofagasta,Antofagasta,15,2020-04-15,,
Antofagasta,Calama,11,2020-04-15,,
Antofagasta,Antofagasta,9,2020-04-16,,
Antofagasta,Calama,9,2020-04-16,,
Antofagasta,Mejillones,1,2020-04-16,,
Antofagasta,Antofagasta,17,2020-04-17,,
Antofagasta,Calama,2,2020-04-17,,
Antofagasta,Antofagasta,25,2020-04-20,,
Antofagasta,Calama,11,2020-04-20,,
Antofagasta,Tocopilla,1,2020-04-20,,
Antofagasta,Antofagasta,25,2020-04-21,,
Antofagasta,Calama,7,2020-04-21,,
Antofagasta,Mejillones,1,2020-04-21,,
Antofagasta,Tocopilla,2,2020-04-21,,
Antofagasta,Antofagasta,21,2020-04-22,,
Antofagasta,Calama,3,2020-04-22,,
Antofagasta,Antofagasta,18,2020-04-23,,
Antofagasta,Calama,13,2020-04-23,,
Antofagasta,Antofagasta,21,2020-04-24,,
Antofagasta,Calama,9,2020-04-24,,
Antofagasta,Antofagasta,23,2020-04-27,,
Antofagasta,Calama,17,2020-04-27,,
Antofagasta,Tocopilla,1,2020-04-27,,
Antofagasta,Antofagasta,25,2020-04-28,,
Antofagasta,Calama,6,2020-04-28,,
Antofagasta,San Pedro De Atacama,2,2020-04-28,,
Antofagasta,Tocopilla,1,2020-04-28,,
Antofagasta,Antofagasta,24,2020-04-29,,
Antofagasta,Calama,6,2020-04-29,,
Antofagasta,Tocopilla,3,2020-04-29,,
Antofagasta,Antofagasta,21,2020-04-30,,
Antofagasta,Calama,9,2020-04-30,,
Antofagasta,Antofagasta,30,2020-05-04,,
Antofagasta,Calama,12,2020-05-04,,
Antofagasta,Tocopilla,1,2020-05-04,,
Antofagasta,Antofagasta,30,2020-05-05,,
Antofagasta,Calama,14,2020-05-05,,
Antofagasta,Antofagasta,10,2020-05-06,,
Antofagasta,Calama,11,2020-05-06,,
Antofagasta,Antofagasta,10,2020-05-07,,
Antofagasta,Calama,9,2020-05-07,,
Antofagasta,Antofagasta,14,2020-05-08,,
Antofagasta,Calama,5,2020-05-08,,
Antofagasta,Antofagasta,31,2020-05-11,,
Antofagasta,Calama,6,2020-05-11,,
Antofagasta,Tocopilla,1,2020-05-11,,
Antofagasta,Antofagasta,23,2020-05-12,,
Antofagasta,Calama,7,2020-05-12,,
Atacama,Copiapó,13,2020-01-02,,
Atacama,Vallenar,5,2020-01-02,,
Atacama,Copiapó,12,2020-01-03,,
Atacama,Vallenar,5,2020-01-03,,
Atacama,Copiapó,14,2020-01-06,,
Atacama,Vallenar,2,2020-01-06,,
Atacama,Copiapó,6,2020-01-07,,
Atacama,Vallenar,3,2020-01-07,,
Atacama,Copiapó,7,2020-01-08,,
Atacama,Vallenar,7,2020-01-08,,
Atacama,Copiapó,6,2020-01-09,,
Atacama,Vallenar,6,2020-01-09,,
Atacama,Copiapó,6,2020-01-10,,
Atacama,Vallenar,1,2020-01-10,,
Atacama,Copiapó,12,2020-01-13,,
Atacama,Vallenar,2,2020-01-13,,
Atacama,Copiapó,8,2020-01-14,,
Atacama,Vallenar,2,2020-01-14,,
Atacama,Copiapó,12,2020-01-15,,
Atacama,Vallenar,1,2020-01-15,,
Atacama,Copiapó,6,2020-01-16,,
Atacama,Vallenar,3,2020-01-16,,
Atacama,Copiapó,12,2020-01-17,,
Atacama,Vallenar,3,2020-01-17,,
Atacama,Copiapó,15,2020-01-20,,
Atacama,Vallenar,2,2020-01-20,,
Atacama,Copiapó,6,2020-01-21,,
Atacama,Vallenar,1,2020-01-21,,
Atacama,Copiapó,12,2020-01-22,,
Atacama,Vallenar,7,2020-01-22,,
Atacama,Copiapó,8,2020-01-23,,
Atacama,Vallenar,2,2020-01-23,,
Atacama,Copiapó,11,2020-01-24,,
Atacama,Vallenar,4,2020-01-24,,
Atacama,Copiapó,14,2020-01-27,,
Atacama,Vallenar,6,2020-01-27,,
Atacama,Copiapó,5,2020-01-28,,
Atacama,Copiapó,13,2020-01-29,,
Atacama,Vallenar,4,2020-01-29,,
Atacama,Copiapó,7,2020-01-30,,
Atacama,Vallenar,3,2020-01-30,,
Atacama,Copiapó,5,2020-01-31,,
Atacama,Vallenar,2,2020-01-31,,
Atacama,Copiapó,12,2020-02-03,,
Atacama,Vallenar,4,2020-02-03,,
Atacama,Copiapó,5,2020-02-04,,
Atacama,Vallenar,4,2020-02-04,,
Atacama,Copiapó,5,2020-02-05,,
Atacama,Vallenar,2,2020-02-05,,
Atacama,Copiapó,10,2020-02-06,,
Atacama,Vallenar,3,2020-02-06,,
Atacama,Copiapó,10,2020-02-07,,
Atacama,Vallenar,6,2020-02-07,,
Atacama,Copiapó,18,2020-02-10,,
Atacama,Vallenar,4,2020-02-10,,
Atacama,Copiapó,4,2020-02-11,,
Atacama,Vallenar,2,2020-02-11,,
Atacama,Chañaral,1,2020-02-12,,
Atacama,Copiapó,7,2020-02-12,,
Atacama,Vallenar,1,2020-02-12,,
Atacama,Copiapó,11,2020-02-13,,
Atacama,Vallenar,2,2020-02-13,,
Atacama,Copiapó,3,2020-02-14,,
Atacama,Vallenar,2,2020-02-14,,
Atacama,Copiapó,17,2020-02-17,,
Atacama,Vallenar,4,2020-02-17,,
Atacama,Copiapó,7,2020-02-18,,
Atacama,Vallenar,3,2020-02-18,,
Atacama,Chañaral,1,2020-02-19,,
Atacama,Copiapó,9,2020-02-19,,
Atacama,Vallenar,4,2020-02-19,,
Atacama,Copiapó,10,2020-02-20,,
Atacama,Vallenar,2,2020-02-20,,
Atacama,Copiapó,1,2020-02-21,,
Atacama,Vallenar,1,2020-02-21,,
Atacama,Copiapó,15,2020-02-24,,
Atacama,Vallenar,2,2020-02-24,,
Atacama,Copiapó,9,2020-02-25,,
Atacama,Vallenar,3,2020-02-25,,
Atacama,Copiapó,8,2020-02-26,,
Atacama,Vallenar,2,2020-02-26,,
Atacama,Copiapó,9,2020-02-27,,
Atacama,Vallenar,4,2020-02-27,,
Atacama,Copiapó,3,2020-02-28,,
Atacama,Vallenar,1,2020-02-28,,
Atacama,Copiapó,19,2020-03-02,,
Atacama,Vallenar,2,2020-03-02,,
Atacama,Copiapó,12,2020-03-03,,
Atacama,Vallenar,3,2020-03-03,,
Atacama,Copiapó,8,2020-03-04,,
Atacama,Vallenar,2,2020-03-04,,
Atacama,Copiapó,6,2020-03-05,,
Atacama,Vallenar,4,2020-03-05,,
Atacama,Chañaral,1,2020-03-06,,
Atacama,Copiapó,12,2020-03-06,,
Atacama,Vallenar,3,2020-03-06,,
Atacama,Copiapó,14,2020-03-09,,
Atacama,Copiapó,6,2020-03-10,,
Atacama,Vallenar,3,2020-03-10,,
Atacama,Chañaral,1,2020-03-11,,
Atacama,Copiapó,9,2020-03-11,,
Atacama,Vallenar,1,2020-03-11,,
Atacama,Copiapó,5,2020-03-12,,
Atacama,Vallenar,5,2020-03-12,,
Atacama,Copiapó,9,2020-03-13,,
Atacama,Copiapó,14,2020-03-16,,
Atacama,Vallenar,6,2020-03-16,,
Atacama,Copiapó,11,2020-03-17,,
Atacama,Huasco,1,2020-03-17,,
Atacama,Vallenar,2,2020-03-17,,
Atacama,Chañaral,1,2020-03-18,,
Atacama,Copiapó,6,2020-03-18,,
Atacama,Vallenar,2,2020-03-18,,
Atacama,Copiapó,13,2020-03-19,,
Atacama,Vallenar,4,2020-03-19,,
Atacama,Copiapó,5,2020-03-20,,
Atacama,Vallenar,3,2020-03-20,,
Atacama,Chañaral,1,2020-03-23,,
Atacama,Copiapó,12,2020-03-23,,
Atacama,Vallenar,1,2020-03-23,,
Atacama,Copiapó,9,2020-03-24,,
Atacama,Vallenar,1,2020-03-24,,
Atacama,Copiapó,9,2020-03-25,,
Atacama,Vallenar,1,2020-03-25,,
Atacama,Copiapó,6,2020-03-26,,
Atacama,Vallenar,1,2020-03-26,,
Atacama,Copiapó,7,2020-03-27,,
Atacama,Vallenar,6,2020-03-27,,
Atacama,Chañaral,1,2020-03-30,,
Atacama,Copiapó,11,2020-03-30,,
Atacama,Vallenar,5,2020-03-30,,
Atacama,Copiapó,13,2020-03-31,,
Atacama,Vallenar,2,2020-03-31,,
Atacama,Copiapó,5,2020-04-01,,
Atacama,Vallenar,1,2020-04-01,,
Atacama,Copiapó,11,2020-04-02,,
Atacama,Vallenar,2,2020-04-02,,
Atacama,Copiapó,8,2020-04-03,,
Atacama,Vallenar,3,2020-04-03,,
Atacama,Copiapó,14,2020-04-06,,
Atacama,Vallenar,1,2020-04-06,,
Atacama,Copiapó,10,2020-04-07,,
Atacama,Vallenar,5,2020-04-07,,
Atacama,Copiapó,9,2020-04-08,,
Atacama,Vallenar,4,2020-04-08,,
Atacama,Copiapó,6,2020-04-09,,
Atacama,Vallenar,4,2020-04-09,,
Atacama,Copiapó,15,2020-04-13,,
Atacama,Huasco,1,2020-04-13,,
Atacama,Vallenar,4,2020-04-13,,
Atacama,Copiapó,10,2020-04-14,,
Atacama,Vallenar,1,2020-04-14,,
Atacama,Copiapó,4,2020-04-15,,
Atacama,Vallenar,5,2020-04-15,,
Atacama,Copiapó,7,2020-04-16,,
Atacama,Chañaral,1,2020-04-17,,
Atacama,Copiapó,11,2020-04-17,,
Atacama,Vallenar,1,2020-04-17,,
Atacama,Copiapó,12,2020-04-20,,
Atacama,Vallenar,3,2020-04-20,,
Atacama,Copiapó,5,2020-04-21,,
Atacama,Vallenar,4,2020-04-21,,
Atacama,Copiapó,8,2020-04-22,,
Atacama,Vallenar,1,2020-04-22,,
Atacama,Copiapó,7,2020-04-23,,
Atacama,Chañaral,1,2020-04-24,,
Atacama,Copiapó,11,2020-04-24,,
Atacama,Vallenar,3,2020-04-24,,
Atacama,Copiapó,17,2020-04-27,,
Atacama,Copiapó,8,2020-04-28,,
