Region,Comuna,Nacimientos,Fecha,Codigo region,Codigo comuna
Biobío,Coronel,8,2020-04-03,8,8102.0
Biobío,Coronel,4,2020-04-06,8,8102.0
Biobío,Coronel,3,2020-04-07,8,8102.0
Biobío,Coronel,1,2020-04-08,8,8102.0
Biobío,Coronel,2,2020-04-09,8,8102.0
Biobío,Coronel,6,2020-04-13,8,8102.0
Biobío,Coronel,6,2020-04-14,8,8102.0
Biobío,Coronel,5,2020-04-15,8,8102.0
Biobío,Coronel,3,2020-04-16,8,8102.0
Biobío,Coronel,2,2020-04-17,8,8102.0
Biobío,Coronel,4,2020-04-20,8,8102.0
Biobío,Coronel,4,2020-04-21,8,8102.0
Biobío,Coronel,1,2020-04-22,8,8102.0
Biobío,Coronel,4,2020-04-23,8,8102.0
Biobío,Coronel,3,2020-04-27,8,8102.0
Biobío,Coronel,2,2020-04-28,8,8102.0
Biobío,Coronel,5,2020-04-29,8,8102.0
Biobío,Coronel,5,2020-04-30,8,8102.0
Biobío,Coronel,6,2020-05-04,8,8102.0
Biobío,Coronel,4,2020-05-05,8,8102.0
Biobío,Coronel,1,2020-05-06,8,8102.0
Biobío,Coronel,11,2020-05-07,8,8102.0
Biobío,Coronel,3,2020-05-08,8,8102.0
Biobío,Coronel,6,2020-05-11,8,8102.0
Biobío,Coronel,5,2020-05-12,8,8102.0
Biobío,Coronel,2,2020-05-13,8,8102.0
Biobío,Coronel,3,2020-05-14,8,8102.0
Biobío,Coronel,3,2020-05-15,8,8102.0
Biobío,Coronel,2,2020-05-18,8,8102.0
Biobío,Coronel,5,2020-05-19,8,8102.0
Biobío,Coronel,2,2020-05-20,8,8102.0
Biobío,Coronel,8,2020-05-22,8,8102.0
Biobío,Coronel,7,2020-05-25,8,8102.0
Biobío,Coronel,2,2020-05-26,8,8102.0
Biobío,Curanilahue,7,2020-01-02,8,8205.0
Biobío,Curanilahue,8,2020-01-03,8,8205.0
Biobío,Curanilahue,7,2020-01-06,8,8205.0
Biobío,Curanilahue,6,2020-01-07,8,8205.0
Biobío,Curanilahue,3,2020-01-08,8,8205.0
Biobío,Curanilahue,2,2020-01-09,8,8205.0
Biobío,Curanilahue,4,2020-01-10,8,8205.0
Biobío,Curanilahue,4,2020-01-13,8,8205.0
Biobío,Curanilahue,5,2020-01-14,8,8205.0
Biobío,Curanilahue,5,2020-01-15,8,8205.0
Biobío,Curanilahue,3,2020-01-16,8,8205.0
Biobío,Curanilahue,3,2020-01-17,8,8205.0
Biobío,Curanilahue,13,2020-01-20,8,8205.0
Biobío,Curanilahue,5,2020-01-21,8,8205.0
Biobío,Curanilahue,3,2020-01-22,8,8205.0
Biobío,Curanilahue,2,2020-01-23,8,8205.0
Biobío,Curanilahue,3,2020-01-24,8,8205.0
Biobío,Curanilahue,5,2020-01-27,8,8205.0
Biobío,Curanilahue,6,2020-01-28,8,8205.0
Biobío,Curanilahue,2,2020-01-29,8,8205.0
Biobío,Curanilahue,3,2020-01-30,8,8205.0
Biobío,Curanilahue,2,2020-01-31,8,8205.0
Biobío,Curanilahue,6,2020-02-03,8,8205.0
Biobío,Curanilahue,3,2020-02-04,8,8205.0
Biobío,Curanilahue,1,2020-02-05,8,8205.0
Biobío,Curanilahue,3,2020-02-06,8,8205.0
Biobío,Curanilahue,2,2020-02-07,8,8205.0
Biobío,Curanilahue,4,2020-02-10,8,8205.0
Biobío,Curanilahue,4,2020-02-11,8,8205.0
Biobío,Curanilahue,4,2020-02-12,8,8205.0
Biobío,Curanilahue,1,2020-02-13,8,8205.0
Biobío,Curanilahue,5,2020-02-14,8,8205.0
Biobío,Curanilahue,4,2020-02-17,8,8205.0
Biobío,Curanilahue,3,2020-02-19,8,8205.0
Biobío,Curanilahue,2,2020-02-20,8,8205.0
Biobío,Curanilahue,5,2020-02-21,8,8205.0
Biobío,Curanilahue,3,2020-02-24,8,8205.0
Biobío,Curanilahue,8,2020-02-25,8,8205.0
Biobío,Curanilahue,1,2020-02-26,8,8205.0
Biobío,Curanilahue,6,2020-02-27,8,8205.0
Biobío,Curanilahue,1,2020-02-28,8,8205.0
Biobío,Curanilahue,8,2020-03-02,8,8205.0
Biobío,Curanilahue,7,2020-03-03,8,8205.0
Biobío,Curanilahue,3,2020-03-04,8,8205.0
Biobío,Curanilahue,1,2020-03-05,8,8205.0
Biobío,Curanilahue,2,2020-03-06,8,8205.0
Biobío,Curanilahue,4,2020-03-09,8,8205.0
Biobío,Curanilahue,2,2020-03-10,8,8205.0
Biobío,Curanilahue,3,2020-03-11,8,8205.0
Biobío,Curanilahue,2,2020-03-12,8,8205.0
Biobío,Curanilahue,2,2020-03-13,8,8205.0
Biobío,Curanilahue,8,2020-03-16,8,8205.0
Biobío,Curanilahue,5,2020-03-17,8,8205.0
Biobío,Curanilahue,4,2020-03-18,8,8205.0
Biobío,Curanilahue,6,2020-03-19,8,8205.0
Biobío,Curanilahue,2,2020-03-20,8,8205.0
Biobío,Curanilahue,5,2020-03-23,8,8205.0
Biobío,Curanilahue,8,2020-03-24,8,8205.0
Biobío,Curanilahue,2,2020-03-25,8,8205.0
Biobío,Curanilahue,1,2020-03-26,8,8205.0
Biobío,Curanilahue,2,2020-03-30,8,8205.0
Biobío,Curanilahue,3,2020-03-31,8,8205.0
Biobío,Curanilahue,2,2020-04-01,8,8205.0
Biobío,Curanilahue,1,2020-04-02,8,8205.0
Biobío,Curanilahue,3,2020-04-03,8,8205.0
Biobío,Curanilahue,6,2020-04-06,8,8205.0
Biobío,Curanilahue,8,2020-04-07,8,8205.0
Biobío,Curanilahue,4,2020-04-08,8,8205.0
Biobío,Curanilahue,2,2020-04-09,8,8205.0
Biobío,Curanilahue,9,2020-04-13,8,8205.0
Biobío,Curanilahue,2,2020-04-14,8,8205.0
Biobío,Curanilahue,2,2020-04-15,8,8205.0
Biobío,Curanilahue,4,2020-04-16,8,8205.0
Biobío,Curanilahue,6,2020-04-17,8,8205.0
Biobío,Curanilahue,9,2020-04-20,8,8205.0
Biobío,Curanilahue,1,2020-04-21,8,8205.0
Biobío,Curanilahue,3,2020-04-22,8,8205.0
Biobío,Curanilahue,2,2020-04-23,8,8205.0
Biobío,Curanilahue,3,2020-04-24,8,8205.0
Biobío,Curanilahue,5,2020-04-27,8,8205.0
Biobío,Curanilahue,5,2020-04-28,8,8205.0
Biobío,Curanilahue,7,2020-04-29,8,8205.0
Biobío,Curanilahue,2,2020-04-30,8,8205.0
Biobío,Curanilahue,9,2020-05-04,8,8205.0
Biobío,Curanilahue,2,2020-05-05,8,8205.0
Biobío,Curanilahue,3,2020-05-06,8,8205.0
Biobío,Curanilahue,3,2020-05-07,8,8205.0
Biobío,Curanilahue,7,2020-05-08,8,8205.0
Biobío,Curanilahue,8,2020-05-11,8,8205.0
Biobío,Curanilahue,3,2020-05-12,8,8205.0
Biobío,Curanilahue,2,2020-05-13,8,8205.0
Biobío,Curanilahue,5,2020-05-14,8,8205.0
Biobío,Curanilahue,3,2020-05-15,8,8205.0
Biobío,Curanilahue,5,2020-05-18,8,8205.0
Biobío,Curanilahue,4,2020-05-19,8,8205.0
Biobío,Curanilahue,5,2020-05-20,8,8205.0
Biobío,Curanilahue,6,2020-05-22,8,8205.0
Biobío,Curanilahue,9,2020-05-25,8,8205.0
Biobío,Curanilahue,3,2020-05-26,8,8205.0
Biobío,Hualpén,11,2020-01-02,8,8112.0
Biobío,Hualpén,11,2020-01-03,8,8112.0
Biobío,Hualpén,8,2020-01-06,8,8112.0
Biobío,Hualpén,5,2020-01-07,8,8112.0
Biobío,Hualpén,4,2020-01-08,8,8112.0
Biobío,Hualpén,7,2020-01-09,8,8112.0
Biobío,Hualpén,6,2020-01-10,8,8112.0
Biobío,Hualpén,9,2020-01-13,8,8112.0
Biobío,Hualpén,6,2020-01-14,8,8112.0
Biobío,Hualpén,7,2020-01-15,8,8112.0
Biobío,Hualpén,3,2020-01-16,8,8112.0
Biobío,Hualpén,6,2020-01-17,8,8112.0
Biobío,Hualpén,10,2020-01-20,8,8112.0
Biobío,Hualpén,4,2020-01-21,8,8112.0
Biobío,Hualpén,5,2020-01-22,8,8112.0
Biobío,Hualpén,5,2020-01-23,8,8112.0
Biobío,Hualpén,6,2020-01-24,8,8112.0
Biobío,Hualpén,5,2020-01-27,8,8112.0
Biobío,Hualpén,3,2020-01-28,8,8112.0
Biobío,Hualpén,3,2020-01-29,8,8112.0
Biobío,Hualpén,7,2020-01-30,8,8112.0
Biobío,Hualpén,7,2020-01-31,8,8112.0
Biobío,Hualpén,6,2020-02-03,8,8112.0
Biobío,Hualpén,1,2020-02-04,8,8112.0
Biobío,Hualpén,4,2020-02-05,8,8112.0
Biobío,Hualpén,4,2020-02-06,8,8112.0
Biobío,Hualpén,8,2020-02-07,8,8112.0
Biobío,Hualpén,17,2020-02-10,8,8112.0
Biobío,Hualpén,4,2020-02-11,8,8112.0
Biobío,Hualpén,5,2020-02-12,8,8112.0
Biobío,Hualpén,3,2020-02-13,8,8112.0
Biobío,Hualpén,8,2020-02-14,8,8112.0
Biobío,Hualpén,4,2020-02-17,8,8112.0
Biobío,Hualpén,5,2020-02-18,8,8112.0
Biobío,Hualpén,7,2020-02-19,8,8112.0
Biobío,Hualpén,5,2020-02-20,8,8112.0
Biobío,Hualpén,8,2020-02-21,8,8112.0
Biobío,Hualpén,4,2020-02-24,8,8112.0
Biobío,Hualpén,2,2020-02-25,8,8112.0
Biobío,Hualpén,5,2020-02-26,8,8112.0
Biobío,Hualpén,7,2020-02-27,8,8112.0
Biobío,Hualpén,3,2020-02-28,8,8112.0
Biobío,Hualpén,10,2020-03-02,8,8112.0
Biobío,Hualpén,7,2020-03-03,8,8112.0
Biobío,Hualpén,7,2020-03-04,8,8112.0
Biobío,Hualpén,7,2020-03-05,8,8112.0
Biobío,Hualpén,4,2020-03-06,8,8112.0
Biobío,Hualpén,9,2020-03-09,8,8112.0
Biobío,Hualpén,4,2020-03-10,8,8112.0
Biobío,Hualpén,4,2020-03-11,8,8112.0
Biobío,Hualpén,4,2020-03-12,8,8112.0
Biobío,Hualpén,8,2020-03-13,8,8112.0
Biobío,Hualpén,12,2020-03-16,8,8112.0
Biobío,Hualpén,5,2020-03-17,8,8112.0
Biobío,Hualpén,6,2020-03-18,8,8112.0
Biobío,Hualpén,7,2020-03-19,8,8112.0
Biobío,Hualpén,9,2020-03-20,8,8112.0
Biobío,Hualpén,6,2020-03-23,8,8112.0
Biobío,Hualpén,3,2020-03-24,8,8112.0
Biobío,Hualpén,9,2020-03-25,8,8112.0
Biobío,Hualpén,9,2020-03-27,8,8112.0
Biobío,Hualpén,11,2020-03-30,8,8112.0
Biobío,Hualpén,5,2020-03-31,8,8112.0
Biobío,Hualpén,7,2020-04-01,8,8112.0
Biobío,Hualpén,8,2020-04-02,8,8112.0
Biobío,Hualpén,3,2020-04-03,8,8112.0
Biobío,Hualpén,5,2020-04-06,8,8112.0
Biobío,Hualpén,6,2020-04-07,8,8112.0
Biobío,Hualpén,6,2020-04-08,8,8112.0
Biobío,Hualpén,4,2020-04-09,8,8112.0
Biobío,Hualpén,3,2020-04-13,8,8112.0
Biobío,Hualpén,8,2020-04-14,8,8112.0
Biobío,Hualpén,6,2020-04-15,8,8112.0
Biobío,Hualpén,5,2020-04-16,8,8112.0
Biobío,Hualpén,4,2020-04-17,8,8112.0
Biobío,Hualpén,8,2020-04-20,8,8112.0
Biobío,Hualpén,4,2020-04-21,8,8112.0
Biobío,Hualpén,5,2020-04-22,8,8112.0
Biobío,Hualpén,2,2020-04-23,8,8112.0
Biobío,Hualpén,6,2020-04-24,8,8112.0
Biobío,Hualpén,7,2020-04-27,8,8112.0
Biobío,Hualpén,7,2020-04-28,8,8112.0
Biobío,Hualpén,6,2020-04-29,8,8112.0
Biobío,Hualpén,6,2020-04-30,8,8112.0
Biobío,Hualpén,14,2020-05-04,8,8112.0
Biobío,Hualpén,4,2020-05-05,8,8112.0
Biobío,Hualpén,2,2020-05-06,8,8112.0
Biobío,Hualpén,5,2020-05-07,8,8112.0
Biobío,Hualpén,6,2020-05-08,8,8112.0
Biobío,Hualpén,11,2020-05-11,8,8112.0
Biobío,Hualpén,7,2020-05-12,8,8112.0
Biobío,Hualpén,3,2020-05-13,8,8112.0
Biobío,Hualpén,5,2020-05-14,8,8112.0
Biobío,Hualpén,8,2020-05-15,8,8112.0
Biobío,Hualpén,8,2020-05-18,8,8112.0
Biobío,Hualpén,6,2020-05-19,8,8112.0
Biobío,Hualpén,2,2020-05-20,8,8112.0
Biobío,Hualpén,7,2020-05-22,8,8112.0
Biobío,Hualpén,10,2020-05-25,8,8112.0
Biobío,Hualpén,2,2020-05-26,8,8112.0
Biobío,Los Angeles,19,2020-01-02,8,8301.0
Biobío,Los Angeles,16,2020-01-03,8,8301.0
Biobío,Los Angeles,21,2020-01-06,8,8301.0
Biobío,Los Angeles,19,2020-01-07,8,8301.0
Biobío,Los Angeles,18,2020-01-08,8,8301.0
Biobío,Los Angeles,14,2020-01-09,8,8301.0
Biobío,Los Angeles,13,2020-01-10,8,8301.0
Biobío,Los Angeles,26,2020-01-13,8,8301.0
Biobío,Los Angeles,16,2020-01-14,8,8301.0
Biobío,Los Angeles,15,2020-01-15,8,8301.0
Biobío,Los Angeles,17,2020-01-16,8,8301.0
Biobío,Los Angeles,17,2020-01-17,8,8301.0
Biobío,Los Angeles,24,2020-01-20,8,8301.0
Biobío,Los Angeles,21,2020-01-21,8,8301.0
Biobío,Los Angeles,12,2020-01-22,8,8301.0
Biobío,Los Angeles,12,2020-01-23,8,8301.0
Biobío,Los Angeles,24,2020-01-24,8,8301.0
Biobío,Los Angeles,33,2020-01-27,8,8301.0
Biobío,Los Angeles,22,2020-01-28,8,8301.0
Biobío,Los Angeles,11,2020-01-29,8,8301.0
Biobío,Los Angeles,15,2020-01-30,8,8301.0
Biobío,Los Angeles,11,2020-01-31,8,8301.0
Biobío,Los Angeles,18,2020-02-03,8,8301.0
Biobío,Los Angeles,14,2020-02-04,8,8301.0
Biobío,Los Angeles,11,2020-02-05,8,8301.0
Biobío,Los Angeles,15,2020-02-06,8,8301.0
Biobío,Los Angeles,26,2020-02-07,8,8301.0
Biobío,Los Angeles,26,2020-02-10,8,8301.0
Biobío,Los Angeles,13,2020-02-11,8,8301.0
Biobío,Los Angeles,14,2020-02-12,8,8301.0
Biobío,Los Angeles,13,2020-02-13,8,8301.0
Biobío,Los Angeles,9,2020-02-14,8,8301.0
Biobío,Los Angeles,33,2020-02-17,8,8301.0
Biobío,Los Angeles,14,2020-02-18,8,8301.0
Biobío,Los Angeles,18,2020-02-19,8,8301.0
Biobío,Los Angeles,9,2020-02-20,8,8301.0
Biobío,Los Angeles,7,2020-02-21,8,8301.0
Biobío,Los Angeles,22,2020-02-24,8,8301.0
Biobío,Los Angeles,22,2020-02-25,8,8301.0
Biobío,Los Angeles,10,2020-02-26,8,8301.0
Biobío,Los Angeles,12,2020-02-27,8,8301.0
Biobío,Los Angeles,18,2020-02-28,8,8301.0
Biobío,Los Angeles,25,2020-03-02,8,8301.0
Biobío,Los Angeles,15,2020-03-03,8,8301.0
Biobío,Los Angeles,23,2020-03-04,8,8301.0
Biobío,Los Angeles,13,2020-03-05,8,8301.0
Biobío,Los Angeles,13,2020-03-06,8,8301.0
Biobío,Los Angeles,26,2020-03-09,8,8301.0
Biobío,Los Angeles,16,2020-03-10,8,8301.0
Biobío,Los Angeles,13,2020-03-11,8,8301.0
Biobío,Los Angeles,13,2020-03-12,8,8301.0
Biobío,Los Angeles,12,2020-03-13,8,8301.0
Biobío,Los Angeles,17,2020-03-16,8,8301.0
Biobío,Los Angeles,12,2020-03-17,8,8301.0
Biobío,Los Angeles,19,2020-03-18,8,8301.0
Biobío,Los Angeles,12,2020-03-19,8,8301.0
Biobío,Los Angeles,14,2020-03-20,8,8301.0
Biobío,Los Angeles,18,2020-03-23,8,8301.0
Biobío,Los Angeles,15,2020-03-24,8,8301.0
Biobío,Los Angeles,22,2020-03-25,8,8301.0
Biobío,Los Angeles,13,2020-03-26,8,8301.0
Biobío,Los Angeles,17,2020-03-27,8,8301.0
Biobío,Los Angeles,21,2020-03-30,8,8301.0
Biobío,Los Angeles,21,2020-03-31,8,8301.0
Biobío,Los Angeles,15,2020-04-01,8,8301.0
Biobío,Los Angeles,20,2020-04-02,8,8301.0
Biobío,Los Angeles,12,2020-04-03,8,8301.0
Biobío,Los Angeles,13,2020-04-06,8,8301.0
Biobío,Los Angeles,12,2020-04-07,8,8301.0
Biobío,Los Angeles,15,2020-04-08,8,8301.0
Biobío,Los Angeles,24,2020-04-09,8,8301.0
Biobío,Los Angeles,20,2020-04-13,8,8301.0
Biobío,Los Angeles,19,2020-04-14,8,8301.0
Biobío,Los Angeles,17,2020-04-15,8,8301.0
Biobío,Los Angeles,19,2020-04-16,8,8301.0
Biobío,Los Angeles,18,2020-04-17,8,8301.0
Biobío,Los Angeles,23,2020-04-20,8,8301.0
Biobío,Los Angeles,13,2020-04-21,8,8301.0
Biobío,Los Angeles,20,2020-04-22,8,8301.0
Biobío,Los Angeles,14,2020-04-23,8,8301.0
Biobío,Los Angeles,13,2020-04-24,8,8301.0
Biobío,Los Angeles,18,2020-04-27,8,8301.0
Biobío,Los Angeles,22,2020-04-28,8,8301.0
Biobío,Los Angeles,15,2020-04-29,8,8301.0
Biobío,Los Angeles,16,2020-04-30,8,8301.0
Biobío,Los Angeles,9,2020-05-04,8,8301.0
Biobío,Los Angeles,26,2020-05-05,8,8301.0
Biobío,Los Angeles,28,2020-05-06,8,8301.0
Biobío,Los Angeles,19,2020-05-07,8,8301.0
Biobío,Los Angeles,19,2020-05-08,8,8301.0
Biobío,Los Angeles,26,2020-05-11,8,8301.0
Biobío,Los Angeles,13,2020-05-12,8,8301.0
Biobío,Los Angeles,21,2020-05-13,8,8301.0
Biobío,Los Angeles,19,2020-05-14,8,8301.0
Biobío,Los Angeles,15,2020-05-15,8,8301.0
Biobío,Los Angeles,16,2020-05-18,8,8301.0
Biobío,Los Angeles,20,2020-05-19,8,8301.0
Biobío,Los Angeles,14,2020-05-20,8,8301.0
Biobío,Los Angeles,24,2020-05-22,8,8301.0
Biobío,Los Angeles,21,2020-05-25,8,8301.0
Biobío,Los Angeles,17,2020-05-26,8,8301.0
Biobío,Talcahuano,21,2020-01-02,8,8110.0
Biobío,Talcahuano,6,2020-01-03,8,8110.0
Biobío,Talcahuano,16,2020-01-06,8,8110.0
Biobío,Talcahuano,13,2020-01-07,8,8110.0
Biobío,Talcahuano,9,2020-01-08,8,8110.0
Biobío,Talcahuano,6,2020-01-09,8,8110.0
Biobío,Talcahuano,17,2020-01-10,8,8110.0
Biobío,Talcahuano,21,2020-01-13,8,8110.0
Biobío,Talcahuano,11,2020-01-14,8,8110.0
Biobío,Talcahuano,9,2020-01-15,8,8110.0
Biobío,Talcahuano,9,2020-01-16,8,8110.0
Biobío,Talcahuano,13,2020-01-17,8,8110.0
Biobío,Talcahuano,18,2020-01-20,8,8110.0
Biobío,Talcahuano,13,2020-01-21,8,8110.0
Biobío,Talcahuano,18,2020-01-22,8,8110.0
Biobío,Talcahuano,8,2020-01-23,8,8110.0
Biobío,Talcahuano,9,2020-01-24,8,8110.0
Biobío,Talcahuano,24,2020-01-27,8,8110.0
Biobío,Talcahuano,9,2020-01-28,8,8110.0
Biobío,Talcahuano,12,2020-01-29,8,8110.0
Biobío,Talcahuano,12,2020-01-30,8,8110.0
Biobío,Talcahuano,9,2020-01-31,8,8110.0
Biobío,Talcahuano,16,2020-02-03,8,8110.0
Biobío,Talcahuano,8,2020-02-04,8,8110.0
Biobío,Talcahuano,8,2020-02-05,8,8110.0
Biobío,Talcahuano,4,2020-02-06,8,8110.0
Biobío,Talcahuano,6,2020-02-07,8,8110.0
Biobío,Talcahuano,17,2020-02-10,8,8110.0
Biobío,Talcahuano,20,2020-02-11,8,8110.0
Biobío,Talcahuano,12,2020-02-12,8,8110.0
Biobío,Talcahuano,6,2020-02-13,8,8110.0
Biobío,Talcahuano,6,2020-02-14,8,8110.0
Biobío,Talcahuano,19,2020-02-17,8,8110.0
Biobío,Talcahuano,14,2020-02-18,8,8110.0
Biobío,Talcahuano,6,2020-02-19,8,8110.0
Biobío,Talcahuano,5,2020-02-20,8,8110.0
Biobío,Talcahuano,11,2020-02-21,8,8110.0
Biobío,Talcahuano,20,2020-02-24,8,8110.0
Biobío,Talcahuano,10,2020-02-25,8,8110.0
Biobío,Talcahuano,15,2020-02-26,8,8110.0
Biobío,Talcahuano,9,2020-02-27,8,8110.0
Biobío,Talcahuano,10,2020-02-28,8,8110.0
Biobío,Talcahuano,21,2020-03-02,8,8110.0
Biobío,Talcahuano,9,2020-03-03,8,8110.0
Biobío,Talcahuano,7,2020-03-04,8,8110.0
Biobío,Talcahuano,13,2020-03-05,8,8110.0
Biobío,Talcahuano,5,2020-03-06,8,8110.0
Biobío,Talcahuano,20,2020-03-09,8,8110.0
Biobío,Talcahuano,17,2020-03-10,8,8110.0
Biobío,Talcahuano,9,2020-03-11,8,8110.0
Biobío,Talcahuano,16,2020-03-12,8,8110.0
Biobío,Talcahuano,9,2020-03-13,8,8110.0
Biobío,Talcahuano,27,2020-03-16,8,8110.0
Biobío,Talcahuano,12,2020-03-17,8,8110.0
Biobío,Talcahuano,16,2020-03-18,8,8110.0
Biobío,Talcahuano,8,2020-03-19,8,8110.0
Biobío,Talcahuano,5,2020-03-20,8,8110.0
Biobío,Talcahuano,11,2020-03-23,8,8110.0
Biobío,Talcahuano,9,2020-03-24,8,8110.0
Biobío,Talcahuano,8,2020-03-25,8,8110.0
Biobío,Talcahuano,7,2020-03-26,8,8110.0
Biobío,Talcahuano,12,2020-03-27,8,8110.0
Biobío,Talcahuano,14,2020-03-30,8,8110.0
Biobío,Talcahuano,11,2020-03-31,8,8110.0
Biobío,Talcahuano,8,2020-04-01,8,8110.0
Biobío,Talcahuano,6,2020-04-02,8,8110.0
Biobío,Talcahuano,6,2020-04-03,8,8110.0
Biobío,Talcahuano,19,2020-04-06,8,8110.0
Biobío,Talcahuano,8,2020-04-07,8,8110.0
Biobío,Talcahuano,5,2020-04-08,8,8110.0
Biobío,Talcahuano,9,2020-04-09,8,8110.0
Biobío,Talcahuano,19,2020-04-13,8,8110.0
Biobío,Talcahuano,11,2020-04-14,8,8110.0
Biobío,Talcahuano,7,2020-04-15,8,8110.0
Biobío,Talcahuano,7,2020-04-16,8,8110.0
Biobío,Talcahuano,9,2020-04-17,8,8110.0
Biobío,Talcahuano,15,2020-04-20,8,8110.0
Biobío,Talcahuano,13,2020-04-21,8,8110.0
Biobío,Talcahuano,7,2020-04-22,8,8110.0
Biobío,Talcahuano,8,2020-04-23,8,8110.0
Biobío,Talcahuano,8,2020-04-24,8,8110.0
Biobío,Talcahuano,24,2020-04-27,8,8110.0
Biobío,Talcahuano,10,2020-04-28,8,8110.0
Biobío,Talcahuano,9,2020-04-29,8,8110.0
Biobío,Talcahuano,9,2020-04-30,8,8110.0
Biobío,Talcahuano,21,2020-05-04,8,8110.0
Biobío,Talcahuano,15,2020-05-05,8,8110.0
Biobío,Talcahuano,5,2020-05-06,8,8110.0
Biobío,Talcahuano,14,2020-05-07,8,8110.0
Biobío,Talcahuano,11,2020-05-08,8,8110.0
Biobío,Talcahuano,14,2020-05-11,8,8110.0
Biobío,Talcahuano,11,2020-05-12,8,8110.0
Biobío,Talcahuano,5,2020-05-13,8,8110.0
Biobío,Talcahuano,6,2020-05-14,8,8110.0
Biobío,Talcahuano,7,2020-05-15,8,8110.0
Biobío,Talcahuano,15,2020-05-18,8,8110.0
Biobío,Talcahuano,11,2020-05-19,8,8110.0
Biobío,Talcahuano,14,2020-05-20,8,8110.0
Biobío,Talcahuano,14,2020-05-22,8,8110.0
Biobío,Talcahuano,17,2020-05-25,8,8110.0
Biobío,Talcahuano,17,2020-05-26,8,8110.0
La Araucanía,Angol,3,2020-01-02,9,9201.0
La Araucanía,Angol,4,2020-01-03,9,9201.0
La Araucanía,Angol,9,2020-01-06,9,9201.0
La Araucanía,Angol,2,2020-01-07,9,9201.0
La Araucanía,Angol,3,2020-01-08,9,9201.0
La Araucanía,Angol,1,2020-01-09,9,9201.0
La Araucanía,Angol,3,2020-01-10,9,9201.0
La Araucanía,Angol,5,2020-01-13,9,9201.0
La Araucanía,Angol,4,2020-01-14,9,9201.0
La Araucanía,Angol,4,2020-01-15,9,9201.0
La Araucanía,Angol,7,2020-01-16,9,9201.0
La Araucanía,Angol,3,2020-01-17,9,9201.0
La Araucanía,Angol,5,2020-01-20,9,9201.0
La Araucanía,Angol,6,2020-01-21,9,9201.0
La Araucanía,Angol,4,2020-01-22,9,9201.0
La Araucanía,Angol,2,2020-01-23,9,9201.0
La Araucanía,Angol,2,2020-01-24,9,9201.0
La Araucanía,Angol,12,2020-01-27,9,9201.0
La Araucanía,Angol,2,2020-01-28,9,9201.0
La Araucanía,Angol,6,2020-01-29,9,9201.0
La Araucanía,Angol,2,2020-01-30,9,9201.0
La Araucanía,Angol,5,2020-01-31,9,9201.0
La Araucanía,Angol,2,2020-02-03,9,9201.0
La Araucanía,Angol,3,2020-02-04,9,9201.0
La Araucanía,Angol,4,2020-02-05,9,9201.0
La Araucanía,Angol,2,2020-02-06,9,9201.0
La Araucanía,Angol,4,2020-02-07,9,9201.0
La Araucanía,Angol,7,2020-02-10,9,9201.0
La Araucanía,Angol,5,2020-02-11,9,9201.0
La Araucanía,Angol,7,2020-02-12,9,9201.0
La Araucanía,Angol,1,2020-02-13,9,9201.0
La Araucanía,Angol,5,2020-02-14,9,9201.0
La Araucanía,Angol,5,2020-02-17,9,9201.0
La Araucanía,Angol,6,2020-02-18,9,9201.0
La Araucanía,Angol,1,2020-02-19,9,9201.0
La Araucanía,Angol,4,2020-02-20,9,9201.0
La Araucanía,Angol,6,2020-02-21,9,9201.0
La Araucanía,Angol,9,2020-02-24,9,9201.0
La Araucanía,Angol,4,2020-02-25,9,9201.0
La Araucanía,Angol,6,2020-02-26,9,9201.0
La Araucanía,Angol,2,2020-02-27,9,9201.0
La Araucanía,Angol,6,2020-02-28,9,9201.0
La Araucanía,Angol,2,2020-03-02,9,9201.0
La Araucanía,Angol,2,2020-03-03,9,9201.0
La Araucanía,Angol,4,2020-03-04,9,9201.0
La Araucanía,Angol,1,2020-03-05,9,9201.0
La Araucanía,Angol,2,2020-03-06,9,9201.0
La Araucanía,Angol,5,2020-03-09,9,9201.0
La Araucanía,Angol,5,2020-03-10,9,9201.0
La Araucanía,Angol,2,2020-03-11,9,9201.0
La Araucanía,Angol,4,2020-03-12,9,9201.0
La Araucanía,Angol,1,2020-03-13,9,9201.0
La Araucanía,Angol,6,2020-03-16,9,9201.0
La Araucanía,Angol,2,2020-03-17,9,9201.0
La Araucanía,Angol,4,2020-03-18,9,9201.0
La Araucanía,Angol,1,2020-03-19,9,9201.0
La Araucanía,Angol,1,2020-03-20,9,9201.0
La Araucanía,Angol,5,2020-03-23,9,9201.0
La Araucanía,Angol,1,2020-03-26,9,9201.0
La Araucanía,Angol,1,2020-03-27,9,9201.0
La Araucanía,Angol,2,2020-03-30,9,9201.0
La Araucanía,Angol,2,2020-03-31,9,9201.0
La Araucanía,Angol,3,2020-04-01,9,9201.0
La Araucanía,Angol,3,2020-04-02,9,9201.0
La Araucanía,Angol,2,2020-04-03,9,9201.0
La Araucanía,Angol,5,2020-04-06,9,9201.0
La Araucanía,Angol,1,2020-04-07,9,9201.0
La Araucanía,Angol,3,2020-04-08,9,9201.0
La Araucanía,Angol,1,2020-04-09,9,9201.0
La Araucanía,Angol,4,2020-04-13,9,9201.0
La Araucanía,Angol,2,2020-04-14,9,9201.0
La Araucanía,Angol,8,2020-04-15,9,9201.0
