Semana,Inicio_semana,Fin_semana,Cod_region_origen,Region_origen,Cod_region_destino,Region_destino,Origen,Destino,Operaciones,Pasajeros
10,2020-03-02,2020-03-08,12,Magallanes,12,Magallanes,Puerto Natales,Punta Arenas,3,34
10,2020-03-02,2020-03-08,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,8,1226
11,2020-03-09,2020-03-15,2,Antofagasta,15,Arica y Parinacota,Antofagasta,Arica,2,158
11,2020-03-09,2020-03-15,2,Antofagasta,8,Biobío,Antofagasta,Concepción,9,1050
11,2020-03-09,2020-03-15,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,13,1690
11,2020-03-09,2020-03-15,2,Antofagasta,10,Los Lagos,Antofagasta,Puerto Montt,2,111
11,2020-03-09,2020-03-15,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,115,16499
11,2020-03-09,2020-03-15,2,Antofagasta,9,Araucanía,Antofagasta,Temuco,2,162
11,2020-03-09,2020-03-15,15,Arica y Parinacota,2,Antofagasta,Arica,Antofagasta,2,177
11,2020-03-09,2020-03-15,15,Arica y Parinacota,8,Biobío,Arica,Concepción,3,283
11,2020-03-09,2020-03-15,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,2,237
11,2020-03-09,2020-03-15,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,44,6954
11,2020-03-09,2020-03-15,11,Aysén,8,Biobío,Balmaceda,Concepción,2,288
11,2020-03-09,2020-03-15,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,16,2579
11,2020-03-09,2020-03-15,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,2,124
11,2020-03-09,2020-03-15,11,Aysén,13,Metropolitana,Balmaceda,Santiago,34,3943
11,2020-03-09,2020-03-15,11,Aysén,9,Araucanía,Balmaceda,Temuco,2,264
11,2020-03-09,2020-03-15,2,Antofagasta,8,Biobío,Calama,Concepción,8,1136
11,2020-03-09,2020-03-15,2,Antofagasta,4,Coquimbo,Calama,La Serena,9,1157
11,2020-03-09,2020-03-15,2,Antofagasta,13,Metropolitana,Calama,Santiago,124,18686
11,2020-03-09,2020-03-15,8,Biobío,2,Antofagasta,Concepción,Antofagasta,9,1189
11,2020-03-09,2020-03-15,8,Biobío,15,Arica y Parinacota,Concepción,Arica,3,235
11,2020-03-09,2020-03-15,8,Biobío,11,Aysén,Concepción,Balmaceda,2,190
11,2020-03-09,2020-03-15,8,Biobío,2,Antofagasta,Concepción,Calama,8,1027
11,2020-03-09,2020-03-15,8,Biobío,1,Tarapacá,Concepción,Iquique,9,1065
11,2020-03-09,2020-03-15,8,Biobío,4,Coquimbo,Concepción,La Serena,2,183
11,2020-03-09,2020-03-15,8,Biobío,12,Magallanes,Concepción,Punta Arenas,4,587
11,2020-03-09,2020-03-15,8,Biobío,13,Metropolitana,Concepción,Santiago,80,12054
11,2020-03-09,2020-03-15,3,Atacama,13,Metropolitana,Copiapó,Santiago,42,6163
11,2020-03-09,2020-03-15,1,Tarapacá,8,Biobío,Iquique,Concepción,9,1036
11,2020-03-09,2020-03-15,1,Tarapacá,4,Coquimbo,Iquique,La Serena,8,905
11,2020-03-09,2020-03-15,1,Tarapacá,13,Metropolitana,Iquique,Santiago,93,14433
11,2020-03-09,2020-03-15,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,12,3223
11,2020-03-09,2020-03-15,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,16,1968
11,2020-03-09,2020-03-15,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,2,252
11,2020-03-09,2020-03-15,4,Coquimbo,2,Antofagasta,La Serena,Calama,9,1101
11,2020-03-09,2020-03-15,4,Coquimbo,8,Biobío,La Serena,Concepción,2,221
11,2020-03-09,2020-03-15,4,Coquimbo,1,Tarapacá,La Serena,Iquique,9,1023
11,2020-03-09,2020-03-15,4,Coquimbo,13,Metropolitana,La Serena,Santiago,46,7011
11,2020-03-09,2020-03-15,10,Los Lagos,13,Metropolitana,Castro,Santiago,5,772
11,2020-03-09,2020-03-15,10,Los Lagos,13,Metropolitana,Osorno,Santiago,11,1623
11,2020-03-09,2020-03-15,10,Los Lagos,2,Antofagasta,Puerto Montt,Antofagasta,2,132
11,2020-03-09,2020-03-15,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,16,2044
11,2020-03-09,2020-03-15,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,20,3122
11,2020-03-09,2020-03-15,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,91,15216
11,2020-03-09,2020-03-15,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,2,77
11,2020-03-09,2020-03-15,12,Magallanes,8,Biobío,Punta Arenas,Concepción,4,389
11,2020-03-09,2020-03-15,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Williams,7,381
11,2020-03-09,2020-03-15,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,1,5
11,2020-03-09,2020-03-15,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,13,120
11,2020-03-09,2020-03-15,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,20,2383
11,2020-03-09,2020-03-15,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,65,8948
11,2020-03-09,2020-03-15,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,1,110
11,2020-03-09,2020-03-15,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,2,6
11,2020-03-09,2020-03-15,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Natales,3,51
11,2020-03-09,2020-03-15,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,105,15676
11,2020-03-09,2020-03-15,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,44,6782
11,2020-03-09,2020-03-15,13,Metropolitana,11,Aysén,Santiago,Balmaceda,27,3667
11,2020-03-09,2020-03-15,13,Metropolitana,2,Antofagasta,Santiago,Calama,125,17764
11,2020-03-09,2020-03-15,13,Metropolitana,8,Biobío,Santiago,Concepción,86,12559
11,2020-03-09,2020-03-15,13,Metropolitana,3,Atacama,Santiago,Copiapó,42,5983
11,2020-03-09,2020-03-15,13,Metropolitana,3,Atacama,Santiago,El Salvador,1,84
11,2020-03-09,2020-03-15,13,Metropolitana,1,Tarapacá,Santiago,Iquique,90,13527
11,2020-03-09,2020-03-15,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,12,3065
11,2020-03-09,2020-03-15,13,Metropolitana,4,Coquimbo,Santiago,La Serena,50,7804
11,2020-03-09,2020-03-15,13,Metropolitana,10,Los Lagos,Santiago,Castro,5,711
11,2020-03-09,2020-03-15,13,Metropolitana,10,Los Lagos,Santiago,Osorno,11,1619
11,2020-03-09,2020-03-15,13,Metropolitana,1,Tarapacá,Santiago,Pica,1,71
11,2020-03-09,2020-03-15,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,91,14352
11,2020-03-09,2020-03-15,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,53,8803
11,2020-03-09,2020-03-15,13,Metropolitana,9,Araucanía,Santiago,Temuco,65,9849
11,2020-03-09,2020-03-15,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,22,3162
11,2020-03-09,2020-03-15,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,9,1114
11,2020-03-09,2020-03-15,9,Araucanía,2,Antofagasta,Temuco,Antofagasta,2,192
11,2020-03-09,2020-03-15,9,Araucanía,11,Aysén,Temuco,Balmaceda,2,215
11,2020-03-09,2020-03-15,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,2,262
11,2020-03-09,2020-03-15,9,Araucanía,13,Metropolitana,Temuco,Santiago,65,9889
11,2020-03-09,2020-03-15,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,22,2989
11,2020-03-09,2020-03-15,12,Magallanes,12,Magallanes,Puerto Natales,Punta Arenas,3,51
11,2020-03-09,2020-03-15,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,9,1459
12,2020-03-16,2020-03-22,2,Antofagasta,15,Arica y Parinacota,Antofagasta,Arica,1,74
12,2020-03-16,2020-03-22,2,Antofagasta,2,Antofagasta,Antofagasta,Calama,2,40
12,2020-03-16,2020-03-22,2,Antofagasta,8,Biobío,Antofagasta,Concepción,7,929
12,2020-03-16,2020-03-22,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,11,1375
12,2020-03-16,2020-03-22,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,72,8287
12,2020-03-16,2020-03-22,2,Antofagasta,9,Araucanía,Antofagasta,Temuco,1,99
12,2020-03-16,2020-03-22,15,Arica y Parinacota,8,Biobío,Arica,Concepción,1,97
12,2020-03-16,2020-03-22,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,1,74
12,2020-03-16,2020-03-22,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,32,4427
12,2020-03-16,2020-03-22,11,Aysén,8,Biobío,Balmaceda,Concepción,1,94
12,2020-03-16,2020-03-22,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,12,1513
12,2020-03-16,2020-03-22,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,1,58
12,2020-03-16,2020-03-22,11,Aysén,13,Metropolitana,Balmaceda,Santiago,24,2860
12,2020-03-16,2020-03-22,11,Aysén,9,Araucanía,Balmaceda,Temuco,2,228
12,2020-03-16,2020-03-22,2,Antofagasta,2,Antofagasta,Calama,Antofagasta,1,44
12,2020-03-16,2020-03-22,2,Antofagasta,8,Biobío,Calama,Concepción,6,923
12,2020-03-16,2020-03-22,2,Antofagasta,4,Coquimbo,Calama,La Serena,8,919
12,2020-03-16,2020-03-22,2,Antofagasta,13,Metropolitana,Calama,Santiago,82,12438
12,2020-03-16,2020-03-22,8,Biobío,2,Antofagasta,Concepción,Antofagasta,6,774
12,2020-03-16,2020-03-22,8,Biobío,15,Arica y Parinacota,Concepción,Arica,1,64
12,2020-03-16,2020-03-22,8,Biobío,11,Aysén,Concepción,Balmaceda,1,92
12,2020-03-16,2020-03-22,8,Biobío,2,Antofagasta,Concepción,Calama,6,861
12,2020-03-16,2020-03-22,8,Biobío,1,Tarapacá,Concepción,Iquique,5,417
12,2020-03-16,2020-03-22,8,Biobío,4,Coquimbo,Concepción,La Serena,1,65
12,2020-03-16,2020-03-22,8,Biobío,12,Magallanes,Concepción,Punta Arenas,3,303
12,2020-03-16,2020-03-22,8,Biobío,13,Metropolitana,Concepción,Santiago,50,3564
12,2020-03-16,2020-03-22,8,Biobío,9,Araucanía,Concepción,Temuco,2,23
12,2020-03-16,2020-03-22,3,Atacama,8,Biobío,Copiapó,Concepción,1,33
12,2020-03-16,2020-03-22,3,Atacama,13,Metropolitana,Copiapó,Santiago,28,2597
12,2020-03-16,2020-03-22,1,Tarapacá,15,Arica y Parinacota,Iquique,Arica,2,52
12,2020-03-16,2020-03-22,1,Tarapacá,8,Biobío,Iquique,Concepción,10,1487
12,2020-03-16,2020-03-22,1,Tarapacá,4,Coquimbo,Iquique,La Serena,6,717
12,2020-03-16,2020-03-22,1,Tarapacá,13,Metropolitana,Iquique,Santiago,70,10756
12,2020-03-16,2020-03-22,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,5,1518
12,2020-03-16,2020-03-22,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,11,1151
12,2020-03-16,2020-03-22,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,2,146
12,2020-03-16,2020-03-22,4,Coquimbo,2,Antofagasta,La Serena,Calama,8,823
12,2020-03-16,2020-03-22,4,Coquimbo,8,Biobío,La Serena,Concepción,1,71
12,2020-03-16,2020-03-22,4,Coquimbo,1,Tarapacá,La Serena,Iquique,7,742
12,2020-03-16,2020-03-22,4,Coquimbo,13,Metropolitana,La Serena,Santiago,37,2935
12,2020-03-16,2020-03-22,10,Los Lagos,13,Metropolitana,Castro,Santiago,5,516
12,2020-03-16,2020-03-22,10,Los Lagos,13,Metropolitana,Osorno,Santiago,7,603
12,2020-03-16,2020-03-22,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,12,1428
12,2020-03-16,2020-03-22,10,Los Lagos,8,Biobío,Puerto Montt,Concepción,1,148
12,2020-03-16,2020-03-22,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,17,1873
12,2020-03-16,2020-03-22,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,56,7332
12,2020-03-16,2020-03-22,10,Los Lagos,12,Magallanes,Puerto Montt,Puerto Natales,1,17
12,2020-03-16,2020-03-22,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,1,29
12,2020-03-16,2020-03-22,12,Magallanes,8,Biobío,Punta Arenas,Concepción,3,401
12,2020-03-16,2020-03-22,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Williams,9,182
12,2020-03-16,2020-03-22,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,1,16
12,2020-03-16,2020-03-22,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,5,30
12,2020-03-16,2020-03-22,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,16,2100
12,2020-03-16,2020-03-22,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,51,7816
12,2020-03-16,2020-03-22,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,1,140
12,2020-03-16,2020-03-22,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,66,8406
12,2020-03-16,2020-03-22,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,28,3231
12,2020-03-16,2020-03-22,13,Metropolitana,11,Aysén,Santiago,Balmaceda,20,1739
12,2020-03-16,2020-03-22,13,Metropolitana,2,Antofagasta,Santiago,Calama,83,9516
12,2020-03-16,2020-03-22,13,Metropolitana,8,Biobío,Santiago,Concepción,55,4967
12,2020-03-16,2020-03-22,13,Metropolitana,3,Atacama,Santiago,Copiapó,28,2852
12,2020-03-16,2020-03-22,13,Metropolitana,3,Atacama,Santiago,El Salvador,1,73
12,2020-03-16,2020-03-22,13,Metropolitana,1,Tarapacá,Santiago,Iquique,61,6956
12,2020-03-16,2020-03-22,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,2,329
12,2020-03-16,2020-03-22,13,Metropolitana,4,Coquimbo,Santiago,La Serena,39,3285
12,2020-03-16,2020-03-22,13,Metropolitana,10,Los Lagos,Santiago,Castro,5,391
12,2020-03-16,2020-03-22,13,Metropolitana,10,Los Lagos,Santiago,Osorno,7,548
12,2020-03-16,2020-03-22,13,Metropolitana,1,Tarapacá,Santiago,Pica,1,72
12,2020-03-16,2020-03-22,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,57,4490
12,2020-03-16,2020-03-22,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,36,3411
12,2020-03-16,2020-03-22,13,Metropolitana,9,Araucanía,Santiago,Temuco,39,2999
12,2020-03-16,2020-03-22,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,11,690
12,2020-03-16,2020-03-22,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,2,136
12,2020-03-16,2020-03-22,9,Araucanía,2,Antofagasta,Temuco,Antofagasta,1,109
12,2020-03-16,2020-03-22,9,Araucanía,11,Aysén,Temuco,Balmaceda,2,217
12,2020-03-16,2020-03-22,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,1,42
12,2020-03-16,2020-03-22,9,Araucanía,13,Metropolitana,Temuco,Santiago,41,4001
12,2020-03-16,2020-03-22,9,Araucanía,12,Magallanes,Temuco,Puerto Natales,1,13
12,2020-03-16,2020-03-22,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,11,1106
12,2020-03-16,2020-03-22,14,Los Ríos,9,Araucanía,Valdivia,Temuco,1,62
12,2020-03-16,2020-03-22,12,Magallanes,10,Los Lagos,Puerto Natales,Puerto Montt,1,95
12,2020-03-16,2020-03-22,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,2,330
12,2020-03-16,2020-03-22,12,Magallanes,9,Araucanía,Puerto Natales,Temuco,1,60
13,2020-03-23,2020-03-29,2,Antofagasta,15,Arica y Parinacota,Antofagasta,Arica,1,114
13,2020-03-23,2020-03-29,2,Antofagasta,2,Antofagasta,Antofagasta,Calama,3,439
13,2020-03-23,2020-03-29,2,Antofagasta,8,Biobío,Antofagasta,Concepción,6,976
13,2020-03-23,2020-03-29,2,Antofagasta,1,Tarapacá,Antofagasta,Iquique,2,38
13,2020-03-23,2020-03-29,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,4,430
13,2020-03-23,2020-03-29,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,29,3190
13,2020-03-23,2020-03-29,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,8,679
13,2020-03-23,2020-03-29,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,5,503
13,2020-03-23,2020-03-29,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,1,41
13,2020-03-23,2020-03-29,11,Aysén,13,Metropolitana,Balmaceda,Santiago,10,687
13,2020-03-23,2020-03-29,11,Aysén,9,Araucanía,Balmaceda,Temuco,1,165
13,2020-03-23,2020-03-29,2,Antofagasta,2,Antofagasta,Calama,Antofagasta,3,398
13,2020-03-23,2020-03-29,2,Antofagasta,8,Biobío,Calama,Concepción,4,499
13,2020-03-23,2020-03-29,2,Antofagasta,3,Atacama,Calama,Copiapó,1,17
13,2020-03-23,2020-03-29,2,Antofagasta,4,Coquimbo,Calama,La Serena,8,1085
13,2020-03-23,2020-03-29,2,Antofagasta,13,Metropolitana,Calama,Santiago,34,5676
13,2020-03-23,2020-03-29,8,Biobío,2,Antofagasta,Concepción,Antofagasta,6,717
13,2020-03-23,2020-03-29,8,Biobío,2,Antofagasta,Concepción,Calama,5,453
13,2020-03-23,2020-03-29,8,Biobío,1,Tarapacá,Concepción,Iquique,1,65
13,2020-03-23,2020-03-29,8,Biobío,12,Magallanes,Concepción,Punta Arenas,2,163
13,2020-03-23,2020-03-29,8,Biobío,13,Metropolitana,Concepción,Santiago,17,1156
13,2020-03-23,2020-03-29,3,Atacama,1,Tarapacá,Copiapó,Iquique,1,27
13,2020-03-23,2020-03-29,3,Atacama,13,Metropolitana,Copiapó,Santiago,7,341
13,2020-03-23,2020-03-29,1,Tarapacá,2,Antofagasta,Iquique,Antofagasta,2,48
13,2020-03-23,2020-03-29,1,Tarapacá,2,Antofagasta,Iquique,Calama,1,70
13,2020-03-23,2020-03-29,1,Tarapacá,8,Biobío,Iquique,Concepción,2,155
13,2020-03-23,2020-03-29,1,Tarapacá,4,Coquimbo,Iquique,La Serena,4,137
13,2020-03-23,2020-03-29,1,Tarapacá,13,Metropolitana,Iquique,Santiago,23,1694
13,2020-03-23,2020-03-29,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,2,612
13,2020-03-23,2020-03-29,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,3,273
13,2020-03-23,2020-03-29,4,Coquimbo,2,Antofagasta,La Serena,Calama,7,830
13,2020-03-23,2020-03-29,4,Coquimbo,1,Tarapacá,La Serena,Iquique,3,176
13,2020-03-23,2020-03-29,4,Coquimbo,1,Tarapacá,La Serena,Pica,3,90
13,2020-03-23,2020-03-29,4,Coquimbo,13,Metropolitana,La Serena,Santiago,14,813
13,2020-03-23,2020-03-29,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,5,499
13,2020-03-23,2020-03-29,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,5,716
13,2020-03-23,2020-03-29,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,14,1126
13,2020-03-23,2020-03-29,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,1,35
13,2020-03-23,2020-03-29,12,Magallanes,8,Biobío,Punta Arenas,Concepción,2,270
13,2020-03-23,2020-03-29,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,1,3
13,2020-03-23,2020-03-29,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,1,6
13,2020-03-23,2020-03-29,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,3,534
13,2020-03-23,2020-03-29,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,17,1745
13,2020-03-23,2020-03-29,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,1,1
13,2020-03-23,2020-03-29,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,23,2894
13,2020-03-23,2020-03-29,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,7,759
13,2020-03-23,2020-03-29,13,Metropolitana,11,Aysén,Santiago,Balmaceda,7,418
13,2020-03-23,2020-03-29,13,Metropolitana,2,Antofagasta,Santiago,Calama,33,3998
13,2020-03-23,2020-03-29,13,Metropolitana,8,Biobío,Santiago,Concepción,18,1435
13,2020-03-23,2020-03-29,13,Metropolitana,3,Atacama,Santiago,Copiapó,7,344
13,2020-03-23,2020-03-29,13,Metropolitana,3,Atacama,Santiago,El Salvador,2,21
13,2020-03-23,2020-03-29,13,Metropolitana,1,Tarapacá,Santiago,Iquique,20,1379
13,2020-03-23,2020-03-29,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,1,1
13,2020-03-23,2020-03-29,13,Metropolitana,4,Coquimbo,Santiago,La Serena,16,774
13,2020-03-23,2020-03-29,13,Metropolitana,1,Tarapacá,Santiago,Pica,2,75
13,2020-03-23,2020-03-29,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,16,845
13,2020-03-23,2020-03-29,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,11,806
13,2020-03-23,2020-03-29,13,Metropolitana,9,Araucanía,Santiago,Temuco,9,440
13,2020-03-23,2020-03-29,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,2,55
13,2020-03-23,2020-03-29,9,Araucanía,11,Aysén,Temuco,Balmaceda,1,106
13,2020-03-23,2020-03-29,9,Araucanía,13,Metropolitana,Temuco,Santiago,8,466
13,2020-03-23,2020-03-29,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,3,121
14,2020-03-30,2020-04-05,2,Antofagasta,2,Antofagasta,Antofagasta,Calama,1,40
14,2020-03-30,2020-04-05,2,Antofagasta,8,Biobío,Antofagasta,Concepción,2,274
14,2020-03-30,2020-04-05,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,2,188
14,2020-03-30,2020-04-05,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,8,963
14,2020-03-30,2020-04-05,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,1,70
14,2020-03-30,2020-04-05,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,2,77
14,2020-03-30,2020-04-05,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,1,24
14,2020-03-30,2020-04-05,11,Aysén,13,Metropolitana,Balmaceda,Santiago,2,78
14,2020-03-30,2020-04-05,2,Antofagasta,2,Antofagasta,Calama,Antofagasta,1,99
14,2020-03-30,2020-04-05,2,Antofagasta,8,Biobío,Calama,Concepción,3,551
14,2020-03-30,2020-04-05,2,Antofagasta,4,Coquimbo,Calama,La Serena,1,184
14,2020-03-30,2020-04-05,2,Antofagasta,13,Metropolitana,Calama,Santiago,9,1541
14,2020-03-30,2020-04-05,8,Biobío,2,Antofagasta,Concepción,Antofagasta,2,208
14,2020-03-30,2020-04-05,8,Biobío,2,Antofagasta,Concepción,Calama,2,262
14,2020-03-30,2020-04-05,8,Biobío,13,Metropolitana,Concepción,Santiago,2,142
14,2020-03-30,2020-04-05,3,Atacama,13,Metropolitana,Copiapó,Santiago,1,62
14,2020-03-30,2020-04-05,1,Tarapacá,13,Metropolitana,Iquique,Santiago,5,238
14,2020-03-30,2020-04-05,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,5,322
14,2020-03-30,2020-04-05,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,1,98
14,2020-03-30,2020-04-05,4,Coquimbo,2,Antofagasta,La Serena,Calama,1,183
14,2020-03-30,2020-04-05,4,Coquimbo,1,Tarapacá,La Serena,Pica,1,44
14,2020-03-30,2020-04-05,4,Coquimbo,13,Metropolitana,La Serena,Santiago,6,362
14,2020-03-30,2020-04-05,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,2,80
14,2020-03-30,2020-04-05,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,1,7
14,2020-03-30,2020-04-05,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,2,283
14,2020-03-30,2020-04-05,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,8,783
14,2020-03-30,2020-04-05,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,2,114
14,2020-03-30,2020-04-05,13,Metropolitana,11,Aysén,Santiago,Balmaceda,2,71
14,2020-03-30,2020-04-05,13,Metropolitana,2,Antofagasta,Santiago,Calama,9,1258
14,2020-03-30,2020-04-05,13,Metropolitana,8,Biobío,Santiago,Concepción,2,134
14,2020-03-30,2020-04-05,13,Metropolitana,3,Atacama,Santiago,Copiapó,3,102
14,2020-03-30,2020-04-05,13,Metropolitana,1,Tarapacá,Santiago,Iquique,5,351
14,2020-03-30,2020-04-05,13,Metropolitana,4,Coquimbo,Santiago,La Serena,7,852
14,2020-03-30,2020-04-05,13,Metropolitana,1,Tarapacá,Santiago,Pica,3,95
14,2020-03-30,2020-04-05,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,3,246
14,2020-03-30,2020-04-05,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,2,137
14,2020-03-30,2020-04-05,13,Metropolitana,9,Araucanía,Santiago,Temuco,2,34
14,2020-03-30,2020-04-05,9,Araucanía,13,Metropolitana,Temuco,Santiago,2,64
14,2020-03-30,2020-04-05,2,Antofagasta,2,Antofagasta,Antofagasta,Calama,1,121
14,2020-03-30,2020-04-05,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,4,294
14,2020-03-30,2020-04-05,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,16,1573
14,2020-03-30,2020-04-05,15,Arica y Parinacota,2,Antofagasta,Arica,Antofagasta,1,31
14,2020-03-30,2020-04-05,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,5,267
14,2020-03-30,2020-04-05,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,4,290
14,2020-03-30,2020-04-05,11,Aysén,13,Metropolitana,Balmaceda,Santiago,5,196
14,2020-03-30,2020-04-05,2,Antofagasta,15,Arica y Parinacota,Calama,Arica,1,42
14,2020-03-30,2020-04-05,2,Antofagasta,8,Biobío,Calama,Concepción,4,416
14,2020-03-30,2020-04-05,2,Antofagasta,1,Tarapacá,Calama,Iquique,1,87
14,2020-03-30,2020-04-05,2,Antofagasta,4,Coquimbo,Calama,La Serena,3,315
14,2020-03-30,2020-04-05,2,Antofagasta,13,Metropolitana,Calama,Santiago,17,2225
14,2020-03-30,2020-04-05,8,Biobío,2,Antofagasta,Concepción,Calama,2,30
14,2020-03-30,2020-04-05,8,Biobío,4,Coquimbo,Concepción,La Serena,1,117
14,2020-03-30,2020-04-05,8,Biobío,1,Tarapacá,Concepción,Pica,1,62
14,2020-03-30,2020-04-05,8,Biobío,13,Metropolitana,Concepción,Santiago,10,795
14,2020-03-30,2020-04-05,3,Atacama,13,Metropolitana,Copiapó,Santiago,6,187
14,2020-03-30,2020-04-05,1,Tarapacá,4,Coquimbo,Iquique,La Serena,3,79
14,2020-03-30,2020-04-05,1,Tarapacá,13,Metropolitana,Iquique,Santiago,11,635
14,2020-03-30,2020-04-05,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,3,243
14,2020-03-30,2020-04-05,4,Coquimbo,2,Antofagasta,La Serena,Calama,3,423
