Semana,Inicio_semana,Fin_semana,Cod_region_origen,Region_origen,Cod_region_destino,Region_destino,Origen,Destino,Operaciones,Pasajeros
8,2020-02-17,2020-02-23,2,Antofagasta,10,Los Lagos,Antofagasta,Puerto Montt,2,284
8,2020-02-17,2020-02-23,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,132,20040
8,2020-02-17,2020-02-23,2,Antofagasta,9,Araucanía,Antofagasta,Temuco,2,269
8,2020-02-17,2020-02-23,15,Arica y Parinacota,2,Antofagasta,Arica,Antofagasta,4,513
8,2020-02-17,2020-02-23,15,Arica y Parinacota,8,Biobío,Arica,Concepción,3,467
8,2020-02-17,2020-02-23,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,4,633
8,2020-02-17,2020-02-23,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,77,12267
8,2020-02-17,2020-02-23,11,Aysén,8,Biobío,Balmaceda,Concepción,3,449
8,2020-02-17,2020-02-23,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,22,3325
8,2020-02-17,2020-02-23,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,2,160
8,2020-02-17,2020-02-23,11,Aysén,13,Metropolitana,Balmaceda,Santiago,50,6405
8,2020-02-17,2020-02-23,11,Aysén,9,Araucanía,Balmaceda,Temuco,3,412
8,2020-02-17,2020-02-23,2,Antofagasta,8,Biobío,Calama,Concepción,7,973
8,2020-02-17,2020-02-23,2,Antofagasta,4,Coquimbo,Calama,La Serena,9,1264
8,2020-02-17,2020-02-23,2,Antofagasta,13,Metropolitana,Calama,Santiago,135,20814
8,2020-02-17,2020-02-23,8,Biobío,2,Antofagasta,Concepción,Antofagasta,7,1088
8,2020-02-17,2020-02-23,8,Biobío,15,Arica y Parinacota,Concepción,Arica,3,445
8,2020-02-17,2020-02-23,8,Biobío,11,Aysén,Concepción,Balmaceda,3,423
8,2020-02-17,2020-02-23,8,Biobío,2,Antofagasta,Concepción,Calama,7,1059
8,2020-02-17,2020-02-23,8,Biobío,1,Tarapacá,Concepción,Iquique,11,1404
8,2020-02-17,2020-02-23,8,Biobío,4,Coquimbo,Concepción,La Serena,4,549
8,2020-02-17,2020-02-23,8,Biobío,12,Magallanes,Concepción,Punta Arenas,5,724
8,2020-02-17,2020-02-23,8,Biobío,13,Metropolitana,Concepción,Santiago,77,12216
8,2020-02-17,2020-02-23,3,Atacama,13,Metropolitana,Copiapó,Santiago,47,7286
8,2020-02-17,2020-02-23,1,Tarapacá,8,Biobío,Iquique,Concepción,11,1430
8,2020-02-17,2020-02-23,1,Tarapacá,4,Coquimbo,Iquique,La Serena,8,1179
8,2020-02-17,2020-02-23,1,Tarapacá,13,Metropolitana,Iquique,Santiago,124,19689
8,2020-02-17,2020-02-23,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,12,3377
8,2020-02-17,2020-02-23,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,16,2347
8,2020-02-17,2020-02-23,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,4,609
8,2020-02-17,2020-02-23,4,Coquimbo,2,Antofagasta,La Serena,Calama,10,1560
8,2020-02-17,2020-02-23,4,Coquimbo,8,Biobío,La Serena,Concepción,4,567
8,2020-02-17,2020-02-23,4,Coquimbo,1,Tarapacá,La Serena,Iquique,8,1240
8,2020-02-17,2020-02-23,4,Coquimbo,13,Metropolitana,La Serena,Santiago,72,11105
8,2020-02-17,2020-02-23,10,Los Lagos,13,Metropolitana,Castro,Santiago,5,817
8,2020-02-17,2020-02-23,10,Los Lagos,13,Metropolitana,Osorno,Santiago,19,2811
8,2020-02-17,2020-02-23,10,Los Lagos,2,Antofagasta,Puerto Montt,Antofagasta,2,298
8,2020-02-17,2020-02-23,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,22,3098
8,2020-02-17,2020-02-23,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,31,4667
8,2020-02-17,2020-02-23,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,139,23054
8,2020-02-17,2020-02-23,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,2,121
8,2020-02-17,2020-02-23,12,Magallanes,8,Biobío,Punta Arenas,Concepción,5,714
8,2020-02-17,2020-02-23,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Williams,7,379
8,2020-02-17,2020-02-23,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,6,331
8,2020-02-17,2020-02-23,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,16,84
8,2020-02-17,2020-02-23,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,29,4147
8,2020-02-17,2020-02-23,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,96,13452
8,2020-02-17,2020-02-23,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,3,406
8,2020-02-17,2020-02-23,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,1,3
8,2020-02-17,2020-02-23,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Natales,4,73
8,2020-02-17,2020-02-23,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,127,20673
8,2020-02-17,2020-02-23,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,77,11714
8,2020-02-17,2020-02-23,13,Metropolitana,11,Aysén,Santiago,Balmaceda,41,6089
8,2020-02-17,2020-02-23,13,Metropolitana,2,Antofagasta,Santiago,Calama,134,21499
8,2020-02-17,2020-02-23,13,Metropolitana,8,Biobío,Santiago,Concepción,83,12776
8,2020-02-17,2020-02-23,13,Metropolitana,3,Atacama,Santiago,Copiapó,47,7131
8,2020-02-17,2020-02-23,13,Metropolitana,3,Atacama,Santiago,El Salvador,1,80
8,2020-02-17,2020-02-23,13,Metropolitana,1,Tarapacá,Santiago,Iquique,125,19376
8,2020-02-17,2020-02-23,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,12,3276
8,2020-02-17,2020-02-23,13,Metropolitana,4,Coquimbo,Santiago,La Serena,72,11358
8,2020-02-17,2020-02-23,13,Metropolitana,10,Los Lagos,Santiago,Castro,5,751
8,2020-02-17,2020-02-23,13,Metropolitana,10,Los Lagos,Santiago,Osorno,19,2804
8,2020-02-17,2020-02-23,13,Metropolitana,1,Tarapacá,Santiago,Pica,1,59
8,2020-02-17,2020-02-23,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,142,22308
8,2020-02-17,2020-02-23,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,79,13500
8,2020-02-17,2020-02-23,13,Metropolitana,9,Araucanía,Santiago,Temuco,95,15199
8,2020-02-17,2020-02-23,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,39,5526
8,2020-02-17,2020-02-23,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,14,2389
8,2020-02-17,2020-02-23,9,Araucanía,2,Antofagasta,Temuco,Antofagasta,2,307
8,2020-02-17,2020-02-23,9,Araucanía,11,Aysén,Temuco,Balmaceda,3,420
8,2020-02-17,2020-02-23,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,3,469
8,2020-02-17,2020-02-23,9,Araucanía,13,Metropolitana,Temuco,Santiago,95,14700
8,2020-02-17,2020-02-23,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,39,5685
8,2020-02-17,2020-02-23,12,Magallanes,12,Magallanes,Puerto Natales,Punta Arenas,4,157
8,2020-02-17,2020-02-23,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,14,2215
9,2020-02-24,2020-03-01,2,Antofagasta,15,Arica y Parinacota,Antofagasta,Arica,4,332
9,2020-02-24,2020-03-01,2,Antofagasta,8,Biobío,Antofagasta,Concepción,5,700
9,2020-02-24,2020-03-01,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,13,1683
9,2020-02-24,2020-03-01,2,Antofagasta,10,Los Lagos,Antofagasta,Puerto Montt,2,170
9,2020-02-24,2020-03-01,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,113,17665
9,2020-02-24,2020-03-01,2,Antofagasta,9,Araucanía,Antofagasta,Temuco,2,195
9,2020-02-24,2020-03-01,15,Arica y Parinacota,2,Antofagasta,Arica,Antofagasta,4,430
9,2020-02-24,2020-03-01,15,Arica y Parinacota,8,Biobío,Arica,Concepción,3,441
9,2020-02-24,2020-03-01,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,3,443
9,2020-02-24,2020-03-01,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,66,10766
9,2020-02-24,2020-03-01,11,Aysén,8,Biobío,Balmaceda,Concepción,3,463
9,2020-02-24,2020-03-01,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,20,2975
9,2020-02-24,2020-03-01,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,2,177
9,2020-02-24,2020-03-01,11,Aysén,13,Metropolitana,Balmaceda,Santiago,42,5136
9,2020-02-24,2020-03-01,11,Aysén,9,Araucanía,Balmaceda,Temuco,3,422
9,2020-02-24,2020-03-01,2,Antofagasta,8,Biobío,Calama,Concepción,6,880
9,2020-02-24,2020-03-01,2,Antofagasta,4,Coquimbo,Calama,La Serena,9,1127
9,2020-02-24,2020-03-01,2,Antofagasta,13,Metropolitana,Calama,Santiago,115,18134
9,2020-02-24,2020-03-01,8,Biobío,2,Antofagasta,Concepción,Antofagasta,5,737
9,2020-02-24,2020-03-01,8,Biobío,15,Arica y Parinacota,Concepción,Arica,3,389
9,2020-02-24,2020-03-01,8,Biobío,11,Aysén,Concepción,Balmaceda,3,365
9,2020-02-24,2020-03-01,8,Biobío,2,Antofagasta,Concepción,Calama,6,853
9,2020-02-24,2020-03-01,8,Biobío,1,Tarapacá,Concepción,Iquique,10,1262
9,2020-02-24,2020-03-01,8,Biobío,4,Coquimbo,Concepción,La Serena,4,492
9,2020-02-24,2020-03-01,8,Biobío,12,Magallanes,Concepción,Punta Arenas,5,756
9,2020-02-24,2020-03-01,8,Biobío,13,Metropolitana,Concepción,Santiago,66,10988
9,2020-02-24,2020-03-01,3,Atacama,13,Metropolitana,Copiapó,Santiago,40,6332
9,2020-02-24,2020-03-01,1,Tarapacá,8,Biobío,Iquique,Concepción,10,1297
9,2020-02-24,2020-03-01,1,Tarapacá,4,Coquimbo,Iquique,La Serena,7,966
9,2020-02-24,2020-03-01,1,Tarapacá,13,Metropolitana,Iquique,Santiago,116,17574
9,2020-02-24,2020-03-01,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,10,2898
9,2020-02-24,2020-03-01,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,14,2041
9,2020-02-24,2020-03-01,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,3,430
9,2020-02-24,2020-03-01,4,Coquimbo,2,Antofagasta,La Serena,Calama,9,1359
9,2020-02-24,2020-03-01,4,Coquimbo,8,Biobío,La Serena,Concepción,4,474
9,2020-02-24,2020-03-01,4,Coquimbo,1,Tarapacá,La Serena,Iquique,7,1029
9,2020-02-24,2020-03-01,4,Coquimbo,13,Metropolitana,La Serena,Santiago,58,9022
9,2020-02-24,2020-03-01,10,Los Lagos,13,Metropolitana,Castro,Santiago,4,669
9,2020-02-24,2020-03-01,10,Los Lagos,13,Metropolitana,Osorno,Santiago,16,2478
9,2020-02-24,2020-03-01,10,Los Lagos,2,Antofagasta,Puerto Montt,Antofagasta,2,308
9,2020-02-24,2020-03-01,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,20,2592
9,2020-02-24,2020-03-01,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,28,4266
9,2020-02-24,2020-03-01,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,122,20394
9,2020-02-24,2020-03-01,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,2,103
9,2020-02-24,2020-03-01,12,Magallanes,8,Biobío,Punta Arenas,Concepción,5,692
9,2020-02-24,2020-03-01,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Williams,7,531
9,2020-02-24,2020-03-01,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,7,228
9,2020-02-24,2020-03-01,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,17,103
9,2020-02-24,2020-03-01,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,26,2914
9,2020-02-24,2020-03-01,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,85,11273
9,2020-02-24,2020-03-01,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,2,233
9,2020-02-24,2020-03-01,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,1,7
9,2020-02-24,2020-03-01,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Natales,2,37
9,2020-02-24,2020-03-01,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,108,17409
9,2020-02-24,2020-03-01,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,63,9239
9,2020-02-24,2020-03-01,13,Metropolitana,11,Aysén,Santiago,Balmaceda,33,4253
9,2020-02-24,2020-03-01,13,Metropolitana,2,Antofagasta,Santiago,Calama,116,16836
9,2020-02-24,2020-03-01,13,Metropolitana,8,Biobío,Santiago,Concepción,71,11194
9,2020-02-24,2020-03-01,13,Metropolitana,3,Atacama,Santiago,Copiapó,40,5803
9,2020-02-24,2020-03-01,13,Metropolitana,3,Atacama,Santiago,El Salvador,1,84
9,2020-02-24,2020-03-01,13,Metropolitana,1,Tarapacá,Santiago,Iquique,113,16100
9,2020-02-24,2020-03-01,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,10,2661
9,2020-02-24,2020-03-01,13,Metropolitana,4,Coquimbo,Santiago,La Serena,59,8895
9,2020-02-24,2020-03-01,13,Metropolitana,10,Los Lagos,Santiago,Castro,4,513
9,2020-02-24,2020-03-01,13,Metropolitana,10,Los Lagos,Santiago,Osorno,16,2185
9,2020-02-24,2020-03-01,13,Metropolitana,1,Tarapacá,Santiago,Pica,1,64
9,2020-02-24,2020-03-01,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,120,16391
9,2020-02-24,2020-03-01,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,67,11275
9,2020-02-24,2020-03-01,13,Metropolitana,9,Araucanía,Santiago,Temuco,77,10692
9,2020-02-24,2020-03-01,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,32,4172
9,2020-02-24,2020-03-01,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,11,1759
9,2020-02-24,2020-03-01,9,Araucanía,2,Antofagasta,Temuco,Antofagasta,2,292
9,2020-02-24,2020-03-01,9,Araucanía,11,Aysén,Temuco,Balmaceda,3,374
9,2020-02-24,2020-03-01,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,2,338
9,2020-02-24,2020-03-01,9,Araucanía,13,Metropolitana,Temuco,Santiago,77,12335
9,2020-02-24,2020-03-01,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,32,4568
9,2020-02-24,2020-03-01,12,Magallanes,12,Magallanes,Puerto Natales,Punta Arenas,2,37
9,2020-02-24,2020-03-01,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,11,1748
9,2020-02-24,2020-03-01,2,Antofagasta,8,Biobío,Antofagasta,Concepción,1,113
9,2020-02-24,2020-03-01,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,3,381
9,2020-02-24,2020-03-01,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,15,2017
9,2020-02-24,2020-03-01,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,1,132
9,2020-02-24,2020-03-01,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,8,1392
9,2020-02-24,2020-03-01,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,2,336
9,2020-02-24,2020-03-01,11,Aysén,13,Metropolitana,Balmaceda,Santiago,8,1023
9,2020-02-24,2020-03-01,2,Antofagasta,4,Coquimbo,Calama,La Serena,1,112
9,2020-02-24,2020-03-01,2,Antofagasta,13,Metropolitana,Calama,Santiago,17,2338
9,2020-02-24,2020-03-01,8,Biobío,2,Antofagasta,Concepción,Antofagasta,2,310
9,2020-02-24,2020-03-01,8,Biobío,2,Antofagasta,Concepción,Calama,1,135
9,2020-02-24,2020-03-01,8,Biobío,1,Tarapacá,Concepción,Iquique,1,164
9,2020-02-24,2020-03-01,8,Biobío,13,Metropolitana,Concepción,Santiago,10,1547
9,2020-02-24,2020-03-01,3,Atacama,13,Metropolitana,Copiapó,Santiago,6,892
9,2020-02-24,2020-03-01,1,Tarapacá,8,Biobío,Iquique,Concepción,1,133
9,2020-02-24,2020-03-01,1,Tarapacá,4,Coquimbo,Iquique,La Serena,1,112
9,2020-02-24,2020-03-01,1,Tarapacá,13,Metropolitana,Iquique,Santiago,14,2203
9,2020-02-24,2020-03-01,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,2,524
9,2020-02-24,2020-03-01,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,2,320
9,2020-02-24,2020-03-01,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,1,161
9,2020-02-24,2020-03-01,4,Coquimbo,2,Antofagasta,La Serena,Calama,1,161
9,2020-02-24,2020-03-01,4,Coquimbo,1,Tarapacá,La Serena,Iquique,1,131
9,2020-02-24,2020-03-01,4,Coquimbo,13,Metropolitana,La Serena,Santiago,11,1759
9,2020-02-24,2020-03-01,10,Los Lagos,13,Metropolitana,Castro,Santiago,1,171
9,2020-02-24,2020-03-01,10,Los Lagos,13,Metropolitana,Osorno,Santiago,3,489
9,2020-02-24,2020-03-01,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,2,238
9,2020-02-24,2020-03-01,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,3,471
9,2020-02-24,2020-03-01,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,18,3014
9,2020-02-24,2020-03-01,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,3,351
9,2020-02-24,2020-03-01,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,11,1244
9,2020-02-24,2020-03-01,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,1,101
9,2020-02-24,2020-03-01,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,1,5
9,2020-02-24,2020-03-01,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,15,2495
9,2020-02-24,2020-03-01,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,12,1764
9,2020-02-24,2020-03-01,13,Metropolitana,11,Aysén,Santiago,Balmaceda,7,864
9,2020-02-24,2020-03-01,13,Metropolitana,2,Antofagasta,Santiago,Calama,17,2709
9,2020-02-24,2020-03-01,13,Metropolitana,8,Biobío,Santiago,Concepción,11,1702
9,2020-02-24,2020-03-01,13,Metropolitana,3,Atacama,Santiago,Copiapó,6,839
9,2020-02-24,2020-03-01,13,Metropolitana,1,Tarapacá,Santiago,Iquique,16,2715
9,2020-02-24,2020-03-01,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,2,527
9,2020-02-24,2020-03-01,13,Metropolitana,4,Coquimbo,Santiago,La Serena,10,1351
9,2020-02-24,2020-03-01,13,Metropolitana,10,Los Lagos,Santiago,Castro,1,144
9,2020-02-24,2020-03-01,13,Metropolitana,10,Los Lagos,Santiago,Osorno,3,406
9,2020-02-24,2020-03-01,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,22,2946
9,2020-02-24,2020-03-01,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,13,2143
9,2020-02-24,2020-03-01,13,Metropolitana,9,Araucanía,Santiago,Temuco,16,2007
9,2020-02-24,2020-03-01,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,7,814
9,2020-02-24,2020-03-01,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,3,493
9,2020-02-24,2020-03-01,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,1,153
9,2020-02-24,2020-03-01,9,Araucanía,13,Metropolitana,Temuco,Santiago,16,2456
9,2020-02-24,2020-03-01,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,7,1021
9,2020-02-24,2020-03-01,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,3,462
10,2020-03-02,2020-03-08,2,Antofagasta,15,Arica y Parinacota,Antofagasta,Arica,2,196
10,2020-03-02,2020-03-08,2,Antofagasta,8,Biobío,Antofagasta,Concepción,9,989
10,2020-03-02,2020-03-08,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,16,2086
10,2020-03-02,2020-03-08,2,Antofagasta,10,Los Lagos,Antofagasta,Puerto Montt,2,136
10,2020-03-02,2020-03-08,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,125,17747
10,2020-03-02,2020-03-08,2,Antofagasta,9,Araucanía,Antofagasta,Temuco,2,174
10,2020-03-02,2020-03-08,15,Arica y Parinacota,2,Antofagasta,Arica,Antofagasta,2,167
10,2020-03-02,2020-03-08,15,Arica y Parinacota,8,Biobío,Arica,Concepción,3,336
10,2020-03-02,2020-03-08,15,Arica y Parinacota,3,Atacama,Arica,Copiapó,1,141
10,2020-03-02,2020-03-08,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,2,271
10,2020-03-02,2020-03-08,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,52,8309
10,2020-03-02,2020-03-08,11,Aysén,8,Biobío,Balmaceda,Concepción,2,291
10,2020-03-02,2020-03-08,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,18,2580
10,2020-03-02,2020-03-08,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,2,149
10,2020-03-02,2020-03-08,11,Aysén,13,Metropolitana,Balmaceda,Santiago,36,4281
10,2020-03-02,2020-03-08,11,Aysén,9,Araucanía,Balmaceda,Temuco,2,260
10,2020-03-02,2020-03-08,2,Antofagasta,8,Biobío,Calama,Concepción,9,1179
10,2020-03-02,2020-03-08,2,Antofagasta,4,Coquimbo,Calama,La Serena,9,1069
10,2020-03-02,2020-03-08,2,Antofagasta,13,Metropolitana,Calama,Santiago,127,19003
10,2020-03-02,2020-03-08,8,Biobío,2,Antofagasta,Concepción,Antofagasta,9,1334
10,2020-03-02,2020-03-08,8,Biobío,15,Arica y Parinacota,Concepción,Arica,3,303
10,2020-03-02,2020-03-08,8,Biobío,11,Aysén,Concepción,Balmaceda,2,264
10,2020-03-02,2020-03-08,8,Biobío,2,Antofagasta,Concepción,Calama,8,1089
10,2020-03-02,2020-03-08,8,Biobío,1,Tarapacá,Concepción,Iquique,9,1083
10,2020-03-02,2020-03-08,8,Biobío,4,Coquimbo,Concepción,La Serena,3,283
10,2020-03-02,2020-03-08,8,Biobío,12,Magallanes,Concepción,Punta Arenas,4,671
10,2020-03-02,2020-03-08,8,Biobío,13,Metropolitana,Concepción,Santiago,89,13386
10,2020-03-02,2020-03-08,3,Atacama,13,Metropolitana,Copiapó,Santiago,45,6543
10,2020-03-02,2020-03-08,1,Tarapacá,8,Biobío,Iquique,Concepción,9,998
10,2020-03-02,2020-03-08,1,Tarapacá,4,Coquimbo,Iquique,La Serena,8,1052
10,2020-03-02,2020-03-08,1,Tarapacá,13,Metropolitana,Iquique,Santiago,101,16055
10,2020-03-02,2020-03-08,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,12,3233
10,2020-03-02,2020-03-08,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,16,2147
10,2020-03-02,2020-03-08,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,2,295
10,2020-03-02,2020-03-08,4,Coquimbo,2,Antofagasta,La Serena,Calama,9,1141
10,2020-03-02,2020-03-08,4,Coquimbo,8,Biobío,La Serena,Concepción,3,329
10,2020-03-02,2020-03-08,4,Coquimbo,1,Tarapacá,La Serena,Iquique,9,1110
10,2020-03-02,2020-03-08,4,Coquimbo,13,Metropolitana,La Serena,Santiago,54,8547
10,2020-03-02,2020-03-08,10,Los Lagos,13,Metropolitana,Castro,Santiago,5,828
10,2020-03-02,2020-03-08,10,Los Lagos,13,Metropolitana,Osorno,Santiago,12,1854
10,2020-03-02,2020-03-08,10,Los Lagos,2,Antofagasta,Puerto Montt,Antofagasta,2,198
10,2020-03-02,2020-03-08,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,18,2209
10,2020-03-02,2020-03-08,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,20,3402
10,2020-03-02,2020-03-08,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,102,17265
10,2020-03-02,2020-03-08,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,2,93
10,2020-03-02,2020-03-08,12,Magallanes,8,Biobío,Punta Arenas,Concepción,4,469
10,2020-03-02,2020-03-08,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Williams,8,496
10,2020-03-02,2020-03-08,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,4,218
10,2020-03-02,2020-03-08,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,15,115
10,2020-03-02,2020-03-08,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,21,2342
10,2020-03-02,2020-03-08,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,64,8905
10,2020-03-02,2020-03-08,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,2,228
10,2020-03-02,2020-03-08,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,2,7
10,2020-03-02,2020-03-08,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Natales,3,34
10,2020-03-02,2020-03-08,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,118,18121
10,2020-03-02,2020-03-08,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,49,7519
10,2020-03-02,2020-03-08,13,Metropolitana,11,Aysén,Santiago,Balmaceda,30,3947
10,2020-03-02,2020-03-08,13,Metropolitana,2,Antofagasta,Santiago,Calama,127,18514
10,2020-03-02,2020-03-08,13,Metropolitana,8,Biobío,Santiago,Concepción,94,13239
10,2020-03-02,2020-03-08,13,Metropolitana,3,Atacama,Santiago,Copiapó,44,6172
10,2020-03-02,2020-03-08,13,Metropolitana,3,Atacama,Santiago,El Salvador,1,80
10,2020-03-02,2020-03-08,13,Metropolitana,1,Tarapacá,Santiago,Iquique,98,14770
10,2020-03-02,2020-03-08,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,12,3110
10,2020-03-02,2020-03-08,13,Metropolitana,4,Coquimbo,Santiago,La Serena,55,8329
10,2020-03-02,2020-03-08,13,Metropolitana,10,Los Lagos,Santiago,Castro,5,726
10,2020-03-02,2020-03-08,13,Metropolitana,10,Los Lagos,Santiago,Osorno,12,1717
10,2020-03-02,2020-03-08,13,Metropolitana,1,Tarapacá,Santiago,Pica,1,71
10,2020-03-02,2020-03-08,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,97,14916
10,2020-03-02,2020-03-08,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,55,9901
10,2020-03-02,2020-03-08,13,Metropolitana,9,Araucanía,Santiago,Temuco,70,10202
10,2020-03-02,2020-03-08,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,25,3513
10,2020-03-02,2020-03-08,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,8,1296
10,2020-03-02,2020-03-08,9,Araucanía,2,Antofagasta,Temuco,Antofagasta,2,231
10,2020-03-02,2020-03-08,9,Araucanía,11,Aysén,Temuco,Balmaceda,2,230
10,2020-03-02,2020-03-08,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,2,296
10,2020-03-02,2020-03-08,9,Araucanía,13,Metropolitana,Temuco,Santiago,70,11161
10,2020-03-02,2020-03-08,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,24,3515
