Region,Codigo region,Comuna,Codigo comuna,Superficie_km2,Poblacion,Fecha,variable,value
Maule,7,San Clemente,7109,4504.0,46292.0,2020-04-11,IM_interno,2.4155748744949186
Maule,7,San Clemente,7109,4504.0,46292.0,2020-04-12,IM_interno,2.411044447165422
Maule,7,Colbún,7402,2899.9,22565.0,2020-02-26,IM_interno,1.7869379014989293
Maule,7,Colbún,7402,2899.9,22565.0,2020-02-27,IM_interno,1.6995003568879372
Maule,7,Colbún,7402,2899.9,22565.0,2020-02-28,IM_interno,1.5799428979300503
Maule,7,Colbún,7402,2899.9,22565.0,2020-02-29,IM_interno,1.7401855817273375
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-01,IM_interno,1.5096359743040686
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-02,IM_interno,1.6456102783725908
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-03,IM_interno,1.739471805852962
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-04,IM_interno,1.6106352605281942
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-05,IM_interno,1.5628122769450392
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-06,IM_interno,1.7130620985010707
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-07,IM_interno,1.6506067094932189
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-08,IM_interno,1.457530335474661
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-09,IM_interno,1.6245538900785153
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-10,IM_interno,1.603140613847252
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-11,IM_interno,1.5842255531763023
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-12,IM_interno,1.5620985010706638
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-13,IM_interno,1.721627408993576
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-14,IM_interno,1.5281941470378302
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-15,IM_interno,1.462526766595289
Maule,7,Colbún,7402,2899.9,22565.0,2020-03-16,IM_interno,1.5371163454675232
