Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-03,7,6,3,6,0,0,5,0,4,6,26,2,5,1,8,4,7,1,2,4,6,6,0,0,0,5,0,4,4,2,0,8,5,5,5,4,11,5,5,3,5,10,5,8,2,3,6,8,4,4,4,9,0,4,7,3,13,3,9,3,5,5,4,9,7,3,8,6,8,10,5,3,7,4,7,1,4,4,5,7,6,3,5,3,3,11,10,5,8,8,4,1,5,3,0,6,7,12,8,7,3,4,6,8,5,2,4,4,5,7,7,6,7,12,3,6,7,6,5,5,8,5,14,7,5,6,3,12,5,2,8,5,8,3,8,10,7,8,7,13,6,5,7,6,7,6,2,5,2,5,6,6,7,0,7,7,4,6,6,0,6,7,9,6,6,5,2,3,3,6,8,3,5,7,4,6,6,3,6,5,7,6,4,5,6,0,20,5,5,2,7,7,7,0,5,3,5,5,5,3,6,5,4,5,7,11,8,7,5,7,4,5,5,8,4,14,8,5,7,12,7,7,2,17,7,0,8,9,13,8,8,11,7,6,8,17,12,10,7,13,11,11,7,16,6,21,11,9,8,11,7,7,6,8,6,10,6,10,5,27,10,5,8,10,11,9,8,13,6,11,4,8,19,7,9,20,14,6,1,0,7,8,5,2,8,4,10,12,9,9,11,7,10,13,2,0,9,8,11,9,8,6,19,12,4,11,5,9,8,11,26,9,8,11,9,9,10,9,12,21,6,7,11,4,5,4,6,8,6,3,6,2,7,22,7,4,7,6,7,2,11
2020-03-04,7,6,3,6,0,0,5,0,4,6,25,1,5,1,8,4,7,1,2,4,5,6,0,0,0,5,0,4,6,2,0,8,5,5,5,4,11,5,5,3,5,10,5,8,2,3,6,8,3,4,5,9,2,4,7,3,9,3,10,2,5,5,4,9,7,3,8,6,8,10,6,3,7,4,7,1,4,4,6,7,6,3,5,3,3,10,9,3,8,7,4,1,6,3,0,6,8,11,8,7,4,4,7,9,5,2,4,4,6,7,6,6,7,12,4,7,7,6,5,5,7,5,14,7,5,6,3,11,5,2,8,5,8,3,7,10,7,8,7,12,6,5,7,7,7,6,2,5,2,5,6,6,8,0,6,7,5,6,7,0,7,8,9,7,6,5,3,3,4,6,8,3,5,9,4,7,6,3,6,5,8,6,4,5,7,0,21,5,5,3,7,7,8,0,5,3,4,5,5,3,6,5,4,5,7,10,8,7,5,7,3,5,5,7,4,13,8,5,7,11,7,7,2,15,6,0,8,9,13,9,8,11,7,7,8,17,12,10,7,14,12,11,6,16,7,21,11,9,9,11,7,7,6,7,6,10,7,11,6,27,10,6,8,10,11,9,8,12,6,11,4,9,19,8,10,21,14,6,2,0,7,8,4,2,8,4,10,11,9,9,12,6,9,12,2,0,9,8,11,9,7,6,19,12,4,11,5,10,8,11,26,9,8,11,9,9,11,9,13,24,6,7,11,4,5,3,5,8,5,3,6,2,7,23,7,4,7,6,7,2,10
2020-03-05,7,6,3,6,1,0,4,0,4,6,23,1,5,1,8,4,8,1,2,4,6,6,0,0,0,6,0,4,5,2,0,8,5,5,5,4,11,5,5,3,5,10,5,9,2,3,6,8,3,4,5,9,2,4,7,3,10,3,9,3,5,5,4,10,7,4,8,6,8,10,5,3,7,4,6,1,4,4,5,7,5,3,5,3,3,10,9,3,8,7,4,1,5,3,0,6,7,12,8,7,3,3,6,8,5,2,4,4,6,7,6,6,7,12,4,7,8,6,5,5,7,5,14,7,5,6,3,9,5,2,8,5,8,3,6,9,7,8,8,11,6,5,6,6,7,6,2,5,2,5,5,7,7,0,6,7,4,6,6,0,6,7,9,6,5,5,2,3,3,6,7,3,5,7,3,7,6,3,6,4,7,6,4,5,6,0,18,5,5,3,7,7,8,0,6,3,4,4,5,3,6,5,4,5,7,10,8,7,5,7,3,5,4,7,4,13,8,5,7,11,7,7,2,16,6,0,8,8,13,8,8,11,7,7,8,17,13,10,7,13,12,12,7,16,7,21,11,9,10,11,7,7,6,7,6,10,7,11,6,28,10,5,8,10,11,9,8,13,5,11,4,9,19,8,10,21,15,7,2,0,7,9,4,2,8,4,11,12,9,10,12,7,9,12,2,0,8,8,12,10,8,6,20,12,5,13,6,10,9,11,28,9,9,12,10,10,11,10,12,26,6,7,11,4,5,3,6,8,6,3,6,3,8,23,7,4,7,7,7,2,10
2020-03-06,7,6,3,6,0,1,4,0,4,6,27,1,4,1,8,4,8,1,3,4,6,7,0,0,0,6,0,5,4,1,0,8,5,6,5,5,12,6,5,3,7,10,6,9,2,3,6,9,3,4,5,9,2,5,7,3,10,3,10,3,5,5,5,10,8,5,8,6,8,10,5,3,8,5,7,1,4,4,6,7,5,3,5,4,3,11,11,4,9,8,5,1,6,3,0,6,8,13,8,7,3,3,7,9,5,2,4,4,6,7,7,6,7,12,4,7,8,6,5,5,8,6,16,8,6,6,3,10,6,2,8,5,9,3,8,10,8,8,8,12,7,6,7,6,7,6,2,5,2,5,5,7,7,0,6,7,5,6,7,0,7,7,9,6,6,5,2,3,3,6,8,3,5,7,4,7,6,4,6,5,8,6,4,5,6,0,26,5,5,3,7,6,8,0,6,3,5,5,5,4,7,5,5,6,8,12,9,8,6,6,4,5,5,8,4,17,9,6,8,13,7,8,2,18,6,0,8,9,13,9,9,12,7,7,9,18,13,10,7,14,12,11,7,17,7,21,12,10,11,11,8,8,6,7,7,10,7,11,9,28,10,6,8,11,12,9,9,14,5,11,5,9,20,9,13,22,15,6,2,0,7,9,4,2,9,4,11,13,10,10,12,7,11,13,2,0,9,9,12,10,8,7,20,14,4,13,6,11,9,12,29,9,9,12,10,10,11,10,13,28,7,8,12,5,5,3,6,9,6,4,7,3,8,25,7,4,8,7,7,2,12
2020-03-07,6,5,2,5,2,1,3,0,4,5,23,2,4,1,8,3,6,1,2,4,4,5,0,0,0,4,0,3,4,2,1,8,4,5,5,4,9,6,4,3,7,9,6,7,2,3,5,8,3,3,5,9,2,4,6,3,9,3,8,3,5,5,5,9,7,4,7,5,8,8,5,2,7,5,6,1,3,4,4,6,6,2,4,4,3,10,10,3,8,7,5,1,5,3,1,6,7,12,8,7,3,2,8,6,5,2,4,4,5,6,6,6,6,13,4,6,7,6,5,5,8,5,13,7,5,6,4,9,5,3,8,5,8,4,7,10,7,7,7,10,6,6,6,6,6,5,2,5,2,4,5,6,7,0,6,6,5,6,5,0,5,7,8,6,5,5,2,3,2,6,6,4,5,7,4,6,7,3,5,4,6,5,3,4,5,0,22,4,4,2,6,6,6,0,5,3,6,5,5,4,6,5,6,8,6,11,8,6,5,7,5,5,6,7,4,13,8,6,6,11,5,7,2,16,6,0,7,9,11,8,8,9,8,6,9,14,9,8,8,12,11,9,7,15,6,14,10,9,9,8,7,8,6,7,6,8,7,10,8,16,8,5,6,8,10,7,7,10,8,9,4,8,13,8,11,16,12,6,1,0,6,8,4,2,12,4,10,14,10,9,11,10,14,11,2,0,9,8,12,8,8,8,18,15,4,14,6,9,8,11,25,8,7,11,8,11,9,9,11,29,6,6,10,5,5,3,6,8,6,4,7,4,8,26,7,5,7,7,6,2,11
2020-03-08,5,4,2,5,1,0,3,0,3,5,25,0,4,1,8,3,6,1,2,3,3,5,0,0,0,4,0,4,5,1,0,8,3,5,4,3,6,5,4,2,7,8,5,6,2,2,4,7,2,3,4,8,2,3,5,3,7,3,7,3,5,5,5,8,6,3,7,5,7,7,4,2,6,4,5,1,2,3,3,6,5,2,4,3,3,10,9,3,7,5,4,1,4,2,1,5,6,10,7,6,3,2,8,5,5,2,3,3,4,5,5,5,6,12,3,6,6,6,5,5,7,4,13,8,3,5,3,7,5,3,7,5,7,4,6,9,6,5,7,9,4,5,5,5,6,4,2,4,1,4,5,5,6,0,5,6,4,6,4,0,4,7,7,6,5,4,2,2,2,6,6,5,4,7,4,5,7,3,5,4,6,5,3,4,4,0,21,3,5,3,5,5,6,0,5,3,5,5,4,4,5,5,6,9,5,9,6,5,4,7,5,4,5,6,4,11,7,5,6,10,5,6,3,14,6,0,6,8,9,7,7,7,7,6,8,11,8,7,7,9,9,7,6,12,4,12,9,8,9,7,6,7,6,6,5,7,7,9,7,15,7,5,4,7,8,6,6,8,7,7,4,7,12,7,9,12,10,5,1,0,6,7,3,2,11,3,9,12,9,8,9,9,12,11,2,0,8,7,10,8,7,7,17,13,4,11,5,7,7,10,23,7,7,9,8,10,8,8,9,22,5,5,9,6,4,3,5,8,5,4,6,3,7,22,6,5,6,6,6,1,10
2020-03-09,7,6,3,6,1,0,5,0,4,6,24,1,4,1,7,4,8,1,2,4,6,6,0,0,0,6,0,4,4,2,0,8,4,5,5,4,12,4,5,3,5,10,5,8,2,3,6,8,3,4,5,9,2,4,7,3,9,3,9,3,5,5,4,9,7,4,8,6,7,9,5,3,7,4,6,1,3,4,5,7,5,3,5,4,3,10,9,3,8,7,5,1,5,3,0,6,7,12,7,6,3,3,6,8,5,2,4,4,6,7,6,6,7,12,3,6,7,8,5,5,5,5,14,8,4,6,3,9,6,1,11,5,9,2,6,7,7,8,8,11,5,6,7,6,6,6,2,5,1,5,5,5,7,0,6,7,4,6,7,0,6,7,8,6,5,4,2,3,2,6,7,3,5,6,3,7,6,3,5,4,7,6,3,5,6,0,20,5,5,3,7,7,7,0,5,3,4,4,5,3,6,5,4,5,7,11,8,7,5,8,3,5,5,8,4,15,8,5,7,11,7,7,2,16,6,0,7,8,13,9,9,11,7,7,8,17,13,10,7,14,11,11,7,16,6,21,12,9,9,11,7,8,6,7,6,10,7,10,7,27,10,5,8,10,11,9,8,13,5,11,4,8,19,8,11,21,14,6,1,0,6,8,4,2,7,4,10,11,9,10,12,6,8,12,2,0,9,8,11,10,7,6,20,10,4,8,6,10,8,11,26,9,9,12,9,9,11,9,12,15,6,8,11,4,4,3,5,9,5,3,6,2,8,22,7,4,7,6,5,2,10
2020-03-10,7,6,3,6,1,0,5,0,4,6,24,1,4,1,8,4,8,1,2,4,6,6,0,0,0,6,0,4,4,2,0,8,5,5,5,4,12,4,5,3,5,10,5,8,2,3,6,8,3,3,5,9,2,4,7,3,9,3,9,2,5,5,4,9,7,3,8,6,8,10,5,3,7,5,6,1,3,4,5,7,7,3,4,3,3,10,9,4,8,7,4,1,5,3,0,6,7,11,7,6,3,3,6,8,4,2,4,4,5,6,6,6,7,12,4,7,7,6,5,5,7,5,13,7,4,6,3,10,5,2,7,5,8,3,6,9,7,8,8,11,5,5,7,6,6,6,2,4,1,5,5,6,7,0,6,7,4,6,6,0,7,7,8,6,5,4,2,3,3,6,7,3,5,6,3,6,5,3,5,4,7,6,3,5,6,0,21,5,5,3,7,7,8,0,5,3,4,4,5,3,6,5,4,5,7,10,8,7,5,7,3,5,5,7,4,13,8,5,7,11,7,7,2,15,6,0,8,9,13,9,9,11,7,7,8,17,13,10,7,14,12,12,6,17,6,22,12,10,8,12,7,7,6,8,6,10,8,11,5,28,10,5,8,10,11,9,8,14,5,11,4,8,20,8,9,22,14,6,1,0,6,8,4,2,7,4,11,12,9,9,11,6,8,11,1,0,9,7,11,10,7,6,19,10,4,8,6,10,8,11,27,9,8,12,9,9,11,9,12,14,6,7,10,3,5,3,5,8,5,3,6,2,8,22,7,4,7,6,6,2,9
2020-03-11,7,6,4,6,1,0,5,0,4,6,26,1,4,1,8,4,7,1,2,4,6,6,0,0,0,5,0,5,4,2,0,8,4,5,5,4,11,4,5,3,5,10,5,8,2,3,5,8,3,3,5,9,2,4,7,3,8,3,9,2,5,5,4,9,7,3,8,6,8,9,5,3,7,4,6,1,4,3,5,6,5,3,4,3,3,11,9,3,7,7,4,1,5,3,0,6,7,11,7,6,3,3,6,8,4,1,4,4,5,6,7,6,7,12,4,6,7,5,5,4,7,5,14,7,4,6,3,9,5,1,7,5,8,3,6,9,7,7,7,11,6,5,7,6,6,5,2,4,2,5,5,5,7,0,5,7,4,5,6,0,6,7,8,6,5,4,2,3,2,5,7,3,5,6,3,6,5,3,5,4,7,6,3,5,6,0,20,4,5,3,7,6,7,0,5,3,5,4,5,3,6,5,4,5,7,9,8,6,5,7,3,5,5,7,4,13,8,5,7,10,7,6,2,15,6,0,7,9,13,8,8,11,7,7,7,17,12,10,8,14,11,12,6,16,6,21,12,10,8,12,7,7,6,7,5,10,7,11,5,27,10,5,8,10,10,9,8,14,4,10,4,8,18,8,9,22,14,6,1,0,6,8,4,2,7,4,10,11,8,9,11,6,8,11,2,0,9,7,11,9,7,6,19,10,4,8,5,9,8,10,26,9,8,11,9,9,10,9,12,14,6,7,10,3,4,3,5,8,5,3,6,2,7,22,7,4,6,6,6,2,9
2020-03-12,7,6,4,6,0,0,4,0,4,6,22,1,5,1,7,4,7,1,2,4,6,6,0,0,0,5,0,4,4,1,0,9,5,5,5,4,11,4,5,3,5,9,5,9,2,3,6,8,3,4,5,9,2,4,7,3,8,3,10,2,5,5,4,10,7,4,8,6,7,9,5,3,7,4,6,1,4,3,5,6,6,3,4,3,3,11,9,3,8,7,5,1,5,3,0,6,7,11,7,7,3,3,6,8,5,2,4,4,6,7,7,6,7,13,4,7,8,6,5,5,8,6,17,8,5,6,3,10,5,2,8,5,9,3,7,10,8,8,8,12,6,6,7,6,5,6,2,4,2,5,5,5,7,0,5,7,4,5,6,0,6,7,8,6,5,4,2,3,2,5,7,3,5,6,3,7,5,3,5,4,7,6,3,5,6,0,21,4,5,3,7,6,7,0,6,3,5,5,5,4,6,5,4,5,7,10,8,7,5,7,4,6,5,7,4,13,8,5,7,11,7,7,2,15,7,0,8,10,14,10,10,12,9,7,9,17,14,11,9,15,13,13,7,18,7,24,12,11,9,13,8,10,7,8,6,11,8,12,6,31,11,6,9,11,11,9,8,14,6,11,5,8,20,9,12,24,16,6,1,0,6,8,4,2,8,5,13,13,10,10,13,6,10,13,2,0,9,8,13,11,8,7,23,11,5,9,5,11,9,11,37,10,10,13,11,11,12,10,13,17,6,7,11,3,4,3,5,8,5,3,6,2,8,22,7,4,7,7,6,2,9
2020-03-13,7,6,3,7,1,0,4,0,5,6,28,1,4,1,8,4,8,1,2,4,6,7,0,0,0,6,0,5,5,4,0,9,5,6,5,5,12,4,5,3,7,10,5,10,2,3,6,9,3,4,6,10,2,5,8,4,8,3,10,2,5,6,5,10,8,4,9,6,8,10,5,3,8,5,7,1,4,4,6,7,3,3,5,4,3,11,11,5,9,8,6,1,6,3,0,7,8,14,8,7,3,3,7,8,5,2,4,4,6,7,8,7,8,13,4,7,9,6,5,6,8,6,19,9,12,7,3,11,6,2,9,5,9,3,7,11,8,8,8,13,6,6,8,6,5,6,2,5,2,5,6,5,7,0,5,7,4,5,7,0,7,7,9,6,5,5,2,3,3,6,7,3,5,6,3,7,6,4,6,5,8,6,3,5,6,0,24,5,5,2,7,6,7,0,9,4,5,5,6,4,7,6,5,6,8,13,10,8,6,7,4,6,5,8,5,16,10,6,8,14,7,9,2,18,7,0,8,10,15,10,10,12,8,7,11,18,14,11,10,15,12,13,7,19,7,23,13,11,9,12,8,11,7,8,6,10,8,12,6,30,11,5,9,11,11,9,8,14,6,11,6,8,20,10,13,23,16,6,2,0,7,8,4,2,10,5,13,13,11,10,13,7,10,14,2,0,9,9,13,11,9,9,23,13,5,9,5,12,9,11,35,10,9,13,11,11,12,10,13,20,6,7,12,4,5,3,5,9,6,3,7,3,8,26,7,4,7,7,7,2,12
2020-03-14,6,5,2,5,1,1,3,0,4,5,22,1,4,1,8,3,6,1,2,4,4,5,0,0,0,4,0,3,5,5,1,9,4,5,5,4,9,5,5,3,7,8,6,8,2,3,5,8,2,4,5,9,2,5,7,3,8,3,8,2,6,6,5,9,6,3,7,5,7,8,5,3,6,5,6,1,3,3,5,7,4,2,4,4,3,9,9,4,8,7,7,1,5,3,1,5,7,11,7,7,3,2,8,6,5,2,4,4,5,6,7,6,7,14,4,7,8,7,5,5,9,5,16,8,9,6,4,9,5,2,8,5,9,4,6,11,8,6,8,10,5,6,7,6,5,5,2,4,2,5,5,6,7,0,5,7,5,6,5,0,5,7,8,6,5,4,2,3,3,6,6,5,5,7,3,6,6,3,5,4,7,5,3,4,5,0,21,4,5,2,6,5,5,0,8,3,7,5,5,4,6,5,6,8,6,11,8,7,5,8,5,5,5,8,4,13,9,5,7,11,6,7,2,16,7,0,7,10,12,9,9,9,8,6,11,14,10,9,10,12,11,11,6,16,6,15,10,10,8,9,7,10,7,8,6,9,9,11,6,17,9,5,6,9,9,7,7,10,9,9,5,7,13,9,11,16,13,6,1,0,6,7,4,2,14,4,12,14,10,10,12,10,14,12,3,0,8,9,13,10,8,11,21,15,4,12,5,10,8,11,30,9,8,11,9,11,10,9,11,26,6,6,10,6,5,3,5,9,6,4,7,3,8,26,7,5,7,7,6,2,11
2020-03-15,5,4,2,4,1,0,3,0,3,5,23,2,4,1,8,3,6,1,2,3,4,5,0,0,0,4,0,4,5,0,1,10,4,4,5,3,6,5,4,2,6,8,5,7,1,3,4,7,2,3,4,8,2,4,5,3,7,3,7,3,5,5,5,9,6,3,7,4,7,6,4,2,5,4,5,1,3,3,4,6,5,2,4,3,3,8,8,3,8,6,6,1,3,3,1,5,6,10,6,6,4,2,8,5,5,2,3,3,5,5,6,5,6,13,3,6,7,6,5,6,9,4,15,8,8,5,3,7,4,3,7,4,7,4,5,10,7,5,7,10,4,5,5,5,5,4,2,4,2,5,5,6,6,0,5,6,5,6,4,0,4,7,7,7,5,5,2,2,3,6,6,5,4,8,3,4,6,3,4,4,6,5,3,3,4,0,23,3,4,2,5,5,5,0,7,3,8,5,4,4,4,5,6,9,5,10,7,5,4,7,5,5,5,7,3,12,8,5,6,11,4,6,2,15,6,0,6,9,10,9,8,7,8,5,10,11,8,7,9,10,10,7,6,13,5,12,9,7,8,7,6,10,6,7,5,7,8,10,5,12,8,5,5,7,7,6,5,7,9,7,4,6,9,8,10,13,11,5,1,0,6,6,4,2,13,4,11,14,10,8,10,9,14,11,2,0,7,8,12,9,8,10,19,14,4,11,5,8,7,10,28,8,7,10,9,10,9,8,9,24,5,5,8,6,4,3,5,8,5,4,7,3,7,23,6,4,6,7,6,1,10
2020-03-16,6,5,3,6,1,0,5,0,4,6,24,1,5,1,7,3,7,1,3,4,5,6,0,0,0,5,0,4,3,0,0,9,4,5,5,4,10,4,5,3,5,8,5,9,2,3,5,8,3,4,5,9,2,4,6,3,9,3,9,3,5,5,5,9,7,3,7,6,7,8,5,3,7,4,6,1,3,3,5,5,5,2,4,3,3,10,8,3,8,7,5,1,4,3,0,6,7,11,6,6,4,3,7,7,5,2,4,4,5,6,6,6,7,13,4,6,8,6,5,5,8,5,17,8,8,6,3,9,5,2,8,5,9,2,6,10,8,7,8,11,5,6,7,6,5,5,2,4,2,5,5,6,6,0,5,7,5,5,6,0,6,7,8,6,5,4,2,3,3,5,7,3,5,6,3,5,5,3,5,5,7,5,3,3,5,0,16,4,5,2,6,4,6,0,5,3,5,5,5,3,6,5,4,5,7,11,9,7,5,7,3,5,5,8,4,15,8,5,7,13,6,7,2,17,6,0,7,9,13,9,9,10,8,6,9,15,12,10,8,13,11,10,6,15,7,18,11,8,8,10,7,8,6,7,5,9,7,11,5,24,10,5,8,10,9,8,7,11,5,10,4,7,17,8,11,18,14,5,2,0,6,7,4,2,8,4,11,12,9,9,11,6,9,12,2,0,8,8,12,10,7,8,21,11,4,8,5,10,8,10,29,9,9,12,10,9,10,9,11,16,6,7,11,4,5,3,5,8,5,3,7,2,8,24,7,4,7,6,6,2,11
2020-03-17,6,5,3,6,1,0,4,0,4,5,11,1,4,1,7,4,6,1,2,3,5,6,0,0,0,4,0,3,3,0,0,9,4,5,5,4,8,4,4,3,5,7,4,8,2,3,5,7,2,4,5,8,2,4,6,3,9,3,8,2,4,5,4,9,6,3,7,5,7,7,4,2,6,3,6,1,3,3,4,5,5,2,4,3,2,9,7,3,7,6,4,0,5,3,0,5,6,10,5,5,3,3,6,6,4,1,4,3,5,5,5,6,7,13,3,6,7,6,4,5,7,5,15,7,6,5,3,9,5,2,8,6,11,2,6,10,7,6,7,11,5,5,6,5,5,5,2,4,2,5,5,5,6,0,5,6,4,5,5,0,5,7,7,6,5,4,2,3,3,5,6,3,4,5,2,5,4,3,5,4,5,5,3,3,4,0,15,4,5,2,5,5,6,0,4,3,4,4,4,3,5,5,4,4,6,9,8,6,5,7,3,5,5,7,3,12,8,5,6,9,5,6,2,15,6,0,7,8,12,8,8,9,6,6,9,13,10,9,8,12,10,10,6,14,6,15,10,8,8,9,6,8,5,7,5,9,7,10,5,19,9,4,8,9,8,7,6,10,5,9,4,6,14,7,9,16,12,5,1,0,6,7,4,2,7,4,11,11,8,8,10,5,8,11,1,0,7,7,11,9,7,7,19,10,4,7,4,9,7,9,27,9,8,11,10,9,9,8,10,16,5,6,9,3,5,3,5,8,5,3,7,2,7,22,6,4,6,6,6,1,9
