Region,Codigo region,Comuna,Codigo comuna,Superficie_km2,Poblacion,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12
La Araucanía,9.0,Nueva Imperial,9111,732.5,33777.0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
La Araucanía,9.0,Padre Las Casas,9112,400.7,82110.0,5,5,6,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,3,4,4,4,3,3,3,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
La Araucanía,9.0,Perquenco,9113,330.7,7223.0,15,15,16,14,13,14,12,11,12,13,12,10,12,11,11,11,14,11,10,11,10,10,9,9,7,5,6,6,6,6,7,5,3,5,6,6,6,6,5,4,6,6,7,6,3,3,3
La Araucanía,9.0,Pitrufquén,9114,580.7,26096.0,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,3,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,1
La Araucanía,9.0,Pucón,9115,1248.5,29782.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Araucanía,9.0,Purén,9208,464.9,12188.0,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
La Araucanía,9.0,Renaico,9209,267.4,10833.0,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,2,2,2,1,0,1
La Araucanía,9.0,Saavedra,9116,400.8,12793.0,6,6,6,13,12,5,5,5,5,5,6,6,5,5,5,5,5,6,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,3
La Araucanía,9.0,Temuco,9101,464,302931.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Araucanía,9.0,Teodoro Schmidt,9117,649.9,15786.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
La Araucanía,9.0,Toltén,9118,860.4,10055.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
La Araucanía,9.0,Traiguén,9210,908,19314.0,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
La Araucanía,9.0,Victoria,9211,1256,35467.0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
La Araucanía,9.0,Vilcún,9119,1420.9,30766.0,5,5,5,4,4,5,4,5,5,5,4,3,4,4,4,4,5,4,3,4,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
La Araucanía,9.0,Villarrica,9120,1291.1,59103.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6.0,Chimbarongo,6303,498,37696.0,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1
Libertador General Bernardo O'Higgins,6.0,Chépica,6302,503,15925.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,1,2,2
Libertador General Bernardo O'Higgins,6.0,Codegua,6102,287,14096.0,5,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,6,5,4,5,5,5,4,4,3,2,4,4,4,4,4,3,2,4,4,4,4,4,3,2,4,4,4,4,2,2,2
Libertador General Bernardo O'Higgins,6.0,Coinco,6103,98,7831.0,12,12,11,12,12,11,11,11,12,12,12,12,11,11,12,12,12,13,12,12,12,12,12,12,11,11,12,12,12,12,12,12,11,13,13,13,12,13,12,12,13,12,12,12,11,12,12
Libertador General Bernardo O'Higgins,6.0,Coltauco,6104,225,21263.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Libertador General Bernardo O'Higgins,6.0,Doñihue,6105,78,22700.0,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2
Libertador General Bernardo O'Higgins,6.0,Graneros,6106,113,36504.0,4,4,5,4,3,4,4,4,4,5,4,3,4,4,4,4,5,4,3,4,4,4,4,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,1,2,2
Libertador General Bernardo O'Higgins,6.0,La Estrella,6202,435,3114.0,6,6,6,6,6,5,5,6,5,6,6,5,7,5,5,5,6,6,6,5,5,5,5,5,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,5,5,4,2,3,2
Libertador General Bernardo O'Higgins,6.0,Las Cabras,6107,749,26749.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Libertador General Bernardo O'Higgins,6.0,Litueche,6203,619,6765.0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1
Libertador General Bernardo O'Higgins,6.0,Lolol,6304,597,7289.0,8,9,8,8,9,8,8,7,7,8,8,7,5,7,7,8,8,9,9,8,7,8,7,7,6,6,7,7,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,6,5,6,6
Libertador General Bernardo O'Higgins,6.0,Machalí,6108,2597,59913.0,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1
Libertador General Bernardo O'Higgins,6.0,Malloa,6109,113,14163.0,17,16,17,14,13,15,13,13,13,15,12,12,13,12,13,16,18,15,14,15,14,13,12,11,9,7,10,10,10,10,10,8,6,10,10,10,10,10,8,7,10,10,10,10,5,6,6
Libertador General Bernardo O'Higgins,6.0,Marchihue,6204,660,7632.0,7,7,8,7,7,6,6,6,6,7,6,7,7,6,6,7,7,7,6,6,6,6,6,6,4,4,5,5,5,5,5,4,3,5,5,5,5,5,4,4,5,5,5,5,3,3,3
Libertador General Bernardo O'Higgins,6.0,Mostazal,6110,524,27462.0,5,4,5,4,4,4,5,5,4,5,4,3,4,4,4,5,10,8,7,7,6,6,5,4,3,2,4,4,4,4,4,2,2,4,4,4,4,3,2,1,2,3,2,2,1,1,1
Libertador General Bernardo O'Higgins,6.0,Nancagua,6305,111,19141.0,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,4,5,4,5,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,2,3,3
Libertador General Bernardo O'Higgins,6.0,Navidad,6205,300,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6.0,Olivar,6111,45,14624.0,11,11,12,10,8,11,11,10,9,9,9,6,9,9,8,9,10,9,7,9,8,8,7,7,5,4,6,6,6,7,7,5,4,7,7,7,6,7,6,4,7,7,7,7,4,4,4
Libertador General Bernardo O'Higgins,6.0,Palmilla,6306,237,13299.0,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,2,3,2
Libertador General Bernardo O'Higgins,6.0,Paredones,6206,562,6349.0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6.0,Peralillo,6307,282.6,11848.0,8,9,8,6,6,6,6,6,7,7,6,6,8,6,6,7,7,7,6,7,6,7,7,6,5,5,6,6,6,6,6,5,5,6,6,6,6,6,5,5,6,6,6,6,4,5,5
Libertador General Bernardo O'Higgins,6.0,Peumo,6112,153.1,14952.0,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,6,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,3,4,3,3,4,4,4,4,2,2,3
Libertador General Bernardo O'Higgins,6.0,Pichidegua,6113,320,20743.0,9,10,9,7,6,7,7,7,7,8,7,6,8,7,7,8,8,8,6,8,10,8,7,7,6,5,7,7,7,7,7,6,5,7,7,7,7,7,6,5,7,7,7,7,5,5,5
Libertador General Bernardo O'Higgins,6.0,Pichilemu,6201,749.1,17882.0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6.0,Placilla,6308,146.9,9164.0,7,7,7,7,5,7,7,6,5,7,6,5,5,5,5,6,6,5,4,5,5,5,5,5,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,2,3,3
Libertador General Bernardo O'Higgins,6.0,Pumanque,6309,441,3531.0,9,9,9,9,9,8,8,8,8,8,8,8,6,8,7,8,9,9,8,9,8,8,8,8,7,6,7,7,7,7,7,7,6,7,8,7,7,7,7,6,7,7,7,7,5,6,6
Libertador General Bernardo O'Higgins,6.0,Quinta de Tilcoco,6114,93,13877.0,7,8,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,6,8,7,7,7,7,6,4,6,6,6,6,6,5,5,6,7,7,6,6,6,5,6,6,6,6,4,5,5
Libertador General Bernardo O'Higgins,6.0,Rancagua,6101,260.3,265211.0,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Libertador General Bernardo O'Higgins,6.0,Rengo,6115,755,63710.0,4,4,4,3,3,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3,3,3,2,1,2,2,3,3,3,2,1,3,3,3,2,3,2,1,2,2,2,2,1,1,1
Libertador General Bernardo O'Higgins,6.0,Requínoa,6116,673,30371.0,9,9,9,8,7,8,8,8,7,8,7,5,7,7,7,7,8,7,6,7,7,6,6,6,4,3,5,5,5,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,2,3,2
Libertador General Bernardo O'Higgins,6.0,San Fernando,6301,2441,78642.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Libertador General Bernardo O'Higgins,6.0,San Vicente,6117,497.8,50617.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Libertador General Bernardo O'Higgins,6.0,Santa Cruz,6310,419.5,41096.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Los Lagos,10.0,Ancud,10202,1752.4,42458.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Los Lagos,10.0,Calbuco,10102,590.8,36744.0,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2
Los Lagos,10.0,Castro,10201,472.5,47607.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10.0,Chaitén,10401,8470.5,5020.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Los Lagos,10.0,Chonchi,10203,1362.1,16013.0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Lagos,10.0,Cochamó,10103,3910.8,4006.0,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Los Lagos,10.0,Curaco de Vélez,10204,80,4066.0,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,3,3,3
Los Lagos,10.0,Dalcahue,10205,1239.4,15069.0,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Los Lagos,10.0,Fresia,10104,1278.1,12656.0,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,2,3,3
Los Lagos,10.0,Frutillar,10105,831.4,20223.0,6,6,6,6,6,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Los Lagos,10.0,Futaleufú,10402,1280,2806.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10.0,Hualaihué,10403,2787.7,9525.0,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,3
Los Lagos,10.0,Llanquihue,10107,420.8,18621.0,7,7,7,7,7,7,7,7,6,7,6,5,6,7,7,7,7,7,6,6,6,6,5,5,5,4,4,4,5,5,5,4,3,5,5,5,4,4,4,3,5,5,5,5,3,3,3
Los Lagos,10.0,Los Muermos,10106,1245.8,17817.0,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,3,2,2,2
Los Lagos,10.0,Maullín,10108,860.8,14894.0,5,5,6,6,7,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4
Los Lagos,10.0,Osorno,10301,951,173410.0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10.0,Palena,10404,2763.7,1827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10.0,Puerto Montt,10101,1673,269398.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10.0,Puerto Octay,10302,1795.7,9192.0,5,5,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,2,2
Los Lagos,10.0,Puerto Varas,10109,4064.9,48620.0,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,1,2,2
Los Lagos,10.0,Puqueldón,10206,97.3,4201.0,6,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,5,5,5,5,4,4,4,5,5,5,5,4,4,4
Los Lagos,10.0,Purranque,10303,1458.8,21080.0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
Los Lagos,10.0,Puyehue,10304,1597.9,11787.0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Los Lagos,10.0,Queilén,10207,332.9,5543.0,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1
Los Lagos,10.0,Quellón,10208,3244,29309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10.0,Quemchi,10209,440.3,8783.0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Los Lagos,10.0,Quinchao,10210,160.7,8298.0,5,5,5,5,5,4,5,5,4,5,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
Los Lagos,10.0,Río Negro,10305,1265.7,14275.0,8,8,8,7,6,7,7,6,6,6,5,4,6,6,6,6,6,5,5,5,5,5,5,5,4,3,4,4,4,4,4,3,2,4,3,3,3,3,3,2,3,3,3,3,2,2,2
Los Lagos,10.0,San Juan de la Costa,10306,1517,7639.0,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Los Lagos,10.0,San Pablo,10307,637.3,10553.0,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1
Los Ríos,14.0,Corral,14102,767,5447.0,9,9,12,15,11,6,6,7,6,5,6,6,5,5,5,5,5,6,7,5,5,5,4,4,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4
Los Ríos,14.0,Futrono,14202,2267.5,15261.0,5,5,5,7,6,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Ríos,14.0,La Unión,14201,2137,39538.0,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Ríos,14.0,Lago Ranco,14203,1763.3,10292.0,7,7,7,10,8,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
Los Ríos,14.0,Lanco,14103,532.4,17652.0,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
Los Ríos,14.0,Los Lagos,14104,1791.2,20518.0,3,3,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Los Ríos,14.0,Mariquina,14106,1320.5,23250.0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Los Ríos,14.0,Máfil,14105,583,7389.0,10,10,10,9,9,8,7,8,7,8,6,6,7,7,7,7,8,7,6,7,5,7,6,6,5,3,4,4,4,4,5,4,2,4,4,4,4,4,3,2,4,4,4,4,2,2,2
Los Ríos,14.0,Paillaco,14107,896,20798.0,6,6,6,6,6,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,4,4,4,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Los Ríos,14.0,Panguipulli,14108,3292,35991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14.0,Río Bueno,14204,2211.7,32925.0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Ríos,14.0,Valdivia,14101,1016,176774.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12.0,Cabo de Hornos,12201,15578.7,1983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12.0,Laguna Blanca,12102,3695.6,264.0,18,15,19,18,17,14,14,15,13,19,15,15,14,15,14,15,17,15,16,12,11,10,8,9,6,6,5,5,5,5,6,5,4,4,5,7,3,3,2,2,3,4,4,5,2,2,2
Magallanes y de la Antártica Chilena,12.0,Natales,12401,49924.1,23782.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12.0,Porvenir,12301,9707.4,7323.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12.0,Primavera,12302,4253.4,694.0,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1
Magallanes y de la Antártica Chilena,12.0,Punta Arenas,12101,17846.3,141984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12.0,Río Verde,12103,17248,211.0,0,3,3,4,4,3,4,4,4,4,3,3,3,4,3,4,4,3,3,2,3,3,2,2,2,3,3,3,3,3,3,4,3,2,3,4,2,2,1,1,2,3,3,3,1,2,2
Magallanes y de la Antártica Chilena,12.0,San Gregorio,12104,6883.7,681.0,3,2,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Magallanes y de la Antártica Chilena,12.0,Timaukel,12303,10758.9,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12.0,Torres del Paine,12402,6630,1021.0,7,8,8,8,5,6,5,5,6,6,5,5,5,5,5,5,7,7,6,4,4,2,2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Maule,7.0,Cauquenes,7201,2216,44143.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
Maule,7.0,Chanco,7202,530,9331.0,8,7,7,9,10,5,5,4,4,5,6,5,4,4,5,5,5,7,8,5,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,2,3,3
Maule,7.0,Colbún,7402,2899.9,22565.0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,3,2,3,3,2,2,3,2,2,2,2,2
Maule,7.0,Constitución,7102,1344,50348.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7.0,Curepto,7103,1073.8,9426.0,4,3,3,4,4,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1
Maule,7.0,Curicó,7301,1328,163626.0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Maule,7.0,Empedrado,7104,565,4206.0,5,5,6,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,3,3
