Año,Mes,Semana,Inicio_semana,Fin_semana,Cod_region_origen,Region_origen,Cod_region_destino,Region_destino,Origen,Destino,Operaciones,Pasajeros
2020,2,7,10-02-2020,16-02-2020,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,4,662
2020,2,7,10-02-2020,16-02-2020,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,77,12255
2020,2,7,10-02-2020,16-02-2020,11,Aysén,8,Biobío,Balmaceda,Concepción,2,295
2020,2,7,10-02-2020,16-02-2020,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,22,3382
2020,2,7,10-02-2020,16-02-2020,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,2,125
2020,2,7,10-02-2020,16-02-2020,11,Aysén,13,Metropolitana,Balmaceda,Santiago,52,6401
2020,2,7,10-02-2020,16-02-2020,11,Aysén,9,Araucanía,Balmaceda,Temuco,3,435
2020,2,7,10-02-2020,16-02-2020,2,Antofagasta,8,Biobío,Calama,Concepción,7,1118
2020,2,7,10-02-2020,16-02-2020,2,Antofagasta,4,Coquimbo,Calama,La Serena,9,1330
2020,2,7,10-02-2020,16-02-2020,2,Antofagasta,13,Metropolitana,Calama,Santiago,123,19716
2020,2,7,10-02-2020,16-02-2020,8,Biobío,2,Antofagasta,Concepción,Antofagasta,7,1110
2020,2,7,10-02-2020,16-02-2020,8,Biobío,15,Arica y Parinacota,Concepción,Arica,3,477
2020,2,7,10-02-2020,16-02-2020,8,Biobío,11,Aysén,Concepción,Balmaceda,2,321
2020,2,7,10-02-2020,16-02-2020,8,Biobío,2,Antofagasta,Concepción,Calama,7,1053
2020,2,7,10-02-2020,16-02-2020,8,Biobío,1,Tarapacá,Concepción,Iquique,11,1521
2020,2,7,10-02-2020,16-02-2020,8,Biobío,4,Coquimbo,Concepción,La Serena,4,584
2020,2,7,10-02-2020,16-02-2020,8,Biobío,12,Magallanes,Concepción,Punta Arenas,5,725
2020,2,7,10-02-2020,16-02-2020,8,Biobío,13,Metropolitana,Concepción,Santiago,73,12095
2020,2,7,10-02-2020,16-02-2020,3,Atacama,13,Metropolitana,Copiapó,Santiago,46,7099
2020,2,7,10-02-2020,16-02-2020,1,Tarapacá,8,Biobío,Iquique,Concepción,11,1443
2020,2,7,10-02-2020,16-02-2020,1,Tarapacá,4,Coquimbo,Iquique,La Serena,8,1262
2020,2,7,10-02-2020,16-02-2020,1,Tarapacá,13,Metropolitana,Iquique,Santiago,134,20991
2020,2,7,10-02-2020,16-02-2020,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,12,3319
2020,2,7,10-02-2020,16-02-2020,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,16,2364
2020,2,7,10-02-2020,16-02-2020,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,4,627
2020,2,7,10-02-2020,16-02-2020,4,Coquimbo,2,Antofagasta,La Serena,Calama,9,1444
2020,2,7,10-02-2020,16-02-2020,4,Coquimbo,8,Biobío,La Serena,Concepción,4,583
2020,2,7,10-02-2020,16-02-2020,4,Coquimbo,1,Tarapacá,La Serena,Iquique,8,1214
2020,2,7,10-02-2020,16-02-2020,4,Coquimbo,13,Metropolitana,La Serena,Santiago,69,10908
2020,2,7,10-02-2020,16-02-2020,10,Los Lagos,13,Metropolitana,Castro,Santiago,5,821
2020,2,7,10-02-2020,16-02-2020,10,Los Lagos,13,Metropolitana,Osorno,Santiago,19,2753
2020,2,7,10-02-2020,16-02-2020,10,Los Lagos,2,Antofagasta,Puerto Montt,Antofagasta,2,306
2020,2,7,10-02-2020,16-02-2020,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,23,3107
2020,2,7,10-02-2020,16-02-2020,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,31,4620
2020,2,7,10-02-2020,16-02-2020,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,131,21503
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,2,141
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,8,Biobío,Punta Arenas,Concepción,5,714
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Williams,7,465
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,11,554
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,16,88
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,29,4521
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,97,14610
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,3,472
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,2,8
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Natales,4,139
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,121,20193
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,76,11838
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,11,Aysén,Santiago,Balmaceda,42,6199
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,2,Antofagasta,Santiago,Calama,124,20189
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,8,Biobío,Santiago,Concepción,79,12531
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,3,Atacama,Santiago,Copiapó,46,7142
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,3,Atacama,Santiago,El Salvador,1,91
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,1,Tarapacá,Santiago,Iquique,134,21522
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,12,3170
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,4,Coquimbo,Santiago,La Serena,69,11020
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,10,Los Lagos,Santiago,Castro,5,725
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,10,Los Lagos,Santiago,Osorno,19,2794
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,1,Tarapacá,Santiago,Pica,1,58
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,133,22217
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,84,14679
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,9,Araucanía,Santiago,Temuco,90,14665
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,39,5493
2020,2,7,10-02-2020,16-02-2020,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,14,2310
2020,2,7,10-02-2020,16-02-2020,9,Araucanía,2,Antofagasta,Temuco,Antofagasta,2,300
2020,2,7,10-02-2020,16-02-2020,9,Araucanía,11,Aysén,Temuco,Balmaceda,3,420
2020,2,7,10-02-2020,16-02-2020,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,3,467
2020,2,7,10-02-2020,16-02-2020,9,Araucanía,13,Metropolitana,Temuco,Santiago,90,14251
2020,2,7,10-02-2020,16-02-2020,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,39,5526
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,12,Magallanes,Puerto Natales,Punta Arenas,3,56
2020,2,7,10-02-2020,16-02-2020,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,14,2275
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,15,Arica y Parinacota,Antofagasta,Arica,4,446
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,8,Biobío,Antofagasta,Concepción,6,910
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,16,2202
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,10,Los Lagos,Antofagasta,Puerto Montt,2,284
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,132,20040
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,9,Araucanía,Antofagasta,Temuco,2,269
2020,2,8,17-02-2020,23-02-2020,15,Arica y Parinacota,2,Antofagasta,Arica,Antofagasta,4,513
2020,2,8,17-02-2020,23-02-2020,15,Arica y Parinacota,8,Biobío,Arica,Concepción,3,467
2020,2,8,17-02-2020,23-02-2020,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,4,633
2020,2,8,17-02-2020,23-02-2020,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,77,12267
2020,2,8,17-02-2020,23-02-2020,11,Aysén,8,Biobío,Balmaceda,Concepción,3,449
2020,2,8,17-02-2020,23-02-2020,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,22,3325
2020,2,8,17-02-2020,23-02-2020,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,2,160
2020,2,8,17-02-2020,23-02-2020,11,Aysén,13,Metropolitana,Balmaceda,Santiago,50,6405
2020,2,8,17-02-2020,23-02-2020,11,Aysén,9,Araucanía,Balmaceda,Temuco,3,412
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,8,Biobío,Calama,Concepción,7,973
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,4,Coquimbo,Calama,La Serena,9,1264
2020,2,8,17-02-2020,23-02-2020,2,Antofagasta,13,Metropolitana,Calama,Santiago,135,20814
2020,2,8,17-02-2020,23-02-2020,8,Biobío,2,Antofagasta,Concepción,Antofagasta,7,1088
2020,2,8,17-02-2020,23-02-2020,8,Biobío,15,Arica y Parinacota,Concepción,Arica,3,445
2020,2,8,17-02-2020,23-02-2020,8,Biobío,11,Aysén,Concepción,Balmaceda,3,423
2020,2,8,17-02-2020,23-02-2020,8,Biobío,2,Antofagasta,Concepción,Calama,7,1059
2020,2,8,17-02-2020,23-02-2020,8,Biobío,1,Tarapacá,Concepción,Iquique,11,1404
2020,2,8,17-02-2020,23-02-2020,8,Biobío,4,Coquimbo,Concepción,La Serena,4,549
2020,2,8,17-02-2020,23-02-2020,8,Biobío,12,Magallanes,Concepción,Punta Arenas,5,724
2020,2,8,17-02-2020,23-02-2020,8,Biobío,13,Metropolitana,Concepción,Santiago,77,12216
2020,2,8,17-02-2020,23-02-2020,3,Atacama,13,Metropolitana,Copiapó,Santiago,47,7286
2020,2,8,17-02-2020,23-02-2020,1,Tarapacá,8,Biobío,Iquique,Concepción,11,1430
2020,2,8,17-02-2020,23-02-2020,1,Tarapacá,4,Coquimbo,Iquique,La Serena,8,1179
2020,2,8,17-02-2020,23-02-2020,1,Tarapacá,13,Metropolitana,Iquique,Santiago,124,19689
2020,2,8,17-02-2020,23-02-2020,5,Valparaíso,13,Metropolitana,Isla de Pascua,Santiago,12,3377
2020,2,8,17-02-2020,23-02-2020,4,Coquimbo,2,Antofagasta,La Serena,Antofagasta,16,2347
2020,2,8,17-02-2020,23-02-2020,4,Coquimbo,15,Arica y Parinacota,La Serena,Arica,4,609
2020,2,8,17-02-2020,23-02-2020,4,Coquimbo,2,Antofagasta,La Serena,Calama,10,1560
2020,2,8,17-02-2020,23-02-2020,4,Coquimbo,8,Biobío,La Serena,Concepción,4,567
2020,2,8,17-02-2020,23-02-2020,4,Coquimbo,1,Tarapacá,La Serena,Iquique,8,1240
2020,2,8,17-02-2020,23-02-2020,4,Coquimbo,13,Metropolitana,La Serena,Santiago,72,11105
2020,2,8,17-02-2020,23-02-2020,10,Los Lagos,13,Metropolitana,Castro,Santiago,5,817
2020,2,8,17-02-2020,23-02-2020,10,Los Lagos,13,Metropolitana,Osorno,Santiago,19,2811
2020,2,8,17-02-2020,23-02-2020,10,Los Lagos,2,Antofagasta,Puerto Montt,Antofagasta,2,298
2020,2,8,17-02-2020,23-02-2020,10,Los Lagos,11,Aysén,Puerto Montt,Balmaceda,22,3098
2020,2,8,17-02-2020,23-02-2020,10,Los Lagos,12,Magallanes,Puerto Montt,Punta Arenas,31,4667
2020,2,8,17-02-2020,23-02-2020,10,Los Lagos,13,Metropolitana,Puerto Montt,Santiago,139,23054
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,11,Aysén,Punta Arenas,Balmaceda,2,121
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,8,Biobío,Punta Arenas,Concepción,5,714
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Williams,7,379
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Antártica,6,331
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Porvenir,16,84
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,10,Los Lagos,Punta Arenas,Puerto Montt,29,4147
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,13,Metropolitana,Punta Arenas,Santiago,96,13452
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,9,Araucanía,Punta Arenas,Temuco,3,406
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Bahia Inutil,1,3
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,12,Magallanes,Punta Arenas,Puerto Natales,4,73
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,2,Antofagasta,Santiago,Antofagasta,127,20673
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,15,Arica y Parinacota,Santiago,Arica,77,11714
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,11,Aysén,Santiago,Balmaceda,41,6089
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,2,Antofagasta,Santiago,Calama,134,21499
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,8,Biobío,Santiago,Concepción,83,12776
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,3,Atacama,Santiago,Copiapó,47,7131
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,3,Atacama,Santiago,El Salvador,1,80
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,1,Tarapacá,Santiago,Iquique,125,19376
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,5,Valparaíso,Santiago,Isla de Pascua,12,3276
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,4,Coquimbo,Santiago,La Serena,72,11358
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,10,Los Lagos,Santiago,Castro,5,751
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,10,Los Lagos,Santiago,Osorno,19,2804
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,1,Tarapacá,Santiago,Pica,1,59
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,10,Los Lagos,Santiago,Puerto Montt,142,22308
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,12,Magallanes,Santiago,Punta Arenas,79,13500
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,9,Araucanía,Santiago,Temuco,95,15199
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,14,Los Ríos,Santiago,Valdivia,39,5526
2020,2,8,17-02-2020,23-02-2020,13,Metropolitana,12,Magallanes,Santiago,Puerto Natales,14,2389
2020,2,8,17-02-2020,23-02-2020,9,Araucanía,2,Antofagasta,Temuco,Antofagasta,2,307
2020,2,8,17-02-2020,23-02-2020,9,Araucanía,11,Aysén,Temuco,Balmaceda,3,420
2020,2,8,17-02-2020,23-02-2020,9,Araucanía,12,Magallanes,Temuco,Punta Arenas,3,469
2020,2,8,17-02-2020,23-02-2020,9,Araucanía,13,Metropolitana,Temuco,Santiago,95,14700
2020,2,8,17-02-2020,23-02-2020,14,Los Ríos,13,Metropolitana,Valdivia,Santiago,39,5685
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,12,Magallanes,Puerto Natales,Punta Arenas,4,157
2020,2,8,17-02-2020,23-02-2020,12,Magallanes,13,Metropolitana,Puerto Natales,Santiago,14,2215
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,15,Arica y Parinacota,Antofagasta,Arica,4,332
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,8,Biobío,Antofagasta,Concepción,5,700
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,4,Coquimbo,Antofagasta,La Serena,13,1683
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,10,Los Lagos,Antofagasta,Puerto Montt,2,170
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,13,Metropolitana,Antofagasta,Santiago,113,17665
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,9,Araucanía,Antofagasta,Temuco,2,195
2020,2,9,24-02-2020,01-03-2020,15,Arica y Parinacota,2,Antofagasta,Arica,Antofagasta,4,430
2020,2,9,24-02-2020,01-03-2020,15,Arica y Parinacota,8,Biobío,Arica,Concepción,3,441
2020,2,9,24-02-2020,01-03-2020,15,Arica y Parinacota,4,Coquimbo,Arica,La Serena,3,443
2020,2,9,24-02-2020,01-03-2020,15,Arica y Parinacota,13,Metropolitana,Arica,Santiago,66,10766
2020,2,9,24-02-2020,01-03-2020,11,Aysén,8,Biobío,Balmaceda,Concepción,3,463
2020,2,9,24-02-2020,01-03-2020,11,Aysén,10,Los Lagos,Balmaceda,Puerto Montt,20,2975
2020,2,9,24-02-2020,01-03-2020,11,Aysén,12,Magallanes,Balmaceda,Punta Arenas,2,177
2020,2,9,24-02-2020,01-03-2020,11,Aysén,13,Metropolitana,Balmaceda,Santiago,42,5136
2020,2,9,24-02-2020,01-03-2020,11,Aysén,9,Araucanía,Balmaceda,Temuco,3,422
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,8,Biobío,Calama,Concepción,6,880
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,4,Coquimbo,Calama,La Serena,9,1127
2020,2,9,24-02-2020,01-03-2020,2,Antofagasta,13,Metropolitana,Calama,Santiago,115,18134
2020,2,9,24-02-2020,01-03-2020,8,Biobío,2,Antofagasta,Concepción,Antofagasta,5,737
2020,2,9,24-02-2020,01-03-2020,8,Biobío,15,Arica y Parinacota,Concepción,Arica,3,389
2020,2,9,24-02-2020,01-03-2020,8,Biobío,11,Aysén,Concepción,Balmaceda,3,365
2020,2,9,24-02-2020,01-03-2020,8,Biobío,2,Antofagasta,Concepción,Calama,6,853
2020,2,9,24-02-2020,01-03-2020,8,Biobío,1,Tarapacá,Concepción,Iquique,10,1262
2020,2,9,24-02-2020,01-03-2020,8,Biobío,4,Coquimbo,Concepción,La Serena,4,492
2020,2,9,24-02-2020,01-03-2020,8,Biobío,12,Magallanes,Concepción,Punta Arenas,5,756
2020,2,9,24-02-2020,01-03-2020,8,Biobío,13,Metropolitana,Concepción,Santiago,66,10988
2020,2,9,24-02-2020,01-03-2020,3,Atacama,13,Metropolitana,Copiapó,Santiago,40,6332
2020,2,9,24-02-2020,01-03-2020,1,Tarapacá,8,Biobío,Iquique,Concepción,10,1297
