Region,Codigo region,Comuna,Codigo comuna,Poblacion,Publicacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19
Arica y Parinacota,15.0,Putre,15201.0,2515.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Tarapaca,1.0,Alto Hospicio,1107.0,129999.0,2020-04-15,0.0,0.0,-,-,-,2,4,4,4,0.0,0.0,0.0,0.0
Tarapaca,1.0,Camina,1402.0,1375.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Tarapaca,1.0,Colchane,1403.0,1583.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Tarapaca,1.0,Huara,1404.0,3000.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Tarapaca,1.0,Iquique,1101.0,223463.0,2020-04-15,0.0,0.0,-,-,-,9,6,10,1,0.0,0.0,0.0,0.0
Tarapaca,1.0,Pica,1405.0,5958.0,2020-04-15,0.0,0.0,-,-,-,-,1,2,7,0.0,0.0,0.0,0.0
Tarapaca,1.0,Pozo Almonte,1401.0,17395.0,2020-04-15,0.0,0.0,-,-,-,-,-,2,-,0.0,0.0,0.0,0.0
Antofagasta,2.0,Antofagasta,2101.0,425725.0,2020-04-15,0.0,0.0,-,1,2,25,28,27,23,0.0,0.0,0.0,0.0
Antofagasta,2.0,Calama,2201.0,190336.0,2020-04-15,0.0,0.0,1,-,2,3,2,6,6,0.0,0.0,0.0,0.0
Antofagasta,2.0,Maria Elena,2302.0,6814.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,1,0.0,0.0,0.0,0.0
Antofagasta,2.0,Mejillones,2102.0,14776.0,2020-04-15,0.0,0.0,-,-,-,-,1,7,4,0.0,0.0,0.0,0.0
Antofagasta,2.0,Ollague,2202.0,287.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Antofagasta,2.0,San Pedro de Atacama,2203.0,10434.0,2020-04-15,0.0,0.0,-,-,-,2,1,1,-,0.0,0.0,0.0,0.0
Antofagasta,2.0,Sierra Gorda,2103.0,1746.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Antofagasta,2.0,Taltal,2104.0,13657.0,2020-04-15,0.0,0.0,-,-,-,-,-,2,1,0.0,0.0,0.0,0.0
Antofagasta,2.0,Tocopilla,2301.0,28079.0,2020-04-15,0.0,0.0,-,-,-,2,-,-,1,0.0,0.0,0.0,0.0
Atacama,3.0,Alto del Carmen,3302.0,5729.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Atacama,3.0,Caldera,3102.0,19426.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Atacama,3.0,Chanaral,3201.0,13164.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Atacama,3.0,Copiapo,3101.0,171766.0,2020-04-15,0.0,0.0,-,-,1,-,2,2,3,0.0,0.0,0.0,0.0
Atacama,3.0,Diego de Almagro,3202.0,14358.0,2020-04-15,0.0,0.0,-,-,-,-,1,-,-,0.0,0.0,0.0,0.0
Atacama,3.0,Freirina,3303.0,7681.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Atacama,3.0,Huasco,3304.0,11264.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Atacama,3.0,Tierra Amarilla,3103.0,14312.0,2020-04-15,0.0,0.0,-,-,-,-,-,2,2,0.0,0.0,0.0,0.0
Atacama,3.0,Vallenar,3301.0,57009.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Andacollo,4103.0,11791.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Canela,4202.0,9546.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Combarbala,4302.0,13884.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Coquimbo,4102.0,256735.0,2020-04-15,0.0,0.0,-,-,4,13,3,1,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Illapel,4201.0,32801.0,2020-04-15,0.0,0.0,-,-,-,-,4,7,6,0.0,0.0,0.0,0.0
Coquimbo,4.0,La Higuera,4104.0,4450.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,La Serena,4101.0,249656.0,2020-04-15,0.0,0.0,-,-,-,3,7,2,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Los Vilos,4203.0,23374.0,2020-04-15,0.0,0.0,-,-,-,1,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Monte Patria,4303.0,32527.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Ovalle,4301.0,121269.0,2020-04-15,0.0,0.0,-,-,2,2,4,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Paiguano,4105.0,4675.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Punitaqui,4304.0,12165.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Rio Hurtado,4305.0,4372.0,2020-04-15,0.0,0.0,-,-,-,1,-,-,-,0.0,0.0,0.0,0.0
Coquimbo,4.0,Salamanca,4204.0,29110.0,2020-04-15,0.0,0.0,-,-,-,1,2,1,2,0.0,0.0,0.0,0.0
Coquimbo,4.0,Vicuna,4106.0,29741.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Algarrobo,5602.0,15174.0,2020-04-15,0.0,0.0,-,-,1,3,4,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Cabildo,5402.0,20663.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Calera,5502.0,53591.0,2020-04-15,0.0,0.0,-,-,-,2,6,1,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Calle Larga,5302.0,16482.0,2020-04-15,0.0,0.0,-,-,-,-,-,1,1,0.0,0.0,0.0,0.0
Valparaiso,5.0,Cartagena,5603.0,25357.0,2020-04-15,0.0,0.0,-,-,-,-,-,2,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Casablanca,5102.0,29170.0,2020-04-15,0.0,0.0,-,-,-,1,-,1,1,0.0,0.0,0.0,0.0
Valparaiso,5.0,Catemu,5702.0,15213.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Concon,5103.0,45889.0,2020-04-15,0.0,0.0,-,-,-,1,4,1,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,El Quisco,5604.0,17742.0,2020-04-15,0.0,0.0,-,-,-,1,-,2,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,El Tabo,5605.0,14338.0,2020-04-15,0.0,0.0,-,-,-,-,2,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Hijuelas,5503.0,19099.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Isla de Pascua,5201.0,8277.0,2020-04-15,0.0,0.0,-,-,-,2,1,2,1,0.0,0.0,0.0,0.0
Valparaiso,5.0,Juan Fernandez,5104.0,1033.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,La Cruz,5504.0,25321.0,2020-04-15,0.0,0.0,-,1,-,-,1,2,1,0.0,0.0,0.0,0.0
Valparaiso,5.0,La Ligua,5401.0,37739.0,2020-04-15,0.0,0.0,-,-,-,1,-,1,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Limache,5802.0,49931.0,2020-04-15,0.0,0.0,-,-,-,2,-,5,1,0.0,0.0,0.0,0.0
Valparaiso,5.0,Llaillay,5703.0,26533.0,2020-04-15,0.0,0.0,-,-,-,1,1,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Los Andes,5301.0,68093.0,2020-04-15,0.0,0.0,-,-,-,1,2,2,1,0.0,0.0,0.0,0.0
Valparaiso,5.0,Nogales,5506.0,23490.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Olmue,5803.0,19266.0,2020-04-15,0.0,0.0,-,-,-,-,-,1,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Panquehue,5704.0,7633.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Papudo,5403.0,6201.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Petorca,5404.0,10558.0,2020-04-15,0.0,0.0,-,-,-,1,4,1,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Puchuncavi,5105.0,20071.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Putaendo,5705.0,17645.0,2020-04-15,0.0,0.0,-,-,-,1,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Quillota,5501.0,97572.0,2020-04-15,0.0,0.0,-,1,-,2,8,3,2,0.0,0.0,0.0,0.0
Valparaiso,5.0,Quilpue,5801.0,167085.0,2020-04-15,0.0,0.0,-,1,2,2,8,7,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Quintero,5107.0,36135.0,2020-04-15,0.0,0.0,-,-,-,3,2,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Rinconada,5303.0,11263.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,2,0.0,0.0,0.0,0.0
Valparaiso,5.0,San Antonio,5601.0,96761.0,2020-04-15,0.0,0.0,-,-,-,1,5,10,1,0.0,0.0,0.0,0.0
Valparaiso,5.0,San Esteban,5304.0,20643.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,San Felipe,5701.0,83494.0,2020-04-15,0.0,0.0,-,-,-,3,2,1,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Santa Maria,5706.0,16367.0,2020-04-15,0.0,0.0,-,-,-,-,2,-,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Santo Domingo,5606.0,11934.0,2020-04-15,0.0,0.0,-,-,2,1,-,2,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Valparaiso,5101.0,315732.0,2020-04-15,0.0,0.0,-,1,2,10,16,12,3,0.0,0.0,0.0,0.0
Valparaiso,5.0,Villa Alemana,5804.0,139310.0,2020-04-15,0.0,0.0,-,-,1,7,3,1,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Vina del Mar,5109.0,361371.0,2020-04-15,0.0,0.0,-,-,7,21,28,16,-,0.0,0.0,0.0,0.0
Valparaiso,5.0,Zapallar,5405.0,7994.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Metropolitana,13.0,Alhue,13502.0,7405.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Metropolitana,13.0,Buin,13402.0,109641.0,2020-04-15,0.0,0.0,-,-,-,3,18,9,6,0.0,0.0,0.0,0.0
Metropolitana,13.0,Calera de Tango,13403.0,28525.0,2020-04-15,0.0,0.0,-,-,-,4,5,1,-,0.0,0.0,0.0,0.0
Metropolitana,13.0,Cerrillos,13102.0,88956.0,2020-04-15,0.0,0.0,-,1,2,4,8,8,6,0.0,0.0,0.0,0.0
Metropolitana,13.0,Cerro Navia,13103.0,142465.0,2020-04-15,0.0,0.0,-,-,8,12,10,11,16,0.0,0.0,0.0,0.0
Metropolitana,13.0,Colina,13301.0,180353.0,2020-04-15,0.0,0.0,-,3,6,29,16,16,4,0.0,0.0,0.0,0.0
Metropolitana,13.0,Conchali,13104.0,139195.0,2020-04-15,0.0,0.0,-,-,1,14,12,14,11,0.0,0.0,0.0,0.0
Metropolitana,13.0,Curacavi,13503.0,36430.0,2020-04-15,0.0,0.0,-,-,1,2,4,4,2,0.0,0.0,0.0,0.0
Metropolitana,13.0,El Bosque,13105.0,172000.0,2020-04-15,0.0,0.0,-,-,2,13,20,24,24,0.0,0.0,0.0,0.0
Metropolitana,13.0,El Monte,13602.0,40014.0,2020-04-15,0.0,0.0,-,-,-,1,1,6,2,0.0,0.0,0.0,0.0
Metropolitana,13.0,Estacion Central,13106.0,206792.0,2020-04-15,0.0,0.0,-,1,2,11,23,23,11,0.0,0.0,0.0,0.0
Metropolitana,13.0,Huechuraba,13107.0,112528.0,2020-04-15,0.0,0.0,-,-,4,18,7,14,5,0.0,0.0,0.0,0.0
Metropolitana,13.0,Independencia,13108.0,142065.0,2020-04-15,0.0,0.0,-,-,3,13,8,18,10,0.0,0.0,0.0,0.0
Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,2020-04-15,0.0,0.0,-,-,-,2,1,6,1,0.0,0.0,0.0,0.0
Metropolitana,13.0,La Cisterna,13109.0,100434.0,2020-04-15,0.0,0.0,-,1,-,10,7,11,10,0.0,0.0,0.0,0.0
Metropolitana,13.0,La Florida,13110.0,402433.0,2020-04-15,0.0,0.0,-,2,12,27,51,44,29,0.0,0.0,0.0,0.0
Metropolitana,13.0,La Granja,13111.0,122557.0,2020-04-15,0.0,0.0,-,-,1,6,13,17,9,0.0,0.0,0.0,0.0
Metropolitana,13.0,La Pintana,13112.0,189335.0,2020-04-15,0.0,0.0,-,-,2,6,13,21,13,0.0,0.0,0.0,0.0
Metropolitana,13.0,La Reina,13113.0,100252.0,2020-04-15,0.0,0.0,1,-,12,14,11,13,3,0.0,0.0,0.0,0.0
Metropolitana,13.0,Lampa,13302.0,126898.0,2020-04-15,0.0,0.0,-,-,-,8,11,12,6,0.0,0.0,0.0,0.0
Metropolitana,13.0,Las Condes,13114.0,330759.0,2020-04-15,0.0,0.0,-,6,58,120,64,31,17,0.0,0.0,0.0,0.0
Metropolitana,13.0,Lo Barnechea,13115.0,124076.0,2020-04-15,0.0,0.0,-,2,14,51,25,17,7,0.0,0.0,0.0,0.0
Metropolitana,13.0,Lo Espejo,13116.0,103865.0,2020-04-15,0.0,0.0,-,-,1,4,6,24,13,0.0,0.0,0.0,0.0
Metropolitana,13.0,Lo Prado,13117.0,104403.0,2020-04-15,0.0,0.0,-,-,2,4,18,12,7,0.0,0.0,0.0,0.0
Metropolitana,13.0,Macul,13118.0,134635.0,2020-04-15,0.0,0.0,-,1,3,11,19,12,3,0.0,0.0,0.0,0.0
Metropolitana,13.0,Maipu,13119.0,578605.0,2020-04-15,0.0,0.0,-,-,12,45,62,64,20,0.0,0.0,0.0,0.0
Metropolitana,13.0,Maria Pinto,13504.0,14926.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Metropolitana,13.0,Melipilla,13501.0,141612.0,2020-04-15,0.0,0.0,-,1,1,4,6,4,1,0.0,0.0,0.0,0.0
Metropolitana,13.0,Nunoa,13120.0,250192.0,2020-04-15,0.0,0.0,1,-,25,48,35,35,27,0.0,0.0,0.0,0.0
Metropolitana,13.0,Padre Hurtado,13604.0,74188.0,2020-04-15,0.0,0.0,-,1,-,5,9,5,6,0.0,0.0,0.0,0.0
Metropolitana,13.0,Paine,13404.0,82766.0,2020-04-15,0.0,0.0,-,1,-,2,-,4,1,0.0,0.0,0.0,0.0
Metropolitana,13.0,Pedro Aguirre Cerda,13121.0,107803.0,2020-04-15,0.0,0.0,-,-,2,4,13,13,22,0.0,0.0,0.0,0.0
Metropolitana,13.0,Penaflor,13605.0,101058.0,2020-04-15,0.0,0.0,-,1,4,3,8,4,5,0.0,0.0,0.0,0.0
Metropolitana,13.0,Penalolen,13122.0,266798.0,2020-04-15,0.0,0.0,-,2,9,25,32,33,30,0.0,0.0,0.0,0.0
Metropolitana,13.0,Pirque,13202.0,30433.0,2020-04-15,0.0,0.0,-,-,1,2,2,1,4,0.0,0.0,0.0,0.0
Metropolitana,13.0,Providencia,13123.0,157749.0,2020-04-15,0.0,0.0,-,3,28,59,18,21,7,0.0,0.0,0.0,0.0
Metropolitana,13.0,Pudahuel,13124.0,253139.0,2020-04-15,0.0,0.0,1,1,1,18,18,24,15,0.0,0.0,0.0,0.0
Metropolitana,13.0,Puente Alto,13201.0,645909.0,2020-04-15,0.0,0.0,-,-,7,48,81,123,63,0.0,0.0,0.0,0.0
Metropolitana,13.0,Quilicura,13125.0,254694.0,2020-04-15,0.0,0.0,-,2,3,16,24,34,15,0.0,0.0,0.0,0.0
Metropolitana,13.0,Quinta Normal,13126.0,136368.0,2020-04-15,0.0,0.0,-,2,4,12,21,32,13,0.0,0.0,0.0,0.0
Metropolitana,13.0,Recoleta,13127.0,190075.0,2020-04-15,0.0,0.0,-,-,5,14,15,23,16,0.0,0.0,0.0,0.0
Metropolitana,13.0,Renca,13128.0,160847.0,2020-04-15,0.0,0.0,-,-,4,7,10,6,15,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Bernardo,13401.0,334836.0,2020-04-15,0.0,0.0,1,1,6,20,31,52,29,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Joaquin,13129.0,103485.0,2020-04-15,0.0,0.0,-,-,-,13,21,13,11,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Jose de Maipo,13203.0,18644.0,2020-04-15,0.0,0.0,-,-,1,1,1,-,1,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Miguel,13130.0,133059.0,2020-04-15,0.0,0.0,-,-,3,22,19,22,20,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Pedro,13505.0,11953.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Metropolitana,13.0,San Ramon,13131.0,86510.0,2020-04-15,0.0,0.0,-,-,-,1,11,7,1,0.0,0.0,0.0,0.0
Metropolitana,13.0,Santiago,13101.0,503147.0,2020-04-15,0.0,0.0,2,-,27,91,83,117,55,0.0,0.0,0.0,0.0
Metropolitana,13.0,Talagante,13601.0,81838.0,2020-04-15,0.0,0.0,-,-,-,4,8,7,2,0.0,0.0,0.0,0.0
Metropolitana,13.0,Tiltil,13303.0,21477.0,2020-04-15,0.0,0.0,-,-,-,2,1,1,-,0.0,0.0,0.0,0.0
Metropolitana,13.0,Vitacura,13132.0,96774.0,2020-04-15,0.0,0.0,-,7,29,45,27,15,4,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Chepica,6302.0,15925.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Chimbarongo,6303.0,37696.0,2020-04-15,0.0,0.0,-,-,-,1,1,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Codegua,6102.0,14096.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Coinco,6103.0,7831.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Coltauco,6104.0,21263.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Donihue,6105.0,22700.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Graneros,6106.0,36504.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,La Estrella,6202.0,3114.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Las Cabras,6107.0,26749.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Litueche,6203.0,6765.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Lolol,6304.0,7289.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Machali,6108.0,59913.0,2020-04-15,0.0,0.0,-,-,1,5,2,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Malloa,6109.0,14163.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Marchihue,6204.0,7632.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Mostazal,6110.0,27462.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Nancagua,6305.0,19141.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Navidad,6205.0,6904.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Olivar,6111.0,14624.0,2020-04-15,0.0,0.0,-,-,-,-,3,2,1,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Palmilla,6306.0,13299.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Paredones,6206.0,6349.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Peralillo,6307.0,11848.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Peumo,6112.0,14952.0,2020-04-15,0.0,0.0,-,-,-,-,1,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Pichidegua,6113.0,20743.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Pichilemu,6201.0,17882.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Placilla,6308.0,9164.0,2020-04-15,0.0,0.0,-,-,-,-,1,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Pumanque,6309.0,3531.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Quinta de Tilcoco,6114.0,13877.0,2020-04-15,0.0,0.0,-,-,-,1,2,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Rancagua,6101.0,265211.0,2020-04-15,0.0,0.0,-,-,-,8,4,3,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Rengo,6115.0,63710.0,2020-04-15,0.0,0.0,-,-,-,1,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Requinoa,6116.0,30371.0,2020-04-15,0.0,0.0,-,-,-,1,-,-,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,San Fernando,6301.0,78642.0,2020-04-15,0.0,0.0,-,-,-,2,1,1,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,San Vicente,6117.0,50617.0,2020-04-15,0.0,0.0,-,-,-,-,3,1,-,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,6.0,Santa Cruz,6310.0,41096.0,2020-04-15,0.0,0.0,-,-,-,-,1,1,-,0.0,0.0,0.0,0.0
Maule,7.0,Cauquenes,7201.0,44143.0,2020-04-15,0.0,0.0,-,-,-,-,2,2,-,0.0,0.0,0.0,0.0
Maule,7.0,Chanco,7202.0,9331.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Colbun,7402.0,22565.0,2020-04-15,0.0,0.0,-,-,-,-,3,2,-,0.0,0.0,0.0,0.0
Maule,7.0,Constitucion,7102.0,50348.0,2020-04-15,0.0,0.0,-,-,-,-,4,1,-,0.0,0.0,0.0,0.0
Maule,7.0,Curepto,7103.0,9426.0,2020-04-15,0.0,0.0,-,-,-,-,-,3,-,0.0,0.0,0.0,0.0
Maule,7.0,Curico,7301.0,163626.0,2020-04-15,0.0,0.0,-,1,2,3,6,3,5,0.0,0.0,0.0,0.0
Maule,7.0,Empedrado,7104.0,4206.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Hualane,7302.0,10222.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Licanten,7303.0,6989.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Linares,7401.0,101073.0,2020-04-15,0.0,0.0,1,-,-,2,5,5,-,0.0,0.0,0.0,0.0
Maule,7.0,Longavi,7403.0,32810.0,2020-04-15,0.0,0.0,-,-,-,1,-,1,-,0.0,0.0,0.0,0.0
Maule,7.0,Maule,7105.0,60000.0,2020-04-15,0.0,0.0,-,-,-,1,1,1,1,0.0,0.0,0.0,0.0
Maule,7.0,Molina,7304.0,49800.0,2020-04-15,0.0,0.0,-,-,-,1,2,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Parral,7404.0,44544.0,2020-04-15,0.0,0.0,-,-,-,1,3,1,1,0.0,0.0,0.0,0.0
Maule,7.0,Pelarco,7106.0,9083.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,3,0.0,0.0,0.0,0.0
Maule,7.0,Pelluhue,7203.0,8092.0,2020-04-15,0.0,0.0,-,-,-,1,-,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Pencahue,7107.0,8601.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Rauco,7305.0,11248.0,2020-04-15,0.0,0.0,-,-,-,-,1,1,-,0.0,0.0,0.0,0.0
Maule,7.0,Retiro,7405.0,21071.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,1,0.0,0.0,0.0,0.0
Maule,7.0,Rio Claro,7108.0,14753.0,2020-04-15,0.0,0.0,-,-,-,1,-,1,1,0.0,0.0,0.0,0.0
Maule,7.0,Romeral,7306.0,16170.0,2020-04-15,0.0,0.0,-,-,-,1,2,-,-,0.0,0.0,0.0,0.0
Maule,7.0,Sagrada Familia,7307.0,19469.0,2020-04-15,0.0,0.0,-,-,-,-,-,1,-,0.0,0.0,0.0,0.0
Maule,7.0,San Clemente,7109.0,46292.0,2020-04-15,0.0,0.0,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
Maule,7.0,San Javier,7406.0,49451.0,2020-04-15,0.0,0.0,-,-,-,-,2,6,-,0.0,0.0,0.0,0.0
