Region,Comuna,Defunciones,Fecha,Codigo region,Codigo comuna
Arica y Parinacota,Arica,5,2020-05-06,,
Arica y Parinacota,Arica,6,2020-05-07,,
Arica y Parinacota,Arica,4,2020-05-08,,
Arica y Parinacota,Arica,8,2020-05-11,,
Arica y Parinacota,Arica,1,2020-05-12,,
Arica y Parinacota,Arica,7,2020-01-02,,
Arica y Parinacota,Arica,3,2020-01-03,,
Arica y Parinacota,Arica,1,2020-01-04,,
Arica y Parinacota,Arica,15,2020-01-06,,
Arica y Parinacota,Arica,1,2020-01-07,,
Arica y Parinacota,Arica,2,2020-01-08,,
Arica y Parinacota,Arica,3,2020-01-09,,
Arica y Parinacota,Arica,7,2020-01-10,,
Arica y Parinacota,Arica,12,2020-01-13,,
Arica y Parinacota,Arica,2,2020-01-14,,
Arica y Parinacota,Arica,2,2020-01-15,,
Arica y Parinacota,Arica,4,2020-01-16,,
Arica y Parinacota,Arica,8,2020-01-17,,
Arica y Parinacota,Arica,1,2020-01-18,,
Arica y Parinacota,Arica,13,2020-01-20,,
Arica y Parinacota,Arica,7,2020-01-21,,
Arica y Parinacota,Arica,4,2020-01-22,,
Arica y Parinacota,Arica,10,2020-01-23,,
Arica y Parinacota,General Lagos,1,2020-01-23,,
Arica y Parinacota,Arica,9,2020-01-24,,
Arica y Parinacota,Arica,10,2020-01-27,,
Arica y Parinacota,Arica,3,2020-01-28,,
Arica y Parinacota,Arica,4,2020-01-29,,
Arica y Parinacota,Arica,6,2020-01-30,,
Arica y Parinacota,Arica,6,2020-01-31,,
Arica y Parinacota,Arica,8,2020-02-03,,
Arica y Parinacota,Arica,4,2020-02-04,,
Arica y Parinacota,Arica,9,2020-02-05,,
Arica y Parinacota,Arica,4,2020-02-06,,
Arica y Parinacota,Arica,6,2020-02-07,,
Arica y Parinacota,Arica,7,2020-02-10,,
Arica y Parinacota,Arica,3,2020-02-11,,
Arica y Parinacota,Arica,5,2020-02-12,,
Arica y Parinacota,Arica,4,2020-02-13,,
Arica y Parinacota,Arica,2,2020-02-14,,
Arica y Parinacota,Arica,16,2020-02-17,,
Arica y Parinacota,Arica,3,2020-02-18,,
Arica y Parinacota,Arica,7,2020-02-20,,
Arica y Parinacota,Arica,5,2020-02-21,,
Arica y Parinacota,Arica,11,2020-02-24,,
Arica y Parinacota,Arica,6,2020-02-25,,
Arica y Parinacota,Arica,4,2020-02-26,,
Arica y Parinacota,Arica,4,2020-02-27,,
Arica y Parinacota,Arica,1,2020-02-28,,
Arica y Parinacota,Arica,15,2020-03-02,,
Arica y Parinacota,Arica,4,2020-03-03,,
Arica y Parinacota,Arica,1,2020-03-04,,
Arica y Parinacota,Arica,3,2020-03-05,,
Arica y Parinacota,Arica,5,2020-03-06,,
Arica y Parinacota,Arica,5,2020-03-09,,
Arica y Parinacota,Arica,4,2020-03-10,,
Arica y Parinacota,Arica,3,2020-03-11,,
Arica y Parinacota,Arica,3,2020-03-12,,
Arica y Parinacota,Arica,4,2020-03-13,,
Arica y Parinacota,Arica,9,2020-03-16,,
Arica y Parinacota,Arica,7,2020-03-17,,
Arica y Parinacota,Arica,7,2020-03-18,,
Arica y Parinacota,Putre,1,2020-03-18,,
Arica y Parinacota,Arica,6,2020-03-19,,
Arica y Parinacota,Arica,3,2020-03-20,,
Arica y Parinacota,Arica,8,2020-03-23,,
Arica y Parinacota,Arica,5,2020-03-24,,
Arica y Parinacota,Arica,5,2020-03-25,,
Arica y Parinacota,Arica,7,2020-03-26,,
Arica y Parinacota,Arica,4,2020-03-27,,
Arica y Parinacota,Arica,13,2020-03-30,,
Arica y Parinacota,Arica,4,2020-03-31,,
Arica y Parinacota,Arica,3,2020-04-01,,
Arica y Parinacota,Arica,7,2020-04-02,,
Arica y Parinacota,Arica,3,2020-04-03,,
Arica y Parinacota,Arica,11,2020-04-06,,
Arica y Parinacota,Arica,7,2020-04-07,,
Arica y Parinacota,Arica,4,2020-04-08,,
Arica y Parinacota,Arica,2,2020-04-09,,
Arica y Parinacota,Arica,3,2020-04-10,,
Arica y Parinacota,Arica,17,2020-04-13,,
Arica y Parinacota,Arica,2,2020-04-14,,
Arica y Parinacota,Arica,2,2020-04-15,,
Arica y Parinacota,Arica,3,2020-04-16,,
Arica y Parinacota,Arica,4,2020-04-17,,
Arica y Parinacota,Arica,9,2020-04-20,,
Arica y Parinacota,Arica,7,2020-04-21,,
Arica y Parinacota,Arica,4,2020-04-22,,
Arica y Parinacota,Arica,2,2020-04-23,,
Arica y Parinacota,Arica,8,2020-04-24,,
Arica y Parinacota,Arica,9,2020-04-27,,
Arica y Parinacota,Arica,3,2020-04-28,,
Arica y Parinacota,Arica,4,2020-04-29,,
Arica y Parinacota,Arica,2,2020-04-30,,
Arica y Parinacota,Arica,17,2020-05-04,,
Arica y Parinacota,Arica,5,2020-05-05,,
Tarapacá,Iquique,8,2020-01-02,,
Tarapacá,Alto Hospicio,2,2020-01-03,,
Tarapacá,Iquique,7,2020-01-03,,
Tarapacá,Pozo Almonte,1,2020-01-03,,
Tarapacá,Iquique,9,2020-01-06,,
Tarapacá,Alto Hospicio,4,2020-01-07,,
Tarapacá,Iquique,4,2020-01-07,,
Tarapacá,Iquique,8,2020-01-08,,
Tarapacá,Iquique,5,2020-01-09,,
Tarapacá,Pica,1,2020-01-09,,
Tarapacá,Iquique,3,2020-01-10,,
Tarapacá,Iquique,5,2020-01-13,,
Tarapacá,Iquique,2,2020-01-14,,
Tarapacá,Alto Hospicio,1,2020-01-15,,
Tarapacá,Iquique,3,2020-01-15,,
Tarapacá,Alto Hospicio,3,2020-01-16,,
Tarapacá,Iquique,5,2020-01-16,,
Tarapacá,Alto Hospicio,1,2020-01-17,,
Tarapacá,Iquique,2,2020-01-17,,
Tarapacá,Iquique,2,2020-01-19,,
Tarapacá,Pozo Almonte,1,2020-01-19,,
Tarapacá,Alto Hospicio,1,2020-01-20,,
Tarapacá,Iquique,5,2020-01-20,,
Tarapacá,Pica,2,2020-01-20,,
Tarapacá,Alto Hospicio,1,2020-01-21,,
Tarapacá,Iquique,8,2020-01-21,,
Tarapacá,Alto Hospicio,1,2020-01-22,,
Tarapacá,Iquique,4,2020-01-22,,
Tarapacá,Iquique,4,2020-01-23,,
Tarapacá,Iquique,5,2020-01-24,,
Tarapacá,Alto Hospicio,2,2020-01-27,,
Tarapacá,Iquique,11,2020-01-27,,
Tarapacá,Iquique,2,2020-01-28,,
Tarapacá,Alto Hospicio,1,2020-01-29,,
Tarapacá,Iquique,6,2020-01-29,,
Tarapacá,Iquique,4,2020-01-30,,
Tarapacá,Iquique,4,2020-01-31,,
Tarapacá,Alto Hospicio,2,2020-02-03,,
Tarapacá,Iquique,8,2020-02-03,,
Tarapacá,Iquique,6,2020-02-04,,
Tarapacá,Alto Hospicio,2,2020-02-05,,
Tarapacá,Iquique,4,2020-02-05,,
Tarapacá,Iquique,1,2020-02-06,,
Tarapacá,Iquique,3,2020-02-07,,
Tarapacá,Iquique,8,2020-02-10,,
Tarapacá,Iquique,10,2020-02-11,,
Tarapacá,Iquique,2,2020-02-12,,
Tarapacá,Colchane,1,2020-02-13,,
Tarapacá,Iquique,3,2020-02-14,,
Tarapacá,Alto Hospicio,1,2020-02-17,,
Tarapacá,Iquique,6,2020-02-17,,
Tarapacá,Pozo Almonte,1,2020-02-17,,
Tarapacá,Iquique,5,2020-02-18,,
Tarapacá,Iquique,7,2020-02-19,,
Tarapacá,Alto Hospicio,3,2020-02-20,,
Tarapacá,Iquique,6,2020-02-20,,
Tarapacá,Alto Hospicio,1,2020-02-21,,
Tarapacá,Iquique,1,2020-02-21,,
Tarapacá,Camiña,1,2020-02-24,,
Tarapacá,Iquique,10,2020-02-24,,
Tarapacá,Pica,1,2020-02-24,,
Tarapacá,Iquique,5,2020-02-25,,
Tarapacá,Iquique,2,2020-02-26,,
Tarapacá,Pica,1,2020-02-26,,
Tarapacá,Iquique,6,2020-02-27,,
Tarapacá,Iquique,3,2020-02-28,,
Tarapacá,Iquique,10,2020-03-02,,
Tarapacá,Iquique,6,2020-03-03,,
Tarapacá,Iquique,4,2020-03-04,,
Tarapacá,Iquique,7,2020-03-05,,
Tarapacá,Iquique,9,2020-03-06,,
Tarapacá,Alto Hospicio,2,2020-03-09,,
Tarapacá,Iquique,9,2020-03-09,,
Tarapacá,Alto Hospicio,1,2020-03-10,,
Tarapacá,Iquique,5,2020-03-10,,
Tarapacá,Huara,1,2020-03-11,,
Tarapacá,Iquique,1,2020-03-11,,
Tarapacá,Alto Hospicio,1,2020-03-12,,
Tarapacá,Iquique,8,2020-03-12,,
Tarapacá,Alto Hospicio,2,2020-03-13,,
Tarapacá,Iquique,3,2020-03-13,,
Tarapacá,Alto Hospicio,2,2020-03-16,,
Tarapacá,Iquique,12,2020-03-16,,
Tarapacá,Alto Hospicio,1,2020-03-17,,
Tarapacá,Iquique,7,2020-03-17,,
Tarapacá,Pica,1,2020-03-17,,
Tarapacá,Iquique,6,2020-03-18,,
Tarapacá,Iquique,4,2020-03-19,,
Tarapacá,Iquique,3,2020-03-20,,
Tarapacá,Alto Hospicio,1,2020-03-23,,
Tarapacá,Iquique,5,2020-03-23,,
Tarapacá,Iquique,6,2020-03-24,,
Tarapacá,Alto Hospicio,1,2020-03-25,,
Tarapacá,Iquique,5,2020-03-25,,
Tarapacá,Alto Hospicio,1,2020-03-26,,
Tarapacá,Iquique,5,2020-03-26,,
Tarapacá,Iquique,5,2020-03-27,,
Tarapacá,Alto Hospicio,2,2020-03-30,,
Tarapacá,Iquique,5,2020-03-30,,
Tarapacá,Iquique,3,2020-03-31,,
Tarapacá,Iquique,2,2020-04-01,,
Tarapacá,Iquique,3,2020-04-02,,
Tarapacá,Alto Hospicio,1,2020-04-03,,
Tarapacá,Iquique,4,2020-04-03,,
Tarapacá,Iquique,12,2020-04-06,,
Tarapacá,Iquique,3,2020-04-07,,
Tarapacá,Iquique,2,2020-04-08,,
Tarapacá,Iquique,5,2020-04-09,,
Tarapacá,Iquique,6,2020-04-13,,
Tarapacá,Alto Hospicio,2,2020-04-14,,
Tarapacá,Iquique,3,2020-04-14,,
Tarapacá,Alto Hospicio,1,2020-04-15,,
Tarapacá,Iquique,2,2020-04-15,,
Tarapacá,Alto Hospicio,1,2020-04-16,,
Tarapacá,Iquique,9,2020-04-16,,
Tarapacá,Iquique,1,2020-04-17,,
Tarapacá,Alto Hospicio,1,2020-04-20,,
Tarapacá,Iquique,4,2020-04-20,,
Tarapacá,Pozo Almonte,1,2020-04-20,,
Tarapacá,Iquique,1,2020-04-21,,
Tarapacá,Iquique,2,2020-04-22,,
Tarapacá,Iquique,3,2020-04-23,,
Tarapacá,Alto Hospicio,1,2020-04-24,,
Tarapacá,Iquique,3,2020-04-24,,
Tarapacá,Alto Hospicio,1,2020-04-27,,
Tarapacá,Iquique,7,2020-04-27,,
Tarapacá,Iquique,8,2020-04-28,,
Tarapacá,Pozo Almonte,2,2020-04-28,,
Tarapacá,Alto Hospicio,1,2020-04-29,,
Tarapacá,Iquique,4,2020-04-29,,
Tarapacá,Pica,1,2020-04-29,,
Tarapacá,Pozo Almonte,1,2020-04-29,,
Tarapacá,Alto Hospicio,2,2020-04-30,,
Tarapacá,Iquique,8,2020-04-30,,
Tarapacá,Iquique,6,2020-05-02,,
Tarapacá,Alto Hospicio,1,2020-05-03,,
Tarapacá,Iquique,2,2020-05-03,,
Tarapacá,Alto Hospicio,1,2020-05-04,,
Tarapacá,Iquique,15,2020-05-04,,
Tarapacá,Alto Hospicio,1,2020-05-05,,
Tarapacá,Iquique,7,2020-05-05,,
Tarapacá,Alto Hospicio,2,2020-05-06,,
Tarapacá,Iquique,2,2020-05-06,,
Tarapacá,Iquique,7,2020-05-07,,
Tarapacá,Pica,1,2020-05-07,,
Tarapacá,Pozo Almonte,1,2020-05-07,,
Tarapacá,Alto Hospicio,1,2020-05-08,,
Tarapacá,Huara,1,2020-05-08,,
Tarapacá,Iquique,2,2020-05-08,,
Tarapacá,Alto Hospicio,1,2020-05-11,,
Tarapacá,Iquique,6,2020-05-11,,
Tarapacá,Pica,1,2020-05-11,,
Tarapacá,Iquique,4,2020-05-12,,
Antofagasta,Antofagasta,6,2020-05-07,,
Antofagasta,Calama,6,2020-05-07,,
Antofagasta,Antofagasta,9,2020-05-08,,
Antofagasta,Calama,2,2020-05-08,,
Antofagasta,Antofagasta,6,2020-05-09,,
Antofagasta,Antofagasta,1,2020-05-10,,
Antofagasta,Antofagasta,7,2020-05-11,,
Antofagasta,Calama,6,2020-05-11,,
Antofagasta,Antofagasta,7,2020-05-12,,
Antofagasta,Calama,2,2020-05-12,,
Antofagasta,Antofagasta,10,2020-01-02,,
Antofagasta,Calama,1,2020-01-02,,
Antofagasta,Tocopilla,2,2020-01-02,,
Antofagasta,Antofagasta,6,2020-01-03,,
Antofagasta,Calama,3,2020-01-03,,
Antofagasta,Antofagasta,2,2020-01-04,,
Antofagasta,Antofagasta,1,2020-01-05,,
Antofagasta,Antofagasta,16,2020-01-06,,
Antofagasta,Calama,3,2020-01-06,,
Antofagasta,Antofagasta,6,2020-01-07,,
Antofagasta,Calama,2,2020-01-07,,
Antofagasta,Tocopilla,1,2020-01-07,,
Antofagasta,Antofagasta,7,2020-01-08,,
Antofagasta,Calama,3,2020-01-08,,
Antofagasta,San Pedro De Atacama,1,2020-01-08,,
Antofagasta,Antofagasta,6,2020-01-09,,
Antofagasta,Antofagasta,5,2020-01-10,,
Antofagasta,Calama,3,2020-01-10,,
Antofagasta,Mejillones,1,2020-01-10,,
Antofagasta,Antofagasta,3,2020-01-11,,
Antofagasta,Antofagasta,4,2020-01-12,,
Antofagasta,Antofagasta,12,2020-01-13,,
Antofagasta,Calama,3,2020-01-13,,
Antofagasta,Tocopilla,1,2020-01-13,,
Antofagasta,Antofagasta,5,2020-01-14,,
Antofagasta,Calama,6,2020-01-14,,
Antofagasta,Antofagasta,4,2020-01-15,,
Antofagasta,Calama,4,2020-01-15,,
Antofagasta,Antofagasta,5,2020-01-16,,
Antofagasta,Calama,4,2020-01-16,,
Antofagasta,Antofagasta,8,2020-01-17,,
Antofagasta,Calama,2,2020-01-17,,
Antofagasta,San Pedro De Atacama,1,2020-01-17,,
Antofagasta,Taltal,1,2020-01-17,,
Antofagasta,Antofagasta,10,2020-01-20,,
Antofagasta,Calama,1,2020-01-20,,
Antofagasta,María Elena,1,2020-01-20,,
Antofagasta,Taltal,1,2020-01-20,,
Antofagasta,Tocopilla,3,2020-01-20,,
Antofagasta,Antofagasta,4,2020-01-21,,
Antofagasta,Calama,2,2020-01-21,,
Antofagasta,Antofagasta,9,2020-01-22,,
Antofagasta,Calama,1,2020-01-22,,
Antofagasta,Antofagasta,10,2020-01-23,,
Antofagasta,Calama,2,2020-01-23,,
Antofagasta,Taltal,1,2020-01-23,,
Antofagasta,Antofagasta,6,2020-01-24,,
Antofagasta,Calama,1,2020-01-24,,
Antofagasta,Antofagasta,4,2020-01-25,,
Antofagasta,Antofagasta,9,2020-01-27,,
Antofagasta,Calama,5,2020-01-27,,
Antofagasta,Tocopilla,1,2020-01-27,,
Antofagasta,Antofagasta,5,2020-01-28,,
Antofagasta,Antofagasta,9,2020-01-29,,
Antofagasta,Calama,2,2020-01-29,,
Antofagasta,Tocopilla,1,2020-01-29,,
Antofagasta,Antofagasta,5,2020-01-30,,
Antofagasta,Antofagasta,3,2020-01-31,,
Antofagasta,Calama,5,2020-01-31,,
Antofagasta,Mejillones,1,2020-01-31,,
Antofagasta,Tocopilla,1,2020-01-31,,
Antofagasta,Antofagasta,4,2020-02-01,,
Antofagasta,Antofagasta,1,2020-02-02,,
Antofagasta,Antofagasta,16,2020-02-03,,
Antofagasta,Antofagasta,9,2020-02-04,,
Antofagasta,Calama,4,2020-02-04,,
Antofagasta,Tocopilla,1,2020-02-04,,
Antofagasta,Antofagasta,9,2020-02-05,,
Antofagasta,Calama,2,2020-02-05,,
Antofagasta,Antofagasta,5,2020-02-06,,
Antofagasta,Calama,3,2020-02-06,,
Antofagasta,Tocopilla,1,2020-02-06,,
Antofagasta,Antofagasta,8,2020-02-07,,
Antofagasta,Calama,1,2020-02-07,,
Antofagasta,Antofagasta,2,2020-02-08,,
Antofagasta,Calama,1,2020-02-08,,
Antofagasta,Antofagasta,9,2020-02-10,,
Antofagasta,Calama,3,2020-02-10,,
Antofagasta,Mejillones,1,2020-02-10,,
Antofagasta,Tocopilla,2,2020-02-10,,
Antofagasta,Antofagasta,4,2020-02-11,,
Antofagasta,Calama,4,2020-02-11,,
Antofagasta,Taltal,1,2020-02-11,,
Antofagasta,Antofagasta,6,2020-02-12,,
Antofagasta,Calama,2,2020-02-12,,
Antofagasta,Antofagasta,4,2020-02-13,,
Antofagasta,Calama,4,2020-02-13,,
Antofagasta,Antofagasta,6,2020-02-14,,
Antofagasta,Calama,4,2020-02-14,,
Antofagasta,Tocopilla,1,2020-02-14,,
Antofagasta,Antofagasta,6,2020-02-15,,
Antofagasta,Antofagasta,15,2020-02-17,,
Antofagasta,Calama,4,2020-02-17,,
Antofagasta,Mejillones,1,2020-02-17,,
Antofagasta,Tocopilla,1,2020-02-17,,
Antofagasta,Antofagasta,3,2020-02-18,,
Antofagasta,Calama,2,2020-02-18,,
Antofagasta,Antofagasta,12,2020-02-19,,
Antofagasta,Calama,1,2020-02-19,,
Antofagasta,Antofagasta,1,2020-02-20,,
Antofagasta,Calama,2,2020-02-20,,
Antofagasta,Antofagasta,5,2020-02-21,,
Antofagasta,Calama,3,2020-02-21,,
Antofagasta,San Pedro De Atacama,1,2020-02-21,,
Antofagasta,Antofagasta,18,2020-02-24,,
Antofagasta,Calama,6,2020-02-24,,
Antofagasta,Taltal,1,2020-02-24,,
Antofagasta,Tocopilla,1,2020-02-24,,
Antofagasta,Antofagasta,8,2020-02-25,,
Antofagasta,Calama,1,2020-02-25,,
Antofagasta,Antofagasta,6,2020-02-26,,
Antofagasta,Tocopilla,1,2020-02-26,,
Antofagasta,Antofagasta,7,2020-02-27,,
Antofagasta,Calama,4,2020-02-27,,
Antofagasta,Antofagasta,5,2020-02-28,,
Antofagasta,Calama,1,2020-02-28,,
Antofagasta,Tocopilla,1,2020-02-28,,
Antofagasta,Antofagasta,15,2020-03-02,,
Antofagasta,Calama,4,2020-03-02,,
Antofagasta,María Elena,1,2020-03-02,,
Antofagasta,Antofagasta,4,2020-03-03,,
Antofagasta,Calama,3,2020-03-03,,
Antofagasta,Antofagasta,6,2020-03-04,,
Antofagasta,Calama,3,2020-03-04,,
Antofagasta,Antofagasta,4,2020-03-05,,
Antofagasta,Calama,3,2020-03-05,,
Antofagasta,Tocopilla,1,2020-03-05,,
Antofagasta,Antofagasta,5,2020-03-06,,
Antofagasta,Calama,3,2020-03-06,,
Antofagasta,Tocopilla,2,2020-03-06,,
Antofagasta,Antofagasta,6,2020-03-07,,
Antofagasta,Antofagasta,1,2020-03-08,,
Antofagasta,Antofagasta,13,2020-03-09,,
Antofagasta,Calama,3,2020-03-09,,
Antofagasta,Antofagasta,8,2020-03-10,,
Antofagasta,Calama,2,2020-03-10,,
Antofagasta,Tocopilla,1,2020-03-10,,
Antofagasta,Antofagasta,7,2020-03-11,,
Antofagasta,Calama,4,2020-03-11,,
Antofagasta,Antofagasta,4,2020-03-12,,
Antofagasta,Calama,2,2020-03-12,,
Antofagasta,Antofagasta,7,2020-03-13,,
Antofagasta,Calama,3,2020-03-13,,
Antofagasta,Tocopilla,1,2020-03-13,,
Antofagasta,Antofagasta,4,2020-03-14,,
Antofagasta,Antofagasta,2,2020-03-15,,
Antofagasta,Antofagasta,10,2020-03-16,,
Antofagasta,Calama,4,2020-03-16,,
Antofagasta,Antofagasta,5,2020-03-17,,
Antofagasta,Calama,1,2020-03-17,,
Antofagasta,Tocopilla,1,2020-03-17,,
Antofagasta,Antofagasta,5,2020-03-18,,
Antofagasta,Antofagasta,5,2020-03-19,,
Antofagasta,Calama,1,2020-03-19,,
Antofagasta,Tocopilla,1,2020-03-19,,
Antofagasta,Antofagasta,3,2020-03-20,,
Antofagasta,Antofagasta,3,2020-03-21,,
Antofagasta,Antofagasta,3,2020-03-22,,
Antofagasta,Antofagasta,12,2020-03-23,,
Antofagasta,Calama,4,2020-03-23,,
Antofagasta,Antofagasta,7,2020-03-24,,
Antofagasta,Calama,1,2020-03-24,,
Antofagasta,Mejillones,1,2020-03-24,,
Antofagasta,Tocopilla,1,2020-03-24,,
Antofagasta,Antofagasta,5,2020-03-25,,
Antofagasta,Calama,1,2020-03-25,,
Antofagasta,Taltal,1,2020-03-25,,
Antofagasta,Antofagasta,8,2020-03-26,,
Antofagasta,Calama,1,2020-03-26,,
Antofagasta,Mejillones,1,2020-03-26,,
Antofagasta,San Pedro De Atacama,1,2020-03-26,,
Antofagasta,Antofagasta,7,2020-03-27,,
Antofagasta,Calama,4,2020-03-27,,
Antofagasta,Tocopilla,1,2020-03-27,,
Antofagasta,Antofagasta,4,2020-03-28,,
Antofagasta,Antofagasta,3,2020-03-29,,
Antofagasta,Antofagasta,8,2020-03-30,,
Antofagasta,Calama,4,2020-03-30,,
Antofagasta,Tocopilla,3,2020-03-30,,
Antofagasta,Antofagasta,10,2020-03-31,,
Antofagasta,Calama,1,2020-03-31,,
Antofagasta,Tocopilla,1,2020-03-31,,
Antofagasta,Antofagasta,9,2020-04-01,,
Antofagasta,Calama,3,2020-04-01,,
Antofagasta,Antofagasta,7,2020-04-02,,
Antofagasta,Calama,5,2020-04-02,,
Antofagasta,Antofagasta,7,2020-04-03,,
Antofagasta,Calama,4,2020-04-03,,
Antofagasta,Antofagasta,2,2020-04-04,,
Antofagasta,Mejillones,1,2020-04-04,,
Antofagasta,Antofagasta,12,2020-04-06,,
Antofagasta,Calama,4,2020-04-06,,
Antofagasta,Taltal,1,2020-04-06,,
Antofagasta,Antofagasta,4,2020-04-07,,
Antofagasta,Calama,1,2020-04-07,,
Antofagasta,Antofagasta,4,2020-04-08,,
Antofagasta,Calama,3,2020-04-08,,
Antofagasta,Antofagasta,5,2020-04-09,,
Antofagasta,Calama,1,2020-04-09,,
Antofagasta,Tocopilla,1,2020-04-09,,
Antofagasta,Antofagasta,1,2020-04-10,,
Antofagasta,Antofagasta,3,2020-04-11,,
Antofagasta,Antofagasta,2,2020-04-12,,
Antofagasta,Antofagasta,14,2020-04-13,,
Antofagasta,Tocopilla,1,2020-04-13,,
Antofagasta,Antofagasta,5,2020-04-14,,
Antofagasta,Calama,2,2020-04-14,,
Antofagasta,Taltal,1,2020-04-14,,
Antofagasta,Tocopilla,2,2020-04-14,,
Antofagasta,Antofagasta,3,2020-04-15,,
Antofagasta,Calama,5,2020-04-15,,
Antofagasta,Antofagasta,7,2020-04-16,,
Antofagasta,Calama,4,2020-04-16,,
Antofagasta,Antofagasta,7,2020-04-17,,
Antofagasta,Calama,2,2020-04-17,,
Antofagasta,Antofagasta,8,2020-04-18,,
Antofagasta,Tocopilla,1,2020-04-18,,
Antofagasta,Antofagasta,1,2020-04-19,,
Antofagasta,Antofagasta,15,2020-04-20,,
Antofagasta,Calama,3,2020-04-20,,
Antofagasta,Antofagasta,5,2020-04-21,,
Antofagasta,Calama,1,2020-04-21,,
Antofagasta,Antofagasta,9,2020-04-22,,
Antofagasta,Calama,2,2020-04-22,,
Antofagasta,Antofagasta,7,2020-04-23,,
Antofagasta,Calama,2,2020-04-23,,
Antofagasta,Antofagasta,7,2020-04-24,,
Antofagasta,Calama,2,2020-04-24,,
Antofagasta,Mejillones,1,2020-04-24,,
Antofagasta,San Pedro De Atacama,1,2020-04-24,,
Antofagasta,Taltal,1,2020-04-24,,
Antofagasta,Antofagasta,4,2020-04-25,,
Antofagasta,Mejillones,1,2020-04-25,,
Antofagasta,Antofagasta,2,2020-04-26,,
Antofagasta,Antofagasta,10,2020-04-27,,
Antofagasta,Calama,4,2020-04-27,,
Antofagasta,María Elena,1,2020-04-27,,
Antofagasta,Tocopilla,1,2020-04-27,,
Antofagasta,Antofagasta,9,2020-04-28,,
Antofagasta,Calama,4,2020-04-28,,
Antofagasta,Antofagasta,9,2020-04-29,,
Antofagasta,Calama,1,2020-04-29,,
Antofagasta,Tocopilla,1,2020-04-29,,
Antofagasta,Antofagasta,10,2020-04-30,,
Antofagasta,Calama,4,2020-04-30,,
Antofagasta,Antofagasta,6,2020-05-01,,
Antofagasta,Antofagasta,3,2020-05-02,,
Antofagasta,Calama,1,2020-05-02,,
Antofagasta,Taltal,1,2020-05-02,,
Antofagasta,Antofagasta,10,2020-05-04,,
Antofagasta,Calama,5,2020-05-04,,
Antofagasta,Antofagasta,7,2020-05-05,,
Antofagasta,Calama,6,2020-05-05,,
Antofagasta,Antofagasta,6,2020-05-06,,
Antofagasta,Calama,7,2020-05-06,,
Atacama,Copiapó,3,2020-01-02,,
Atacama,Vallenar,1,2020-01-02,,
Atacama,Copiapó,2,2020-01-03,,
Atacama,Vallenar,1,2020-01-03,,
Atacama,Chañaral,1,2020-01-06,,
Atacama,Copiapó,7,2020-01-06,,
Atacama,Diego De Almagro,1,2020-01-06,,
Atacama,Freirina,1,2020-01-06,,
Atacama,Huasco,1,2020-01-06,,
Atacama,Vallenar,6,2020-01-06,,
Atacama,Caldera,1,2020-01-07,,
Atacama,Copiapó,6,2020-01-07,,
Atacama,Huasco,1,2020-01-07,,
Atacama,Vallenar,2,2020-01-07,,
Atacama,Copiapó,6,2020-01-08,,
Atacama,Diego De Almagro,2,2020-01-08,,
Atacama,Copiapó,4,2020-01-09,,
Atacama,Vallenar,1,2020-01-09,,
Atacama,Vallenar,1,2020-01-10,,
Atacama,Copiapó,1,2020-01-11,,
Atacama,Chañaral,1,2020-01-13,,
Atacama,Copiapó,5,2020-01-13,,
Atacama,Diego De Almagro,1,2020-01-13,,
Atacama,Copiapó,6,2020-01-14,,
Atacama,Vallenar,3,2020-01-14,,
Atacama,Caldera,1,2020-01-15,,
Atacama,Copiapó,1,2020-01-15,,
Atacama,Vallenar,2,2020-01-15,,
Atacama,Caldera,1,2020-01-16,,
Atacama,Copiapó,4,2020-01-16,,
Atacama,Copiapó,4,2020-01-17,,
Atacama,Alto Del Carmen,1,2020-01-20,,
Atacama,Caldera,1,2020-01-20,,
Atacama,Copiapó,9,2020-01-20,,
Atacama,Vallenar,2,2020-01-20,,
Atacama,Copiapó,3,2020-01-21,,
Atacama,Huasco,1,2020-01-21,,
Atacama,Vallenar,1,2020-01-21,,
Atacama,Copiapó,1,2020-01-22,,
Atacama,Freirina,1,2020-01-22,,
Atacama,Huasco,1,2020-01-22,,
Atacama,Vallenar,1,2020-01-22,,
Atacama,Copiapó,5,2020-01-23,,
Atacama,Huasco,1,2020-01-23,,
Atacama,Chañaral,1,2020-01-24,,
Atacama,Copiapó,1,2020-01-24,,
Atacama,Vallenar,1,2020-01-24,,
Atacama,Chañaral,2,2020-01-27,,
Atacama,Copiapó,7,2020-01-27,,
Atacama,Freirina,1,2020-01-27,,
Atacama,Vallenar,1,2020-01-27,,
Atacama,Chañaral,1,2020-01-28,,
Atacama,Copiapó,6,2020-01-28,,
Atacama,Tierra Amarilla,1,2020-01-28,,
Atacama,Vallenar,1,2020-01-28,,
Atacama,Copiapó,1,2020-01-29,,
Atacama,Vallenar,1,2020-01-29,,
Atacama,Caldera,1,2020-01-30,,
Atacama,Copiapó,3,2020-01-30,,
Atacama,Vallenar,1,2020-01-30,,
Atacama,Copiapó,3,2020-01-31,,
Atacama,Caldera,1,2020-02-03,,
Atacama,Copiapó,6,2020-02-03,,
Atacama,Diego De Almagro,1,2020-02-03,,
Atacama,Huasco,1,2020-02-03,,
Atacama,Tierra Amarilla,1,2020-02-03,,
Atacama,Copiapó,4,2020-02-04,,
Atacama,Freirina,1,2020-02-04,,
