Region,Comuna,Defunciones,Fecha,Codigo region,Codigo comuna
La Araucanía,Temuco,1,2020-03-28,9,9101.0
La Araucanía,Temuco,11,2020-03-30,9,9101.0
La Araucanía,Temuco,12,2020-03-31,9,9101.0
La Araucanía,Temuco,16,2020-04-01,9,9101.0
La Araucanía,Temuco,7,2020-04-02,9,9101.0
La Araucanía,Temuco,4,2020-04-03,9,9101.0
La Araucanía,Temuco,27,2020-04-06,9,9101.0
La Araucanía,Temuco,7,2020-04-07,9,9101.0
La Araucanía,Temuco,6,2020-04-08,9,9101.0
La Araucanía,Temuco,8,2020-04-09,9,9101.0
La Araucanía,Temuco,2,2020-04-11,9,9101.0
La Araucanía,Temuco,20,2020-04-13,9,9101.0
La Araucanía,Temuco,6,2020-04-14,9,9101.0
La Araucanía,Temuco,6,2020-04-15,9,9101.0
La Araucanía,Temuco,6,2020-04-16,9,9101.0
La Araucanía,Temuco,4,2020-04-17,9,9101.0
La Araucanía,Temuco,19,2020-04-20,9,9101.0
La Araucanía,Temuco,17,2020-04-21,9,9101.0
La Araucanía,Temuco,3,2020-04-22,9,9101.0
La Araucanía,Temuco,8,2020-04-23,9,9101.0
La Araucanía,Temuco,6,2020-04-24,9,9101.0
La Araucanía,Temuco,28,2020-04-27,9,9101.0
La Araucanía,Temuco,3,2020-04-28,9,9101.0
La Araucanía,Temuco,11,2020-04-29,9,9101.0
La Araucanía,Temuco,3,2020-04-30,9,9101.0
La Araucanía,Temuco,1,2020-05-02,9,9101.0
La Araucanía,Temuco,11,2020-05-04,9,9101.0
La Araucanía,Temuco,9,2020-05-05,9,9101.0
La Araucanía,Temuco,8,2020-05-06,9,9101.0
La Araucanía,Temuco,6,2020-05-07,9,9101.0
La Araucanía,Temuco,3,2020-05-08,9,9101.0
La Araucanía,Temuco,23,2020-05-11,9,9101.0
La Araucanía,Temuco,9,2020-05-12,9,9101.0
La Araucanía,Temuco,6,2020-05-13,9,9101.0
La Araucanía,Temuco,11,2020-05-14,9,9101.0
La Araucanía,Temuco,8,2020-05-15,9,9101.0
La Araucanía,Temuco,9,2020-05-18,9,9101.0
La Araucanía,Temuco,9,2020-05-19,9,9101.0
La Araucanía,Temuco,15,2020-05-20,9,9101.0
La Araucanía,Temuco,8,2020-05-22,9,9101.0
La Araucanía,Temuco,23,2020-05-25,9,9101.0
La Araucanía,Temuco,8,2020-05-26,9,9101.0
La Araucanía,Victoria,4,2020-01-02,9,9211.0
La Araucanía,Victoria,3,2020-01-03,9,9211.0
La Araucanía,Victoria,5,2020-01-06,9,9211.0
La Araucanía,Victoria,2,2020-01-07,9,9211.0
La Araucanía,Victoria,1,2020-01-08,9,9211.0
La Araucanía,Victoria,4,2020-01-13,9,9211.0
La Araucanía,Victoria,1,2020-01-14,9,9211.0
La Araucanía,Victoria,2,2020-01-15,9,9211.0
La Araucanía,Victoria,1,2020-01-16,9,9211.0
La Araucanía,Victoria,3,2020-01-20,9,9211.0
La Araucanía,Victoria,1,2020-01-22,9,9211.0
La Araucanía,Victoria,3,2020-01-27,9,9211.0
La Araucanía,Victoria,1,2020-01-29,9,9211.0
La Araucanía,Victoria,1,2020-01-30,9,9211.0
La Araucanía,Victoria,1,2020-01-31,9,9211.0
La Araucanía,Victoria,1,2020-02-02,9,9211.0
La Araucanía,Victoria,3,2020-02-03,9,9211.0
La Araucanía,Victoria,1,2020-02-05,9,9211.0
La Araucanía,Victoria,1,2020-02-06,9,9211.0
La Araucanía,Victoria,1,2020-02-07,9,9211.0
La Araucanía,Victoria,7,2020-02-10,9,9211.0
La Araucanía,Victoria,2,2020-02-11,9,9211.0
La Araucanía,Victoria,2,2020-02-12,9,9211.0
La Araucanía,Victoria,1,2020-02-13,9,9211.0
La Araucanía,Victoria,1,2020-02-14,9,9211.0
La Araucanía,Victoria,1,2020-02-17,9,9211.0
La Araucanía,Victoria,3,2020-02-18,9,9211.0
La Araucanía,Victoria,1,2020-02-20,9,9211.0
La Araucanía,Victoria,2,2020-02-21,9,9211.0
La Araucanía,Victoria,2,2020-02-24,9,9211.0
La Araucanía,Victoria,2,2020-02-25,9,9211.0
La Araucanía,Victoria,1,2020-02-26,9,9211.0
La Araucanía,Victoria,2,2020-03-02,9,9211.0
La Araucanía,Victoria,3,2020-03-03,9,9211.0
La Araucanía,Victoria,2,2020-03-06,9,9211.0
La Araucanía,Victoria,2,2020-03-09,9,9211.0
La Araucanía,Victoria,1,2020-03-10,9,9211.0
La Araucanía,Victoria,1,2020-03-12,9,9211.0
La Araucanía,Victoria,1,2020-03-13,9,9211.0
La Araucanía,Victoria,2,2020-03-16,9,9211.0
La Araucanía,Victoria,1,2020-03-17,9,9211.0
La Araucanía,Victoria,2,2020-03-24,9,9211.0
La Araucanía,Victoria,2,2020-03-25,9,9211.0
La Araucanía,Victoria,1,2020-03-26,9,9211.0
La Araucanía,Victoria,1,2020-03-28,9,9211.0
La Araucanía,Victoria,1,2020-03-30,9,9211.0
La Araucanía,Victoria,1,2020-03-31,9,9211.0
La Araucanía,Victoria,2,2020-04-01,9,9211.0
La Araucanía,Victoria,1,2020-04-03,9,9211.0
La Araucanía,Victoria,3,2020-04-06,9,9211.0
La Araucanía,Victoria,2,2020-04-08,9,9211.0
La Araucanía,Victoria,5,2020-04-13,9,9211.0
La Araucanía,Victoria,3,2020-04-17,9,9211.0
La Araucanía,Victoria,1,2020-04-18,9,9211.0
La Araucanía,Victoria,1,2020-04-20,9,9211.0
La Araucanía,Victoria,1,2020-04-22,9,9211.0
La Araucanía,Victoria,3,2020-04-24,9,9211.0
La Araucanía,Victoria,3,2020-04-27,9,9211.0
La Araucanía,Victoria,1,2020-04-28,9,9211.0
La Araucanía,Victoria,2,2020-04-29,9,9211.0
La Araucanía,Victoria,1,2020-05-01,9,9211.0
La Araucanía,Victoria,3,2020-05-04,9,9211.0
La Araucanía,Victoria,1,2020-05-07,9,9211.0
La Araucanía,Victoria,2,2020-05-08,9,9211.0
La Araucanía,Victoria,4,2020-05-11,9,9211.0
La Araucanía,Victoria,2,2020-05-13,9,9211.0
La Araucanía,Victoria,2,2020-05-15,9,9211.0
La Araucanía,Victoria,2,2020-05-18,9,9211.0
La Araucanía,Victoria,2,2020-05-20,9,9211.0
La Araucanía,Victoria,1,2020-05-25,9,9211.0
La Araucanía,Villarrica,1,2020-01-02,9,9120.0
La Araucanía,Villarrica,1,2020-01-03,9,9120.0
La Araucanía,Villarrica,3,2020-01-06,9,9120.0
La Araucanía,Villarrica,2,2020-01-09,9,9120.0
La Araucanía,Villarrica,1,2020-01-10,9,9120.0
La Araucanía,Villarrica,1,2020-01-13,9,9120.0
La Araucanía,Villarrica,1,2020-01-14,9,9120.0
La Araucanía,Villarrica,3,2020-01-15,9,9120.0
La Araucanía,Villarrica,2,2020-01-17,9,9120.0
La Araucanía,Villarrica,3,2020-01-20,9,9120.0
La Araucanía,Villarrica,1,2020-01-24,9,9120.0
La Araucanía,Villarrica,1,2020-01-27,9,9120.0
La Araucanía,Villarrica,1,2020-01-28,9,9120.0
La Araucanía,Villarrica,1,2020-02-02,9,9120.0
La Araucanía,Villarrica,1,2020-02-07,9,9120.0
La Araucanía,Villarrica,5,2020-02-10,9,9120.0
La Araucanía,Villarrica,1,2020-02-11,9,9120.0
La Araucanía,Villarrica,1,2020-02-12,9,9120.0
La Araucanía,Villarrica,1,2020-02-14,9,9120.0
La Araucanía,Villarrica,1,2020-02-17,9,9120.0
La Araucanía,Villarrica,2,2020-02-19,9,9120.0
La Araucanía,Villarrica,1,2020-02-20,9,9120.0
La Araucanía,Villarrica,1,2020-02-21,9,9120.0
La Araucanía,Villarrica,2,2020-02-24,9,9120.0
La Araucanía,Villarrica,2,2020-02-25,9,9120.0
La Araucanía,Villarrica,1,2020-02-26,9,9120.0
La Araucanía,Villarrica,2,2020-02-27,9,9120.0
La Araucanía,Villarrica,2,2020-02-28,9,9120.0
La Araucanía,Villarrica,1,2020-03-02,9,9120.0
La Araucanía,Villarrica,1,2020-03-06,9,9120.0
La Araucanía,Villarrica,1,2020-03-09,9,9120.0
La Araucanía,Villarrica,1,2020-03-11,9,9120.0
La Araucanía,Villarrica,1,2020-03-16,9,9120.0
La Araucanía,Villarrica,1,2020-03-17,9,9120.0
La Araucanía,Villarrica,2,2020-03-23,9,9120.0
La Araucanía,Villarrica,1,2020-03-26,9,9120.0
La Araucanía,Villarrica,1,2020-03-27,9,9120.0
La Araucanía,Villarrica,1,2020-03-30,9,9120.0
La Araucanía,Villarrica,1,2020-04-03,9,9120.0
La Araucanía,Villarrica,1,2020-04-06,9,9120.0
La Araucanía,Villarrica,3,2020-04-09,9,9120.0
La Araucanía,Villarrica,1,2020-04-10,9,9120.0
La Araucanía,Villarrica,1,2020-04-13,9,9120.0
La Araucanía,Villarrica,3,2020-04-14,9,9120.0
La Araucanía,Villarrica,1,2020-04-16,9,9120.0
La Araucanía,Villarrica,2,2020-04-17,9,9120.0
La Araucanía,Villarrica,3,2020-04-20,9,9120.0
La Araucanía,Villarrica,4,2020-04-23,9,9120.0
La Araucanía,Villarrica,1,2020-04-24,9,9120.0
La Araucanía,Villarrica,4,2020-04-27,9,9120.0
La Araucanía,Villarrica,2,2020-04-28,9,9120.0
La Araucanía,Villarrica,1,2020-04-29,9,9120.0
La Araucanía,Villarrica,1,2020-04-30,9,9120.0
La Araucanía,Villarrica,3,2020-05-04,9,9120.0
La Araucanía,Villarrica,1,2020-05-05,9,9120.0
La Araucanía,Villarrica,1,2020-05-06,9,9120.0
La Araucanía,Villarrica,1,2020-05-11,9,9120.0
La Araucanía,Villarrica,1,2020-05-12,9,9120.0
La Araucanía,Villarrica,1,2020-05-13,9,9120.0
La Araucanía,Villarrica,1,2020-05-14,9,9120.0
La Araucanía,Villarrica,2,2020-05-15,9,9120.0
La Araucanía,Villarrica,2,2020-05-18,9,9120.0
La Araucanía,Villarrica,1,2020-05-22,9,9120.0
La Araucanía,Villarrica,1,2020-05-24,9,9120.0
La Araucanía,Villarrica,1,2020-05-25,9,9120.0
Los Lagos,Castro,2,2020-01-02,10,10201.0
Los Lagos,Castro,3,2020-01-03,10,10201.0
Los Lagos,Castro,1,2020-01-04,10,10201.0
Los Lagos,Castro,7,2020-01-06,10,10201.0
Los Lagos,Castro,6,2020-01-07,10,10201.0
Los Lagos,Castro,6,2020-01-09,10,10201.0
Los Lagos,Castro,2,2020-01-10,10,10201.0
Los Lagos,Castro,5,2020-01-13,10,10201.0
Los Lagos,Castro,1,2020-01-15,10,10201.0
Los Lagos,Castro,2,2020-01-16,10,10201.0
Los Lagos,Castro,2,2020-01-20,10,10201.0
Los Lagos,Castro,1,2020-01-22,10,10201.0
Los Lagos,Castro,3,2020-01-23,10,10201.0
Los Lagos,Castro,3,2020-01-24,10,10201.0
Los Lagos,Castro,7,2020-01-27,10,10201.0
Los Lagos,Castro,2,2020-01-28,10,10201.0
Los Lagos,Castro,3,2020-01-29,10,10201.0
Los Lagos,Castro,3,2020-01-30,10,10201.0
Los Lagos,Castro,1,2020-01-31,10,10201.0
Los Lagos,Castro,1,2020-02-03,10,10201.0
Los Lagos,Castro,2,2020-02-07,10,10201.0
Los Lagos,Castro,4,2020-02-11,10,10201.0
Los Lagos,Castro,1,2020-02-13,10,10201.0
Los Lagos,Castro,3,2020-02-14,10,10201.0
Los Lagos,Castro,1,2020-02-17,10,10201.0
Los Lagos,Castro,1,2020-02-19,10,10201.0
Los Lagos,Castro,2,2020-02-21,10,10201.0
Los Lagos,Castro,3,2020-02-24,10,10201.0
Los Lagos,Castro,3,2020-02-25,10,10201.0
Los Lagos,Castro,1,2020-02-27,10,10201.0
Los Lagos,Castro,1,2020-02-28,10,10201.0
Los Lagos,Castro,3,2020-03-02,10,10201.0
Los Lagos,Castro,1,2020-03-03,10,10201.0
Los Lagos,Castro,1,2020-03-04,10,10201.0
Los Lagos,Castro,1,2020-03-05,10,10201.0
Los Lagos,Castro,1,2020-03-08,10,10201.0
Los Lagos,Castro,1,2020-03-12,10,10201.0
Los Lagos,Castro,2,2020-03-13,10,10201.0
Los Lagos,Castro,3,2020-03-16,10,10201.0
Los Lagos,Castro,3,2020-03-18,10,10201.0
Los Lagos,Castro,1,2020-03-19,10,10201.0
Los Lagos,Castro,1,2020-03-20,10,10201.0
Los Lagos,Castro,4,2020-03-23,10,10201.0
Los Lagos,Castro,1,2020-03-24,10,10201.0
Los Lagos,Castro,2,2020-03-27,10,10201.0
Los Lagos,Castro,2,2020-03-30,10,10201.0
Los Lagos,Castro,1,2020-03-31,10,10201.0
Los Lagos,Castro,1,2020-04-01,10,10201.0
Los Lagos,Castro,1,2020-04-06,10,10201.0
Los Lagos,Castro,2,2020-04-08,10,10201.0
Los Lagos,Castro,3,2020-04-13,10,10201.0
Los Lagos,Castro,2,2020-04-15,10,10201.0
Los Lagos,Castro,4,2020-04-17,10,10201.0
Los Lagos,Castro,2,2020-04-20,10,10201.0
Los Lagos,Castro,1,2020-04-21,10,10201.0
Los Lagos,Castro,2,2020-04-27,10,10201.0
Los Lagos,Castro,2,2020-04-28,10,10201.0
Los Lagos,Castro,1,2020-04-29,10,10201.0
Los Lagos,Castro,4,2020-04-30,10,10201.0
Los Lagos,Castro,1,2020-05-04,10,10201.0
Los Lagos,Castro,4,2020-05-06,10,10201.0
Los Lagos,Castro,1,2020-05-07,10,10201.0
Los Lagos,Castro,2,2020-05-08,10,10201.0
Los Lagos,Castro,4,2020-05-11,10,10201.0
Los Lagos,Castro,2,2020-05-13,10,10201.0
Los Lagos,Castro,1,2020-05-15,10,10201.0
Los Lagos,Castro,2,2020-05-18,10,10201.0
Los Lagos,Castro,3,2020-05-20,10,10201.0
Los Lagos,Castro,4,2020-05-22,10,10201.0
Los Lagos,Castro,3,2020-05-25,10,10201.0
Los Lagos,Dalcahue,1,2020-01-02,10,10205.0
Los Lagos,Dalcahue,1,2020-01-07,10,10205.0
Los Lagos,Dalcahue,1,2020-01-15,10,10205.0
Los Lagos,Dalcahue,1,2020-01-16,10,10205.0
Los Lagos,Dalcahue,1,2020-01-20,10,10205.0
Los Lagos,Dalcahue,1,2020-02-12,10,10205.0
Los Lagos,Dalcahue,1,2020-02-17,10,10205.0
Los Lagos,Dalcahue,1,2020-03-03,10,10205.0
Los Lagos,Dalcahue,1,2020-03-08,10,10205.0
Los Lagos,Dalcahue,1,2020-03-23,10,10205.0
Los Lagos,Dalcahue,2,2020-03-27,10,10205.0
Los Lagos,Dalcahue,1,2020-03-28,10,10205.0
Los Lagos,Dalcahue,1,2020-04-04,10,10205.0
Los Lagos,Dalcahue,2,2020-04-06,10,10205.0
Los Lagos,Dalcahue,3,2020-04-17,10,10205.0
Los Lagos,Dalcahue,1,2020-04-24,10,10205.0
Los Lagos,Dalcahue,1,2020-05-18,10,10205.0
Los Lagos,Frutillar,1,2020-01-02,10,10105.0
Los Lagos,Frutillar,1,2020-01-24,10,10105.0
Los Lagos,Frutillar,1,2020-01-29,10,10105.0
Los Lagos,Frutillar,1,2020-02-10,10,10105.0
Los Lagos,Frutillar,1,2020-02-11,10,10105.0
Los Lagos,Frutillar,1,2020-02-18,10,10105.0
Los Lagos,Frutillar,1,2020-02-19,10,10105.0
Los Lagos,Frutillar,1,2020-02-25,10,10105.0
Los Lagos,Frutillar,1,2020-02-26,10,10105.0
Los Lagos,Frutillar,1,2020-03-02,10,10105.0
Los Lagos,Frutillar,2,2020-03-09,10,10105.0
Los Lagos,Frutillar,1,2020-03-10,10,10105.0
Los Lagos,Frutillar,1,2020-03-11,10,10105.0
Los Lagos,Frutillar,1,2020-03-19,10,10105.0
Los Lagos,Frutillar,1,2020-03-20,10,10105.0
Los Lagos,Frutillar,1,2020-03-23,10,10105.0
Los Lagos,Frutillar,1,2020-03-30,10,10105.0
Los Lagos,Frutillar,1,2020-03-31,10,10105.0
Los Lagos,Frutillar,2,2020-04-06,10,10105.0
Los Lagos,Frutillar,1,2020-04-09,10,10105.0
Los Lagos,Frutillar,1,2020-04-13,10,10105.0
Los Lagos,Frutillar,1,2020-04-16,10,10105.0
Los Lagos,Frutillar,2,2020-04-17,10,10105.0
Los Lagos,Frutillar,2,2020-04-21,10,10105.0
Los Lagos,Frutillar,1,2020-04-30,10,10105.0
Los Lagos,Frutillar,1,2020-05-06,10,10105.0
Los Lagos,Frutillar,2,2020-05-18,10,10105.0
Los Lagos,Frutillar,1,2020-05-25,10,10105.0
Los Lagos,Futaleufú,1,2020-01-02,10,10402.0
Los Lagos,Futaleufú,1,2020-02-17,10,10402.0
Los Lagos,Futaleufú,1,2020-02-18,10,10402.0
Los Lagos,Futaleufú,1,2020-02-26,10,10402.0
Los Lagos,Futaleufú,1,2020-03-10,10,10402.0
Los Lagos,Futaleufú,1,2020-04-15,10,10402.0
Los Lagos,Llanquihue,1,2020-01-02,10,10107.0
Los Lagos,Llanquihue,3,2020-01-06,10,10107.0
Los Lagos,Llanquihue,1,2020-01-28,10,10107.0
Los Lagos,Llanquihue,1,2020-02-03,10,10107.0
Los Lagos,Llanquihue,1,2020-02-04,10,10107.0
Los Lagos,Llanquihue,1,2020-02-05,10,10107.0
Los Lagos,Llanquihue,2,2020-02-10,10,10107.0
Los Lagos,Llanquihue,2,2020-02-11,10,10107.0
Los Lagos,Llanquihue,1,2020-02-14,10,10107.0
Los Lagos,Llanquihue,1,2020-03-02,10,10107.0
Los Lagos,Llanquihue,1,2020-03-10,10,10107.0
Los Lagos,Llanquihue,1,2020-03-13,10,10107.0
Los Lagos,Llanquihue,1,2020-03-16,10,10107.0
Los Lagos,Llanquihue,1,2020-03-18,10,10107.0
Los Lagos,Llanquihue,1,2020-03-19,10,10107.0
Los Lagos,Llanquihue,1,2020-03-23,10,10107.0
Los Lagos,Llanquihue,1,2020-04-06,10,10107.0
Los Lagos,Llanquihue,2,2020-04-08,10,10107.0
Los Lagos,Llanquihue,1,2020-04-15,10,10107.0
Los Lagos,Llanquihue,1,2020-04-24,10,10107.0
Los Lagos,Llanquihue,1,2020-04-27,10,10107.0
Los Lagos,Llanquihue,1,2020-05-13,10,10107.0
Los Lagos,Llanquihue,1,2020-05-25,10,10107.0
Los Lagos,Llanquihue,1,2020-05-26,10,10107.0
Los Lagos,Maullín,1,2020-01-02,10,10108.0
Los Lagos,Maullín,1,2020-01-13,10,10108.0
Los Lagos,Maullín,1,2020-01-24,10,10108.0
Los Lagos,Maullín,1,2020-02-04,10,10108.0
Los Lagos,Maullín,1,2020-02-11,10,10108.0
Los Lagos,Maullín,1,2020-02-24,10,10108.0
Los Lagos,Maullín,1,2020-03-12,10,10108.0
Los Lagos,Maullín,1,2020-03-16,10,10108.0
Los Lagos,Maullín,1,2020-03-17,10,10108.0
Los Lagos,Maullín,1,2020-04-01,10,10108.0
Los Lagos,Maullín,1,2020-04-02,10,10108.0
Los Lagos,Maullín,2,2020-04-03,10,10108.0
Los Lagos,Maullín,1,2020-04-08,10,10108.0
Los Lagos,Maullín,1,2020-04-13,10,10108.0
Los Lagos,Maullín,2,2020-04-17,10,10108.0
Los Lagos,Maullín,2,2020-04-20,10,10108.0
Los Lagos,Maullín,1,2020-04-22,10,10108.0
Los Lagos,Maullín,1,2020-04-28,10,10108.0
Los Lagos,Maullín,2,2020-04-30,10,10108.0
Los Lagos,Maullín,1,2020-05-05,10,10108.0
Los Lagos,Maullín,1,2020-05-08,10,10108.0
Los Lagos,Maullín,2,2020-05-13,10,10108.0
Los Lagos,Maullín,2,2020-05-15,10,10108.0
Los Lagos,Maullín,1,2020-05-25,10,10108.0
Los Lagos,Osorno,6,2020-01-02,10,10301.0
Los Lagos,Osorno,6,2020-01-03,10,10301.0
Los Lagos,Osorno,11,2020-01-06,10,10301.0
Los Lagos,Osorno,6,2020-01-07,10,10301.0
Los Lagos,Osorno,6,2020-01-08,10,10301.0
Los Lagos,Osorno,4,2020-01-09,10,10301.0
Los Lagos,Osorno,5,2020-01-10,10,10301.0
Los Lagos,Osorno,11,2020-01-13,10,10301.0
Los Lagos,Osorno,2,2020-01-14,10,10301.0
Los Lagos,Osorno,5,2020-01-15,10,10301.0
Los Lagos,Osorno,1,2020-01-17,10,10301.0
Los Lagos,Osorno,10,2020-01-20,10,10301.0
Los Lagos,Osorno,5,2020-01-21,10,10301.0
Los Lagos,Osorno,7,2020-01-22,10,10301.0
Los Lagos,Osorno,4,2020-01-23,10,10301.0
Los Lagos,Osorno,4,2020-01-24,10,10301.0
Los Lagos,Osorno,10,2020-01-27,10,10301.0
Los Lagos,Osorno,4,2020-01-28,10,10301.0
Los Lagos,Osorno,5,2020-01-29,10,10301.0
Los Lagos,Osorno,3,2020-01-30,10,10301.0
Los Lagos,Osorno,5,2020-01-31,10,10301.0
Los Lagos,Osorno,11,2020-02-03,10,10301.0
Los Lagos,Osorno,4,2020-02-04,10,10301.0
Los Lagos,Osorno,6,2020-02-05,10,10301.0
Los Lagos,Osorno,6,2020-02-06,10,10301.0
Los Lagos,Osorno,3,2020-02-07,10,10301.0
Los Lagos,Osorno,8,2020-02-10,10,10301.0
Los Lagos,Osorno,9,2020-02-11,10,10301.0
Los Lagos,Osorno,3,2020-02-12,10,10301.0
Los Lagos,Osorno,3,2020-02-13,10,10301.0
Los Lagos,Osorno,7,2020-02-14,10,10301.0
Los Lagos,Osorno,8,2020-02-17,10,10301.0
Los Lagos,Osorno,6,2020-02-18,10,10301.0
Los Lagos,Osorno,2,2020-02-19,10,10301.0
Los Lagos,Osorno,5,2020-02-20,10,10301.0
Los Lagos,Osorno,2,2020-02-21,10,10301.0
Los Lagos,Osorno,13,2020-02-24,10,10301.0
Los Lagos,Osorno,3,2020-02-25,10,10301.0
Los Lagos,Osorno,4,2020-02-26,10,10301.0
Los Lagos,Osorno,4,2020-02-27,10,10301.0
Los Lagos,Osorno,3,2020-02-28,10,10301.0
Los Lagos,Osorno,6,2020-03-02,10,10301.0
Los Lagos,Osorno,8,2020-03-03,10,10301.0
Los Lagos,Osorno,4,2020-03-04,10,10301.0
Los Lagos,Osorno,3,2020-03-05,10,10301.0
Los Lagos,Osorno,6,2020-03-06,10,10301.0
Los Lagos,Osorno,7,2020-03-09,10,10301.0
Los Lagos,Osorno,3,2020-03-10,10,10301.0
Los Lagos,Osorno,5,2020-03-11,10,10301.0
Los Lagos,Osorno,1,2020-03-12,10,10301.0
Los Lagos,Osorno,4,2020-03-13,10,10301.0
Los Lagos,Osorno,8,2020-03-16,10,10301.0
Los Lagos,Osorno,4,2020-03-17,10,10301.0
Los Lagos,Osorno,5,2020-03-18,10,10301.0
Los Lagos,Osorno,6,2020-03-19,10,10301.0
Los Lagos,Osorno,5,2020-03-20,10,10301.0
Los Lagos,Osorno,11,2020-03-23,10,10301.0
Los Lagos,Osorno,3,2020-03-24,10,10301.0
Los Lagos,Osorno,2,2020-03-25,10,10301.0
Los Lagos,Osorno,4,2020-03-26,10,10301.0
Los Lagos,Osorno,2,2020-03-27,10,10301.0
Los Lagos,Osorno,6,2020-03-30,10,10301.0
Los Lagos,Osorno,2,2020-03-31,10,10301.0
Los Lagos,Osorno,2,2020-04-01,10,10301.0
Los Lagos,Osorno,3,2020-04-02,10,10301.0
Los Lagos,Osorno,7,2020-04-03,10,10301.0
Los Lagos,Osorno,11,2020-04-06,10,10301.0
Los Lagos,Osorno,2,2020-04-07,10,10301.0
Los Lagos,Osorno,4,2020-04-08,10,10301.0
Los Lagos,Osorno,5,2020-04-09,10,10301.0
Los Lagos,Osorno,10,2020-04-13,10,10301.0
Los Lagos,Osorno,4,2020-04-14,10,10301.0
Los Lagos,Osorno,3,2020-04-15,10,10301.0
Los Lagos,Osorno,2,2020-04-16,10,10301.0
Los Lagos,Osorno,4,2020-04-17,10,10301.0
Los Lagos,Osorno,7,2020-04-20,10,10301.0
Los Lagos,Osorno,4,2020-04-21,10,10301.0
Los Lagos,Osorno,3,2020-04-22,10,10301.0
Los Lagos,Osorno,3,2020-04-23,10,10301.0
Los Lagos,Osorno,3,2020-04-24,10,10301.0
Los Lagos,Osorno,4,2020-04-27,10,10301.0
Los Lagos,Osorno,4,2020-04-28,10,10301.0
Los Lagos,Osorno,4,2020-04-29,10,10301.0
Los Lagos,Osorno,6,2020-04-30,10,10301.0
Los Lagos,Osorno,10,2020-05-04,10,10301.0
Los Lagos,Osorno,2,2020-05-05,10,10301.0
Los Lagos,Osorno,5,2020-05-06,10,10301.0
Los Lagos,Osorno,1,2020-05-07,10,10301.0
Los Lagos,Osorno,3,2020-05-08,10,10301.0
Los Lagos,Osorno,10,2020-05-11,10,10301.0
Los Lagos,Osorno,6,2020-05-12,10,10301.0
Los Lagos,Osorno,5,2020-05-13,10,10301.0
Los Lagos,Osorno,2,2020-05-14,10,10301.0
Los Lagos,Osorno,7,2020-05-15,10,10301.0
Los Lagos,Osorno,16,2020-05-18,10,10301.0
Los Lagos,Osorno,4,2020-05-19,10,10301.0
Los Lagos,Osorno,5,2020-05-20,10,10301.0
Los Lagos,Osorno,8,2020-05-22,10,10301.0
Los Lagos,Osorno,10,2020-05-25,10,10301.0
Los Lagos,Osorno,1,2020-05-26,10,10301.0
Los Lagos,Puerto Montt,6,2020-01-02,10,10101.0
Los Lagos,Puerto Montt,7,2020-01-03,10,10101.0
Los Lagos,Puerto Montt,7,2020-01-06,10,10101.0
Los Lagos,Puerto Montt,5,2020-01-07,10,10101.0
Los Lagos,Puerto Montt,4,2020-01-08,10,10101.0
Los Lagos,Puerto Montt,10,2020-01-09,10,10101.0
Los Lagos,Puerto Montt,2,2020-01-10,10,10101.0
Los Lagos,Puerto Montt,12,2020-01-13,10,10101.0
Los Lagos,Puerto Montt,6,2020-01-14,10,10101.0
Los Lagos,Puerto Montt,7,2020-01-15,10,10101.0
Los Lagos,Puerto Montt,4,2020-01-16,10,10101.0
Los Lagos,Puerto Montt,4,2020-01-17,10,10101.0
Los Lagos,Puerto Montt,12,2020-01-20,10,10101.0
Los Lagos,Puerto Montt,7,2020-01-21,10,10101.0
Los Lagos,Puerto Montt,2,2020-01-22,10,10101.0
Los Lagos,Puerto Montt,7,2020-01-23,10,10101.0
Los Lagos,Puerto Montt,4,2020-01-24,10,10101.0
Los Lagos,Puerto Montt,10,2020-01-27,10,10101.0
Los Lagos,Puerto Montt,6,2020-01-28,10,10101.0
Los Lagos,Puerto Montt,2,2020-01-29,10,10101.0
Los Lagos,Puerto Montt,5,2020-01-30,10,10101.0
Los Lagos,Puerto Montt,5,2020-01-31,10,10101.0
Los Lagos,Puerto Montt,5,2020-02-03,10,10101.0
Los Lagos,Puerto Montt,9,2020-02-04,10,10101.0
Los Lagos,Puerto Montt,7,2020-02-05,10,10101.0
Los Lagos,Puerto Montt,5,2020-02-06,10,10101.0
Los Lagos,Puerto Montt,4,2020-02-07,10,10101.0
Los Lagos,Puerto Montt,17,2020-02-10,10,10101.0
Los Lagos,Puerto Montt,3,2020-02-11,10,10101.0
Los Lagos,Puerto Montt,4,2020-02-12,10,10101.0
Los Lagos,Puerto Montt,6,2020-02-13,10,10101.0
Los Lagos,Puerto Montt,1,2020-02-14,10,10101.0
Los Lagos,Puerto Montt,11,2020-02-17,10,10101.0
Los Lagos,Puerto Montt,9,2020-02-18,10,10101.0
Los Lagos,Puerto Montt,2,2020-02-19,10,10101.0
Los Lagos,Puerto Montt,5,2020-02-20,10,10101.0
Los Lagos,Puerto Montt,7,2020-02-21,10,10101.0
Los Lagos,Puerto Montt,12,2020-02-24,10,10101.0
Los Lagos,Puerto Montt,8,2020-02-25,10,10101.0
Los Lagos,Puerto Montt,13,2020-02-26,10,10101.0
Los Lagos,Puerto Montt,8,2020-02-27,10,10101.0
Los Lagos,Puerto Montt,3,2020-02-28,10,10101.0
Los Lagos,Puerto Montt,8,2020-03-02,10,10101.0
