Codigo region,Codigo comuna,Poblacion,Casos Confirmados,Fecha,Region ID,Region,Provincia ID,Provincia,Comuna ID,Comuna,Tasa
5,5602.0,15174,7,2020/04/01,5,Valparaíso,56,San Antonio,5602,Algarrobo,46.1315407934625
5,5602.0,15174,8,2020/04/10,5,Valparaíso,56,San Antonio,5602,Algarrobo,52.72176090681429
5,5602.0,15174,8,2020/04/08,5,Valparaíso,56,San Antonio,5602,Algarrobo,52.72176090681429
5,5602.0,15174,9,2020/04/03,5,Valparaíso,56,San Antonio,5602,Algarrobo,59.31198102016607
5,5602.0,15174,9,2020/04/06,5,Valparaíso,56,San Antonio,5602,Algarrobo,59.31198102016607
5,5602.0,15174,7,2020/03/30,5,Valparaíso,56,San Antonio,5602,Algarrobo,46.1315407934625
5,5402.0,20663,-,2020/04/01,5,Valparaíso,54,Petorca,5402,Cabildo,-
5,5402.0,20663,-,2020/04/10,5,Valparaíso,54,Petorca,5402,Cabildo,-
5,5402.0,20663,-,2020/04/08,5,Valparaíso,54,Petorca,5402,Cabildo,-
5,5402.0,20663,-,2020/04/03,5,Valparaíso,54,Petorca,5402,Cabildo,-
5,5402.0,20663,-,2020/04/06,5,Valparaíso,54,Petorca,5402,Cabildo,-
5,5402.0,20663,-,2020/03/30,5,Valparaíso,54,Petorca,5402,Cabildo,-
5,5502.0,53591,6,2020/04/01,5,Valparaíso,55,Quillota,5502,Calera,11.195909760967327
5,5502.0,53591,9,2020/04/10,5,Valparaíso,55,Quillota,5502,Calera,16.79386464145099
5,5502.0,53591,9,2020/04/08,5,Valparaíso,55,Quillota,5502,Calera,16.79386464145099
5,5502.0,53591,7,2020/04/03,5,Valparaíso,55,Quillota,5502,Calera,13.061894721128548
