Poblacion,Casos Confirmados,Fecha,Region ID,Region,Provincia ID,Provincia,Comuna ID,Comuna,Tasa
8277,6,2020/04/10,5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,72.49003262051468
8277,5,2020/04/08,5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,60.408360517095566
8277,5,2020/04/03,5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,60.408360517095566
8277,5,2020/04/06,5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,60.408360517095566
8277,-,2020/03/30,5,Valparaíso,52,Isla de Pascua,5201,Isla de Pascua,-
1033,-,2020/04/01,5,Valparaíso,51,Valparaíso,5104,Juan Fernández,-
1033,-,2020/04/10,5,Valparaíso,51,Valparaíso,5104,Juan Fernández,-
1033,-,2020/04/08,5,Valparaíso,51,Valparaíso,5104,Juan Fernández,-
1033,-,2020/04/03,5,Valparaíso,51,Valparaíso,5104,Juan Fernández,-
1033,-,2020/04/06,5,Valparaíso,51,Valparaíso,5104,Juan Fernández,-
1033,-,2020/03/30,5,Valparaíso,51,Valparaíso,5104,Juan Fernández,-
25321,-,2020/04/01,5,Valparaíso,55,Quillota,5504,La Cruz,-
25321,-,2020/04/10,5,Valparaíso,55,Quillota,5504,La Cruz,-
25321,-,2020/04/08,5,Valparaíso,55,Quillota,5504,La Cruz,-
25321,-,2020/04/03,5,Valparaíso,55,Quillota,5504,La Cruz,-
25321,-,2020/04/06,5,Valparaíso,55,Quillota,5504,La Cruz,-
25321,-,2020/03/30,5,Valparaíso,55,Quillota,5504,La Cruz,-
37739,-,2020/04/01,5,Valparaíso,54,Petorca,5401,La Ligua,-
37739,-,2020/04/10,5,Valparaíso,54,Petorca,5401,La Ligua,-
37739,-,2020/04/08,5,Valparaíso,54,Petorca,5401,La Ligua,-
37739,-,2020/04/03,5,Valparaíso,54,Petorca,5401,La Ligua,-
37739,-,2020/04/06,5,Valparaíso,54,Petorca,5401,La Ligua,-
37739,-,2020/03/30,5,Valparaíso,54,Petorca,5401,La Ligua,-
49931,-,2020/04/01,5,Valparaíso,58,Marga Marga,5802,Limache,-
49931,7,2020/04/10,5,Valparaíso,58,Marga Marga,5802,Limache,14.019346698443853
49931,5,2020/04/08,5,Valparaíso,58,Marga Marga,5802,Limache,10.013819070317037
49931,-,2020/04/03,5,Valparaíso,58,Marga Marga,5802,Limache,-
49931,4,2020/04/06,5,Valparaíso,58,Marga Marga,5802,Limache,8.01105525625363
49931,-,2020/03/30,5,Valparaíso,58,Marga Marga,5802,Limache,-
26533,-,2020/04/01,5,Valparaíso,57,San Felipe de Aconcagua,5703,Llaillay,-
26533,-,2020/04/10,5,Valparaíso,57,San Felipe de Aconcagua,5703,Llaillay,-
26533,-,2020/04/08,5,Valparaíso,57,San Felipe de Aconcagua,5703,Llaillay,-
26533,-,2020/04/03,5,Valparaíso,57,San Felipe de Aconcagua,5703,Llaillay,-
26533,-,2020/04/06,5,Valparaíso,57,San Felipe de Aconcagua,5703,Llaillay,-
26533,-,2020/03/30,5,Valparaíso,57,San Felipe de Aconcagua,5703,Llaillay,-
68093,-,2020/04/01,5,Valparaíso,53,Los Andes,5301,Los Andes,-
68093,6,2020/04/10,5,Valparaíso,53,Los Andes,5301,Los Andes,8.811478419220771
68093,6,2020/04/08,5,Valparaíso,53,Los Andes,5301,Los Andes,8.811478419220771
68093,-,2020/04/03,5,Valparaíso,53,Los Andes,5301,Los Andes,-
68093,-,2020/04/06,5,Valparaíso,53,Los Andes,5301,Los Andes,-
68093,-,2020/03/30,5,Valparaíso,53,Los Andes,5301,Los Andes,-
23490,-,2020/04/01,5,Valparaíso,55,Quillota,5506,Nogales,-
23490,-,2020/04/10,5,Valparaíso,55,Quillota,5506,Nogales,-
23490,-,2020/04/08,5,Valparaíso,55,Quillota,5506,Nogales,-
23490,-,2020/04/03,5,Valparaíso,55,Quillota,5506,Nogales,-
23490,-,2020/04/06,5,Valparaíso,55,Quillota,5506,Nogales,-
23490,-,2020/03/30,5,Valparaíso,55,Quillota,5506,Nogales,-
19266,-,2020/04/01,5,Valparaíso,58,Marga Marga,5803,Olmué,-
19266,-,2020/04/10,5,Valparaíso,58,Marga Marga,5803,Olmué,-
19266,-,2020/04/08,5,Valparaíso,58,Marga Marga,5803,Olmué,-
19266,-,2020/04/03,5,Valparaíso,58,Marga Marga,5803,Olmué,-
19266,-,2020/04/06,5,Valparaíso,58,Marga Marga,5803,Olmué,-
19266,-,2020/03/30,5,Valparaíso,58,Marga Marga,5803,Olmué,-
7633,-,2020/04/01,5,Valparaíso,57,San Felipe de Aconcagua,5704,Panquehue,-
7633,-,2020/04/10,5,Valparaíso,57,San Felipe de Aconcagua,5704,Panquehue,-
7633,-,2020/04/08,5,Valparaíso,57,San Felipe de Aconcagua,5704,Panquehue,-
7633,-,2020/04/03,5,Valparaíso,57,San Felipe de Aconcagua,5704,Panquehue,-
7633,-,2020/04/06,5,Valparaíso,57,San Felipe de Aconcagua,5704,Panquehue,-
7633,-,2020/03/30,5,Valparaíso,57,San Felipe de Aconcagua,5704,Panquehue,-
6201,-,2020/04/01,5,Valparaíso,54,Petorca,5403,Papudo,-
6201,-,2020/04/10,5,Valparaíso,54,Petorca,5403,Papudo,-
6201,-,2020/04/08,5,Valparaíso,54,Petorca,5403,Papudo,-
6201,-,2020/04/03,5,Valparaíso,54,Petorca,5403,Papudo,-
6201,-,2020/04/06,5,Valparaíso,54,Petorca,5403,Papudo,-
6201,-,2020/03/30,5,Valparaíso,54,Petorca,5403,Papudo,-
10558,-,2020/04/01,5,Valparaíso,54,Petorca,5404,Petorca,-
10558,5,2020/04/10,5,Valparaíso,54,Petorca,5404,Petorca,47.35745406326956
10558,4,2020/04/08,5,Valparaíso,54,Petorca,5404,Petorca,37.885963250615646
10558,-,2020/04/03,5,Valparaíso,54,Petorca,5404,Petorca,-
10558,5,2020/04/06,5,Valparaíso,54,Petorca,5404,Petorca,47.35745406326956
10558,-,2020/03/30,5,Valparaíso,54,Petorca,5404,Petorca,-
20071,-,2020/04/01,5,Valparaíso,51,Valparaíso,5105,Puchuncaví,-
20071,-,2020/04/10,5,Valparaíso,51,Valparaíso,5105,Puchuncaví,-
20071,-,2020/04/08,5,Valparaíso,51,Valparaíso,5105,Puchuncaví,-
20071,-,2020/04/03,5,Valparaíso,51,Valparaíso,5105,Puchuncaví,-
20071,-,2020/04/06,5,Valparaíso,51,Valparaíso,5105,Puchuncaví,-
20071,-,2020/03/30,5,Valparaíso,51,Valparaíso,5105,Puchuncaví,-
17645,-,2020/04/01,5,Valparaíso,57,San Felipe de Aconcagua,5705,Putaendo,-
17645,-,2020/04/10,5,Valparaíso,57,San Felipe de Aconcagua,5705,Putaendo,-
17645,-,2020/04/08,5,Valparaíso,57,San Felipe de Aconcagua,5705,Putaendo,-
17645,-,2020/04/03,5,Valparaíso,57,San Felipe de Aconcagua,5705,Putaendo,-
17645,-,2020/04/06,5,Valparaíso,57,San Felipe de Aconcagua,5705,Putaendo,-
17645,-,2020/03/30,5,Valparaíso,57,San Felipe de Aconcagua,5705,Putaendo,-
97572,7,2020/04/01,5,Valparaíso,55,Quillota,5501,Quillota,7.174189316607223
97572,13,2020/04/10,5,Valparaíso,55,Quillota,5501,Quillota,13.3234944451277
97572,13,2020/04/08,5,Valparaíso,55,Quillota,5501,Quillota,13.3234944451277
97572,9,2020/04/03,5,Valparaíso,55,Quillota,5501,Quillota,9.223957692780715
97572,9,2020/04/06,5,Valparaíso,55,Quillota,5501,Quillota,9.223957692780715
97572,6,2020/03/30,5,Valparaíso,55,Quillota,5501,Quillota,6.149305128520477
167085,10,2020/04/01,5,Valparaíso,58,Marga Marga,5801,Quilpué,5.984977705958046
167085,18,2020/04/10,5,Valparaíso,58,Marga Marga,5801,Quilpué,10.772959870724481
167085,15,2020/04/08,5,Valparaíso,58,Marga Marga,5801,Quilpué,8.977466558937069
167085,11,2020/04/03,5,Valparaíso,58,Marga Marga,5801,Quilpué,6.58347547655385
167085,12,2020/04/06,5,Valparaíso,58,Marga Marga,5801,Quilpué,7.181973247149655
167085,11,2020/03/30,5,Valparaíso,58,Marga Marga,5801,Quilpué,6.58347547655385
36135,-,2020/04/01,5,Valparaíso,51,Valparaíso,5107,Quintero,-
36135,4,2020/04/10,5,Valparaíso,51,Valparaíso,5107,Quintero,11.069600110696001
36135,-,2020/04/08,5,Valparaíso,51,Valparaíso,5107,Quintero,-
36135,-,2020/04/03,5,Valparaíso,51,Valparaíso,5107,Quintero,-
36135,-,2020/04/06,5,Valparaíso,51,Valparaíso,5107,Quintero,-
36135,-,2020/03/30,5,Valparaíso,51,Valparaíso,5107,Quintero,-
11263,-,2020/04/01,5,Valparaíso,53,Los Andes,5303,Rinconada,-
11263,-,2020/04/10,5,Valparaíso,53,Los Andes,5303,Rinconada,-
11263,-,2020/04/08,5,Valparaíso,53,Los Andes,5303,Rinconada,-
11263,-,2020/04/03,5,Valparaíso,53,Los Andes,5303,Rinconada,-
11263,-,2020/04/06,5,Valparaíso,53,Los Andes,5303,Rinconada,-
11263,-,2020/03/30,5,Valparaíso,53,Los Andes,5303,Rinconada,-
96761,4,2020/04/01,5,Valparaíso,56,San Antonio,5601,San Antonio,4.133896921280268
96761,13,2020/04/10,5,Valparaíso,56,San Antonio,5601,San Antonio,13.435164994160871
96761,9,2020/04/08,5,Valparaíso,56,San Antonio,5601,San Antonio,9.301268072880603
96761,8,2020/04/03,5,Valparaíso,56,San Antonio,5601,San Antonio,8.267793842560536
96761,9,2020/04/06,5,Valparaíso,56,San Antonio,5601,San Antonio,9.301268072880603
96761,-,2020/03/30,5,Valparaíso,56,San Antonio,5601,San Antonio,-
20643,-,2020/04/01,5,Valparaíso,53,Los Andes,5304,San Esteban,-
20643,-,2020/04/10,5,Valparaíso,53,Los Andes,5304,San Esteban,-
20643,-,2020/04/08,5,Valparaíso,53,Los Andes,5304,San Esteban,-
20643,-,2020/04/03,5,Valparaíso,53,Los Andes,5304,San Esteban,-
20643,-,2020/04/06,5,Valparaíso,53,Los Andes,5304,San Esteban,-
20643,-,2020/03/30,5,Valparaíso,53,Los Andes,5304,San Esteban,-
83494,-,2020/04/01,5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,-
83494,6,2020/04/10,5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,7.186145112223633
83494,6,2020/04/08,5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,7.186145112223633
83494,5,2020/04/03,5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,5.98845426018636
83494,5,2020/04/06,5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,5.98845426018636
83494,-,2020/03/30,5,Valparaíso,57,San Felipe de Aconcagua,5701,San Felipe,-
16367,-,2020/04/01,5,Valparaíso,57,San Felipe de Aconcagua,5706,Santa María,-
16367,-,2020/04/10,5,Valparaíso,57,San Felipe de Aconcagua,5706,Santa María,-
16367,-,2020/04/08,5,Valparaíso,57,San Felipe de Aconcagua,5706,Santa María,-
16367,-,2020/04/03,5,Valparaíso,57,San Felipe de Aconcagua,5706,Santa María,-
16367,-,2020/04/06,5,Valparaíso,57,San Felipe de Aconcagua,5706,Santa María,-
16367,-,2020/03/30,5,Valparaíso,57,San Felipe de Aconcagua,5706,Santa María,-
11934,-,2020/04/01,5,Valparaíso,56,San Antonio,5606,Santo Domingo,-
11934,5,2020/04/10,5,Valparaíso,56,San Antonio,5606,Santo Domingo,41.897100720630135
11934,5,2020/04/08,5,Valparaíso,56,San Antonio,5606,Santo Domingo,41.897100720630135
11934,-,2020/04/03,5,Valparaíso,56,San Antonio,5606,Santo Domingo,-
11934,-,2020/04/06,5,Valparaíso,56,San Antonio,5606,Santo Domingo,-
11934,-,2020/03/30,5,Valparaíso,56,San Antonio,5606,Santo Domingo,-
315732,26,2020/04/01,5,Valparaíso,51,Valparaíso,5101,Valparaíso,8.234832072770578
315732,39,2020/04/10,5,Valparaíso,51,Valparaíso,5101,Valparaíso,12.352248109155866
315732,36,2020/04/08,5,Valparaíso,51,Valparaíso,5101,Valparaíso,11.402075177682338
315732,23,2020/04/03,5,Valparaíso,51,Valparaíso,5101,Valparaíso,7.284659141297049
315732,26,2020/04/06,5,Valparaíso,51,Valparaíso,5101,Valparaíso,8.234832072770578
315732,16,2020/03/30,5,Valparaíso,51,Valparaíso,5101,Valparaíso,5.067588967858817
139310,8,2020/04/01,5,Valparaíso,58,Marga Marga,5804,Villa Alemana,5.742588471753643
139310,12,2020/04/10,5,Valparaíso,58,Marga Marga,5804,Villa Alemana,8.613882707630465
139310,12,2020/04/08,5,Valparaíso,58,Marga Marga,5804,Villa Alemana,8.613882707630465
139310,11,2020/04/03,5,Valparaíso,58,Marga Marga,5804,Villa Alemana,7.8960591486612595
139310,11,2020/04/06,5,Valparaíso,58,Marga Marga,5804,Villa Alemana,7.8960591486612595
139310,6,2020/03/30,5,Valparaíso,58,Marga Marga,5804,Villa Alemana,4.306941353815232
361371,38,2020/04/01,5,Valparaíso,51,Valparaíso,5109,Viña del Mar,10.515508992143808
361371,69,2020/04/10,5,Valparaíso,51,Valparaíso,5109,Viña del Mar,19.09395053836639
361371,66,2020/04/08,5,Valparaíso,51,Valparaíso,5109,Viña del Mar,18.26377877582872
361371,47,2020/04/03,5,Valparaíso,51,Valparaíso,5109,Viña del Mar,13.006024279756815
361371,53,2020/04/06,5,Valparaíso,51,Valparaíso,5109,Viña del Mar,14.666367804832154
361371,29,2020/03/30,5,Valparaíso,51,Valparaíso,5109,Viña del Mar,8.0249937045308
7994,0,2020/04/01,5,Valparaíso,54,Petorca,5405,Zapallar,0.0
7994,-,2020/04/10,5,Valparaíso,54,Petorca,5405,Zapallar,-
7994,-,2020/04/08,5,Valparaíso,54,Petorca,5405,Zapallar,-
7994,-,2020/04/03,5,Valparaíso,54,Petorca,5405,Zapallar,-
7994,-,2020/04/06,5,Valparaíso,54,Petorca,5405,Zapallar,-
7994,-,2020/03/30,5,Valparaíso,54,Petorca,5405,Zapallar,-
7405,-,2020/04/01,13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,-
7405,-,2020/04/10,13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,-
7405,-,2020/04/08,13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,-
7405,-,2020/04/03,13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,-
7405,-,2020/04/06,13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,-
7405,-,2020/03/30,13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,-
109641,8,2020/04/01,13,Metropolitana de Santiago,134,Maipo,13402,Buin,7.296540527722294
109641,29,2020/04/10,13,Metropolitana de Santiago,134,Maipo,13402,Buin,26.449959412993316
109641,20,2020/04/08,13,Metropolitana de Santiago,134,Maipo,13402,Buin,18.241351319305736
109641,14,2020/04/03,13,Metropolitana de Santiago,134,Maipo,13402,Buin,12.768945923514014
109641,20,2020/04/06,13,Metropolitana de Santiago,134,Maipo,13402,Buin,18.241351319305736
109641,7,2020/03/30,13,Metropolitana de Santiago,134,Maipo,13402,Buin,6.384472961757007
28525,7,2020/04/01,13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,24.539877300613497
28525,8,2020/04/10,13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,28.045574057843996
28525,8,2020/04/08,13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,28.045574057843996
28525,7,2020/04/03,13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,24.539877300613497
28525,7,2020/04/06,13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,24.539877300613497
28525,6,2020/03/30,13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,21.034180543383
88956,4,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,4.496605063177301
88956,21,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,23.607176581680832
88956,11,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,12.365663923737579
88956,4,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,4.496605063177301
88956,5,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,5.620756328971626
88956,-,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,-
142465,21,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,14.740462569753975
142465,42,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,29.48092513950795
142465,36,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,25.269364405292528
142465,26,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,18.250096514933492
142465,31,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,21.759730460113012
142465,19,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,13.336608991682168
180353,39,2020/04/01,13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,21.62425909189201
180353,66,2020/04/10,13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,36.594900001663405
180353,62,2020/04/08,13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,34.377027274289865
180353,47,2020/04/03,13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,26.060004546639092
180353,50,2020/04/06,13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,27.723409092169245
180353,32,2020/03/30,13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,17.742981818988316
139195,18,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,12.93149897625633
139195,47,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,33.76558066022486
139195,38,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,27.2998311720967
139195,22,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,15.805165415424405
139195,32,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,22.989331513344588
139195,14,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,10.057832537088258
36430,5,2020/04/01,13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,13.724951962668131
36430,10,2020/04/10,13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,27.449903925336262
36430,9,2020/04/08,13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,24.704913532802635
36430,5,2020/04/03,13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,13.724951962668131
36430,8,2020/04/06,13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,21.95992314026901
36430,5,2020/03/30,13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,13.724951962668131
172000,28,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,16.27906976744186
172000,64,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,37.2093023255814
172000,46,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,26.74418604651163
172000,35,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,20.348837209302324
172000,37,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,21.511627906976745
172000,18,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,10.465116279069768
40014,-,2020/04/01,13,Metropolitana de Santiago,136,Talagante,13602,El Monte,-
40014,9,2020/04/10,13,Metropolitana de Santiago,136,Talagante,13602,El Monte,22.49212775528565
40014,7,2020/04/08,13,Metropolitana de Santiago,136,Talagante,13602,El Monte,17.49387714299995
40014,-,2020/04/03,13,Metropolitana de Santiago,136,Talagante,13602,El Monte,-
40014,5,2020/04/06,13,Metropolitana de Santiago,136,Talagante,13602,El Monte,12.495626530714251
40014,-,2020/03/30,13,Metropolitana de Santiago,136,Talagante,13602,El Monte,-
206792,22,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,10.638709427830864
206792,61,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,29.498239777167395
206792,41,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,19.82668575186661
206792,25,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,12.089442531625982
206792,36,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,17.408797245541415
206792,16,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,7.737243220240628
112528,19,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,16.884686478032133
112528,38,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,33.76937295606427
112528,35,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,31.10336982795393
112528,22,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,19.55068960614247
112528,32,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,28.437366699843594
112528,17,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,15.10735105929191
142065,17,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13108,Independencia,11.966353429768064
142065,37,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13108,Independencia,26.04441628831873
142065,31,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13108,Independencia,21.82099743075353
142065,22,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13108,Independencia,15.48586914440573
142065,26,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13108,Independencia,18.301481716115862
142065,15,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13108,Independencia,10.558547143912998
40171,-,2020/04/01,13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,-
40171,10,2020/04/10,13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,24.893579945731997
40171,7,2020/04/08,13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,17.425505962012398
40171,-,2020/04/03,13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,-
40171,4,2020/04/06,13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,9.957431978292798
40171,-,2020/03/30,13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,-
100434,12,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,11.948145050480912
100434,34,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,33.85307764302925
100434,26,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,25.88764760937531
100434,12,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,11.948145050480912
100434,20,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,19.913575084134855
100434,10,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,9.956787542067428
402433,58,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13110,La Florida,14.412336960438134
402433,126,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13110,La Florida,31.309559603710433
402433,103,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13110,La Florida,25.59432253319186
402433,67,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13110,La Florida,16.64873407498888
402433,91,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13110,La Florida,22.612459713790866
402433,43,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13110,La Florida,10.685008436186893
122557,8,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13111,La Granja,6.527574924320928
122557,36,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13111,La Granja,29.374087159444176
122557,26,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13111,La Granja,21.214618504043017
122557,16,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13111,La Granja,13.055149848641856
122557,24,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13111,La Granja,19.582724772962784
122557,5,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13111,La Granja,4.07973432770058
189335,10,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,5.281643647503103
189335,39,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,20.5984102252621
189335,25,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,13.204109118757758
189335,13,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,6.866136741754034
189335,18,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,9.506958565505585
189335,-,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,-
100252,26,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13113,La Reina,25.934644695367673
100252,52,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13113,La Reina,51.86928939073535
100252,44,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13113,La Reina,43.889398715237604
100252,30,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13113,La Reina,29.924590033116548
100252,35,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13113,La Reina,34.912021705302635
100252,24,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13113,La Reina,23.939672026493238
126898,10,2020/04/01,13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,7.880344843890368
126898,26,2020/04/10,13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,20.48889659411496
126898,18,2020/04/08,13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,14.184620719002664
126898,13,2020/04/03,13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,10.24444829705748
126898,14,2020/04/06,13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,11.032482781446516
126898,10,2020/03/30,13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,7.880344843890368
330759,208,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,62.88566599850647
330759,281,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,84.95611608452076
330759,266,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,80.42109209424385
330759,224,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,67.72302492146851
330759,258,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,78.00241263276283
330759,181,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,54.72262281600803
124076,78,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,62.86469583158709
124076,110,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,88.65534027531513
124076,105,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,84.62555208098263
124076,85,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,68.5063993036526
124076,97,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,78.17789097005061
124076,68,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,54.80511944292208
103865,7,2020/04/01,13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,6.739517643094401
103865,34,2020/04/10,13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,32.734799980744235
103865,23,2020/04/08,13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,22.144129398738748
103865,9,2020/04/03,13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,8.665094112549944
103865,15,2020/04/06,13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,14.441823520916575
103865,4,2020/03/30,13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,3.8511529389110866
