,Fecha,Origen,Destino,Viajes
10038,2020-03-10,Pudahuel,Cerrillos,196
10039,2020-03-10,Pudahuel,Cerro Navia,2058
10040,2020-03-10,Pudahuel,Conchali,350
10041,2020-03-10,Pudahuel,El Bosque,155
10042,2020-03-10,Pudahuel,Estacion Central,3249
10043,2020-03-10,Pudahuel,Huechuraba,216
10044,2020-03-10,Pudahuel,Independencia,668
10045,2020-03-10,Pudahuel,La Cisterna,687
10046,2020-03-10,Pudahuel,La Florida,1440
10047,2020-03-10,Pudahuel,La Granja,46
10048,2020-03-10,Pudahuel,La Pintana,98
10049,2020-03-10,Pudahuel,La Reina,562
10050,2020-03-10,Pudahuel,Las Condes,3997
10051,2020-03-10,Pudahuel,Lo Barnechea,260
10052,2020-03-10,Pudahuel,Lo Espejo,111
10053,2020-03-10,Pudahuel,Lo Prado,4738
10054,2020-03-10,Pudahuel,Macul,974
10055,2020-03-10,Pudahuel,Maipu,2953
10056,2020-03-10,Pudahuel,Nunoa,2639
10057,2020-03-10,Pudahuel,Pedro Aguirre Cerda,143
10058,2020-03-10,Pudahuel,Penalolen,338
10059,2020-03-10,Pudahuel,Providencia,7079
10060,2020-03-10,Pudahuel,Pudahuel,12750
10061,2020-03-10,Pudahuel,Puente Alto,707
10062,2020-03-10,Pudahuel,Quilicura,632
10063,2020-03-10,Pudahuel,Quinta Normal,2052
10064,2020-03-10,Pudahuel,Recoleta,1652
10065,2020-03-10,Pudahuel,Renca,564
10066,2020-03-10,Pudahuel,San Bernardo,336
10067,2020-03-10,Pudahuel,San Joaquin,599
10068,2020-03-10,Pudahuel,San Miguel,913
10069,2020-03-10,Pudahuel,San Ramon,137
10070,2020-03-10,Pudahuel,Santiago,17833
10071,2020-03-10,Pudahuel,Vitacura,465
10072,2020-03-10,Puente Alto,Cerrillos,402
10073,2020-03-10,Puente Alto,Cerro Navia,154
10074,2020-03-10,Puente Alto,Conchali,506
10075,2020-03-10,Puente Alto,El Bosque,384
10076,2020-03-10,Puente Alto,Estacion Central,2748
10077,2020-03-10,Puente Alto,Huechuraba,503
10078,2020-03-10,Puente Alto,Independencia,1045
10079,2020-03-10,Puente Alto,La Cisterna,1973
10080,2020-03-10,Puente Alto,La Florida,13757
10081,2020-03-10,Puente Alto,La Granja,882
10082,2020-03-10,Puente Alto,La Pintana,1209
10083,2020-03-10,Puente Alto,La Reina,4144
10084,2020-03-10,Puente Alto,Las Condes,14414
10085,2020-03-10,Puente Alto,Lo Barnechea,676
10086,2020-03-10,Puente Alto,Lo Espejo,111
10087,2020-03-10,Puente Alto,Lo Prado,1086
10088,2020-03-10,Puente Alto,Macul,4606
10089,2020-03-10,Puente Alto,Maipu,318
10090,2020-03-10,Puente Alto,Nunoa,6833
10091,2020-03-10,Puente Alto,Pedro Aguirre Cerda,461
10092,2020-03-10,Puente Alto,Penalolen,3883
10093,2020-03-10,Puente Alto,Providencia,24478
10094,2020-03-10,Puente Alto,Pudahuel,710
10095,2020-03-10,Puente Alto,Puente Alto,43093
10096,2020-03-10,Puente Alto,Quilicura,927
10097,2020-03-10,Puente Alto,Quinta Normal,626
10098,2020-03-10,Puente Alto,Recoleta,1976
10099,2020-03-10,Puente Alto,Renca,152
10100,2020-03-10,Puente Alto,San Bernardo,289
10101,2020-03-10,Puente Alto,San Joaquin,2136
10102,2020-03-10,Puente Alto,San Miguel,1698
10103,2020-03-10,Puente Alto,San Ramon,552
10104,2020-03-10,Puente Alto,Santiago,25011
10105,2020-03-10,Puente Alto,Vitacura,1052
10106,2020-03-10,Quilicura,Cerrillos,262
10107,2020-03-10,Quilicura,Cerro Navia,178
10108,2020-03-10,Quilicura,Conchali,4353
10109,2020-03-10,Quilicura,El Bosque,138
10110,2020-03-10,Quilicura,Estacion Central,2143
10111,2020-03-10,Quilicura,Huechuraba,864
10112,2020-03-10,Quilicura,Independencia,3382
10113,2020-03-10,Quilicura,La Cisterna,943
10114,2020-03-10,Quilicura,La Florida,1304
10115,2020-03-10,Quilicura,La Granja,91
10116,2020-03-10,Quilicura,La Pintana,146
10117,2020-03-10,Quilicura,La Reina,855
10118,2020-03-10,Quilicura,Las Condes,3173
10119,2020-03-10,Quilicura,Lo Barnechea,296
10120,2020-03-10,Quilicura,Lo Espejo,89
10121,2020-03-10,Quilicura,Lo Prado,1001
10122,2020-03-10,Quilicura,Macul,936
10123,2020-03-10,Quilicura,Maipu,551
10124,2020-03-10,Quilicura,Nunoa,3292
10125,2020-03-10,Quilicura,Pedro Aguirre Cerda,261
10126,2020-03-10,Quilicura,Penalolen,600
10127,2020-03-10,Quilicura,Providencia,5751
10128,2020-03-10,Quilicura,Pudahuel,857
10129,2020-03-10,Quilicura,Puente Alto,840
10130,2020-03-10,Quilicura,Quilicura,15004
10131,2020-03-10,Quilicura,Quinta Normal,521
10132,2020-03-10,Quilicura,Recoleta,2596
10133,2020-03-10,Quilicura,Renca,973
10134,2020-03-10,Quilicura,San Bernardo,307
10135,2020-03-10,Quilicura,San Joaquin,417
10136,2020-03-10,Quilicura,San Miguel,1091
10137,2020-03-10,Quilicura,San Ramon,166
10138,2020-03-10,Quilicura,Santiago,17846
10139,2020-03-10,Quilicura,Vitacura,783
10140,2020-03-10,Quinta Normal,Cerrillos,215
10141,2020-03-10,Quinta Normal,Cerro Navia,2349
10142,2020-03-10,Quinta Normal,Conchali,257
10143,2020-03-10,Quinta Normal,El Bosque,94
10144,2020-03-10,Quinta Normal,Estacion Central,1268
10145,2020-03-10,Quinta Normal,Huechuraba,168
10146,2020-03-10,Quinta Normal,Independencia,361
10147,2020-03-10,Quinta Normal,La Cisterna,443
10148,2020-03-10,Quinta Normal,La Florida,977
10149,2020-03-10,Quinta Normal,La Granja,49
10150,2020-03-10,Quinta Normal,La Pintana,66
10151,2020-03-10,Quinta Normal,La Reina,444
10152,2020-03-10,Quinta Normal,Las Condes,2606
10153,2020-03-10,Quinta Normal,Lo Barnechea,232
10154,2020-03-10,Quinta Normal,Lo Espejo,113
10155,2020-03-10,Quinta Normal,Lo Prado,1328
10156,2020-03-10,Quinta Normal,Macul,596
10157,2020-03-10,Quinta Normal,Maipu,713
10158,2020-03-10,Quinta Normal,Nunoa,1641
10159,2020-03-10,Quinta Normal,Pedro Aguirre Cerda,118
10160,2020-03-10,Quinta Normal,Penalolen,266
10161,2020-03-10,Quinta Normal,Providencia,4342
10162,2020-03-10,Quinta Normal,Pudahuel,1660
10163,2020-03-10,Quinta Normal,Puente Alto,623
10164,2020-03-10,Quinta Normal,Quilicura,429
10165,2020-03-10,Quinta Normal,Quinta Normal,4365
10166,2020-03-10,Quinta Normal,Recoleta,835
10167,2020-03-10,Quinta Normal,Renca,940
10168,2020-03-10,Quinta Normal,San Bernardo,307
10169,2020-03-10,Quinta Normal,San Joaquin,379
10170,2020-03-10,Quinta Normal,San Miguel,501
10171,2020-03-10,Quinta Normal,San Ramon,105
10172,2020-03-10,Quinta Normal,Santiago,11067
10173,2020-03-10,Quinta Normal,Vitacura,407
10174,2020-03-10,Quinta Normal,(En Blanco),2
10175,2020-03-10,Recoleta,Cerrillos,640
10176,2020-03-10,Recoleta,Cerro Navia,309
10177,2020-03-10,Recoleta,Conchali,3499
10178,2020-03-10,Recoleta,El Bosque,377
10179,2020-03-10,Recoleta,Estacion Central,4440
10180,2020-03-10,Recoleta,Huechuraba,2977
10181,2020-03-10,Recoleta,Independencia,4082
10182,2020-03-10,Recoleta,La Cisterna,3238
10183,2020-03-10,Recoleta,La Florida,2304
10184,2020-03-10,Recoleta,La Granja,198
10185,2020-03-10,Recoleta,La Pintana,297
10186,2020-03-10,Recoleta,La Reina,848
10187,2020-03-10,Recoleta,Las Condes,4470
10188,2020-03-10,Recoleta,Lo Barnechea,364
10189,2020-03-10,Recoleta,Lo Espejo,225
10190,2020-03-10,Recoleta,Lo Prado,2736
10191,2020-03-10,Recoleta,Macul,924
10192,2020-03-10,Recoleta,Maipu,1098
10193,2020-03-10,Recoleta,Nunoa,3394
10194,2020-03-10,Recoleta,Pedro Aguirre Cerda,765
10195,2020-03-10,Recoleta,Penalolen,687
10196,2020-03-10,Recoleta,Providencia,7431
10197,2020-03-10,Recoleta,Pudahuel,1388
10198,2020-03-10,Recoleta,Puente Alto,1587
10199,2020-03-10,Recoleta,Quilicura,2794
10200,2020-03-10,Recoleta,Quinta Normal,739
10201,2020-03-10,Recoleta,Recoleta,20560
10202,2020-03-10,Recoleta,Renca,695
10203,2020-03-10,Recoleta,San Bernardo,712
10204,2020-03-10,Recoleta,San Joaquin,617
10205,2020-03-10,Recoleta,San Miguel,3393
10206,2020-03-10,Recoleta,San Ramon,513
10207,2020-03-10,Recoleta,Santiago,25896
10208,2020-03-10,Recoleta,Vitacura,780
10209,2020-03-10,Renca,Cerrillos,146
10210,2020-03-10,Renca,Cerro Navia,457
10211,2020-03-10,Renca,Conchali,581
10212,2020-03-10,Renca,El Bosque,82
10213,2020-03-10,Renca,Estacion Central,946
10214,2020-03-10,Renca,Huechuraba,306
10215,2020-03-10,Renca,Independencia,1212
10216,2020-03-10,Renca,La Cisterna,399
10217,2020-03-10,Renca,La Florida,532
10218,2020-03-10,Renca,La Granja,30
10219,2020-03-10,Renca,La Pintana,63
10220,2020-03-10,Renca,La Reina,382
10221,2020-03-10,Renca,Las Condes,2091
10222,2020-03-10,Renca,Lo Barnechea,159
10223,2020-03-10,Renca,Lo Espejo,81
10224,2020-03-10,Renca,Lo Prado,330
10225,2020-03-10,Renca,Macul,344
10226,2020-03-10,Renca,Maipu,506
10227,2020-03-10,Renca,Nunoa,1237
10228,2020-03-10,Renca,Pedro Aguirre Cerda,99
10229,2020-03-10,Renca,Penalolen,252
10230,2020-03-10,Renca,Providencia,3390
10231,2020-03-10,Renca,Pudahuel,808
10232,2020-03-10,Renca,Puente Alto,301
10233,2020-03-10,Renca,Quilicura,626
10234,2020-03-10,Renca,Quinta Normal,847
10235,2020-03-10,Renca,Recoleta,1025
10236,2020-03-10,Renca,Renca,7484
10237,2020-03-10,Renca,San Bernardo,197
10238,2020-03-10,Renca,San Joaquin,265
10239,2020-03-10,Renca,San Miguel,523
10240,2020-03-10,Renca,San Ramon,99
10241,2020-03-10,Renca,Santiago,7155
10242,2020-03-10,Renca,Vitacura,283
10243,2020-03-10,San Bernardo,Cerrillos,322
10244,2020-03-10,San Bernardo,Cerro Navia,83
10245,2020-03-10,San Bernardo,Conchali,182
10246,2020-03-10,San Bernardo,El Bosque,1721
10247,2020-03-10,San Bernardo,Estacion Central,8811
10248,2020-03-10,San Bernardo,Huechuraba,157
10249,2020-03-10,San Bernardo,Independencia,400
10250,2020-03-10,San Bernardo,La Cisterna,1384
10251,2020-03-10,San Bernardo,La Florida,829
10252,2020-03-10,San Bernardo,La Granja,88
10253,2020-03-10,San Bernardo,La Pintana,605
10254,2020-03-10,San Bernardo,La Reina,533
10255,2020-03-10,San Bernardo,Las Condes,3089
10256,2020-03-10,San Bernardo,Lo Barnechea,130
10257,2020-03-10,San Bernardo,Lo Espejo,740
10258,2020-03-10,San Bernardo,Lo Prado,581
10259,2020-03-10,San Bernardo,Macul,683
10260,2020-03-10,San Bernardo,Maipu,292
10261,2020-03-10,San Bernardo,Nunoa,1898
10262,2020-03-10,San Bernardo,Pedro Aguirre Cerda,1584
10263,2020-03-10,San Bernardo,Penalolen,372
10264,2020-03-10,San Bernardo,Providencia,5645
10265,2020-03-10,San Bernardo,Pudahuel,212
10266,2020-03-10,San Bernardo,Puente Alto,351
10267,2020-03-10,San Bernardo,Quilicura,355
10268,2020-03-10,San Bernardo,Quinta Normal,190
10269,2020-03-10,San Bernardo,Recoleta,1045
10270,2020-03-10,San Bernardo,Renca,131
10271,2020-03-10,San Bernardo,San Bernardo,9138
10272,2020-03-10,San Bernardo,San Joaquin,355
10273,2020-03-10,San Bernardo,San Miguel,1094
10274,2020-03-10,San Bernardo,San Ramon,157
10275,2020-03-10,San Bernardo,Santiago,9259
10276,2020-03-10,San Bernardo,Vitacura,203
10277,2020-03-10,San Joaquin,Cerrillos,340
10278,2020-03-10,San Joaquin,Cerro Navia,116
10279,2020-03-10,San Joaquin,Conchali,244
10280,2020-03-10,San Joaquin,El Bosque,153
10281,2020-03-10,San Joaquin,Estacion Central,771
10282,2020-03-10,San Joaquin,Huechuraba,92
10283,2020-03-10,San Joaquin,Independencia,422
10284,2020-03-10,San Joaquin,La Cisterna,605
10285,2020-03-10,San Joaquin,La Florida,3101
10286,2020-03-10,San Joaquin,La Granja,153
10287,2020-03-10,San Joaquin,La Pintana,128
10288,2020-03-10,San Joaquin,La Reina,323
10289,2020-03-10,San Joaquin,Las Condes,1636
10290,2020-03-10,San Joaquin,Lo Barnechea,95
10291,2020-03-10,San Joaquin,Lo Espejo,141
10292,2020-03-10,San Joaquin,Lo Prado,670
10293,2020-03-10,San Joaquin,Macul,996
10294,2020-03-10,San Joaquin,Maipu,463
10295,2020-03-10,San Joaquin,Nunoa,1286
10296,2020-03-10,San Joaquin,Pedro Aguirre Cerda,398
10297,2020-03-10,San Joaquin,Penalolen,290
10298,2020-03-10,San Joaquin,Providencia,3167
10299,2020-03-10,San Joaquin,Pudahuel,550
10300,2020-03-10,San Joaquin,Puente Alto,1786
10301,2020-03-10,San Joaquin,Quilicura,399
10302,2020-03-10,San Joaquin,Quinta Normal,285
10303,2020-03-10,San Joaquin,Recoleta,745
10304,2020-03-10,San Joaquin,Renca,137
10305,2020-03-10,San Joaquin,San Bernardo,284
10306,2020-03-10,San Joaquin,San Joaquin,1805
10307,2020-03-10,San Joaquin,San Miguel,1258
10308,2020-03-10,San Joaquin,San Ramon,186
10309,2020-03-10,San Joaquin,Santiago,7283
10310,2020-03-10,San Joaquin,Vitacura,80
10311,2020-03-10,San Miguel,Cerrillos,635
10312,2020-03-10,San Miguel,Cerro Navia,201
10313,2020-03-10,San Miguel,Conchali,450
10314,2020-03-10,San Miguel,El Bosque,682
10315,2020-03-10,San Miguel,Estacion Central,2740
10316,2020-03-10,San Miguel,Huechuraba,342
10317,2020-03-10,San Miguel,Independencia,907
10318,2020-03-10,San Miguel,La Cisterna,5988
10319,2020-03-10,San Miguel,La Florida,1886
10320,2020-03-10,San Miguel,La Granja,234
10321,2020-03-10,San Miguel,La Pintana,631
10322,2020-03-10,San Miguel,La Reina,609
10323,2020-03-10,San Miguel,Las Condes,4777
10324,2020-03-10,San Miguel,Lo Barnechea,134
10325,2020-03-10,San Miguel,Lo Espejo,746
10326,2020-03-10,San Miguel,Lo Prado,1534
10327,2020-03-10,San Miguel,Macul,824
10328,2020-03-10,San Miguel,Maipu,750
10329,2020-03-10,San Miguel,Nunoa,2469
10330,2020-03-10,San Miguel,Pedro Aguirre Cerda,1839
10331,2020-03-10,San Miguel,Penalolen,434
10332,2020-03-10,San Miguel,Providencia,9038
10333,2020-03-10,San Miguel,Pudahuel,689
10334,2020-03-10,San Miguel,Puente Alto,1414
10335,2020-03-10,San Miguel,Quilicura,768
10336,2020-03-10,San Miguel,Quinta Normal,442
10337,2020-03-10,San Miguel,Recoleta,3135
10338,2020-03-10,San Miguel,Renca,229
10339,2020-03-10,San Miguel,San Bernardo,715
10340,2020-03-10,San Miguel,San Joaquin,1061
10341,2020-03-10,San Miguel,San Miguel,9348
10342,2020-03-10,San Miguel,San Ramon,985
10343,2020-03-10,San Miguel,Santiago,21080
10344,2020-03-10,San Miguel,Vitacura,154
10345,2020-03-10,San Ramon,Cerrillos,86
10346,2020-03-10,San Ramon,Cerro Navia,24
10347,2020-03-10,San Ramon,Conchali,108
10348,2020-03-10,San Ramon,El Bosque,175
10349,2020-03-10,San Ramon,Estacion Central,772
10350,2020-03-10,San Ramon,Huechuraba,114
10351,2020-03-10,San Ramon,Independencia,170
10352,2020-03-10,San Ramon,La Cisterna,1895
10353,2020-03-10,San Ramon,La Florida,1954
10354,2020-03-10,San Ramon,La Granja,653
10355,2020-03-10,San Ramon,La Pintana,1051
10356,2020-03-10,San Ramon,La Reina,429
10357,2020-03-10,San Ramon,Las Condes,1694
10358,2020-03-10,San Ramon,Lo Barnechea,107
10359,2020-03-10,San Ramon,Lo Espejo,64
10360,2020-03-10,San Ramon,Lo Prado,291
10361,2020-03-10,San Ramon,Macul,491
10362,2020-03-10,San Ramon,Maipu,80
10363,2020-03-10,San Ramon,Nunoa,924
10364,2020-03-10,San Ramon,Pedro Aguirre Cerda,131
10365,2020-03-10,San Ramon,Penalolen,519
10366,2020-03-10,San Ramon,Providencia,2625
10367,2020-03-10,San Ramon,Pudahuel,127
10368,2020-03-10,San Ramon,Puente Alto,868
10369,2020-03-10,San Ramon,Quilicura,191
10370,2020-03-10,San Ramon,Quinta Normal,120
10371,2020-03-10,San Ramon,Recoleta,631
10372,2020-03-10,San Ramon,Renca,65
10373,2020-03-10,San Ramon,San Bernardo,111
10374,2020-03-10,San Ramon,San Joaquin,193
10375,2020-03-10,San Ramon,San Miguel,1092
10376,2020-03-10,San Ramon,San Ramon,1606
10377,2020-03-10,San Ramon,Santiago,4094
10378,2020-03-10,San Ramon,Vitacura,140
10379,2020-03-10,San Ramon,La Pintana ,2
10380,2020-03-10,Santiago,Cerrillos,4468
10381,2020-03-10,Santiago,Cerro Navia,5452
10382,2020-03-10,Santiago,Conchali,9747
10383,2020-03-10,Santiago,El Bosque,2889
10384,2020-03-10,Santiago,Estacion Central,37334
10385,2020-03-10,Santiago,Huechuraba,2544
10386,2020-03-10,Santiago,Independencia,12223
10387,2020-03-10,Santiago,La Cisterna,17283
10388,2020-03-10,Santiago,La Florida,25491
10389,2020-03-10,Santiago,La Granja,1385
10390,2020-03-10,Santiago,La Pintana,2267
10391,2020-03-10,Santiago,La Reina,10062
10392,2020-03-10,Santiago,Las Condes,53637
10393,2020-03-10,Santiago,Lo Barnechea,1742
10394,2020-03-10,Santiago,Lo Espejo,2644
10395,2020-03-10,Santiago,Lo Prado,30461
10396,2020-03-10,Santiago,Macul,8275
10397,2020-03-10,Santiago,Maipu,15330
10398,2020-03-10,Santiago,Nunoa,37376
10399,2020-03-10,Santiago,Pedro Aguirre Cerda,6747
10400,2020-03-10,Santiago,Penalolen,7639
10401,2020-03-10,Santiago,Providencia,80062
10402,2020-03-10,Santiago,Pudahuel,14062
10403,2020-03-10,Santiago,Puente Alto,18614
10404,2020-03-10,Santiago,Quilicura,12971
10405,2020-03-10,Santiago,Quinta Normal,10603
10406,2020-03-10,Santiago,Recoleta,23640
10407,2020-03-10,Santiago,Renca,4350
10408,2020-03-10,Santiago,San Bernardo,7363
10409,2020-03-10,Santiago,San Joaquin,5052
10410,2020-03-10,Santiago,San Miguel,22016
10411,2020-03-10,Santiago,San Ramon,3669
10412,2020-03-10,Santiago,Santiago,124919
10413,2020-03-10,Santiago,Vitacura,2350
10414,2020-03-10,Vitacura,Cerrillos,279
10415,2020-03-10,Vitacura,Cerro Navia,648
10416,2020-03-10,Vitacura,Conchali,447
10417,2020-03-10,Vitacura,El Bosque,191
10418,2020-03-10,Vitacura,Estacion Central,1480
10419,2020-03-10,Vitacura,Huechuraba,695
10420,2020-03-10,Vitacura,Independencia,550
10421,2020-03-10,Vitacura,La Cisterna,593
10422,2020-03-10,Vitacura,La Florida,1198
10423,2020-03-10,Vitacura,La Granja,165
10424,2020-03-10,Vitacura,La Pintana,301
10425,2020-03-10,Vitacura,La Reina,337
10426,2020-03-10,Vitacura,Las Condes,4861
10427,2020-03-10,Vitacura,Lo Barnechea,379
10428,2020-03-10,Vitacura,Lo Espejo,136
10429,2020-03-10,Vitacura,Lo Prado,1125
10430,2020-03-10,Vitacura,Macul,683
10431,2020-03-10,Vitacura,Maipu,994
10432,2020-03-10,Vitacura,Nunoa,1089
10433,2020-03-10,Vitacura,Pedro Aguirre Cerda,357
10434,2020-03-10,Vitacura,Penalolen,828
10435,2020-03-10,Vitacura,Providencia,3303
10436,2020-03-10,Vitacura,Pudahuel,638
10437,2020-03-10,Vitacura,Puente Alto,1606
10438,2020-03-10,Vitacura,Quilicura,646
10439,2020-03-10,Vitacura,Quinta Normal,685
10440,2020-03-10,Vitacura,Recoleta,898
10441,2020-03-10,Vitacura,Renca,283
10442,2020-03-10,Vitacura,San Bernardo,339
10443,2020-03-10,Vitacura,San Joaquin,138
10444,2020-03-10,Vitacura,San Miguel,557
10445,2020-03-10,Vitacura,San Ramon,242
10446,2020-03-10,Vitacura,Santiago,5656
10447,2020-03-10,Vitacura,Vitacura,2338
10448,2020-03-11,Cerrillos,Cerrillos,4701
10449,2020-03-11,Cerrillos,Cerro Navia,91
10450,2020-03-11,Cerrillos,Conchali,144
10451,2020-03-11,Cerrillos,El Bosque,142
10452,2020-03-11,Cerrillos,Estacion Central,2126
10453,2020-03-11,Cerrillos,Huechuraba,136
10454,2020-03-11,Cerrillos,Independencia,327
10455,2020-03-11,Cerrillos,La Cisterna,482
10456,2020-03-11,Cerrillos,La Florida,594
10457,2020-03-11,Cerrillos,La Granja,44
10458,2020-03-11,Cerrillos,La Pintana,55
10459,2020-03-11,Cerrillos,La Reina,384
10460,2020-03-11,Cerrillos,Las Condes,2754
10461,2020-03-11,Cerrillos,Lo Barnechea,97
10462,2020-03-11,Cerrillos,Lo Espejo,559
10463,2020-03-11,Cerrillos,Lo Prado,187
10464,2020-03-11,Cerrillos,Macul,632
10465,2020-03-11,Cerrillos,Maipu,4820
10466,2020-03-11,Cerrillos,Nunoa,2204
10467,2020-03-11,Cerrillos,Pedro Aguirre Cerda,528
10468,2020-03-11,Cerrillos,Penalolen,202
10469,2020-03-11,Cerrillos,Providencia,4957
10470,2020-03-11,Cerrillos,Pudahuel,227
10471,2020-03-11,Cerrillos,Puente Alto,328
10472,2020-03-11,Cerrillos,Quilicura,241
10473,2020-03-11,Cerrillos,Quinta Normal,209
10474,2020-03-11,Cerrillos,Recoleta,817
10475,2020-03-11,Cerrillos,Renca,101
10476,2020-03-11,Cerrillos,San Bernardo,354
10477,2020-03-11,Cerrillos,San Joaquin,347
10478,2020-03-11,Cerrillos,San Miguel,768
10479,2020-03-11,Cerrillos,San Ramon,82
10480,2020-03-11,Cerrillos,Santiago,5390
10481,2020-03-11,Cerrillos,Vitacura,194
10482,2020-03-11,Cerro Navia,Cerrillos,95
10483,2020-03-11,Cerro Navia,Cerro Navia,4437
10484,2020-03-11,Cerro Navia,Conchali,111
10485,2020-03-11,Cerro Navia,El Bosque,50
10486,2020-03-11,Cerro Navia,Estacion Central,1057
10487,2020-03-11,Cerro Navia,Huechuraba,119
10488,2020-03-11,Cerro Navia,Independencia,193
10489,2020-03-11,Cerro Navia,La Cisterna,290
10490,2020-03-11,Cerro Navia,La Florida,470
10491,2020-03-11,Cerro Navia,La Granja,20
10492,2020-03-11,Cerro Navia,La Pintana,28
10493,2020-03-11,Cerro Navia,La Reina,324
10494,2020-03-11,Cerro Navia,Las Condes,2509
10495,2020-03-11,Cerro Navia,Lo Barnechea,297
10496,2020-03-11,Cerro Navia,Lo Espejo,51
10497,2020-03-11,Cerro Navia,Lo Prado,1364
10498,2020-03-11,Cerro Navia,Macul,355
10499,2020-03-11,Cerro Navia,Maipu,719
10500,2020-03-11,Cerro Navia,Nunoa,1323
10501,2020-03-11,Cerro Navia,Pedro Aguirre Cerda,71
10502,2020-03-11,Cerro Navia,Penalolen,168
10503,2020-03-11,Cerro Navia,Providencia,3402
10504,2020-03-11,Cerro Navia,Pudahuel,2908
10505,2020-03-11,Cerro Navia,Puente Alto,160
10506,2020-03-11,Cerro Navia,Quilicura,241
10507,2020-03-11,Cerro Navia,Quinta Normal,2745
10508,2020-03-11,Cerro Navia,Recoleta,472
10509,2020-03-11,Cerro Navia,Renca,366
10510,2020-03-11,Cerro Navia,San Bernardo,117
10511,2020-03-11,Cerro Navia,San Joaquin,240
10512,2020-03-11,Cerro Navia,San Miguel,402
10513,2020-03-11,Cerro Navia,San Ramon,33
10514,2020-03-11,Cerro Navia,Santiago,7085
10515,2020-03-11,Cerro Navia,Vitacura,571
10516,2020-03-11,Conchali,Cerrillos,145
10517,2020-03-11,Conchali,Cerro Navia,149
10518,2020-03-11,Conchali,Conchali,7922
10519,2020-03-11,Conchali,El Bosque,45
10520,2020-03-11,Conchali,Estacion Central,942
10521,2020-03-11,Conchali,Huechuraba,1518
10522,2020-03-11,Conchali,Independencia,3348
10523,2020-03-11,Conchali,La Cisterna,438
10524,2020-03-11,Conchali,La Florida,575
10525,2020-03-11,Conchali,La Granja,27
10526,2020-03-11,Conchali,La Pintana,32
10527,2020-03-11,Conchali,La Reina,505
10528,2020-03-11,Conchali,Las Condes,2284
10529,2020-03-11,Conchali,Lo Barnechea,202
10530,2020-03-11,Conchali,Lo Espejo,47
10531,2020-03-11,Conchali,Lo Prado,433
10532,2020-03-11,Conchali,Macul,365
10533,2020-03-11,Conchali,Maipu,277
10534,2020-03-11,Conchali,Nunoa,1655
10535,2020-03-11,Conchali,Pedro Aguirre Cerda,121
10536,2020-03-11,Conchali,Penalolen,251
10537,2020-03-11,Conchali,Providencia,3189
10538,2020-03-11,Conchali,Pudahuel,342
10539,2020-03-11,Conchali,Puente Alto,287
10540,2020-03-11,Conchali,Quilicura,2077
10541,2020-03-11,Conchali,Quinta Normal,359
10542,2020-03-11,Conchali,Recoleta,3315
10543,2020-03-11,Conchali,Renca,680
10544,2020-03-11,Conchali,San Bernardo,123
10545,2020-03-11,Conchali,San Joaquin,235
10546,2020-03-11,Conchali,San Miguel,617
10547,2020-03-11,Conchali,San Ramon,89
10548,2020-03-11,Conchali,Santiago,8735
10549,2020-03-11,Conchali,Vitacura,345
10550,2020-03-11,El Bosque,Cerrillos,142
10551,2020-03-11,El Bosque,Cerro Navia,51
10552,2020-03-11,El Bosque,Conchali,100
10553,2020-03-11,El Bosque,El Bosque,2987
10554,2020-03-11,El Bosque,Estacion Central,2108
10555,2020-03-11,El Bosque,Huechuraba,125
10556,2020-03-11,El Bosque,Independencia,190
10557,2020-03-11,El Bosque,La Cisterna,1937
10558,2020-03-11,El Bosque,La Florida,686
10559,2020-03-11,El Bosque,La Granja,67
10560,2020-03-11,El Bosque,La Pintana,793
10561,2020-03-11,El Bosque,La Reina,338
10562,2020-03-11,El Bosque,Las Condes,1950
10563,2020-03-11,El Bosque,Lo Barnechea,136
10564,2020-03-11,El Bosque,Lo Espejo,147
10565,2020-03-11,El Bosque,Lo Prado,220
10566,2020-03-11,El Bosque,Macul,390
10567,2020-03-11,El Bosque,Maipu,151
10568,2020-03-11,El Bosque,Nunoa,1059
10569,2020-03-11,El Bosque,Pedro Aguirre Cerda,395
10570,2020-03-11,El Bosque,Penalolen,243
10571,2020-03-11,El Bosque,Providencia,2970
10572,2020-03-11,El Bosque,Pudahuel,103
10573,2020-03-11,El Bosque,Puente Alto,521
10574,2020-03-11,El Bosque,Quilicura,202
10575,2020-03-11,El Bosque,Quinta Normal,111
10576,2020-03-11,El Bosque,Recoleta,739
10577,2020-03-11,El Bosque,Renca,70
10578,2020-03-11,El Bosque,San Bernardo,2189
10579,2020-03-11,El Bosque,San Joaquin,235
10580,2020-03-11,El Bosque,San Miguel,1201
10581,2020-03-11,El Bosque,San Ramon,116
10582,2020-03-11,El Bosque,Santiago,4851
10583,2020-03-11,El Bosque,Vitacura,198
10584,2020-03-11,Estacion Central,Cerrillos,1336
10585,2020-03-11,Estacion Central,Cerro Navia,954
10586,2020-03-11,Estacion Central,Conchali,763
10587,2020-03-11,Estacion Central,El Bosque,1228
10588,2020-03-11,Estacion Central,Estacion Central,19737
10589,2020-03-11,Estacion Central,Huechuraba,481
10590,2020-03-11,Estacion Central,Independencia,1472
10591,2020-03-11,Estacion Central,La Cisterna,1881
10592,2020-03-11,Estacion Central,La Florida,2009
10593,2020-03-11,Estacion Central,La Granja,153
10594,2020-03-11,Estacion Central,La Pintana,346
