,Fecha,Origen,Destino,Viajes
79465,2020-05-09,Cerrillos,Nunoa,263
79466,2020-05-09,Cerrillos,Pedro Aguirre Cerda,75
79467,2020-05-09,Cerrillos,Penalolen,33
79468,2020-05-09,Cerrillos,Providencia,384
79469,2020-05-09,Cerrillos,Pudahuel,14
79470,2020-05-09,Cerrillos,Puente Alto,54
79471,2020-05-09,Cerrillos,Quilicura,17
79472,2020-05-09,Cerrillos,Quinta Normal,37
79473,2020-05-09,Cerrillos,Recoleta,110
79474,2020-05-09,Cerrillos,Renca,10
79475,2020-05-09,Cerrillos,San Bernardo,75
79476,2020-05-09,Cerrillos,San Joaquin,54
79477,2020-05-09,Cerrillos,San Miguel,63
79478,2020-05-09,Cerrillos,San Ramon,9
79479,2020-05-09,Cerrillos,Santiago,598
79480,2020-05-09,Cerrillos,Vitacura,4
79481,2020-05-09,Cerro Navia,Cerrillos,19
79482,2020-05-09,Cerro Navia,Cerro Navia,289
79483,2020-05-09,Cerro Navia,Conchali,24
79484,2020-05-09,Cerro Navia,El Bosque,5
79485,2020-05-09,Cerro Navia,Estacion Central,128
79486,2020-05-09,Cerro Navia,Huechuraba,2
79487,2020-05-09,Cerro Navia,Independencia,33
79488,2020-05-09,Cerro Navia,La Cisterna,28
79489,2020-05-09,Cerro Navia,La Florida,39
79490,2020-05-09,Cerro Navia,La Pintana,3
79491,2020-05-09,Cerro Navia,La Reina,57
79492,2020-05-09,Cerro Navia,Las Condes,280
79493,2020-05-09,Cerro Navia,Lo Barnechea,10
79494,2020-05-09,Cerro Navia,Lo Espejo,8
79495,2020-05-09,Cerro Navia,Lo Prado,191
79496,2020-05-09,Cerro Navia,Macul,22
79497,2020-05-09,Cerro Navia,Maipu,137
79498,2020-05-09,Cerro Navia,Nunoa,167
79499,2020-05-09,Cerro Navia,Pedro Aguirre Cerda,19
79500,2020-05-09,Cerro Navia,Penalolen,8
79501,2020-05-09,Cerro Navia,Providencia,437
79502,2020-05-09,Cerro Navia,Pudahuel,435
79503,2020-05-09,Cerro Navia,Puente Alto,48
79504,2020-05-09,Cerro Navia,Quilicura,43
79505,2020-05-09,Cerro Navia,Quinta Normal,316
79506,2020-05-09,Cerro Navia,Recoleta,94
79507,2020-05-09,Cerro Navia,Renca,63
79508,2020-05-09,Cerro Navia,San Bernardo,11
79509,2020-05-09,Cerro Navia,San Joaquin,39
79510,2020-05-09,Cerro Navia,San Miguel,78
79511,2020-05-09,Cerro Navia,San Ramon,6
79512,2020-05-09,Cerro Navia,Santiago,710
79513,2020-05-09,Cerro Navia,Vitacura,112
79514,2020-05-09,Conchali,Cerrillos,19
79515,2020-05-09,Conchali,Cerro Navia,19
79516,2020-05-09,Conchali,Conchali,586
79517,2020-05-09,Conchali,El Bosque,2
79518,2020-05-09,Conchali,Estacion Central,118
79519,2020-05-09,Conchali,Huechuraba,90
79520,2020-05-09,Conchali,Independencia,399
79521,2020-05-09,Conchali,La Cisterna,90
79522,2020-05-09,Conchali,La Florida,51
79523,2020-05-09,Conchali,La Granja,2
79524,2020-05-09,Conchali,La Reina,42
79525,2020-05-09,Conchali,Las Condes,196
79526,2020-05-09,Conchali,Lo Barnechea,15
79527,2020-05-09,Conchali,Lo Espejo,8
79528,2020-05-09,Conchali,Lo Prado,54
79529,2020-05-09,Conchali,Macul,33
79530,2020-05-09,Conchali,Maipu,23
79531,2020-05-09,Conchali,Nunoa,248
79532,2020-05-09,Conchali,Pedro Aguirre Cerda,18
79533,2020-05-09,Conchali,Penalolen,40
79534,2020-05-09,Conchali,Providencia,375
79535,2020-05-09,Conchali,Pudahuel,63
79536,2020-05-09,Conchali,Puente Alto,37
79537,2020-05-09,Conchali,Quilicura,268
79538,2020-05-09,Conchali,Quinta Normal,42
79539,2020-05-09,Conchali,Recoleta,295
79540,2020-05-09,Conchali,Renca,19
79541,2020-05-09,Conchali,San Bernardo,24
79542,2020-05-09,Conchali,San Joaquin,35
79543,2020-05-09,Conchali,San Miguel,58
79544,2020-05-09,Conchali,San Ramon,12
79545,2020-05-09,Conchali,Santiago,1046
79546,2020-05-09,Conchali,Vitacura,24
79547,2020-05-09,El Bosque,Cerrillos,22
79548,2020-05-09,El Bosque,Cerro Navia,2
79549,2020-05-09,El Bosque,Conchali,14
79550,2020-05-09,El Bosque,El Bosque,227
79551,2020-05-09,El Bosque,Estacion Central,423
79552,2020-05-09,El Bosque,Huechuraba,2
79553,2020-05-09,El Bosque,Independencia,34
79554,2020-05-09,El Bosque,La Cisterna,246
79555,2020-05-09,El Bosque,La Florida,36
79556,2020-05-09,El Bosque,La Granja,2
79557,2020-05-09,El Bosque,La Pintana,48
79558,2020-05-09,El Bosque,La Reina,26
79559,2020-05-09,El Bosque,Las Condes,156
79560,2020-05-09,El Bosque,Lo Barnechea,11
79561,2020-05-09,El Bosque,Lo Espejo,26
79562,2020-05-09,El Bosque,Lo Prado,29
79563,2020-05-09,El Bosque,Macul,15
79564,2020-05-09,El Bosque,Maipu,20
79565,2020-05-09,El Bosque,Nunoa,81
79566,2020-05-09,El Bosque,Pedro Aguirre Cerda,213
79567,2020-05-09,El Bosque,Penalolen,34
79568,2020-05-09,El Bosque,Providencia,176
79569,2020-05-09,El Bosque,Pudahuel,11
79570,2020-05-09,El Bosque,Puente Alto,55
79571,2020-05-09,El Bosque,Quilicura,13
79572,2020-05-09,El Bosque,Quinta Normal,9
79573,2020-05-09,El Bosque,Recoleta,68
79574,2020-05-09,El Bosque,Renca,5
79575,2020-05-09,El Bosque,San Bernardo,276
79576,2020-05-09,El Bosque,San Joaquin,7
79577,2020-05-09,El Bosque,San Miguel,100
79578,2020-05-09,El Bosque,San Ramon,20
79579,2020-05-09,El Bosque,Santiago,391
79580,2020-05-09,El Bosque,Vitacura,5
79581,2020-05-09,Estacion Central,Cerrillos,206
79582,2020-05-09,Estacion Central,Cerro Navia,85
79583,2020-05-09,Estacion Central,Conchali,126
79584,2020-05-09,Estacion Central,El Bosque,247
79585,2020-05-09,Estacion Central,Estacion Central,2643
79586,2020-05-09,Estacion Central,Huechuraba,16
79587,2020-05-09,Estacion Central,Independencia,273
79588,2020-05-09,Estacion Central,La Cisterna,262
79589,2020-05-09,Estacion Central,La Florida,160
79590,2020-05-09,Estacion Central,La Granja,6
79591,2020-05-09,Estacion Central,La Reina,144
79592,2020-05-09,Estacion Central,Las Condes,1223
79593,2020-05-09,Estacion Central,Lo Barnechea,45
79594,2020-05-09,Estacion Central,Lo Espejo,131
79595,2020-05-09,Estacion Central,Lo Prado,1018
79596,2020-05-09,Estacion Central,Macul,37
79597,2020-05-09,Estacion Central,Maipu,711
79598,2020-05-09,Estacion Central,Nunoa,546
79599,2020-05-09,Estacion Central,Pedro Aguirre Cerda,270
79600,2020-05-09,Estacion Central,Penalolen,100
79601,2020-05-09,Estacion Central,Providencia,1813
79602,2020-05-09,Estacion Central,Pudahuel,314
79603,2020-05-09,Estacion Central,Puente Alto,126
79604,2020-05-09,Estacion Central,Quilicura,161
79605,2020-05-09,Estacion Central,Quinta Normal,154
79606,2020-05-09,Estacion Central,Recoleta,604
79607,2020-05-09,Estacion Central,Renca,39
79608,2020-05-09,Estacion Central,San Bernardo,738
79609,2020-05-09,Estacion Central,San Joaquin,60
79610,2020-05-09,Estacion Central,San Miguel,297
79611,2020-05-09,Estacion Central,San Ramon,65
79612,2020-05-09,Estacion Central,Santiago,3700
79613,2020-05-09,Estacion Central,Vitacura,57
79614,2020-05-09,Huechuraba,Cerrillos,5
79615,2020-05-09,Huechuraba,Cerro Navia,10
79616,2020-05-09,Huechuraba,Conchali,80
79617,2020-05-09,Huechuraba,El Bosque,2
79618,2020-05-09,Huechuraba,Estacion Central,48
79619,2020-05-09,Huechuraba,Huechuraba,222
79620,2020-05-09,Huechuraba,Independencia,53
79621,2020-05-09,Huechuraba,La Cisterna,43
79622,2020-05-09,Huechuraba,La Florida,23
79623,2020-05-09,Huechuraba,La Granja,6
79624,2020-05-09,Huechuraba,La Reina,10
79625,2020-05-09,Huechuraba,Las Condes,71
79626,2020-05-09,Huechuraba,Lo Barnechea,2
79627,2020-05-09,Huechuraba,Lo Espejo,7
79628,2020-05-09,Huechuraba,Lo Prado,29
79629,2020-05-09,Huechuraba,Macul,14
79630,2020-05-09,Huechuraba,Maipu,29
79631,2020-05-09,Huechuraba,Nunoa,37
79632,2020-05-09,Huechuraba,Pedro Aguirre Cerda,15
79633,2020-05-09,Huechuraba,Penalolen,8
79634,2020-05-09,Huechuraba,Providencia,105
79635,2020-05-09,Huechuraba,Pudahuel,34
79636,2020-05-09,Huechuraba,Puente Alto,9
79637,2020-05-09,Huechuraba,Quilicura,70
79638,2020-05-09,Huechuraba,Quinta Normal,10
79639,2020-05-09,Huechuraba,Recoleta,219
79640,2020-05-09,Huechuraba,Renca,11
79641,2020-05-09,Huechuraba,San Bernardo,19
79642,2020-05-09,Huechuraba,San Joaquin,3
79643,2020-05-09,Huechuraba,San Miguel,40
79644,2020-05-09,Huechuraba,San Ramon,10
79645,2020-05-09,Huechuraba,Santiago,220
79646,2020-05-09,Huechuraba,Vitacura,8
79647,2020-05-09,Independencia,Cerrillos,59
79648,2020-05-09,Independencia,Cerro Navia,25
79649,2020-05-09,Independencia,Conchali,348
79650,2020-05-09,Independencia,El Bosque,11
79651,2020-05-09,Independencia,Estacion Central,313
79652,2020-05-09,Independencia,Huechuraba,44
79653,2020-05-09,Independencia,Independencia,500
79654,2020-05-09,Independencia,La Cisterna,114
79655,2020-05-09,Independencia,La Florida,133
79656,2020-05-09,Independencia,La Granja,2
79657,2020-05-09,Independencia,La Pintana,2
79658,2020-05-09,Independencia,La Reina,174
79659,2020-05-09,Independencia,Las Condes,535
79660,2020-05-09,Independencia,Lo Barnechea,31
79661,2020-05-09,Independencia,Lo Espejo,4
79662,2020-05-09,Independencia,Lo Prado,185
79663,2020-05-09,Independencia,Macul,35
79664,2020-05-09,Independencia,Maipu,73
79665,2020-05-09,Independencia,Nunoa,470
79666,2020-05-09,Independencia,Pedro Aguirre Cerda,31
79667,2020-05-09,Independencia,Penalolen,121
79668,2020-05-09,Independencia,Providencia,790
79669,2020-05-09,Independencia,Pudahuel,118
79670,2020-05-09,Independencia,Puente Alto,88
79671,2020-05-09,Independencia,Quilicura,364
79672,2020-05-09,Independencia,Quinta Normal,75
79673,2020-05-09,Independencia,Recoleta,239
79674,2020-05-09,Independencia,Renca,93
79675,2020-05-09,Independencia,San Bernardo,49
79676,2020-05-09,Independencia,San Joaquin,42
79677,2020-05-09,Independencia,San Miguel,219
79678,2020-05-09,Independencia,San Ramon,43
79679,2020-05-09,Independencia,Santiago,1813
79680,2020-05-09,Independencia,Vitacura,53
79681,2020-05-09,La Cisterna,Cerrillos,68
79682,2020-05-09,La Cisterna,Cerro Navia,39
79683,2020-05-09,La Cisterna,Conchali,100
79684,2020-05-09,La Cisterna,El Bosque,64
79685,2020-05-09,La Cisterna,Estacion Central,423
79686,2020-05-09,La Cisterna,Huechuraba,20
79687,2020-05-09,La Cisterna,Independencia,132
79688,2020-05-09,La Cisterna,La Cisterna,1105
79689,2020-05-09,La Cisterna,La Florida,569
79690,2020-05-09,La Cisterna,La Granja,54
79691,2020-05-09,La Cisterna,La Pintana,15
79692,2020-05-09,La Cisterna,La Reina,163
79693,2020-05-09,La Cisterna,Las Condes,598
79694,2020-05-09,La Cisterna,Lo Barnechea,8
79695,2020-05-09,La Cisterna,Lo Espejo,26
79696,2020-05-09,La Cisterna,Lo Prado,256
79697,2020-05-09,La Cisterna,Macul,70
79698,2020-05-09,La Cisterna,Maipu,60
79699,2020-05-09,La Cisterna,Nunoa,494
79700,2020-05-09,La Cisterna,Pedro Aguirre Cerda,53
79701,2020-05-09,La Cisterna,Penalolen,249
79702,2020-05-09,La Cisterna,Providencia,1100
79703,2020-05-09,La Cisterna,Pudahuel,122
79704,2020-05-09,La Cisterna,Puente Alto,249
79705,2020-05-09,La Cisterna,Quilicura,91
79706,2020-05-09,La Cisterna,Quinta Normal,100
79707,2020-05-09,La Cisterna,Recoleta,624
79708,2020-05-09,La Cisterna,Renca,19
79709,2020-05-09,La Cisterna,San Bernardo,76
79710,2020-05-09,La Cisterna,San Joaquin,55
79711,2020-05-09,La Cisterna,San Miguel,891
79712,2020-05-09,La Cisterna,San Ramon,302
79713,2020-05-09,La Cisterna,Santiago,2297
79714,2020-05-09,La Cisterna,Vitacura,22
79715,2020-05-09,La Florida,Cerrillos,67
79716,2020-05-09,La Florida,Cerro Navia,22
79717,2020-05-09,La Florida,Conchali,58
79718,2020-05-09,La Florida,El Bosque,11
79719,2020-05-09,La Florida,Estacion Central,199
79720,2020-05-09,La Florida,Huechuraba,5
79721,2020-05-09,La Florida,Independencia,142
79722,2020-05-09,La Florida,La Cisterna,413
79723,2020-05-09,La Florida,La Florida,2469
79724,2020-05-09,La Florida,La Granja,219
79725,2020-05-09,La Florida,La Pintana,16
79726,2020-05-09,La Florida,La Reina,293
79727,2020-05-09,La Florida,Las Condes,983
79728,2020-05-09,La Florida,Lo Barnechea,27
79729,2020-05-09,La Florida,Lo Espejo,19
79730,2020-05-09,La Florida,Lo Prado,204
79731,2020-05-09,La Florida,Macul,331
79732,2020-05-09,La Florida,Maipu,90
79733,2020-05-09,La Florida,Nunoa,639
79734,2020-05-09,La Florida,Pedro Aguirre Cerda,38
79735,2020-05-09,La Florida,Penalolen,481
79736,2020-05-09,La Florida,Providencia,1555
79737,2020-05-09,La Florida,Pudahuel,158
79738,2020-05-09,La Florida,Puente Alto,1094
79739,2020-05-09,La Florida,Quilicura,111
79740,2020-05-09,La Florida,Quinta Normal,107
79741,2020-05-09,La Florida,Recoleta,244
79742,2020-05-09,La Florida,Renca,19
79743,2020-05-09,La Florida,San Bernardo,27
79744,2020-05-09,La Florida,San Joaquin,211
79745,2020-05-09,La Florida,San Miguel,134
79746,2020-05-09,La Florida,San Ramon,234
79747,2020-05-09,La Florida,Santiago,1535
79748,2020-05-09,La Florida,Vitacura,32
79749,2020-05-09,La Granja,Cerrillos,5
79750,2020-05-09,La Granja,Cerro Navia,3
79751,2020-05-09,La Granja,Conchali,12
79752,2020-05-09,La Granja,El Bosque,3
79753,2020-05-09,La Granja,Estacion Central,19
79754,2020-05-09,La Granja,Huechuraba,8
79755,2020-05-09,La Granja,Independencia,21
79756,2020-05-09,La Granja,La Cisterna,100
79757,2020-05-09,La Granja,La Florida,206
79758,2020-05-09,La Granja,La Granja,171
79759,2020-05-09,La Granja,La Pintana,17
79760,2020-05-09,La Granja,La Reina,32
79761,2020-05-09,La Granja,Las Condes,121
79762,2020-05-09,La Granja,Lo Barnechea,12
79763,2020-05-09,La Granja,Lo Espejo,14
79764,2020-05-09,La Granja,Lo Prado,14
79765,2020-05-09,La Granja,Macul,21
79766,2020-05-09,La Granja,Maipu,25
79767,2020-05-09,La Granja,Nunoa,51
79768,2020-05-09,La Granja,Penalolen,31
79769,2020-05-09,La Granja,Providencia,189
79770,2020-05-09,La Granja,Pudahuel,9
79771,2020-05-09,La Granja,Puente Alto,41
79772,2020-05-09,La Granja,Quilicura,17
79773,2020-05-09,La Granja,Quinta Normal,9
79774,2020-05-09,La Granja,Recoleta,23
79775,2020-05-09,La Granja,Renca,3
79776,2020-05-09,La Granja,San Bernardo,4
79777,2020-05-09,La Granja,San Joaquin,22
79778,2020-05-09,La Granja,San Miguel,49
79779,2020-05-09,La Granja,San Ramon,62
79780,2020-05-09,La Granja,Santiago,229
79781,2020-05-09,La Granja,Vitacura,16
79782,2020-05-09,La Pintana,Cerrillos,11
79783,2020-05-09,La Pintana,Cerro Navia,2
79784,2020-05-09,La Pintana,Conchali,2
79785,2020-05-09,La Pintana,El Bosque,38
79786,2020-05-09,La Pintana,Estacion Central,36
79787,2020-05-09,La Pintana,Huechuraba,5
79788,2020-05-09,La Pintana,Independencia,13
79789,2020-05-09,La Pintana,La Cisterna,138
79790,2020-05-09,La Pintana,La Florida,98
79791,2020-05-09,La Pintana,La Granja,18
79792,2020-05-09,La Pintana,La Pintana,97
79793,2020-05-09,La Pintana,La Reina,16
79794,2020-05-09,La Pintana,Las Condes,91
79795,2020-05-09,La Pintana,Lo Barnechea,3
79796,2020-05-09,La Pintana,Lo Prado,11
79797,2020-05-09,La Pintana,Macul,8
79798,2020-05-09,La Pintana,Maipu,8
79799,2020-05-09,La Pintana,Nunoa,52
79800,2020-05-09,La Pintana,Pedro Aguirre Cerda,11
79801,2020-05-09,La Pintana,Penalolen,20
79802,2020-05-09,La Pintana,Providencia,182
79803,2020-05-09,La Pintana,Pudahuel,2
79804,2020-05-09,La Pintana,Puente Alto,122
79805,2020-05-09,La Pintana,Quilicura,14
79806,2020-05-09,La Pintana,Quinta Normal,12
79807,2020-05-09,La Pintana,Recoleta,36
79808,2020-05-09,La Pintana,Renca,2
79809,2020-05-09,La Pintana,San Bernardo,46
79810,2020-05-09,La Pintana,San Joaquin,10
79811,2020-05-09,La Pintana,San Miguel,60
79812,2020-05-09,La Pintana,San Ramon,10
79813,2020-05-09,La Pintana,Santiago,194
79814,2020-05-09,La Pintana,Vitacura,7
79815,2020-05-09,La Reina,Cerrillos,45
79816,2020-05-09,La Reina,Cerro Navia,23
79817,2020-05-09,La Reina,Conchali,41
79818,2020-05-09,La Reina,El Bosque,9
79819,2020-05-09,La Reina,Estacion Central,160
79820,2020-05-09,La Reina,Huechuraba,13
79821,2020-05-09,La Reina,Independencia,165
79822,2020-05-09,La Reina,La Cisterna,112
79823,2020-05-09,La Reina,La Florida,249
79824,2020-05-09,La Reina,La Granja,7
79825,2020-05-09,La Reina,La Pintana,2
79826,2020-05-09,La Reina,La Reina,392
79827,2020-05-09,La Reina,Las Condes,366
79828,2020-05-09,La Reina,Lo Barnechea,21
79829,2020-05-09,La Reina,Lo Espejo,5
79830,2020-05-09,La Reina,Lo Prado,124
79831,2020-05-09,La Reina,Macul,34
79832,2020-05-09,La Reina,Maipu,39
79833,2020-05-09,La Reina,Nunoa,774
79834,2020-05-09,La Reina,Pedro Aguirre Cerda,27
79835,2020-05-09,La Reina,Penalolen,276
79836,2020-05-09,La Reina,Providencia,439
79837,2020-05-09,La Reina,Pudahuel,95
79838,2020-05-09,La Reina,Puente Alto,263
79839,2020-05-09,La Reina,Quilicura,46
79840,2020-05-09,La Reina,Quinta Normal,44
79841,2020-05-09,La Reina,Recoleta,91
79842,2020-05-09,La Reina,Renca,12
79843,2020-05-09,La Reina,San Bernardo,45
79844,2020-05-09,La Reina,San Joaquin,28
79845,2020-05-09,La Reina,San Miguel,100
79846,2020-05-09,La Reina,San Ramon,44
79847,2020-05-09,La Reina,Santiago,778
79848,2020-05-09,La Reina,Vitacura,21
79849,2020-05-09,Las Condes,Cerrillos,219
79850,2020-05-09,Las Condes,Cerro Navia,169
79851,2020-05-09,Las Condes,Conchali,206
79852,2020-05-09,Las Condes,El Bosque,52
79853,2020-05-09,Las Condes,Estacion Central,1297
79854,2020-05-09,Las Condes,Huechuraba,70
79855,2020-05-09,Las Condes,Independencia,514
79856,2020-05-09,Las Condes,La Cisterna,490
79857,2020-05-09,Las Condes,La Florida,874
79858,2020-05-09,Las Condes,La Granja,39
79859,2020-05-09,Las Condes,La Pintana,21
79860,2020-05-09,Las Condes,La Reina,270
79861,2020-05-09,Las Condes,Las Condes,3232
79862,2020-05-09,Las Condes,Lo Barnechea,332
79863,2020-05-09,Las Condes,Lo Espejo,73
79864,2020-05-09,Las Condes,Lo Prado,1002
79865,2020-05-09,Las Condes,Macul,168
79866,2020-05-09,Las Condes,Maipu,532
79867,2020-05-09,Las Condes,Nunoa,944
79868,2020-05-09,Las Condes,Pedro Aguirre Cerda,194
79869,2020-05-09,Las Condes,Penalolen,565
79870,2020-05-09,Las Condes,Providencia,2354
79871,2020-05-09,Las Condes,Pudahuel,583
79872,2020-05-09,Las Condes,Puente Alto,807
79873,2020-05-09,Las Condes,Quilicura,115
79874,2020-05-09,Las Condes,Quinta Normal,291
79875,2020-05-09,Las Condes,Recoleta,528
79876,2020-05-09,Las Condes,Renca,81
79877,2020-05-09,Las Condes,San Bernardo,264
79878,2020-05-09,Las Condes,San Joaquin,96
79879,2020-05-09,Las Condes,San Miguel,413
79880,2020-05-09,Las Condes,San Ramon,167
79881,2020-05-09,Las Condes,Santiago,3870
79882,2020-05-09,Las Condes,Vitacura,164
79883,2020-05-09,Lo Barnechea,Cerrillos,13
79884,2020-05-09,Lo Barnechea,Cerro Navia,17
79885,2020-05-09,Lo Barnechea,Conchali,21
79886,2020-05-09,Lo Barnechea,El Bosque,4
79887,2020-05-09,Lo Barnechea,Estacion Central,118
79888,2020-05-09,Lo Barnechea,Huechuraba,6
79889,2020-05-09,Lo Barnechea,Independencia,62
79890,2020-05-09,Lo Barnechea,La Cisterna,36
79891,2020-05-09,Lo Barnechea,La Florida,53
79892,2020-05-09,Lo Barnechea,La Granja,7
79893,2020-05-09,Lo Barnechea,La Pintana,5
79894,2020-05-09,Lo Barnechea,La Reina,25
79895,2020-05-09,Lo Barnechea,Las Condes,367
79896,2020-05-09,Lo Barnechea,Lo Barnechea,335
79897,2020-05-09,Lo Barnechea,Lo Espejo,6
79898,2020-05-09,Lo Barnechea,Lo Prado,89
79899,2020-05-09,Lo Barnechea,Macul,14
79900,2020-05-09,Lo Barnechea,Maipu,23
79901,2020-05-09,Lo Barnechea,Nunoa,87
79902,2020-05-09,Lo Barnechea,Pedro Aguirre Cerda,32
79903,2020-05-09,Lo Barnechea,Penalolen,40
79904,2020-05-09,Lo Barnechea,Providencia,155
79905,2020-05-09,Lo Barnechea,Pudahuel,45
79906,2020-05-09,Lo Barnechea,Puente Alto,73
79907,2020-05-09,Lo Barnechea,Quilicura,20
79908,2020-05-09,Lo Barnechea,Quinta Normal,33
79909,2020-05-09,Lo Barnechea,Recoleta,55
79910,2020-05-09,Lo Barnechea,Renca,22
79911,2020-05-09,Lo Barnechea,San Bernardo,5
79912,2020-05-09,Lo Barnechea,San Joaquin,16
79913,2020-05-09,Lo Barnechea,San Miguel,23
79914,2020-05-09,Lo Barnechea,San Ramon,16
79915,2020-05-09,Lo Barnechea,Santiago,335
79916,2020-05-09,Lo Barnechea,Vitacura,152
79917,2020-05-09,Lo Espejo,Cerrillos,64
79918,2020-05-09,Lo Espejo,Cerro Navia,9
79919,2020-05-09,Lo Espejo,Conchali,14
79920,2020-05-09,Lo Espejo,El Bosque,25
79921,2020-05-09,Lo Espejo,Estacion Central,259
79922,2020-05-09,Lo Espejo,Huechuraba,12
79923,2020-05-09,Lo Espejo,Independencia,11
79924,2020-05-09,Lo Espejo,La Cisterna,141
79925,2020-05-09,Lo Espejo,La Florida,50
79926,2020-05-09,Lo Espejo,La Granja,16
79927,2020-05-09,Lo Espejo,La Pintana,4
79928,2020-05-09,Lo Espejo,La Reina,17
79929,2020-05-09,Lo Espejo,Las Condes,124
79930,2020-05-09,Lo Espejo,Lo Barnechea,6
79931,2020-05-09,Lo Espejo,Lo Espejo,163
79932,2020-05-09,Lo Espejo,Lo Prado,24
79933,2020-05-09,Lo Espejo,Macul,8
79934,2020-05-09,Lo Espejo,Maipu,91
79935,2020-05-09,Lo Espejo,Nunoa,79
79936,2020-05-09,Lo Espejo,Pedro Aguirre Cerda,209
79937,2020-05-09,Lo Espejo,Penalolen,17
79938,2020-05-09,Lo Espejo,Providencia,189
79939,2020-05-09,Lo Espejo,Pudahuel,15
79940,2020-05-09,Lo Espejo,Puente Alto,29
79941,2020-05-09,Lo Espejo,Quilicura,13
79942,2020-05-09,Lo Espejo,Quinta Normal,9
79943,2020-05-09,Lo Espejo,Recoleta,65
79944,2020-05-09,Lo Espejo,Renca,4
79945,2020-05-09,Lo Espejo,San Bernardo,162
79946,2020-05-09,Lo Espejo,San Joaquin,11
79947,2020-05-09,Lo Espejo,San Miguel,91
79948,2020-05-09,Lo Espejo,San Ramon,16
79949,2020-05-09,Lo Espejo,Santiago,421
79950,2020-05-09,Lo Espejo,Vitacura,10
79951,2020-05-09,Lo Prado,Cerrillos,18
79952,2020-05-09,Lo Prado,Cerro Navia,179
79953,2020-05-09,Lo Prado,Conchali,52
79954,2020-05-09,Lo Prado,El Bosque,17
79955,2020-05-09,Lo Prado,Estacion Central,1004
79956,2020-05-09,Lo Prado,Huechuraba,14
79957,2020-05-09,Lo Prado,Independencia,196
79958,2020-05-09,Lo Prado,La Cisterna,189
79959,2020-05-09,Lo Prado,La Florida,148
79960,2020-05-09,Lo Prado,La Granja,10
79961,2020-05-09,Lo Prado,La Pintana,2
79962,2020-05-09,Lo Prado,La Reina,123
79963,2020-05-09,Lo Prado,Las Condes,1048
79964,2020-05-09,Lo Prado,Lo Barnechea,32
79965,2020-05-09,Lo Prado,Lo Espejo,16
79966,2020-05-09,Lo Prado,Lo Prado,775
79967,2020-05-09,Lo Prado,Macul,52
79968,2020-05-09,Lo Prado,Maipu,739
79969,2020-05-09,Lo Prado,Nunoa,395
79970,2020-05-09,Lo Prado,Pedro Aguirre Cerda,31
79971,2020-05-09,Lo Prado,Penalolen,49
79972,2020-05-09,Lo Prado,Providencia,1477
79973,2020-05-09,Lo Prado,Pudahuel,791
79974,2020-05-09,Lo Prado,Puente Alto,76
79975,2020-05-09,Lo Prado,Quilicura,107
79976,2020-05-09,Lo Prado,Quinta Normal,213
79977,2020-05-09,Lo Prado,Recoleta,438
79978,2020-05-09,Lo Prado,Renca,58
79979,2020-05-09,Lo Prado,San Bernardo,82
79980,2020-05-09,Lo Prado,San Joaquin,85
79981,2020-05-09,Lo Prado,San Miguel,156
79982,2020-05-09,Lo Prado,San Ramon,22
79983,2020-05-09,Lo Prado,Santiago,2121
79984,2020-05-09,Lo Prado,Vitacura,59
79985,2020-05-09,Macul,Cerrillos,45
79986,2020-05-09,Macul,Cerro Navia,18
79987,2020-05-09,Macul,Conchali,36
79988,2020-05-09,Macul,El Bosque,5
79989,2020-05-09,Macul,Estacion Central,62
79990,2020-05-09,Macul,Huechuraba,2
79991,2020-05-09,Macul,Independencia,55
79992,2020-05-09,Macul,La Cisterna,48
79993,2020-05-09,Macul,La Florida,285
79994,2020-05-09,Macul,La Granja,3
79995,2020-05-09,Macul,La Pintana,7
79996,2020-05-09,Macul,La Reina,29
79997,2020-05-09,Macul,Las Condes,174
79998,2020-05-09,Macul,Lo Barnechea,15
79999,2020-05-09,Macul,Lo Espejo,10
80000,2020-05-09,Macul,Lo Prado,57
80001,2020-05-09,Macul,Macul,271
80002,2020-05-09,Macul,Maipu,48
80003,2020-05-09,Macul,Nunoa,312
80004,2020-05-09,Macul,Pedro Aguirre Cerda,44
80005,2020-05-09,Macul,Penalolen,119
80006,2020-05-09,Macul,Providencia,323
80007,2020-05-09,Macul,Pudahuel,65
80008,2020-05-09,Macul,Puente Alto,158
80009,2020-05-09,Macul,Quilicura,39
80010,2020-05-09,Macul,Quinta Normal,23
80011,2020-05-09,Macul,Recoleta,70
80012,2020-05-09,Macul,Renca,8
80013,2020-05-09,Macul,San Bernardo,25
80014,2020-05-09,Macul,San Joaquin,125
80015,2020-05-09,Macul,San Miguel,79
80016,2020-05-09,Macul,San Ramon,29
80017,2020-05-09,Macul,Santiago,425
80018,2020-05-09,Macul,Vitacura,19
80019,2020-05-09,Maipu,Cerrillos,668
80020,2020-05-09,Maipu,Cerro Navia,163
80021,2020-05-09,Maipu,Conchali,48
80022,2020-05-09,Maipu,El Bosque,19
80023,2020-05-09,Maipu,Estacion Central,1194
80024,2020-05-09,Maipu,Huechuraba,11
80025,2020-05-09,Maipu,Independencia,137
80026,2020-05-09,Maipu,La Cisterna,73
80027,2020-05-09,Maipu,La Florida,141
80028,2020-05-09,Maipu,La Granja,14
80029,2020-05-09,Maipu,La Reina,96
80030,2020-05-09,Maipu,Las Condes,859
