Region,Codigo region,Comuna,Codigo comuna,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12
Libertador General Bernardo O'Higgins,6,La Estrella,6202,7,7,7,6,6,6,6,6,6,6,6,6,8,6,5,6,6,7,6,6,6,5,6,6,4,3,5,4,4,4,5,4,3,4,5,5,5,5,4,3,5,5,5,5,2,3,3
Libertador General Bernardo O'Higgins,6,Las Cabras,6107,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Libertador General Bernardo O'Higgins,6,Litueche,6203,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,5,6,5,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,5,5,4,4,3,3,3
Libertador General Bernardo O'Higgins,6,Lolol,6304,8,9,8,8,9,8,8,7,7,8,8,7,5,7,7,8,8,9,9,8,7,8,7,7,6,6,7,7,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,6,5,6,6
Libertador General Bernardo O'Higgins,6,Machalí,6108,5,5,5,5,4,5,5,5,5,6,5,4,5,5,5,6,6,5,4,5,5,5,4,4,3,3,4,4,4,4,4,3,3,4,5,4,4,4,4,3,4,4,4,4,3,3,3
Libertador General Bernardo O'Higgins,6,Malloa,6109,17,17,18,15,14,15,14,14,14,16,13,13,14,13,14,17,19,16,15,17,15,15,13,12,10,7,11,11,11,12,11,9,7,11,11,11,11,11,9,8,11,11,11,11,6,7,7
Libertador General Bernardo O'Higgins,6,Marchihue,6204,8,9,9,9,9,8,7,7,7,8,7,8,8,7,7,8,9,8,8,8,7,7,8,7,5,4,6,6,6,6,6,5,4,6,7,6,6,6,5,4,6,6,6,6,4,4,4
Libertador General Bernardo O'Higgins,6,Mostazal,6110,5,5,6,5,4,5,5,5,5,6,5,3,4,4,4,5,12,9,8,8,6,6,5,4,3,2,4,4,4,4,4,3,2,4,4,4,4,3,2,1,3,3,3,2,1,1,1
Libertador General Bernardo O'Higgins,6,Nancagua,6305,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,7,6,5,6,5,6,5,5,5,3,5,5,5,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,3,3,3
Libertador General Bernardo O'Higgins,6,Navidad,6205,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Libertador General Bernardo O'Higgins,6,Olivar,6111,12,12,13,11,9,12,12,11,9,10,9,7,9,10,9,10,11,9,7,9,9,9,8,8,6,4,7,7,7,7,7,6,4,7,7,7,7,7,6,5,7,8,7,8,4,5,4
Libertador General Bernardo O'Higgins,6,Palmilla,6306,5,4,5,5,4,5,5,5,5,6,5,5,6,5,5,5,6,5,4,5,5,5,5,5,4,3,4,4,4,4,5,4,3,4,4,5,4,4,4,3,4,5,4,4,3,3,3
Libertador General Bernardo O'Higgins,6,Paredones,6206,3,3,3,3,4,2,2,2,2,2,3,3,1,2,1,2,2,2,3,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1
Libertador General Bernardo O'Higgins,6,Peralillo,6307,10,11,10,8,7,8,8,8,8,8,8,7,11,7,7,8,9,8,7,8,8,8,8,8,7,6,8,8,8,8,8,7,6,8,8,8,8,8,7,6,8,8,7,7,5,6,6
Libertador General Bernardo O'Higgins,6,Peumo,6112,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,5,4,3,2,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,2,3,3
Libertador General Bernardo O'Higgins,6,Pichidegua,6113,10,11,10,8,7,8,8,8,8,9,8,7,9,8,8,9,9,9,7,9,11,9,8,8,7,6,8,8,8,8,8,7,6,8,8,8,8,8,7,6,8,8,8,8,6,6,6
Libertador General Bernardo O'Higgins,6,Pichilemu,6201,5,5,5,6,6,3,3,3,3,3,4,4,2,3,3,3,3,4,4,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1
Libertador General Bernardo O'Higgins,6,Placilla,6308,9,8,9,8,7,8,8,7,6,8,7,6,6,6,6,7,7,6,5,6,6,6,6,6,5,4,5,5,5,6,5,4,4,5,5,5,5,5,5,4,5,5,5,5,3,4,4
Libertador General Bernardo O'Higgins,6,Pumanque,6309,11,11,11,11,11,10,10,10,9,10,10,9,7,9,9,10,11,11,10,10,10,10,10,10,8,7,9,9,9,9,9,8,7,9,10,9,9,9,8,7,9,9,9,8,6,7,7
Libertador General Bernardo O'Higgins,6,Quinta de Tilcoco,6114,8,8,8,8,7,7,7,7,7,8,7,6,7,7,7,8,8,8,7,8,7,7,7,7,6,5,6,7,7,7,7,6,5,7,7,7,7,7,6,5,7,7,7,6,4,5,5
Libertador General Bernardo O'Higgins,6,Rancagua,6101,7,7,7,6,5,8,8,8,8,8,7,5,8,8,7,8,8,6,5,7,6,6,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,3,3,3
Libertador General Bernardo O'Higgins,6,Rengo,6115,7,8,8,7,6,7,7,7,8,8,7,7,8,8,7,8,8,8,7,8,7,7,7,7,5,4,6,6,6,6,6,5,5,6,6,6,6,6,5,4,5,5,5,5,3,4,4
Libertador General Bernardo O'Higgins,6,Requínoa,6116,14,14,14,12,10,13,13,12,11,12,10,9,11,11,11,12,13,10,10,11,11,10,10,10,7,6,9,9,9,9,9,7,6,9,9,9,8,9,7,6,9,9,9,9,5,6,6
Libertador General Bernardo O'Higgins,6,San Fernando,6301,6,6,6,6,4,6,6,6,6,7,6,4,5,5,6,6,6,5,4,5,5,5,4,4,3,2,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,2,3,2
Libertador General Bernardo O'Higgins,6,San Vicente,6117,6,6,6,6,5,5,5,5,5,6,6,5,6,5,5,6,6,6,5,6,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Libertador General Bernardo O'Higgins,6,Santa Cruz,6310,7,7,8,7,5,7,7,7,6,7,6,5,7,7,7,7,8,7,5,7,6,6,6,6,5,3,5,5,5,5,5,4,3,5,5,5,5,5,5,3,5,5,5,5,3,4,3
Los Lagos,10,Ancud,10202,7,7,7,7,6,6,6,7,6,6,6,5,6,6,6,6,6,6,5,6,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Los Lagos,10,Calbuco,10102,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,4,4,4
Los Lagos,10,Castro,10201,6,6,6,5,4,6,6,6,6,6,5,4,6,6,5,6,6,5,4,5,5,5,4,4,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,2,4,4,3,4,2,2,2
Los Lagos,10,Chaitén,10401,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Los Lagos,10,Chonchi,10203,6,5,5,6,6,5,5,5,5,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2
Los Lagos,10,Cochamó,10103,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Los Lagos,10,Curaco de Vélez,10204,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,3,3,3
Los Lagos,10,Dalcahue,10205,6,6,6,6,6,5,6,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3
Los Lagos,10,Fresia,10104,6,7,6,7,6,6,6,6,7,7,6,5,5,6,5,5,5,6,6,6,5,6,6,6,6,5,5,5,6,6,6,5,5,5,6,6,6,5,6,5,5,5,6,6,4,5,5
Los Lagos,10,Frutillar,10105,8,9,9,9,8,7,7,8,7,7,7,6,7,7,7,7,7,7,6,6,6,6,6,6,4,4,4,5,5,5,5,4,4,5,5,5,5,5,4,3,5,5,5,5,3,3,3
Los Lagos,10,Futaleufú,10402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Hualaihué,10403,7,6,6,6,7,6,7,6,6,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4
Los Lagos,10,Llanquihue,10107,8,8,8,8,7,7,7,7,7,7,6,6,7,7,7,7,7,7,6,7,6,6,6,5,6,4,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,5,5,5,3,4,3
Los Lagos,10,Los Muermos,10106,5,5,5,5,5,4,4,5,4,5,5,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Los Lagos,10,Maullín,10108,7,7,7,8,9,6,6,6,6,6,6,6,6,6,5,5,5,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
Los Lagos,10,Osorno,10301,6,6,6,5,4,6,6,7,6,7,5,4,7,6,6,6,7,5,4,6,5,5,4,4,3,2,3,3,3,4,4,3,2,4,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Lagos,10,Palena,10404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Puerto Montt,10101,6,6,6,5,5,6,6,7,6,7,5,4,6,7,6,6,7,5,4,6,5,5,5,5,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,5,3,3,3
Los Lagos,10,Puerto Octay,10302,9,9,9,9,9,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,6,6,6,6,5,5,6,6,6,6,6,5,4,6,6,6,6,4,4,4
Los Lagos,10,Puerto Varas,10109,9,10,10,9,8,9,9,9,9,9,8,7,8,8,8,8,9,8,7,8,7,7,6,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,5,5,5,3,4,4
Los Lagos,10,Puqueldón,10206,7,7,7,8,7,6,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,6,5,5,6,6,6,5,5,5,6,6,6,6,5,5,5,6,6,6,6,5,5,5
Los Lagos,10,Purranque,10303,6,6,6,6,5,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Los Lagos,10,Puyehue,10304,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Los Lagos,10,Queilén,10207,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1
Los Lagos,10,Quellón,10208,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
Los Lagos,10,Quemchi,10209,4,4,4,3,3,3,3,4,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Los Lagos,10,Quinchao,10210,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Los Lagos,10,Río Negro,10305,9,9,10,8,8,9,8,8,7,8,6,6,7,7,7,7,7,6,6,7,6,7,6,6,5,4,5,5,5,5,5,4,3,5,4,4,4,4,4,3,4,5,5,5,3,3,3
Los Lagos,10,San Juan de la Costa,10306,5,4,4,6,7,4,3,3,3,3,4,5,3,3,3,3,3,5,5,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2
Los Lagos,10,San Pablo,10307,6,6,6,6,5,6,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,3,2,3,3,3,4,4,3,2,3,3,2,2,3,2,2,2,3,3,3,1,2,1
Los Ríos,14,Corral,14102,10,10,15,18,13,7,7,9,7,7,7,7,6,6,6,6,6,7,8,6,5,5,5,5,5,4,5,4,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4
Los Ríos,14,Futrono,14202,6,6,6,8,7,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
Los Ríos,14,La Unión,14201,7,7,7,6,5,7,6,7,7,7,6,5,7,6,6,7,7,6,4,5,5,5,5,5,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Los Ríos,14,Lago Ranco,14203,10,10,9,13,11,6,6,6,6,6,7,7,6,5,5,5,6,6,6,5,4,5,5,5,4,4,5,4,4,5,5,4,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4
Los Ríos,14,Lanco,14103,4,5,5,5,5,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Ríos,14,Los Lagos,14104,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,6,5,4,5,5,5,5,5,4,3,4,3,4,4,4,3,2,4,4,4,4,4,3,2,4,4,4,4,2,2,2
Los Ríos,14,Mariquina,14106,5,5,6,6,5,5,5,5,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Los Ríos,14,Máfil,14105,10,10,10,9,9,8,7,8,7,8,6,6,7,7,7,7,8,7,6,7,5,7,6,6,5,3,4,4,4,4,5,4,2,4,4,4,4,4,3,2,4,4,4,4,2,2,2
Los Ríos,14,Paillaco,14107,7,7,7,7,7,6,6,6,6,6,5,5,6,6,6,6,6,5,5,5,5,5,4,4,3,3,3,3,4,4,4,3,2,3,3,3,3,4,3,2,3,4,3,4,2,2,2
Los Ríos,14,Panguipulli,14108,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
Los Ríos,14,Río Bueno,14204,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Los Ríos,14,Valdivia,14101,7,7,7,8,6,7,6,7,6,6,5,4,6,6,6,6,6,5,4,5,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Magallanes y de la Antártica Chilena,12,Cabo de Hornos,12201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12,Laguna Blanca,12102,25,22,27,26,25,20,20,21,18,26,22,21,20,21,20,21,24,21,23,16,15,14,12,12,9,8,7,7,7,7,7,6,5,6,7,9,3,4,3,2,4,5,5,6,3,3,3
Magallanes y de la Antártica Chilena,12,Natales,12401,5,5,5,5,4,4,5,5,5,5,4,3,5,5,4,4,5,4,3,4,4,4,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Magallanes y de la Antártica Chilena,12,Porvenir,12301,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3
Magallanes y de la Antártica Chilena,12,Primavera,12302,3,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
Magallanes y de la Antártica Chilena,12,Punta Arenas,12101,6,6,6,6,5,7,7,7,7,7,6,5,7,7,7,7,7,6,5,6,5,5,5,5,4,3,4,4,4,4,4,4,3,4,5,5,3,3,3,2,3,3,3,3,3,3,2
Magallanes y de la Antártica Chilena,12,Río Verde,12103,0,5,5,7,7,6,7,7,7,6,6,5,7,7,6,6,6,5,5,4,5,5,4,4,5,5,5,5,6,5,6,6,5,4,5,7,4,5,3,3,5,6,5,5,3,4,4
Magallanes y de la Antártica Chilena,12,San Gregorio,12104,8,6,7,6,6,6,7,8,8,8,6,6,7,8,7,7,7,5,5,6,6,6,5,5,5,4,5,5,4,4,3,3,2,3,4,4,3,3,3,2,3,4,3,4,3,2,3
Magallanes y de la Antártica Chilena,12,Timaukel,12303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12,Torres del Paine,12402,7,8,8,8,5,7,5,5,6,6,5,5,5,5,5,6,9,8,7,5,4,2,2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Maule,7,Cauquenes,7201,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2
Maule,7,Chanco,7202,8,7,7,9,10,5,5,4,4,5,6,5,4,4,5,5,5,7,8,5,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,2,3,3
Maule,7,Colbún,7402,5,5,5,6,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Maule,7,Constitución,7102,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,6,5,4,5,4,4,4,4,3,2,3,3,3,3,3,3,2,3,4,4,3,3,3,2,3,4,3,4,2,2,2
Maule,7,Curepto,7103,5,5,4,5,5,3,3,3,3,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,1,1,1
Maule,7,Curicó,7301,6,7,7,6,5,6,6,6,6,7,6,5,6,6,6,6,7,6,4,6,5,5,5,5,4,3,4,4,4,4,4,3,3,4,4,5,4,5,4,3,4,5,4,5,3,3,3
Maule,7,Empedrado,7104,6,6,7,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,6,5,5,4,4,4
Maule,7,Hualañé,7302,6,6,7,7,8,5,4,4,4,5,6,6,4,4,4,4,5,6,6,4,4,4,4,4,3,3,4,4,3,3,3,3,2,3,3,3,3,3,3,2,3,4,3,3,2,2,2
Maule,7,Licantén,7303,9,8,8,11,11,5,5,5,5,6,8,9,5,5,5,5,6,8,9,5,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,2,2,2
Maule,7,Linares,7401,7,7,8,7,5,7,7,7,7,8,6,5,7,7,7,7,8,6,5,7,6,6,5,5,4,3,4,4,4,4,4,4,3,4,4,4,4,5,4,3,4,4,4,4,2,3,2
Maule,7,Longaví,7403,14,14,12,15,13,13,11,10,10,12,11,9,11,10,9,10,13,11,10,11,9,9,8,8,6,4,6,6,6,6,6,4,4,6,6,6,6,6,5,4,6,6,6,6,3,3,3
Maule,7,Maule,7105,9,9,9,9,7,9,8,8,8,9,8,6,8,8,8,8,10,8,7,9,8,8,7,7,6,4,6,6,6,6,6,5,4,6,7,7,6,7,6,5,6,7,7,7,4,4,4
Maule,7,Molina,7304,8,8,9,7,6,7,7,7,7,8,6,5,7,7,6,7,8,7,5,7,6,6,5,5,4,3,4,4,4,4,4,3,2,4,4,4,4,5,3,2,4,4,4,4,2,2,2
Maule,7,Parral,7404,6,6,6,6,4,6,5,5,5,6,5,4,5,5,5,5,6,5,4,5,5,5,4,4,3,2,4,3,3,3,3,3,2,3,4,3,3,3,3,2,3,3,3,4,2,2,2
Maule,7,Pelarco,7106,8,8,8,7,7,7,7,7,7,6,7,7,8,7,7,7,7,8,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,5,6,6
Maule,7,Pelluhue,7203,6,6,6,8,9,4,4,3,3,4,5,5,3,3,3,4,4,5,5,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,1,2,2
Maule,7,Pencahue,7107,6,5,6,5,5,5,5,5,5,5,5,4,5,5,5,6,6,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,3,4,3
Maule,7,Rauco,7305,5,6,6,6,6,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3
Maule,7,Retiro,7405,9,9,10,9,8,8,8,7,7,8,7,6,8,7,7,7,8,8,7,8,7,7,7,6,5,4,6,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,6,5,3,4,4
Maule,7,Romeral,7306,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,3,3,2,2,3,3,3,3,3,2,1,3,3,3,3,2,2,2,3,3,3,3,1,1,1
Maule,7,Río Claro,7108,17,17,20,17,15,16,14,13,13,17,13,11,15,13,13,13,16,13,12,15,12,12,11,11,8,6,9,9,8,9,8,6,5,8,8,8,8,8,7,5,8,8,8,8,4,4,4
Maule,7,Sagrada Familia,7307,10,9,10,9,8,9,8,8,8,9,8,7,8,8,8,8,10,9,8,8,8,8,7,7,6,5,7,6,6,6,6,4,3,5,6,6,6,6,5,3,6,6,6,6,3,3,3
Maule,7,San Clemente,7109,6,6,7,6,6,5,5,5,5,6,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Maule,7,San Javier,7406,8,9,8,8,7,8,7,7,7,8,6,6,7,7,7,7,8,7,6,7,6,6,6,5,4,3,5,5,5,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,3,3,3
Maule,7,San Rafael,7110,14,14,16,14,14,13,12,11,11,13,11,10,11,11,10,11,14,11,11,13,9,10,9,8,6,5,7,6,6,6,6,5,4,6,6,7,6,7,5,4,6,6,7,6,3,3,3
Maule,7,Talca,7101,6,6,7,6,5,7,7,7,7,7,5,5,7,7,7,7,7,6,4,6,5,5,5,5,3,2,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,2,3,2
Maule,7,Teno,7308,8,10,9,8,7,8,7,7,7,8,7,6,7,7,6,7,9,7,6,7,6,6,5,5,4,3,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,2,2,2
Maule,7,Vichuquén,7309,4,4,3,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1
Maule,7,Villa Alegre,7407,20,21,21,20,17,19,17,15,16,18,16,14,16,15,15,15,18,16,15,17,15,15,13,12,10,8,10,10,10,11,10,8,7,10,10,10,10,11,9,8,10,10,10,10,6,6,7
Maule,7,Yerbas Buenas,7408,7,7,7,7,6,7,7,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,6,6,6,6,6,5,5,6,6,6,6,4,5,5
Metropolitana de Santiago,13,Alhué,13502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Buin,13402,8,8,8,8,7,8,8,8,8,8,7,6,7,8,7,8,8,7,6,7,7,7,6,6,5,4,5,5,6,6,6,5,4,6,6,6,6,6,6,5,6,6,6,6,4,4,4
Metropolitana de Santiago,13,Calera de Tango,13403,8,7,8,9,8,8,9,9,8,9,9,8,8,9,9,10,10,10,9,9,8,8,8,8,7,6,7,7,8,8,8,7,7,9,10,9,9,9,8,8,9,9,9,10,8,8,8
Metropolitana de Santiago,13,Cerrillos,13102,12,12,13,12,10,15,13,13,13,13,11,9,13,13,13,14,15,12,10,13,12,11,10,9,6,5,8,8,8,9,9,7,5,9,9,9,8,10,7,6,9,9,9,10,6,4,4
Metropolitana de Santiago,13,Cerro Navia,13103,8,8,8,8,7,8,8,9,8,9,8,7,9,9,8,10,10,9,9,9,8,8,7,7,6,6,6,6,7,7,7,6,6,7,7,7,7,7,7,6,7,7,7,8,7,7,7
Metropolitana de Santiago,13,Colina,13301,8,8,8,7,6,8,8,8,8,9,8,7,9,9,8,10,10,9,8,9,8,8,8,7,6,5,7,7,7,7,7,6,5,7,7,7,7,7,6,5,7,7,7,8,5,6,6
Metropolitana de Santiago,13,Conchalí,13104,10,10,10,8,7,10,11,11,11,12,9,7,11,11,11,12,12,9,7,10,9,9,8,8,6,4,7,7,7,7,6,5,4,7,6,6,6,7,6,4,7,7,7,7,5,5,4
Metropolitana de Santiago,13,Curacaví,13503,7,7,8,8,7,7,7,7,7,7,8,7,7,7,7,9,8,8,8,8,6,7,6,6,5,4,5,5,5,6,5,5,4,6,6,6,5,6,5,5,6,5,5,6,4,5,4
Metropolitana de Santiago,13,El Bosque,13105,6,6,6,6,5,6,6,7,7,7,6,6,7,7,7,7,7,6,5,6,6,5,6,5,4,3,5,4,4,5,5,4,4,4,5,5,5,5,4,3,5,5,4,5,4,4,3
Metropolitana de Santiago,13,El Monte,13602,8,8,9,9,8,8,8,8,8,9,9,8,8,8,7,9,11,11,10,9,9,9,8,8,7,6,7,7,7,7,7,7,6,7,7,7,7,8,7,6,7,7,7,7,6,6,5
