Region,Codigo region,Comuna,Codigo comuna,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12
Libertador General Bernardo O'Higgins,6,Coltauco,6104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libertador General Bernardo O'Higgins,6,Doñihue,6105,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Libertador General Bernardo O'Higgins,6,Graneros,6106,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Libertador General Bernardo O'Higgins,6,La Estrella,6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Las Cabras,6107,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Libertador General Bernardo O'Higgins,6,Litueche,6203,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Libertador General Bernardo O'Higgins,6,Lolol,6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Machalí,6108,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Libertador General Bernardo O'Higgins,6,Malloa,6109,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0
Libertador General Bernardo O'Higgins,6,Marchihue,6204,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Mostazal,6110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Nancagua,6305,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Navidad,6205,3,3,3,4,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Libertador General Bernardo O'Higgins,6,Olivar,6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Palmilla,6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Paredones,6206,1,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libertador General Bernardo O'Higgins,6,Peralillo,6307,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libertador General Bernardo O'Higgins,6,Peumo,6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Pichidegua,6113,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0
Libertador General Bernardo O'Higgins,6,Pichilemu,6201,4,3,4,5,4,2,2,2,2,2,3,3,1,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libertador General Bernardo O'Higgins,6,Placilla,6308,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libertador General Bernardo O'Higgins,6,Pumanque,6309,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libertador General Bernardo O'Higgins,6,Quinta de Tilcoco,6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libertador General Bernardo O'Higgins,6,Rancagua,6101,5,5,5,4,3,6,6,6,6,6,5,4,6,6,5,6,6,5,3,5,5,4,4,4,3,2,3,3,3,3,3,3,2,3,4,4,3,4,3,2,4,4,3,4,2,2,2
Libertador General Bernardo O'Higgins,6,Rengo,6115,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
Libertador General Bernardo O'Higgins,6,Requínoa,6116,4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Libertador General Bernardo O'Higgins,6,San Fernando,6301,3,3,3,3,2,3,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Libertador General Bernardo O'Higgins,6,San Vicente,6117,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Libertador General Bernardo O'Higgins,6,Santa Cruz,6310,4,5,5,4,3,5,5,4,4,5,3,3,4,5,5,5,5,5,3,5,4,4,4,4,3,2,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,3,3,3,2,2,2
Los Lagos,10,Ancud,10202,5,5,5,5,4,5,5,6,5,5,4,4,5,5,5,5,5,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,2
Los Lagos,10,Calbuco,10102,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1
Los Lagos,10,Castro,10201,4,4,5,4,3,4,4,5,4,4,3,3,4,4,4,4,5,4,3,4,4,3,3,3,2,2,2,3,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,1
Los Lagos,10,Chaitén,10401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Chonchi,10203,2,2,2,3,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Los Lagos,10,Cochamó,10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Curaco de Vélez,10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Dalcahue,10205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Los Lagos,10,Fresia,10104,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1
Los Lagos,10,Frutillar,10105,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Los Lagos,10,Futaleufú,10402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Hualaihué,10403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Llanquihue,10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Los Muermos,10106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Los Lagos,10,Maullín,10108,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
Los Lagos,10,Osorno,10301,5,5,5,4,3,5,5,6,5,6,4,3,6,5,5,5,6,4,3,5,4,4,4,4,2,2,3,3,3,3,3,2,2,4,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Lagos,10,Palena,10404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Puerto Montt,10101,5,5,5,4,3,5,5,6,5,6,4,3,5,6,5,5,6,4,3,5,4,4,4,4,3,2,3,3,3,3,3,3,2,3,4,4,3,3,3,2,3,3,3,4,2,2,2
Los Lagos,10,Puerto Octay,10302,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
Los Lagos,10,Puerto Varas,10109,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,5,4,3,4,4,4,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1
Los Lagos,10,Puqueldón,10206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Los Lagos,10,Purranque,10303,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1
Los Lagos,10,Puyehue,10304,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Los Lagos,10,Queilén,10207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Quellón,10208,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Lagos,10,Quemchi,10209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Lagos,10,Quinchao,10210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Los Lagos,10,Río Negro,10305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Los Lagos,10,San Juan de la Costa,10306,2,2,2,3,4,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Los Lagos,10,San Pablo,10307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,Corral,14102,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,Futrono,14202,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,La Unión,14201,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,1,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Ríos,14,Lago Ranco,14203,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Los Ríos,14,Lanco,14103,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Los Ríos,14,Los Lagos,14104,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1
Los Ríos,14,Mariquina,14106,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1
Los Ríos,14,Máfil,14105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,Paillaco,14107,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Ríos,14,Panguipulli,14108,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Los Ríos,14,Río Bueno,14204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Los Ríos,14,Valdivia,14101,6,6,6,6,5,6,5,6,5,6,4,4,5,5,5,5,5,4,3,4,4,4,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Magallanes y de la Antártica Chilena,12,Cabo de Hornos,12201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12,Laguna Blanca,12102,7,6,7,7,7,5,5,5,4,7,6,5,5,5,5,5,7,6,7,4,4,3,3,3,2,1,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0
Magallanes y de la Antártica Chilena,12,Natales,12401,5,5,5,5,4,4,4,4,5,5,4,3,5,5,4,4,4,4,3,4,4,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Magallanes y de la Antártica Chilena,12,Porvenir,12301,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,2,3
Magallanes y de la Antártica Chilena,12,Primavera,12302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12,Punta Arenas,12101,6,6,6,6,5,7,6,7,7,7,6,5,7,7,7,7,7,6,5,6,5,5,5,5,4,3,4,4,4,4,4,4,3,4,5,5,3,3,3,2,3,3,3,3,2,2,2
Magallanes y de la Antártica Chilena,12,Río Verde,12103,0,1,2,3,3,3,2,2,3,2,2,2,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
Magallanes y de la Antártica Chilena,12,San Gregorio,12104,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,4,3,3,3,2,3,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1
Magallanes y de la Antártica Chilena,12,Timaukel,12303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magallanes y de la Antártica Chilena,12,Torres del Paine,12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Cauquenes,7201,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1
Maule,7,Chanco,7202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Colbún,7402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maule,7,Constitución,7102,5,5,5,5,4,4,4,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Maule,7,Curepto,7103,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Curicó,7301,4,4,4,4,3,5,5,4,5,5,4,3,5,4,4,4,5,4,3,4,4,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Maule,7,Empedrado,7104,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Hualañé,7302,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Licantén,7303,3,3,3,4,4,2,1,2,2,2,3,3,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Maule,7,Linares,7401,5,5,5,5,3,5,5,5,5,6,5,4,5,5,5,5,6,5,3,5,4,4,4,3,3,2,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,2,2,2
Maule,7,Longaví,7403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Maule,7105,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Maule,7,Molina,7304,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Maule,7,Parral,7404,3,2,2,2,1,3,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1
Maule,7,Pelarco,7106,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Maule,7,Pelluhue,7203,2,2,2,3,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Pencahue,7107,3,3,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,2,3,3,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2
Maule,7,Rauco,7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Retiro,7405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maule,7,Romeral,7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Río Claro,7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Sagrada Familia,7307,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,San Clemente,7109,2,2,3,3,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Maule,7,San Javier,7406,3,3,2,2,2,3,3,2,3,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Maule,7,San Rafael,7110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Talca,7101,5,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,6,4,3,5,4,4,3,4,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,4,2,2,2
Maule,7,Teno,7308,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7,Vichuquén,7309,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Maule,7,Villa Alegre,7407,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maule,7,Yerbas Buenas,7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Alhué,13502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Buin,13402,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13,Calera de Tango,13403,2,2,2,3,2,2,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Metropolitana de Santiago,13,Cerrillos,13102,2,2,2,3,1,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Metropolitana de Santiago,13,Cerro Navia,13103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Metropolitana de Santiago,13,Colina,13301,5,5,5,5,4,5,5,5,6,6,5,5,6,6,5,7,7,7,6,6,6,6,6,5,5,4,5,5,5,5,5,5,4,5,6,6,6,6,5,4,6,6,5,6,5,5,5
Metropolitana de Santiago,13,Conchalí,13104,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
