Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-04,7,6,1,4,0,0,3,0,4,6,0,1,3,1,6,3,7,1,0,2,3,6,0,0,0,5,0,1,1,0,0,2,3,2,3,1,7,1,3,1,0,2,2,0,1,1,5,4,0,1,1,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,6,5,5,8,5,2,6,2,3,0,4,3,4,3,1,0,4,2,2,0,0,1,1,3,2,0,1,0,0,3,2,0,2,6,1,1,1,7,1,0,2,1,1,6,3,2,2,0,1,2,3,0,3,2,0,2,0,0,0,0,2,0,0,1,1,0,1,2,1,1,0,6,3,4,4,2,4,6,3,5,1,2,0,0,1,2,2,0,1,0,1,1,6,0,6,3,5,1,2,3,0,2,1,1,1,1,1,1,0,3,1,1,3,2,0,1,3,1,6,0,5,4,4,1,7,2,4,0,0,2,0,1,4,0,4,0,0,2,5,0,2,1,3,2,1,2,0,1,0,0,1,2,2,0,5,0,1,1,0,0,4,2,2,1,5,2,3,2,2,5,5,2,2,3,5,0,1,5,2,13,7,1,1,2,4,0,5,2,3,1,4,5,2,13,3,3,4,2,3,2,4,1,2,3,2,1,11,4,3,10,5,4,0,0,3,8,2,1,5,2,1,5,5,2,5,3,4,2,2,0,0,4,5,3,3,3,1,3,1,6,1,5,5,5,1,6,2,5,2,3,8,4,10,4,2,5,0,3,1,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-05,7,6,1,4,0,0,3,0,4,6,0,1,3,1,6,3,7,1,0,2,4,6,0,0,0,5,0,1,1,0,0,3,3,2,3,1,7,1,3,2,0,2,2,0,1,1,5,4,0,1,2,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,6,5,5,8,4,2,6,2,3,0,3,3,4,3,1,0,4,2,1,0,0,1,1,3,2,0,1,0,0,3,2,0,2,6,1,0,1,7,1,0,2,1,1,6,3,2,2,0,1,2,3,0,3,2,0,2,0,0,0,1,2,0,0,1,1,0,0,2,0,1,0,6,4,4,4,2,4,5,3,4,1,2,0,0,1,2,2,0,1,0,1,1,5,0,5,3,5,1,2,3,0,2,1,1,1,1,1,1,0,3,1,1,3,2,0,1,3,1,5,0,4,5,4,0,7,3,4,0,0,2,0,1,4,0,5,0,1,2,5,0,2,2,2,2,1,3,0,1,0,0,1,2,3,0,5,0,1,1,0,0,3,2,2,1,6,2,3,2,2,5,5,2,1,3,5,1,1,5,2,13,7,1,1,2,4,0,5,1,3,1,4,5,2,13,3,3,4,2,3,2,4,1,2,3,2,1,11,4,3,10,5,5,0,0,3,8,2,0,5,2,1,5,5,2,5,3,4,2,2,0,0,4,5,3,3,3,1,3,1,7,1,6,5,5,2,6,2,5,2,3,8,4,9,5,1,5,0,3,2,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-06,7,5,1,4,0,0,3,0,4,6,0,0,3,1,7,3,7,1,0,2,3,6,0,0,0,6,0,1,0,0,0,2,3,2,3,1,7,1,3,2,0,3,2,0,1,1,5,4,0,1,2,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,6,5,5,8,4,2,7,2,3,0,3,3,4,4,1,0,4,3,2,0,1,1,1,3,2,1,1,0,0,3,2,0,2,6,1,0,1,7,1,0,2,2,1,6,3,2,2,0,1,2,3,0,3,2,0,2,1,1,0,1,3,0,0,1,1,0,1,2,1,1,0,6,4,4,4,2,5,5,3,4,1,2,0,0,1,2,2,0,1,0,1,1,6,0,6,3,5,1,2,3,0,2,1,1,1,1,1,1,0,3,1,1,3,2,0,1,3,1,6,0,7,5,4,0,7,2,4,0,0,2,0,1,5,0,5,1,1,2,6,0,2,2,3,1,1,3,0,1,0,0,1,3,3,0,5,0,1,1,0,0,3,3,2,1,6,2,3,1,2,5,5,2,2,3,5,1,1,5,2,13,7,1,1,2,4,0,5,1,3,1,4,5,3,14,4,3,4,2,3,2,4,1,2,3,3,1,11,4,3,10,6,5,0,0,3,8,2,0,6,2,1,5,5,2,5,4,4,2,2,0,0,4,5,3,3,3,1,3,1,7,1,6,5,6,2,7,2,5,2,3,9,4,10,6,2,6,0,3,2,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-07,6,5,1,4,1,1,2,0,3,5,0,1,3,1,7,2,6,1,0,1,2,5,0,0,0,4,0,1,1,0,0,3,2,2,3,1,5,1,3,1,0,2,2,0,1,1,4,3,0,1,1,3,0,0,3,0,0,1,4,1,2,3,2,4,1,2,5,4,5,6,4,1,6,2,3,0,2,2,3,3,1,0,3,3,1,0,1,1,1,2,2,1,1,0,0,3,2,0,2,5,1,0,1,5,1,0,2,1,1,5,3,2,2,0,1,2,3,0,3,2,0,2,0,1,0,0,3,0,0,1,1,0,0,3,0,1,0,5,3,3,3,2,3,4,3,3,1,2,0,0,1,2,2,0,1,0,1,1,4,0,4,2,4,1,2,3,0,2,1,1,1,2,1,1,0,2,1,1,2,2,0,0,3,1,4,0,6,4,3,0,6,2,3,0,0,2,0,1,4,1,4,0,1,3,5,0,2,1,2,1,2,2,0,1,0,0,0,3,2,0,4,0,1,1,0,0,3,3,2,1,5,2,4,1,2,4,3,2,2,3,5,0,1,4,2,8,6,1,1,2,4,0,5,1,3,1,4,5,3,8,3,3,3,2,3,2,4,1,4,3,2,0,7,3,2,7,5,4,0,0,3,7,2,0,9,2,1,5,5,2,4,5,6,2,2,0,0,4,5,3,3,4,1,4,1,8,1,5,4,6,2,6,1,5,2,4,7,4,8,6,1,5,0,4,2,1,0,0,1,1,0,0,0,4,4,1,1,0,0,1,0
2020-03-08,5,4,1,3,0,0,2,0,3,5,0,0,3,1,6,2,5,0,0,1,2,4,0,0,0,4,0,1,1,0,0,3,2,1,3,1,3,1,3,1,0,2,2,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,1,2,3,2,4,1,2,5,4,4,5,3,1,5,2,2,0,2,2,3,3,1,0,3,2,1,1,0,1,1,2,2,0,1,0,0,2,2,0,2,5,1,0,2,4,1,0,1,1,0,4,2,2,2,0,1,2,3,0,3,2,0,2,0,1,0,0,3,0,0,1,1,0,0,3,0,1,0,4,4,3,2,2,3,4,2,3,1,2,0,0,1,1,2,0,1,0,1,1,3,0,3,2,4,1,1,3,0,2,1,1,1,2,1,1,0,2,1,0,2,1,0,0,3,1,4,0,5,3,3,0,5,2,3,0,0,2,0,1,3,0,3,0,1,3,4,0,1,1,2,2,1,2,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,2,2,1,5,2,3,1,2,3,3,2,2,2,4,0,1,4,1,7,6,1,1,2,3,0,5,1,3,1,4,4,2,7,2,3,2,1,2,2,3,1,4,2,2,0,7,3,2,6,4,4,0,0,2,6,1,0,7,1,1,5,4,2,4,4,5,2,2,0,0,3,4,2,3,3,1,4,1,5,1,4,4,5,1,5,1,4,2,3,7,3,6,3,1,3,0,4,2,1,0,0,1,1,0,0,0,3,3,1,1,0,0,1,0
2020-03-09,7,6,1,4,0,0,3,0,4,6,0,0,3,1,6,3,7,1,0,1,3,6,0,0,0,5,0,1,1,0,0,2,3,2,3,1,7,1,3,2,0,3,2,0,1,1,5,4,0,1,2,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,6,5,4,7,4,2,6,1,3,0,3,3,4,4,1,0,3,3,1,0,0,1,1,3,2,0,1,0,0,3,2,0,2,5,1,0,1,7,1,0,2,1,1,6,3,2,2,0,1,2,3,0,3,2,0,2,0,1,0,1,2,0,0,0,3,0,1,1,0,1,0,6,4,4,3,2,4,5,2,4,1,1,0,0,1,1,2,0,1,0,1,1,6,0,5,2,4,1,2,3,0,2,1,1,1,1,1,1,0,3,1,1,2,2,0,1,3,1,5,0,5,5,4,0,7,3,4,0,0,2,0,1,4,0,5,0,1,1,5,0,2,2,3,2,1,2,0,1,0,0,0,2,3,0,5,0,1,1,0,0,3,2,2,1,6,2,3,1,2,5,4,2,2,3,5,1,1,5,2,13,7,1,1,3,4,0,5,1,3,1,4,4,2,13,4,3,4,2,3,2,4,1,2,3,2,1,11,4,3,10,5,5,0,0,2,7,1,0,5,2,1,5,4,3,5,3,3,2,2,0,0,4,5,3,3,3,1,2,1,4,1,6,5,5,1,6,2,5,2,3,8,4,9,2,1,6,0,2,1,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-10,7,6,2,4,0,0,3,0,4,6,0,1,3,1,6,3,7,1,0,1,4,6,0,0,0,5,0,1,0,0,0,2,3,2,3,1,7,0,3,2,0,2,2,0,1,1,5,4,0,1,2,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,6,5,5,8,4,2,6,2,3,0,3,3,4,3,1,0,3,2,1,0,0,1,1,3,2,0,1,0,0,3,2,0,2,5,1,0,1,7,1,0,2,1,0,5,3,2,2,0,1,2,3,0,3,2,0,2,0,1,0,1,2,0,0,1,1,0,1,3,0,1,0,6,4,4,3,2,5,5,3,4,1,1,0,0,1,2,2,0,1,0,1,1,5,0,6,2,4,1,2,3,0,2,1,1,1,1,1,1,0,3,1,1,2,2,0,1,3,1,5,0,5,5,4,0,7,3,4,0,0,2,0,1,4,0,4,0,0,1,5,0,2,2,2,2,1,3,0,1,0,0,1,2,3,0,5,0,1,1,0,0,3,2,2,1,6,2,3,1,2,5,5,2,2,3,5,1,1,5,2,13,7,1,1,3,4,0,5,2,3,1,4,5,2,14,4,3,4,3,3,2,4,1,2,3,2,0,12,4,3,10,5,5,0,0,3,7,1,0,4,2,1,5,4,2,5,3,3,2,1,0,0,4,5,3,3,3,1,2,1,4,1,5,5,5,1,7,2,5,2,3,9,4,9,2,1,5,0,2,2,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-11,7,6,3,4,0,0,3,0,4,6,0,0,2,1,6,3,7,1,0,2,3,6,0,0,0,5,0,1,1,0,0,2,3,2,3,1,7,0,3,1,0,2,2,0,1,1,4,4,0,1,2,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,5,5,5,7,4,2,6,1,3,0,3,2,4,3,1,0,3,2,1,1,0,0,1,3,2,0,1,0,0,3,2,0,2,5,1,0,1,6,1,0,2,1,1,5,3,2,1,0,1,2,3,0,3,2,0,2,1,0,0,1,2,0,0,1,1,0,0,3,0,1,0,5,4,3,3,2,5,5,2,4,1,1,0,0,1,1,2,0,1,0,1,0,5,0,5,2,4,1,2,3,0,2,1,1,1,1,1,0,0,3,1,1,2,2,0,1,3,1,5,0,5,4,4,0,7,2,4,0,0,2,0,1,4,0,4,0,1,2,5,0,2,1,3,2,1,2,0,1,0,0,1,2,2,0,5,0,1,1,0,0,3,2,2,1,5,2,3,1,2,5,5,2,3,3,5,1,1,5,2,13,7,1,1,3,4,0,5,1,3,1,4,5,2,13,4,3,4,2,3,2,4,1,2,3,2,0,11,4,3,10,5,4,0,0,3,7,1,0,5,2,1,5,4,2,5,3,3,2,2,0,0,4,5,3,3,2,1,2,1,4,1,5,4,5,1,6,1,5,2,3,8,4,9,2,2,5,0,2,1,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-12,7,6,3,4,0,0,3,0,4,6,0,0,4,1,6,3,7,1,0,2,4,6,0,0,0,5,0,1,0,0,0,3,3,2,3,1,7,1,3,2,0,2,2,0,1,1,5,4,0,1,2,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,6,5,5,7,4,2,6,2,3,0,3,3,4,3,1,0,3,3,1,1,0,1,1,3,2,0,1,0,0,3,2,0,2,5,1,0,1,7,1,0,2,1,1,5,3,2,2,0,1,2,3,0,3,2,0,2,1,1,0,1,3,0,0,1,1,0,1,3,1,1,0,6,4,4,3,2,5,5,2,4,1,1,0,0,1,1,2,0,1,0,1,0,5,0,5,2,4,1,2,3,0,2,1,1,1,1,1,0,0,3,1,1,2,2,0,1,3,1,5,0,5,4,4,0,7,2,4,0,0,2,0,1,4,0,4,0,1,1,5,0,2,2,2,2,1,3,0,1,0,0,1,2,3,0,5,1,1,1,0,0,4,3,3,1,7,2,5,2,2,5,6,3,3,4,5,1,1,6,2,15,8,1,1,3,4,1,6,2,3,2,4,5,2,16,4,3,4,3,3,2,4,1,2,4,4,0,12,5,5,11,6,5,0,0,3,7,2,0,6,2,1,6,5,2,5,3,4,3,2,0,0,4,6,4,4,3,2,3,1,4,1,6,5,6,3,7,2,6,3,3,10,5,10,2,1,5,0,2,2,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-13,7,6,1,4,0,0,3,0,4,6,0,1,3,1,6,3,7,1,0,2,3,6,0,0,0,5,0,1,1,0,0,2,3,2,3,2,7,1,3,2,0,2,2,0,1,1,5,4,0,1,2,3,0,0,3,0,0,1,5,1,2,3,2,4,1,2,6,5,5,8,4,2,7,2,3,0,3,3,4,4,0,0,3,3,1,0,1,1,1,3,3,0,1,1,0,3,2,0,2,6,1,1,1,7,1,0,2,2,1,6,3,2,2,0,1,2,3,0,3,3,0,2,1,1,1,1,3,0,0,1,1,0,1,2,0,2,0,6,4,4,3,2,5,5,2,5,1,1,0,0,1,1,2,0,1,0,1,0,6,0,6,3,5,1,2,3,0,2,1,1,1,1,1,0,0,3,1,1,3,2,0,1,3,1,5,0,7,4,4,0,7,2,4,0,1,2,0,1,5,1,5,1,1,2,6,0,2,2,3,2,1,3,0,1,0,0,1,3,3,0,6,1,1,2,0,0,4,3,3,1,7,3,3,2,2,5,6,3,3,3,5,1,1,6,2,14,8,1,1,3,4,1,6,2,3,1,4,6,2,15,4,3,4,3,3,2,4,1,3,4,3,0,12,4,5,11,6,5,0,0,3,7,2,0,7,2,1,5,5,2,5,3,4,2,2,0,0,5,6,4,4,4,2,3,1,5,1,6,5,6,2,7,2,6,3,3,9,5,10,3,2,6,0,3,2,1,0,0,1,1,0,0,0,6,4,1,1,0,0,1,0
2020-03-14,6,5,1,3,0,1,2,0,3,5,0,1,3,1,6,2,6,1,0,1,3,5,0,0,0,4,0,0,1,0,0,3,2,1,3,1,5,1,3,1,0,2,2,0,0,1,4,3,0,1,1,3,0,0,3,0,0,1,4,1,3,3,2,4,1,2,5,5,4,6,4,2,5,2,3,0,3,2,4,3,0,0,3,3,1,0,0,1,1,2,3,0,1,1,0,2,2,0,2,5,1,0,1,5,1,0,2,1,1,4,3,2,2,0,1,2,3,0,3,3,0,2,1,1,1,1,3,0,0,1,1,0,1,3,1,1,0,5,4,3,3,2,5,4,2,4,1,1,0,0,1,2,2,0,0,0,1,1,4,0,4,3,4,1,2,3,0,2,1,1,1,2,1,0,0,2,1,1,2,2,0,0,3,1,4,0,6,4,4,0,6,2,3,0,1,2,0,1,4,1,4,0,1,3,5,0,2,2,2,2,1,2,0,1,0,0,1,2,2,0,4,0,1,2,0,0,3,3,2,1,7,2,3,1,2,4,4,2,3,3,5,1,1,5,2,9,7,1,1,2,4,0,6,1,3,1,5,5,3,8,3,3,3,2,2,2,3,1,5,3,2,0,7,4,4,7,5,4,0,0,3,6,2,0,10,2,1,6,5,2,5,5,6,2,2,0,0,4,6,4,4,5,2,4,1,6,1,5,5,6,2,6,2,5,2,4,8,4,9,4,1,4,0,4,2,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-15,5,4,1,3,0,0,2,0,3,5,0,2,2,1,6,3,5,0,0,1,2,5,0,0,0,3,0,1,1,0,0,3,2,1,3,1,3,1,3,1,0,2,2,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,1,2,3,2,4,1,2,5,4,4,5,3,2,5,2,3,0,2,2,3,2,1,0,3,3,1,0,0,1,1,2,3,0,0,0,0,2,2,0,1,5,1,0,1,3,1,0,1,1,1,4,2,2,2,0,1,2,3,0,3,3,0,2,1,1,1,0,3,0,0,1,1,0,1,3,1,1,0,3,4,3,2,2,3,4,2,3,1,1,0,0,1,2,1,0,0,0,1,1,3,0,3,2,3,1,1,3,0,2,1,1,1,2,1,1,0,1,1,0,2,2,0,0,2,1,3,0,7,3,3,0,5,2,3,0,1,2,0,1,4,1,3,0,1,3,3,0,2,1,2,2,1,2,0,1,0,0,0,2,2,0,3,0,1,2,0,0,3,3,2,1,6,2,3,1,2,4,3,2,3,2,4,0,1,5,1,7,6,1,1,2,3,0,5,1,3,1,4,5,3,6,3,3,3,2,2,2,3,1,5,2,2,0,5,3,3,6,4,4,0,0,2,5,2,0,9,2,1,6,5,2,4,5,6,2,2,0,0,4,5,3,4,5,1,4,1,6,1,5,4,5,2,6,2,4,2,4,7,4,7,4,1,3,0,4,2,1,0,0,1,1,0,0,0,4,3,1,1,0,0,1,0
2020-03-16,6,5,1,4,0,0,3,0,3,6,0,1,3,1,6,3,6,1,0,1,3,6,0,0,0,5,0,1,0,0,0,3,3,2,3,1,6,1,3,1,0,2,2,0,0,1,4,4,0,1,2,4,0,0,3,0,0,1,4,1,2,3,2,4,1,2,5,5,4,7,4,2,6,1,3,0,3,2,4,2,1,0,3,2,1,0,0,1,1,3,2,0,0,1,0,3,2,0,1,5,1,0,1,6,1,0,2,1,1,5,3,2,2,0,1,2,3,0,3,2,0,2,1,1,0,1,3,0,0,1,1,0,1,2,1,1,0,5,4,4,3,2,5,5,2,4,1,1,0,0,1,2,2,0,1,0,1,1,5,0,5,2,4,1,2,3,0,2,1,1,1,1,1,0,0,3,1,1,2,2,0,0,2,1,4,0,4,4,4,0,6,1,3,0,0,2,0,1,4,0,4,0,1,1,5,0,2,1,2,2,1,3,0,1,0,0,1,2,2,0,5,0,1,1,0,0,3,3,2,1,6,2,3,1,2,5,5,3,2,3,5,0,1,5,2,11,7,1,1,2,4,1,5,1,3,1,4,5,2,12,4,3,4,3,3,2,4,1,2,3,3,0,10,4,4,9,5,4,0,0,3,7,2,0,5,2,1,5,4,2,5,3,3,2,2,0,0,4,5,3,4,4,1,3,1,4,1,6,4,5,1,7,2,6,3,3,8,4,8,3,1,5,0,3,2,1,0,0,1,1,0,0,0,5,4,1,1,0,0,1,0
2020-03-17,6,5,1,4,1,0,3,0,3,5,0,0,3,1,6,3,6,1,0,1,3,5,0,0,0,4,0,1,0,0,0,3,3,2,3,1,5,1,3,1,0,2,1,0,0,1,4,3,0,1,1,3,0,0,2,0,0,1,4,1,2,3,2,4,1,2,5,5,4,6,4,2,5,1,3,0,3,2,3,2,0,0,3,2,1,0,0,1,1,2,2,0,1,0,0,2,2,0,1,4,1,0,1,5,1,0,2,1,0,4,2,2,1,0,1,2,3,0,2,2,0,2,1,1,0,0,2,0,0,1,1,0,1,1,1,1,0,5,3,3,3,2,4,4,2,4,1,1,0,0,1,1,1,0,0,0,1,0,4,0,4,2,4,1,2,3,0,2,1,1,1,1,1,0,0,2,1,0,2,2,0,0,2,1,4,0,4,4,4,0,5,2,3,0,0,2,0,1,4,0,4,0,0,1,4,0,2,1,2,2,1,3,0,1,0,0,0,2,2,0,4,0,1,1,0,0,3,3,2,1,6,2,2,1,2,4,4,3,2,3,4,1,1,5,2,9,7,1,1,2,3,0,5,1,2,1,4,5,2,10,4,2,4,3,2,2,3,1,2,3,3,0,8,3,3,8,5,3,0,0,3,6,2,0,5,2,1,5,4,2,4,3,3,2,1,0,0,4,5,3,4,3,1,3,1,4,1,5,4,5,1,6,2,5,3,3,7,4,7,2,1,4,0,2,2,1,0,0,1,1,0,0,0,5,3,1,1,0,0,1,0
2020-03-18,6,5,1,4,0,0,3,0,3,5,1,0,2,1,6,3,6,1,0,1,3,5,0,0,0,4,0,1,0,0,0,3,2,2,3,1,4,1,3,1,0,2,2,0,0,1,4,3,0,1,1,3,0,0,2,0,0,1,4,1,2,3,2,4,1,2,5,5,4,6,3,2,5,1,3,0,3,2,3,2,1,0,3,2,1,0,0,1,1,2,2,0,1,0,0,2,2,0,1,4,1,0,1,4,2,0,2,1,1,4,3,2,1,0,1,2,3,0,3,3,0,2,1,1,0,1,2,0,0,1,1,0,1,1,1,1,0,4,3,4,3,2,4,4,2,3,1,1,0,0,1,2,2,0,1,0,1,1,4,0,4,2,4,1,2,3,0,2,1,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,4,0,3,3,4,0,5,2,4,0,0,2,0,1,4,0,4,0,0,1,4,0,2,1,2,2,1,3,0,1,0,0,0,2,2,0,4,0,1,2,0,0,3,3,2,1,6,2,3,1,2,4,4,3,3,3,4,1,1,5,2,9,7,1,1,2,3,0,5,1,3,1,4,5,3,8,4,2,4,3,2,2,3,1,2,3,2,0,8,3,3,8,5,3,0,0,2,6,2,0,5,2,1,5,4,2,5,3,3,2,2,0,0,4,5,3,4,4,1,2,1,4,1,5,4,5,1,6,2,5,3,3,7,4,7,3,1,4,0,2,2,1,0,0,1,1,0,0,0,5,3,1,1,0,0,1,0
