Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-04,0,0,1,2,0,0,1,0,0,0,25,0,1,0,1,1,0,0,2,2,2,0,0,0,0,0,0,3,4,2,0,5,1,3,1,2,4,3,1,1,5,7,3,8,1,2,1,4,2,3,4,5,1,4,4,3,9,2,4,1,2,2,2,5,6,1,2,0,3,2,0,0,0,2,3,1,0,1,1,3,4,2,1,0,1,10,8,2,6,4,2,0,4,2,0,3,5,11,5,1,2,2,5,1,3,1,2,2,5,1,3,3,5,11,2,4,4,6,1,2,7,3,13,6,5,5,0,10,5,0,6,5,7,0,6,8,7,2,3,8,2,3,2,1,4,1,1,3,1,5,4,4,5,0,5,7,3,5,0,0,1,4,4,6,3,1,3,0,2,5,6,2,4,7,3,3,5,2,3,2,8,5,0,3,0,0,15,0,0,2,0,4,3,0,5,1,4,3,0,2,1,4,3,3,1,10,6,5,2,4,2,2,5,6,4,12,7,2,4,11,1,6,0,14,6,0,4,6,10,7,2,8,3,5,6,12,7,7,5,10,6,10,5,11,4,8,4,8,7,8,3,7,0,5,3,9,3,6,3,13,6,2,4,7,7,6,3,11,3,7,1,8,7,4,6,11,8,1,1,0,4,0,2,1,2,1,9,6,4,6,7,3,5,10,0,0,9,3,6,6,4,3,17,9,2,5,4,4,3,5,25,2,6,6,7,6,2,5,3,19,4,1,11,1,3,2,5,8,4,2,6,2,7,17,3,3,6,6,7,0,10
2020-03-05,0,0,1,2,0,0,1,0,0,0,22,0,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,3,3,2,0,5,1,3,1,2,4,4,1,1,5,7,3,9,1,2,1,4,2,2,3,5,1,4,4,3,10,2,4,1,2,2,2,6,6,1,2,0,3,2,0,0,0,2,3,1,0,1,1,3,4,2,1,0,1,10,8,2,6,4,2,0,4,2,0,3,5,12,5,1,1,2,5,1,3,1,2,2,5,1,3,3,5,12,2,4,4,5,1,2,7,3,13,6,4,5,0,9,5,1,7,5,7,0,5,8,7,2,4,7,2,3,2,1,3,1,1,3,1,5,4,4,5,0,5,6,3,5,0,0,1,4,3,5,3,1,2,0,2,4,6,2,4,6,3,3,4,2,3,2,7,5,0,3,0,0,13,0,0,2,0,4,3,0,6,1,4,3,0,2,1,4,3,3,1,10,6,5,2,4,2,2,4,6,4,12,7,2,4,11,1,6,0,14,6,0,4,6,10,7,2,8,3,5,6,12,7,7,5,10,6,10,5,11,4,8,4,8,8,8,3,7,0,5,3,9,3,6,3,14,6,2,4,7,8,6,4,11,3,7,1,8,8,4,6,11,9,1,1,0,3,1,2,1,2,2,10,7,4,7,7,3,5,9,0,0,8,3,6,6,4,3,18,9,3,6,4,4,3,5,26,2,7,6,7,7,2,5,3,20,4,1,10,1,3,2,5,8,4,2,6,2,7,17,3,3,6,7,6,0,9
2020-03-06,0,0,1,2,0,0,1,0,0,0,26,0,1,0,1,0,0,0,3,2,2,0,0,0,0,0,0,4,3,1,0,5,1,3,2,3,4,4,1,1,6,7,3,9,1,2,1,4,2,2,3,5,1,4,4,3,10,2,5,2,2,2,3,5,7,2,2,0,3,2,0,1,1,2,3,1,0,1,1,3,4,3,1,0,1,10,10,2,7,4,2,0,4,2,0,3,5,13,5,1,2,2,5,1,3,1,2,2,5,1,4,3,5,12,2,4,5,6,1,2,8,3,15,7,5,5,0,9,5,1,7,5,8,0,7,8,7,2,4,8,2,3,2,1,4,1,1,3,2,5,4,4,5,0,5,7,3,5,1,0,1,4,4,5,3,1,2,0,2,5,6,2,4,5,3,4,5,3,3,2,8,5,0,3,0,0,19,0,0,2,0,4,3,0,6,1,5,3,0,3,1,4,4,4,2,11,7,5,3,4,3,2,5,7,4,16,8,3,5,13,1,7,1,16,6,0,4,6,10,7,3,9,4,5,6,12,8,7,5,10,7,10,6,12,4,8,4,8,9,8,3,7,1,5,3,9,3,6,5,14,6,2,4,8,8,7,4,13,3,8,2,8,8,4,9,11,9,1,1,0,4,0,2,1,3,2,10,7,5,7,7,3,6,11,0,0,9,4,6,6,5,3,19,10,3,6,4,4,4,5,27,2,7,6,7,7,2,5,3,22,4,1,12,1,3,2,5,8,5,2,7,2,8,19,3,3,7,7,6,0,11
2020-03-07,0,0,1,1,0,0,0,0,0,0,22,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,0,2,3,2,0,5,1,3,1,2,3,4,1,1,6,6,3,7,1,2,1,4,2,2,3,5,1,4,3,3,8,2,4,1,2,2,2,5,5,1,2,0,3,1,0,0,0,2,3,0,0,1,1,3,5,2,1,0,1,9,9,2,6,4,2,0,4,2,1,3,4,12,5,1,2,2,6,1,3,1,2,2,4,1,3,3,4,12,2,4,4,6,1,2,8,2,12,6,4,5,0,9,5,1,6,5,7,1,6,8,7,1,3,7,2,3,2,1,3,1,1,3,1,4,4,4,5,0,5,6,3,5,0,0,1,4,3,5,3,1,2,0,1,4,5,2,4,6,3,3,5,2,2,2,6,4,0,3,0,0,15,0,0,1,0,3,2,0,5,1,6,3,0,3,1,4,5,5,1,10,5,4,2,5,3,2,6,6,4,13,7,3,4,11,1,6,1,14,6,0,4,6,9,6,2,6,4,4,7,9,6,6,6,8,6,8,5,10,3,6,3,7,8,6,2,8,1,5,2,7,3,5,5,8,5,2,2,6,6,5,3,8,3,6,2,7,5,4,8,8,7,1,1,0,3,0,2,1,3,1,9,8,5,6,6,4,8,9,0,0,8,4,6,5,4,4,17,11,3,6,4,3,3,5,23,2,5,5,5,7,2,5,2,23,5,1,10,1,2,2,5,8,4,2,7,3,7,21,3,3,6,6,6,0,10
2020-03-08,0,0,1,1,0,0,0,0,0,0,24,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,0,3,3,1,0,5,1,3,1,2,2,4,1,1,6,6,3,6,1,1,1,4,2,2,2,4,1,3,3,3,6,2,4,1,2,2,2,4,5,1,1,0,3,1,0,0,0,2,2,0,0,1,0,3,4,2,1,0,1,9,8,2,6,3,2,0,3,2,1,2,4,10,4,1,1,1,6,1,3,1,1,2,3,1,3,3,3,12,2,3,3,5,1,2,7,2,12,7,3,5,0,6,4,1,6,4,6,1,5,8,6,1,3,5,2,3,2,1,3,1,1,2,1,4,4,3,4,0,4,5,3,5,0,0,0,4,3,5,3,1,2,0,1,4,4,2,3,6,3,3,5,2,2,2,6,4,0,2,0,0,15,0,1,2,0,3,2,0,5,1,5,3,1,3,1,5,5,6,1,9,4,4,2,5,3,2,5,5,4,11,6,3,3,10,1,5,1,12,5,0,3,5,7,6,2,5,4,4,6,7,5,5,5,7,5,7,5,8,3,4,3,6,7,5,2,7,0,5,2,5,3,4,4,7,4,2,1,5,5,4,2,7,3,5,2,6,4,3,7,6,6,1,1,0,3,0,2,1,3,1,8,7,4,6,5,4,7,9,0,0,8,3,5,5,4,3,15,9,2,5,3,3,2,4,21,2,5,5,5,6,1,4,2,18,4,1,8,1,2,1,5,8,4,2,6,2,7,18,2,3,5,6,6,0,9
2020-03-09,0,0,1,2,0,0,1,0,0,0,23,0,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,2,3,2,0,5,1,3,1,2,4,3,1,1,4,7,3,8,1,1,1,4,2,2,3,5,1,4,4,3,8,2,4,1,2,2,2,5,5,1,2,0,2,1,0,0,0,2,3,1,0,0,1,3,4,2,1,0,1,9,8,2,6,4,2,0,4,2,0,3,5,12,5,1,1,2,5,1,3,1,2,2,4,1,3,3,5,11,2,4,4,7,1,2,5,3,13,7,4,5,0,9,5,0,8,5,8,0,5,6,7,2,3,7,2,3,2,1,3,1,1,3,1,5,4,3,4,0,4,6,3,4,0,0,1,4,3,5,3,1,2,0,1,4,6,2,4,5,2,3,4,2,2,2,7,5,0,3,0,0,14,0,0,2,0,3,3,0,5,1,4,3,0,2,1,4,3,3,1,10,6,5,2,5,2,2,5,6,4,14,7,2,4,11,1,6,0,14,6,0,4,6,10,7,3,9,3,5,6,12,8,7,5,10,6,10,5,11,4,8,4,8,8,8,3,7,0,5,2,8,3,5,4,13,6,2,4,7,8,6,3,12,2,7,1,7,7,4,7,11,8,1,1,0,3,0,2,1,2,1,9,6,4,7,6,2,5,9,0,0,9,3,6,6,4,3,18,7,2,4,4,4,3,5,24,2,6,6,6,6,2,4,2,13,4,1,10,1,2,2,4,9,4,2,6,2,7,17,3,3,6,6,5,0,9
2020-03-10,0,0,1,2,0,0,1,0,0,0,23,0,1,0,1,1,0,0,2,2,2,0,0,0,0,0,0,3,3,2,0,5,1,3,1,2,4,3,1,1,5,7,3,8,1,1,1,4,2,2,3,5,1,4,4,3,9,2,4,1,2,2,2,5,5,1,2,0,3,1,0,0,0,2,3,1,0,1,1,3,5,2,1,0,1,9,8,3,6,4,2,0,4,2,0,3,5,11,5,1,1,2,5,1,3,1,2,2,4,1,3,3,5,11,2,4,4,5,1,2,7,3,12,6,4,5,0,9,5,0,6,5,7,0,5,8,7,2,4,7,2,3,2,1,3,1,1,3,1,5,4,4,5,0,5,7,3,5,0,0,1,4,4,5,3,1,2,0,1,4,6,2,4,5,2,3,4,2,2,2,7,5,0,3,0,0,15,0,0,2,0,4,3,0,5,1,4,3,0,2,1,4,3,3,1,9,6,5,2,4,2,2,5,6,4,13,7,2,4,11,1,6,0,13,6,0,4,6,11,7,2,9,3,5,6,12,8,7,5,10,6,11,5,11,4,8,4,9,7,8,3,6,0,5,2,9,3,6,3,14,6,2,4,7,8,6,3,12,2,7,1,7,8,4,6,12,9,1,1,0,3,0,2,1,2,1,9,7,4,7,6,2,5,9,0,0,9,3,6,6,3,3,18,7,2,4,4,4,3,5,25,2,6,6,6,6,2,5,3,12,4,1,10,1,3,2,5,8,4,2,6,2,7,17,2,2,6,6,6,0,8
2020-03-11,0,0,1,2,0,0,1,0,0,0,25,0,1,0,1,1,0,0,2,2,2,0,0,0,0,0,0,3,3,2,0,5,1,3,1,2,4,3,1,1,5,7,3,8,1,1,1,4,2,2,3,5,1,4,4,3,8,2,4,1,2,2,2,5,5,1,2,0,3,1,0,0,0,2,3,1,0,0,1,3,4,2,1,0,1,9,8,2,6,4,2,0,4,2,0,3,5,11,5,1,1,2,5,1,3,1,2,2,4,1,3,3,5,12,2,4,4,5,1,2,7,3,13,6,4,5,0,8,5,0,6,4,7,0,5,7,7,1,3,7,2,3,2,1,3,1,1,3,1,5,4,3,5,0,4,7,3,4,0,0,1,4,3,5,3,1,2,0,1,4,6,2,4,5,2,3,4,2,2,2,7,5,0,3,0,0,14,0,0,2,0,3,3,0,5,1,5,3,0,2,1,4,3,3,1,9,6,4,2,4,2,2,5,5,4,12,7,2,4,10,1,6,0,13,6,0,3,6,11,7,2,8,3,5,5,11,7,7,5,10,6,11,5,11,4,8,4,8,7,9,3,6,0,5,2,8,3,5,3,13,6,2,4,7,7,6,3,13,2,7,1,7,7,4,5,11,8,1,1,0,3,0,2,1,2,1,9,6,4,6,6,2,4,9,0,0,8,3,6,6,3,3,17,7,2,4,4,4,3,5,24,2,6,6,6,6,2,5,2,12,4,1,10,0,2,2,4,8,4,2,6,2,7,17,2,2,5,6,5,0,8
2020-03-12,0,0,1,2,0,0,1,0,0,0,21,0,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,3,3,1,0,5,1,3,1,2,4,3,1,1,5,7,3,9,1,1,1,4,2,2,3,5,1,4,4,3,8,2,4,1,2,2,2,5,5,1,2,0,2,1,0,0,0,2,3,1,0,0,1,3,4,2,1,0,1,10,8,2,6,4,2,0,4,2,0,2,5,11,5,1,1,2,5,1,3,1,2,2,4,1,3,3,5,12,2,4,4,5,1,2,8,3,16,7,5,5,0,9,5,0,7,5,8,0,6,8,7,2,4,7,2,3,2,1,3,1,0,3,1,5,3,3,5,0,4,7,3,4,0,0,1,4,3,5,3,1,2,0,1,4,6,1,4,5,2,3,4,2,2,2,7,5,0,3,0,0,15,0,0,2,0,4,3,0,5,1,5,3,0,3,1,4,3,3,1,9,6,5,2,4,2,2,5,6,4,13,7,2,4,11,1,6,0,13,6,0,4,7,11,8,3,9,4,5,7,11,7,7,5,11,7,12,6,12,4,9,4,9,8,9,3,9,0,6,2,9,3,6,3,15,6,2,4,7,7,6,4,12,3,7,1,7,7,4,7,12,10,1,1,0,3,0,2,1,2,2,11,7,4,7,7,3,5,10,0,0,8,3,7,6,3,3,20,8,3,4,3,5,3,5,34,2,7,6,8,7,2,5,3,14,4,1,10,0,2,2,5,8,4,2,6,2,7,17,2,2,6,7,5,0,8
2020-03-13,0,0,1,2,0,0,1,0,0,0,27,0,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,3,4,4,0,6,1,3,1,3,4,3,1,1,6,7,3,10,1,2,1,4,2,2,4,6,1,4,4,4,8,2,5,1,2,2,3,6,7,1,2,0,3,2,0,1,1,2,3,1,0,1,1,3,2,3,1,0,1,10,10,3,7,5,3,0,4,2,0,3,5,14,5,1,2,2,5,1,3,1,2,2,5,1,4,4,6,12,2,4,5,6,2,3,8,3,18,7,10,6,0,10,5,1,7,5,8,0,6,9,7,2,4,8,2,3,2,1,3,1,1,3,1,5,4,3,5,0,4,7,3,4,0,0,1,4,4,5,3,1,2,0,2,5,6,2,4,5,3,3,4,2,3,2,8,5,0,3,0,0,17,0,0,2,0,4,3,0,7,1,5,3,0,3,2,5,4,4,2,12,7,6,3,5,3,2,5,7,5,16,9,3,5,14,1,8,0,16,7,0,4,7,12,8,3,9,4,5,8,12,8,7,6,11,7,12,5,12,4,9,4,9,8,9,3,9,1,6,2,9,3,6,3,15,6,2,4,7,7,6,4,12,3,7,2,7,7,5,8,12,10,1,1,0,3,0,2,1,3,2,12,7,5,7,7,3,6,11,0,0,9,4,7,7,4,4,21,9,3,4,4,5,4,5,32,2,7,7,8,7,2,5,3,17,4,1,12,1,3,2,5,9,4,2,7,2,8,19,3,3,6,7,6,0,11
2020-03-14,0,0,1,1,0,0,0,0,0,0,21,0,1,0,1,0,0,0,2,2,1,0,0,0,0,0,0,2,4,5,0,6,1,3,1,2,3,3,1,1,6,6,3,8,1,2,1,4,2,2,3,5,1,4,3,3,7,2,4,1,2,2,2,5,5,1,2,0,3,1,0,0,0,2,3,0,0,1,1,3,3,2,1,0,1,8,8,3,6,4,3,0,4,2,1,3,4,11,5,1,2,2,6,1,3,1,1,2,4,1,3,3,5,13,2,4,4,6,1,2,9,2,15,7,8,5,0,9,5,1,7,5,8,1,5,9,7,1,3,7,2,3,2,1,3,1,1,3,1,5,4,4,5,0,4,7,3,5,0,0,1,4,4,5,3,1,2,0,2,5,5,2,3,6,3,3,5,2,2,2,7,5,0,3,0,0,15,0,1,1,0,3,2,0,7,1,7,3,0,3,1,4,4,5,1,10,5,5,2,5,3,2,5,6,4,13,8,3,4,11,1,6,0,14,6,0,4,7,9,7,2,7,4,4,9,9,6,6,7,9,6,10,5,10,3,5,3,8,7,6,3,9,1,6,2,7,3,5,3,8,5,2,2,6,6,4,3,8,4,6,2,6,5,4,7,8,7,1,1,0,3,0,2,1,4,2,10,8,5,7,6,4,8,9,0,0,8,4,7,6,4,5,18,10,3,5,3,4,3,5,27,2,6,6,6,7,2,5,2,22,4,1,10,1,3,2,5,8,4,2,7,2,8,20,3,3,5,7,6,0,10
2020-03-15,0,0,1,1,0,0,0,0,0,0,22,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,4,0,0,6,1,3,1,2,2,4,1,1,6,5,3,7,1,1,0,3,2,2,2,5,1,4,2,3,6,2,3,1,2,2,2,4,5,1,1,0,3,1,0,0,0,2,2,0,0,1,0,3,4,2,1,0,1,7,7,2,6,3,2,0,3,2,1,2,3,10,4,1,2,1,7,1,3,1,1,2,3,1,3,3,4,12,2,4,3,6,1,3,9,2,14,6,7,4,0,7,4,1,6,4,6,1,4,8,6,1,3,6,2,3,1,1,3,1,1,2,1,5,4,4,4,0,4,6,3,5,0,0,0,4,3,5,3,1,2,0,2,5,5,2,3,7,3,2,5,2,2,2,6,4,0,2,0,0,16,0,1,1,0,3,2,0,6,1,8,3,0,3,1,4,5,5,1,9,5,4,2,4,3,2,5,5,3,11,7,2,4,11,1,5,0,13,6,0,3,6,8,7,1,5,4,3,8,7,4,5,6,7,5,7,4,8,3,4,3,6,6,5,2,9,1,5,2,5,3,5,2,6,5,1,1,5,4,3,2,6,4,4,2,5,3,4,7,6,6,1,1,0,3,0,2,1,3,1,10,8,4,6,5,4,7,9,0,0,7,4,6,5,4,4,17,10,3,5,3,3,3,4,26,2,5,5,6,6,1,4,2,20,4,1,8,1,2,2,4,8,4,2,7,2,7,19,2,3,5,7,6,0,9
2020-03-16,0,0,1,2,0,0,1,0,0,0,23,0,1,0,1,0,0,0,3,2,2,0,0,0,0,0,0,3,3,0,0,6,1,3,1,2,3,3,1,1,5,6,3,9,1,1,1,3,2,2,3,5,1,4,3,3,9,2,4,1,2,2,2,5,6,1,2,0,2,1,0,0,0,2,3,1,0,0,1,3,4,2,1,0,1,9,7,2,6,4,2,0,4,2,0,2,4,11,4,1,2,2,5,1,3,1,2,2,4,1,3,3,5,12,2,4,4,5,1,2,8,2,15,6,7,5,0,9,5,0,7,4,8,0,5,9,8,1,4,7,2,3,2,1,3,1,1,2,1,5,4,4,4,0,4,6,3,4,0,0,1,4,3,5,3,1,2,0,2,4,5,2,4,5,2,2,4,2,2,2,7,5,0,2,0,0,12,0,0,1,0,2,2,0,4,1,5,3,0,2,1,4,3,3,1,10,6,5,2,5,2,2,5,6,4,14,7,2,4,13,1,6,0,15,6,0,3,5,10,7,2,7,4,4,7,10,6,6,5,9,6,9,5,10,4,7,3,7,7,7,3,7,0,5,2,8,3,5,2,11,6,2,3,6,6,5,3,10,3,6,1,6,6,4,6,8,8,1,1,0,3,0,2,1,2,2,10,6,4,7,6,3,5,9,0,0,8,3,6,6,3,4,19,8,3,4,3,4,3,5,28,2,6,6,7,6,2,4,2,13,4,1,10,1,2,2,5,8,4,2,7,2,8,18,3,2,5,6,6,0,10
2020-03-17,0,0,1,1,0,0,1,0,0,0,10,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,2,0,0,6,1,2,1,2,3,3,1,1,4,5,2,8,1,1,0,3,2,2,3,4,1,4,3,3,9,1,3,1,2,2,2,5,5,1,1,0,3,1,0,0,0,1,3,1,0,0,0,2,4,2,0,0,1,8,6,2,5,3,2,0,4,2,0,2,4,10,4,1,1,2,5,1,3,1,1,2,4,1,2,3,5,12,2,4,4,5,2,2,7,2,14,6,6,4,0,8,4,0,6,6,10,0,5,8,7,1,3,7,1,3,1,1,3,1,1,3,1,5,4,3,4,0,4,6,3,4,0,0,0,4,3,5,3,1,2,0,2,4,5,2,3,5,2,2,3,2,2,2,5,4,0,2,0,0,11,0,0,1,0,3,2,0,4,1,4,3,0,2,1,4,3,2,1,8,5,4,2,5,2,2,5,5,3,11,7,2,4,9,1,5,0,13,6,0,3,5,9,7,2,6,3,4,6,9,5,6,5,8,5,9,4,9,4,5,3,7,6,6,2,7,0,5,2,7,2,5,2,9,5,1,3,6,5,5,3,8,2,6,1,5,5,3,6,7,7,1,1,0,3,0,2,1,2,1,9,6,3,6,5,2,4,9,0,0,7,3,5,6,3,3,17,7,3,3,3,3,3,4,26,2,6,5,6,5,1,4,2,13,4,1,9,0,2,2,5,8,4,2,7,2,7,16,2,2,5,6,5,0,8
2020-03-18,0,0,1,1,0,0,1,0,0,0,20,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,6,1,2,1,2,3,3,1,1,4,5,2,8,1,1,0,3,2,2,3,4,1,4,3,3,8,2,3,1,2,2,2,5,5,1,1,0,3,1,0,0,0,1,3,1,0,0,0,2,4,2,0,0,1,8,6,2,5,3,2,0,4,2,0,2,4,10,4,1,2,2,5,1,3,1,2,2,4,1,2,3,5,12,2,4,4,5,1,2,8,2,13,6,6,5,0,8,4,0,7,4,8,0,5,8,7,1,3,6,1,3,1,1,3,1,1,2,1,5,4,4,4,0,4,6,3,4,0,0,0,4,3,5,3,1,2,0,2,5,5,2,3,5,2,2,3,2,2,2,7,4,0,2,0,0,10,0,0,1,0,3,2,0,2,1,4,3,0,2,1,4,3,3,1,8,5,4,2,5,2,2,5,5,3,11,7,2,4,10,1,5,0,13,6,0,3,5,9,6,2,6,3,4,6,8,5,6,6,8,5,9,4,8,4,5,3,8,6,6,2,7,0,5,2,7,3,5,2,8,5,1,3,6,5,5,3,8,2,6,1,5,5,3,5,7,7,1,1,0,3,0,2,1,2,1,9,6,3,6,5,2,4,9,0,0,7,3,5,6,3,4,17,7,3,3,3,3,3,4,26,2,6,5,7,5,1,4,2,14,3,1,8,1,2,2,4,8,3,2,7,2,7,15,2,3,4,6,6,0,8
